"time", "y_multiSwitch", "y_product", "y_sum", "y_triggeredAdd"
0, 4, 0, 1, 0
0.00488281005305165, 4, 0, 1, 0
0.0244140600530516, 4, 0, 1, 0
0.122070310053052, 4, 0, 1, 0
0.266501895244373, 4, 0, 1, 0
0.271384705244373, 4, 0, 2, 0
0.290915955244373, 4, 0, 2, 0
0.388572205244373, 4, 0, 2, 0
0.5, 4, 0, 2, 0
0.50488281, 6, 0, 2, 0
0.52441406, 6, 0, 2, 0
0.62207031, 6, 0, 2, 0
0.833333333394594, 6, 0, 2, 0
0.838216143394594, 6, 0, 3, 0
0.857747393394594, 6, 0, 3, 0
0.955403643394594, 6, 0, 3, 0
1, 6, 0, 3, 0
1.00488281, 4, 0, 3, 1
1.02441406, 4, 0, 3, 1
1.12207031, 4, 0, 3, 1
1.5, 4, 0, 3, 1
1.50488281, 6, 0, 3, 1
1.52441406, 6, 0, 3, 1
1.56785250670929, 6, 0, 3, 1
1.57273531670929, 6, 0, 4, 1
1.59226656670929, 6, 0, 4, 1
1.6, 6, 0, 4, 1
1.60488281, 2, 0, 4, 1
1.62441406, 2, 0, 4, 1
1.72207031, 2, 0, 4, 1
2, 2, 0, 4, 1
2.00488281, 4, 21, 7, 2
2.02441406, 4, 21, 7, 2
2.12207031, 4, 21, 7, 2
2.50000000000001, 4, 21, 7, 2
2.50488281000001, 6, 21, 7, 2
2.52441406000001, 6, 21, 7, 2
2.62207031000001, 6, 21, 7, 2
3, 6, 21, 7, 2
3.00488281, 4, 21, 7, 3
3.02441406, 4, 21, 7, 3
3.12207031, 4, 21, 7, 3
3.43214749348266, 4, 21, 7, 3
3.43703030348266, 4, 18, 6, 3
3.45656155348266, 4, 18, 6, 3
3.5, 4, 18, 6, 3
3.50488281, 6, 18, 6, 3
3.52441406, 6, 18, 6, 3
3.6, 6, 18, 6, 3
3.60488281, 2, 18, 6, 3
3.62441406, 2, 18, 6, 3
3.72207031, 2, 18, 6, 3
4.00000000000001, 2, 18, 6, 3
4.00488281000001, 4, 18, 6, 4
4.02441406000001, 4, 18, 6, 4
4.12207031000001, 4, 18, 6, 4
4.16666666672793, 4, 18, 6, 4
4.17154947672793, 4, 15, 5, 4
4.19108072672793, 4, 15, 5, 4
4.28873697672793, 4, 15, 5, 4
4.50000000000001, 4, 15, 5, 4
4.50488281000001, 6, 15, 5, 4
4.52441406000001, 6, 15, 5, 4
4.62207031000001, 6, 15, 5, 4
4.73349810486324, 6, 15, 5, 4
4.73838091486324, 6, 12, 4, 4
4.75791216486324, 6, 12, 4, 4
4.85556841486324, 6, 12, 4, 4
5.00000000000001, 6, 12, 4, 4
5.00488281000001, 4, 12, 4, 5
5.02441406000001, 4, 12, 4, 5
5.12207031000001, 4, 12, 4, 5
5.26650189524437, 4, 12, 4, 5
5.27138470524437, 4, 9, 3, 5
5.29091595524437, 4, 9, 3, 5
5.38857220524437, 4, 9, 3, 5
5.50000000000002, 4, 9, 3, 5
5.50488281000002, 6, 9, 3, 5
5.52441406000002, 6, 9, 3, 5
5.60000000000001, 6, 9, 3, 5
5.60488281000001, 2, 9, 3, 5
5.62441406000001, 2, 9, 3, 5
5.72207031000001, 2, 9, 3, 5
5.83333333339459, 2, 9, 3, 5
5.83821614339459, 2, 6, 2, 5
5.85774739339459, 2, 6, 2, 5
5.95540364339459, 2, 6, 2, 5
6, 2, 6, 2, 5
6.00488281, 4, 6, 2, 6
6.02441406, 4, 6, 2, 6
6.12207031, 4, 6, 2, 6
6.5, 4, 6, 2, 6
6.50488281, 6, 6, 2, 6
6.52441406, 6, 6, 2, 6
6.56785250670929, 6, 6, 2, 6
6.57273531670929, 6, 3, 1, 6
6.59226656670929, 6, 3, 1, 6
6.68992281670929, 6, 3, 1, 6
7, 6, 3, 1, 6
7.00488281000001, 4, 3, 1, 7
7.02441406000001, 4, 3, 1, 7
7.12207031000001, 4, 3, 1, 7
7.50000000000001, 4, 3, 1, 7
7.50488281000001, 6, 3, 1, 7
7.52441406000001, 6, 3, 1, 7
7.6, 6, 3, 1, 7
7.60488281, 2, 3, 1, 7
7.62441406, 2, 3, 1, 7
7.72207031, 2, 3, 1, 7
8.00000000000001, 2, 3, 1, 7
8.00488281000001, 4, 3, 1, 8
8.02441406000001, 4, 3, 1, 8
8.12207031000001, 4, 3, 1, 8
8.43214749348266, 4, 3, 1, 8
8.43703030348266, 4, 6, 2, 8
8.45656155348266, 4, 6, 2, 8
8.50000000000001, 4, 6, 2, 8
8.50488281000001, 6, 6, 2, 8
8.52441406000001, 6, 6, 2, 8
8.62207031000001, 6, 6, 2, 8
9, 6, 6, 2, 8
9.00488281, 4, 6, 2, 9
9.02441406, 4, 6, 2, 9
9.12207031, 4, 6, 2, 9
9.16666666672793, 4, 6, 2, 9
9.17154947672793, 4, 9, 3, 9
9.19108072672793, 4, 9, 3, 9
9.28873697672793, 4, 9, 3, 9
9.50000000000001, 4, 9, 3, 9
9.50488281000001, 6, 9, 3, 9
9.52441406000001, 6, 9, 3, 9
9.60000000000001, 6, 9, 3, 9
9.60488281000001, 2, 9, 3, 9
9.62441406000001, 2, 9, 3, 9
9.72207031000001, 2, 9, 3, 9
9.73349810486324, 2, 9, 3, 9
9.73838091486324, 2, 12, 4, 9
9.75791216486324, 2, 12, 4, 9
9.85556841486324, 2, 12, 4, 9
10, 2, 12, 4, 9
