"time","revolute1.w","revolute2.w"
0.00E+00,0.00E+00,0.00E+00
1.00E-02,-2.51E-01,3.34E-01
2.00E-02,-5.03E-01,6.68E-01
3.00E-02,-7.54E-01,1.00E+00
4.00E-02,-1.00E+00,1.33E+00
5.00E-02,-1.25E+00,1.66E+00
6.00E-02,-1.50E+00,1.99E+00
7.00E-02,-1.75E+00,2.30E+00
8.00E-02,-1.99E+00,2.61E+00
9.00E-02,-2.23E+00,2.90E+00
1.00E-01,-2.46E+00,3.18E+00
1.10E-01,-2.69E+00,3.42E+00
1.20E-01,-2.90E+00,3.63E+00
1.30E-01,-3.11E+00,3.80E+00
1.40E-01,-3.30E+00,3.93E+00
1.50E-01,-3.48E+00,4.02E+00
1.60E-01,-3.64E+00,4.05E+00
1.70E-01,-3.79E+00,4.03E+00
1.80E-01,-3.93E+00,3.96E+00
1.90E-01,-4.05E+00,3.83E+00
2.00E-01,-4.15E+00,3.66E+00
2.10E-01,-4.25E+00,3.44E+00
2.20E-01,-4.33E+00,3.17E+00
2.30E-01,-4.39E+00,2.85E+00
2.40E-01,-4.44E+00,2.49E+00
2.50E-01,-4.47E+00,2.08E+00
2.60E-01,-4.49E+00,1.62E+00
2.70E-01,-4.49E+00,1.12E+00
2.80E-01,-4.46E+00,5.81E-01
2.90E-01,-4.41E+00,-9.96E-03
3.00E-01,-4.34E+00,-6.48E-01
3.10E-01,-4.24E+00,-1.33E+00
3.20E-01,-4.11E+00,-2.07E+00
3.30E-01,-3.94E+00,-2.85E+00
3.40E-01,-3.75E+00,-3.69E+00
3.50E-01,-3.51E+00,-4.58E+00
3.60E-01,-3.25E+00,-5.52E+00
3.70E-01,-2.96E+00,-6.49E+00
3.80E-01,-2.65E+00,-7.48E+00
3.90E-01,-2.35E+00,-8.45E+00
4.00E-01,-2.07E+00,-9.32E+00
4.10E-01,-1.86E+00,-9.99E+00
4.20E-01,-1.77E+00,-1.03E+01
4.30E-01,-1.82E+00,-1.03E+01
4.40E-01,-2.03E+00,-9.83E+00
4.50E-01,-2.35E+00,-9.04E+00
4.60E-01,-2.74E+00,-8.03E+00
4.70E-01,-3.17E+00,-6.91E+00
4.80E-01,-3.60E+00,-5.74E+00
4.90E-01,-4.02E+00,-4.56E+00
5.00E-01,-4.41E+00,-3.40E+00
5.10E-01,-4.78E+00,-2.26E+00
5.20E-01,-5.11E+00,-1.14E+00
5.30E-01,-5.41E+00,-5.83E-02
5.40E-01,-5.68E+00,1.00E+00
5.50E-01,-5.92E+00,2.03E+00
5.60E-01,-6.14E+00,3.03E+00
5.70E-01,-6.34E+00,4.00E+00
5.80E-01,-6.51E+00,4.92E+00
5.90E-01,-6.66E+00,5.78E+00
6.00E-01,-6.78E+00,6.55E+00
6.10E-01,-6.87E+00,7.21E+00
6.20E-01,-6.91E+00,7.71E+00
6.30E-01,-6.88E+00,8.00E+00
6.40E-01,-6.78E+00,8.05E+00
6.50E-01,-6.61E+00,7.85E+00
6.60E-01,-6.37E+00,7.44E+00
6.70E-01,-6.08E+00,6.86E+00
6.80E-01,-5.76E+00,6.18E+00
6.90E-01,-5.42E+00,5.44E+00
7.00E-01,-5.07E+00,4.70E+00
7.10E-01,-4.73E+00,3.96E+00
7.20E-01,-4.39E+00,3.25E+00
7.30E-01,-4.06E+00,2.58E+00
7.40E-01,-3.74E+00,1.94E+00
7.50E-01,-3.42E+00,1.34E+00
7.60E-01,-3.11E+00,7.74E-01
7.70E-01,-2.81E+00,2.40E-01
7.80E-01,-2.51E+00,-2.67E-01
7.90E-01,-2.21E+00,-7.48E-01
8.00E-01,-1.92E+00,-1.21E+00
8.10E-01,-1.63E+00,-1.65E+00
8.20E-01,-1.34E+00,-2.08E+00
8.30E-01,-1.06E+00,-2.50E+00
8.40E-01,-7.72E-01,-2.91E+00
8.50E-01,-4.88E-01,-3.32E+00
8.60E-01,-2.04E-01,-3.73E+00
8.70E-01,7.90E-02,-4.13E+00
8.80E-01,3.62E-01,-4.54E+00
8.90E-01,6.44E-01,-4.95E+00
9.00E-01,9.23E-01,-5.35E+00
9.10E-01,1.20E+00,-5.74E+00
9.20E-01,1.46E+00,-6.12E+00
9.30E-01,1.72E+00,-6.46E+00
9.40E-01,1.95E+00,-6.75E+00
9.50E-01,2.17E+00,-6.99E+00
9.60E-01,2.36E+00,-7.16E+00
9.70E-01,2.54E+00,-7.27E+00
9.80E-01,2.69E+00,-7.31E+00
9.90E-01,2.82E+00,-7.30E+00
1.00E+00,2.95E+00,-7.25E+00
1.01E+00,3.06E+00,-7.16E+00
1.02E+00,3.17E+00,-7.03E+00
1.03E+00,3.27E+00,-6.89E+00
1.04E+00,3.37E+00,-6.72E+00
1.05E+00,3.48E+00,-6.54E+00
1.06E+00,3.58E+00,-6.34E+00
1.07E+00,3.69E+00,-6.12E+00
1.08E+00,3.80E+00,-5.89E+00
1.09E+00,3.92E+00,-5.64E+00
1.10E+00,4.04E+00,-5.37E+00
1.11E+00,4.16E+00,-5.08E+00
1.12E+00,4.28E+00,-4.77E+00
1.13E+00,4.40E+00,-4.44E+00
1.14E+00,4.52E+00,-4.07E+00
1.15E+00,4.64E+00,-3.67E+00
1.16E+00,4.75E+00,-3.24E+00
1.17E+00,4.85E+00,-2.78E+00
1.18E+00,4.95E+00,-2.28E+00
1.19E+00,5.02E+00,-1.74E+00
1.20E+00,5.07E+00,-1.16E+00
1.21E+00,5.10E+00,-5.37E-01
1.22E+00,5.10E+00,1.24E-01
1.23E+00,5.05E+00,8.26E-01
1.24E+00,4.97E+00,1.57E+00
1.25E+00,4.84E+00,2.36E+00
1.26E+00,4.67E+00,3.19E+00
1.27E+00,4.43E+00,4.06E+00
1.28E+00,4.14E+00,4.99E+00
1.29E+00,3.79E+00,5.98E+00
1.30E+00,3.38E+00,7.03E+00
1.31E+00,2.90E+00,8.18E+00
1.32E+00,2.35E+00,9.43E+00
1.33E+00,1.72E+00,1.08E+01
1.34E+00,1.02E+00,1.24E+01
1.35E+00,2.15E-01,1.43E+01
1.36E+00,-6.76E-01,1.64E+01
1.37E+00,-1.62E+00,1.87E+01
1.38E+00,-2.44E+00,2.08E+01
1.39E+00,-2.80E+00,2.17E+01
1.40E+00,-2.47E+00,2.09E+01
1.41E+00,-1.65E+00,1.88E+01
1.42E+00,-6.96E-01,1.65E+01
1.43E+00,2.16E-01,1.43E+01
1.44E+00,1.04E+00,1.25E+01
1.45E+00,1.77E+00,1.08E+01
1.46E+00,2.41E+00,9.40E+00
1.47E+00,2.98E+00,8.11E+00
1.48E+00,3.47E+00,6.93E+00
1.49E+00,3.90E+00,5.84E+00
1.50E+00,4.27E+00,4.82E+00
1.51E+00,4.57E+00,3.85E+00
1.52E+00,4.82E+00,2.94E+00
1.53E+00,5.00E+00,2.06E+00
1.54E+00,5.14E+00,1.23E+00
1.55E+00,5.23E+00,4.43E-01
1.56E+00,5.28E+00,-3.06E-01
1.57E+00,5.30E+00,-1.02E+00
1.58E+00,5.28E+00,-1.69E+00
1.59E+00,5.24E+00,-2.32E+00
1.60E+00,5.17E+00,-2.91E+00
1.61E+00,5.10E+00,-3.47E+00
1.62E+00,5.01E+00,-3.99E+00
1.63E+00,4.92E+00,-4.49E+00
1.64E+00,4.82E+00,-4.95E+00
1.65E+00,4.73E+00,-5.39E+00
1.66E+00,4.63E+00,-5.81E+00
1.67E+00,4.54E+00,-6.21E+00
1.68E+00,4.46E+00,-6.59E+00
1.69E+00,4.38E+00,-6.96E+00
1.70E+00,4.31E+00,-7.33E+00
1.71E+00,4.24E+00,-7.68E+00
1.72E+00,4.19E+00,-8.02E+00
1.73E+00,4.13E+00,-8.35E+00
1.74E+00,4.08E+00,-8.66E+00
1.75E+00,4.02E+00,-8.94E+00
1.76E+00,3.95E+00,-9.16E+00
1.77E+00,3.85E+00,-9.30E+00
1.78E+00,3.72E+00,-9.33E+00
1.79E+00,3.55E+00,-9.23E+00
1.80E+00,3.33E+00,-9.00E+00
