"time","addr","datao","oeb","sync","vpab","we_n"
5.419,8945,229,0,0,1,0
5.419,8945,229,0,0,1,0
5.42,8945,229,0,0,1,0
5.42,8945,229,0,0,1,0
5.421,8945,229,0,0,1,0
5.421,8945,229,0,0,1,0
5.422,62968,114,0,1,1,1
5.422,62968,114,0,1,1,1
5.423,62968,114,1,1,1,1
5.423,62968,114,1,1,1,1
5.424,62968,114,1,0,1,1
5.424,62968,114,1,0,1,1
5.425,62968,114,1,0,1,1
5.425,62968,114,1,0,1,1
5.426,410,245,1,0,1,0
5.426,410,245,1,0,1,0
5.427,410,245,0,0,1,0
5.427,410,245,0,0,1,0
5.428,409,248,0,0,1,0
5.428,409,248,0,0,1,0
5.429,409,248,0,0,1,0
5.429,409,248,0,0,1,0
5.43,409,248,0,0,1,0
5.43,409,248,0,0,1,0
5.431,409,248,0,0,1,0
5.431,409,248,0,0,1,0
5.432,408,236,0,0,1,0
5.432,408,236,0,0,1,0
5.433,65530,114,0,0,0,1
5.433,65530,114,0,0,0,1
5.434,65530,114,1,0,0,1
5.434,65530,114,1,0,0,1
5.435,65531,114,1,0,0,1
5.435,65531,114,1,0,0,1
5.436,65531,114,1,0,0,1
5.436,65531,114,1,0,0,1
5.437,22124,114,1,1,1,1
5.437,22124,114,1,1,1,1
5.438,22124,114,1,0,1,1
5.438,22124,114,1,0,1,1
5.439,22124,114,1,0,1,1
5.439,22124,114,1,0,1,1
5.44,22124,114,1,0,1,1
5.44,22124,114,1,0,1,1
5.441,407,86,1,0,1,0
5.441,407,86,1,0,1,0
5.442,406,108,0,0,1,0
5.442,406,108,0,0,1,0
5.443,405,236,0,0,1,0
5.443,405,236,0,0,1,0
5.444,65530,114,0,0,0,1
5.444,65530,114,0,0,0,1
5.445,65530,114,1,0,0,1
5.445,65530,114,1,0,0,1
5.446,65531,114,1,0,0,1
5.446,65531,114,1,0,0,1
5.447,24317,114,1,1,1,1
5.447,24317,114,1,1,1,1
5.448,24318,114,1,0,1,1
5.448,24318,114,1,0,1,1
5.449,24318,114,1,0,1,1
5.449,24318,114,1,0,1,1
5.45,24318,114,1,0,1,1
5.45,24318,114,1,0,1,1
5.451,24318,114,1,0,1,1
5.451,24318,114,1,0,1,1
5.452,24318,114,1,0,1,1
5.452,24318,114,1,0,1,1
5.453,24318,114,1,0,1,1
5.453,24318,114,1,0,1,1
5.454,24318,114,1,0,1,1
5.454,24318,114,1,0,1,1
5.455,24318,114,1,0,1,1
5.455,24318,114,1,0,1,1
5.456,24318,114,1,0,1,1
5.456,24318,114,1,0,1,1
5.457,24318,114,1,0,1,1
5.457,24318,114,1,0,1,1
5.458,24318,114,1,0,1,1
5.458,24318,114,1,0,1,1
5.459,24318,114,1,0,1,1
5.459,24318,114,1,0,1,1
5.46,24318,114,1,0,1,1
5.46,24318,114,1,0,1,1
5.461,24318,114,1,0,1,1
5.461,24318,114,1,0,1,1
5.462,24318,114,1,0,1,1
5.462,24318,114,1,0,1,1
5.463,24318,114,1,0,1,1
5.463,24318,114,1,0,1,1
5.464,24318,114,1,0,1,1
5.464,24318,114,1,0,1,1
5.465,24318,114,1,0,1,1
5.465,24318,114,1,0,1,1
5.466,24318,114,1,1,1,1
5.466,24318,114,1,1,1,1
5.467,24318,114,1,0,1,1
5.467,24318,114,1,0,1,1
5.468,24318,114,1,0,1,1
5.468,24318,114,1,0,1,1
5.469,24318,114,1,0,1,1
5.469,24318,114,1,0,1,1
5.47,24318,114,1,0,1,1
5.47,24318,114,1,0,1,1
5.471,24318,114,1,0,1,1
5.471,24318,114,1,0,1,1
5.472,24318,114,1,0,1,1
5.472,24318,114,1,0,1,1
5.473,24318,114,1,0,1,1
5.473,24318,114,1,0,1,1
5.474,404,94,1,0,1,0
5.474,404,94,1,0,1,0
5.475,403,254,0,0,1,0
5.475,403,254,0,0,1,0
5.476,402,236,0,0,1,0
5.476,402,236,0,0,1,0
5.477,402,236,0,0,1,0
5.477,402,236,0,0,1,0
5.478,65530,114,0,0,0,1
5.478,65530,114,0,0,0,1
5.479,65530,114,1,0,0,1
5.479,65530,114,1,0,0,1
5.48,65531,114,1,0,0,1
5.48,65531,114,1,0,0,1
5.481,14896,114,1,1,1,1
5.481,14896,114,1,1,1,1
5.482,14896,114,1,1,1,1
5.482,14896,114,1,1,1,1
5.483,14897,114,1,0,1,1
5.483,14897,114,1,0,1,1
5.484,402,114,1,0,1,1
5.484,402,114,1,0,1,1
5.485,14897,240,1,1,1,1
5.485,14897,240,1,1,1,1
5.486,14897,240,1,1,1,1
5.486,14897,240,1,1,1,1
5.487,14898,240,1,0,1,1
5.487,14898,240,1,0,1,1
5.488,14898,240,1,0,1,1
5.488,14898,240,1,0,1,1
5.489,64,240,1,0,1,1
5.489,64,240,1,0,1,1
5.49,64,195,1,0,1,1
5.49,64,195,1,0,1,1
5.491,64,195,1,0,1,0
5.491,64,195,1,0,1,0
5.492,64,195,0,0,1,0
5.492,64,195,0,0,1,0
5.493,14899,195,0,1,1,1
5.493,14899,195,0,1,1,1
5.494,14899,195,1,1,1,1
5.494,14899,195,1,1,1,1
5.495,14899,195,1,1,1,1
5.495,14899,195,1,1,1,1
5.496,14899,195,1,0,1,1
5.496,14899,195,1,0,1,1
5.497,14899,195,1,0,1,1
5.497,14899,195,1,0,1,1
5.498,14899,195,1,0,1,1
5.498,14899,195,1,0,1,1
5.499,14899,195,1,0,1,1
5.499,14899,195,1,0,1,1
5.5,402,58,1,0,1,0
5.5,402,58,1,0,1,0
5.501,401,51,0,0,1,0
5.501,401,51,0,0,1,0
5.502,400,236,0,0,1,0
5.502,400,236,0,0,1,0
5.503,400,236,0,0,1,0
5.503,400,236,0,0,1,0
5.504,65530,195,0,0,0,1
5.504,65530,195,0,0,0,1
5.505,65530,195,1,0,0,1
5.505,65530,195,1,0,0,1
5.506,65530,195,1,0,0,1
5.506,65530,195,1,0,0,1
5.507,65530,195,1,0,0,1
5.507,65530,195,1,0,0,1
5.508,65530,195,1,0,0,1
5.508,65530,195,1,0,0,1
5.509,65531,195,1,0,0,1
5.509,65531,195,1,0,0,1
5.51,45053,195,1,1,1,1
5.51,45053,195,1,1,1,1
5.511,45053,195,1,0,1,1
5.511,45053,195,1,0,1,1
5.512,45053,195,1,0,1,1
5.512,45053,195,1,0,1,1
5.513,399,175,1,0,1,0
5.513,399,175,1,0,1,0
5.514,399,175,0,0,1,0
5.514,399,175,0,0,1,0
5.515,399,175,0,0,1,0
5.515,399,175,0,0,1,0
5.516,398,253,0,0,1,0
5.516,398,253,0,0,1,0
5.517,397,236,0,0,1,0
5.517,397,236,0,0,1,0
5.518,65530,195,0,0,0,1
5.518,65530,195,0,0,0,1
5.519,65531,195,1,0,0,1
5.519,65531,195,1,0,0,1
5.52,58519,195,1,1,1,1
5.52,58519,195,1,1,1,1
5.521,58519,195,1,1,1,1
5.521,58519,195,1,1,1,1
5.522,58519,195,1,0,1,1
5.522,58519,195,1,0,1,1
5.523,396,228,1,0,1,0
5.523,396,228,1,0,1,0
5.524,396,228,0,0,1,0
5.524,396,228,0,0,1,0
5.525,396,228,0,0,1,0
5.525,396,228,0,0,1,0
5.526,396,228,0,0,1,0
5.526,396,228,0,0,1,0
5.527,396,228,0,0,1,0
5.527,396,228,0,0,1,0
5.528,395,151,0,0,1,0
5.528,395,151,0,0,1,0
5.529,394,236,0,0,1,0
5.529,394,236,0,0,1,0
5.53,65530,195,0,0,0,1
5.53,65530,195,0,0,0,1
5.531,65531,195,1,0,0,1
5.531,65531,195,1,0,0,1
5.532,16345,195,1,1,1,1
5.532,16345,195,1,1,1,1
5.533,16345,195,1,0,1,1
5.533,16345,195,1,0,1,1
5.534,16345,195,1,0,1,1
5.534,16345,195,1,0,1,1
5.535,393,63,1,0,1,0
5.535,393,63,1,0,1,0
5.536,393,63,0,0,1,0
5.536,393,63,0,0,1,0
5.537,392,217,0,0,1,0
5.537,392,217,0,0,1,0
5.538,392,217,0,0,1,0
5.538,392,217,0,0,1,0
5.539,391,236,0,0,1,0
5.539,391,236,0,0,1,0
5.54,65530,195,0,0,0,1
5.54,65530,195,0,0,0,1
5.541,65531,195,1,0,0,1
5.541,65531,195,1,0,0,1
5.542,54155,195,1,1,1,1
5.542,54155,195,1,1,1,1
5.543,54155,195,1,1,1,1
5.543,54155,195,1,1,1,1
5.544,54155,195,1,1,1,1
5.544,54155,195,1,1,1,1
5.545,54155,195,1,1,1,1
5.545,54155,195,1,1,1,1
5.546,54155,195,1,1,1,1
5.546,54155,195,1,1,1,1
5.547,54155,195,1,1,1,1
5.547,54155,195,1,1,1,1
5.548,54155,195,1,0,1,1
5.548,54155,195,1,0,1,1
5.549,390,211,1,0,1,0
5.549,390,211,1,0,1,0
5.55,389,139,0,0,1,0
5.55,389,139,0,0,1,0
5.551,388,236,0,0,1,0
5.551,388,236,0,0,1,0
5.552,388,236,0,0,1,0
5.552,388,236,0,0,1,0
5.553,65530,195,0,0,0,1
5.553,65530,195,0,0,0,1
5.554,65531,195,1,0,0,1
5.554,65531,195,1,0,0,1
5.555,56568,195,1,1,1,1
5.555,56568,195,1,1,1,1
5.556,56568,195,1,1,1,1
5.556,56568,195,1,1,1,1
5.557,56568,195,1,1,1,1
5.557,56568,195,1,1,1,1
5.558,56568,195,1,1,1,1
5.558,56568,195,1,1,1,1
5.559,56568,195,1,1,1,1
5.559,56568,195,1,1,1,1
5.56,56568,195,1,1,1,1
5.56,56568,195,1,1,1,1
5.561,56568,195,1,0,1,1
5.561,56568,195,1,0,1,1
5.562,56568,195,1,0,1,1
5.562,56568,195,1,0,1,1
5.563,387,220,1,0,1,0
5.563,387,220,1,0,1,0
5.564,387,220,0,0,1,0
5.564,387,220,0,0,1,0
5.565,386,248,0,0,1,0
5.565,386,248,0,0,1,0
5.566,385,236,0,0,1,0
5.566,385,236,0,0,1,0
5.567,385,236,0,0,1,0
5.567,385,236,0,0,1,0
5.568,65530,195,0,0,0,1
5.568,65530,195,0,0,0,1
5.569,65530,195,1,0,0,1
5.569,65530,195,1,0,0,1
5.57,65530,195,1,0,0,1
5.57,65530,195,1,0,0,1
5.571,65531,195,1,0,0,1
5.571,65531,195,1,0,0,1
5.572,24167,195,1,1,1,1
5.572,24167,195,1,1,1,1
5.573,24167,195,1,1,1,1
5.573,24167,195,1,1,1,1
5.574,24167,195,1,1,1,1
5.574,24167,195,1,1,1,1
5.575,24167,195,1,0,1,1
5.575,24167,195,1,0,1,1
5.576,24167,195,1,0,1,1
5.576,24167,195,1,0,1,1
5.577,384,94,1,0,1,0
5.577,384,94,1,0,1,0
5.578,383,103,0,0,1,0
5.578,383,103,0,0,1,0
5.579,382,236,0,0,1,0
5.579,382,236,0,0,1,0
5.58,65530,195,0,0,0,1
5.58,65530,195,0,0,0,1
5.581,65530,195,1,0,0,1
5.581,65530,195,1,0,0,1
5.582,65531,195,1,0,0,1
5.582,65531,195,1,0,0,1
5.583,65531,195,1,0,0,1
5.583,65531,195,1,0,0,1
5.584,65531,195,1,0,0,1
5.584,65531,195,1,0,0,1
5.585,62363,195,1,1,1,1
5.585,62363,195,1,1,1,1
5.586,62363,195,1,0,1,1
5.586,62363,195,1,0,1,1
5.587,62363,195,1,0,1,1
5.587,62363,195,1,0,1,1
5.588,62363,195,1,0,1,1
5.588,62363,195,1,0,1,1
5.589,62363,195,1,0,1,1
5.589,62363,195,1,0,1,1
5.59,381,243,1,0,1,0
5.59,381,243,1,0,1,0
5.591,381,243,0,0,1,0
5.591,381,243,0,0,1,0
5.592,380,155,0,0,1,0
5.592,380,155,0,0,1,0
5.593,380,155,0,0,1,0
5.593,380,155,0,0,1,0
5.594,379,236,0,0,1,0
5.594,379,236,0,0,1,0
5.595,379,236,0,0,1,0
5.595,379,236,0,0,1,0
5.596,379,236,0,0,1,0
5.596,379,236,0,0,1,0
5.597,379,236,0,0,1,0
5.597,379,236,0,0,1,0
5.598,379,236,0,0,1,0
5.598,379,236,0,0,1,0
5.599,379,236,0,0,1,0
5.599,379,236,0,0,1,0
5.6,379,236,0,0,1,0
5.6,379,236,0,0,1,0
5.601,379,236,0,0,1,0
5.601,379,236,0,0,1,0
5.602,65530,195,0,0,0,1
5.602,65530,195,0,0,0,1
5.603,65531,195,1,0,0,1
5.603,65531,195,1,0,0,1
5.604,60922,195,1,1,1,1
5.604,60922,195,1,1,1,1
5.605,60923,240,1,0,1,1
5.605,60923,240,1,0,1,1
5.606,60923,240,1,0,1,1
5.606,60923,240,1,0,1,1
5.607,60924,13,1,0,1,1
5.607,60924,13,1,0,1,1
5.608,60924,13,1,0,1,1
5.608,60924,13,1,0,1,1
5.609,13,14,1,0,1,1
5.609,13,14,1,0,1,1
5.61,14,62,1,0,1,1
5.61,14,62,1,0,1,1
5.611,14,62,1,0,1,1
5.611,14,62,1,0,1,1
5.612,14,62,1,0,1,1
5.612,14,62,1,0,1,1
5.613,14,62,1,0,1,1
5.613,14,62,1,0,1,1
5.614,574,6,1,0,1,1
5.614,574,6,1,0,1,1
5.615,60924,255,1,1,1,1
5.615,60924,255,1,1,1,1
5.616,60924,255,1,1,1,1
5.616,60924,255,1,1,1,1
5.617,60924,255,1,1,1,1
5.617,60924,255,1,1,1,1
5.618,60924,255,1,1,1,1
5.618,60924,255,1,1,1,1
5.619,60924,255,1,1,1,1
5.619,60924,255,1,1,1,1
5.62,60924,6,1,0,1,1
5.62,60924,6,1,0,1,1
5.621,60924,6,1,0,1,1
5.621,60924,6,1,0,1,1
5.622,378,237,1,0,1,0
5.622,378,237,1,0,1,0
5.623,378,237,0,0,1,0
5.623,378,237,0,0,1,0
5.624,378,237,0,0,1,0
5.624,378,237,0,0,1,0
5.625,378,237,0,0,1,0
5.625,378,237,0,0,1,0
5.626,377,252,0,0,1,0
5.626,377,252,0,0,1,0
5.627,376,236,0,0,1,0
5.627,376,236,0,0,1,0
5.628,376,236,0,0,1,0
5.628,376,236,0,0,1,0
5.629,65530,6,0,0,0,1
5.629,65530,6,0,0,0,1
5.63,65531,6,1,0,0,1
5.63,65531,6,1,0,0,1
5.631,65531,6,1,0,0,1
5.631,65531,6,1,0,0,1
5.632,14975,6,1,1,1,1
5.632,14975,6,1,1,1,1
5.633,14975,6,1,0,1,1
5.633,14975,6,1,0,1,1
5.634,375,58,1,0,1,0
5.634,375,58,1,0,1,0
5.635,375,58,0,0,1,0
5.635,375,58,0,0,1,0
5.636,374,127,0,0,1,0
5.636,374,127,0,0,1,0
5.637,373,236,0,0,1,0
5.637,373,236,0,0,1,0
5.638,373,236,0,0,1,0
5.638,373,236,0,0,1,0
5.639,373,236,0,0,1,0
5.639,373,236,0,0,1,0
5.64,373,236,0,0,1,0
5.64,373,236,0,0,1,0
5.641,373,236,0,0,1,0
5.641,373,236,0,0,1,0
5.642,373,236,0,0,1,0
5.642,373,236,0,0,1,0
5.643,65530,6,0,0,0,1
5.643,65530,6,0,0,0,1
5.644,65531,6,1,0,0,1
5.644,65531,6,1,0,0,1
5.645,16703,6,1,1,1,1
5.645,16703,6,1,1,1,1
5.646,16704,6,1,0,1,1
5.646,16704,6,1,0,1,1
5.647,16704,6,1,0,1,1
5.647,16704,6,1,0,1,1
5.648,16704,6,1,0,1,1
5.648,16704,6,1,0,1,1
5.649,16704,6,1,0,1,1
5.649,16704,6,1,0,1,1
5.65,16704,6,1,0,1,1
5.65,16704,6,1,0,1,1
5.651,16704,6,1,0,1,1
5.651,16704,6,1,0,1,1
5.652,16704,6,1,0,1,1
5.652,16704,6,1,0,1,1
5.653,16704,6,1,0,1,1
5.653,16704,6,1,0,1,1
5.654,16704,6,1,0,1,1
5.654,16704,6,1,0,1,1
5.655,16704,6,1,0,1,1
5.655,16704,6,1,0,1,1
5.656,16704,6,1,0,1,1
5.656,16704,6,1,0,1,1
5.657,16704,6,1,0,1,1
5.657,16704,6,1,0,1,1
5.658,16704,6,1,0,1,1
5.658,16704,6,1,0,1,1
5.659,16704,6,1,0,1,1
5.659,16704,6,1,0,1,1
5.66,16704,6,1,0,1,1
5.66,16704,6,1,0,1,1
5.661,16704,6,1,0,1,1
5.661,16704,6,1,0,1,1
5.662,16704,6,1,0,1,1
5.662,16704,6,1,0,1,1
5.663,16704,6,1,0,1,1
5.663,16704,6,1,0,1,1
5.664,16704,6,1,1,1,1
5.664,16704,6,1,1,1,1
5.665,16704,6,1,0,1,1
5.665,16704,6,1,0,1,1
5.666,372,65,1,0,1,0
5.666,372,65,1,0,1,0
5.667,371,64,0,0,1,0
5.667,371,64,0,0,1,0
5.668,370,236,0,0,1,0
5.668,370,236,0,0,1,0
5.669,370,236,0,0,1,0
5.669,370,236,0,0,1,0
5.67,370,236,0,0,1,0
5.67,370,236,0,0,1,0
5.671,65530,6,0,0,0,1
5.671,65530,6,0,0,0,1
5.672,65530,6,1,0,0,1
5.672,65530,6,1,0,0,1
5.673,65531,6,1,0,0,1
5.673,65531,6,1,0,0,1
5.674,60183,6,1,1,1,1
5.674,60183,6,1,1,1,1
5.675,60183,6,1,1,1,1
5.675,60183,6,1,1,1,1
5.676,60184,240,1,0,1,1
5.676,60184,240,1,0,1,1
5.677,60185,166,1,0,1,1
5.677,60185,166,1,0,1,1
5.678,60185,166,1,0,1,1
5.678,60185,166,1,0,1,1
5.679,60185,166,1,0,1,1
5.679,60185,166,1,0,1,1
5.68,60185,166,1,0,1,1
5.68,60185,166,1,0,1,1
5.681,166,167,1,0,1,1
5.681,166,167,1,0,1,1
5.682,166,167,1,0,1,1
5.682,166,167,1,0,1,1
5.683,167,231,1,0,1,1
5.683,167,231,1,0,1,1
5.684,37351,6,1,0,1,0
5.684,37351,6,1,0,1,0
5.685,37351,6,0,0,1,0
5.685,37351,6,0,0,1,0
5.686,37351,6,0,0,1,0
5.686,37351,6,0,0,1,0
5.687,37351,6,0,0,1,0
5.687,37351,6,0,0,1,0
5.688,37351,6,0,0,1,0
5.688,37351,6,0,0,1,0
5.689,60185,46,0,1,1,1
5.689,60185,46,0,1,1,1
5.69,60185,46,1,1,1,1
5.69,60185,46,1,1,1,1
5.691,60185,6,1,0,1,1
5.691,60185,6,1,0,1,1
5.692,60185,6,1,0,1,1
5.692,60185,6,1,0,1,1
5.693,369,235,1,0,1,0
5.693,369,235,1,0,1,0
5.694,368,25,0,0,1,0
5.694,368,25,0,0,1,0
5.695,367,236,0,0,1,0
5.695,367,236,0,0,1,0
5.696,367,236,0,0,1,0
5.696,367,236,0,0,1,0
5.697,367,236,0,0,1,0
5.697,367,236,0,0,1,0
5.698,65530,6,0,0,0,1
5.698,65530,6,0,0,0,1
5.699,65531,6,1,0,0,1
5.699,65531,6,1,0,0,1
5.7,65531,6,1,0,0,1
5.7,65531,6,1,0,0,1
5.701,39782,6,1,1,1,1
5.701,39782,6,1,1,1,1
5.702,39782,6,1,0,1,1
5.702,39782,6,1,0,1,1
5.703,366,155,1,0,1,0
5.703,366,155,1,0,1,0
5.704,366,155,0,0,1,0
5.704,366,155,0,0,1,0
5.705,365,102,0,0,1,0
5.705,365,102,0,0,1,0
5.706,364,236,0,0,1,0
5.706,364,236,0,0,1,0
5.707,364,236,0,0,1,0
5.707,364,236,0,0,1,0
5.708,364,236,0,0,1,0
5.708,364,236,0,0,1,0
5.709,364,236,0,0,1,0
5.709,364,236,0,0,1,0
5.71,65530,6,0,0,0,1
5.71,65530,6,0,0,0,1
5.711,65531,6,1,0,0,1
5.711,65531,6,1,0,0,1
5.712,21373,6,1,1,1,1
5.712,21373,6,1,1,1,1
5.713,21373,6,1,0,1,1
5.713,21373,6,1,0,1,1
5.714,21373,6,1,0,1,1
5.714,21373,6,1,0,1,1
5.715,21373,6,1,0,1,1
5.715,21373,6,1,0,1,1
5.716,21373,6,1,0,1,1
5.716,21373,6,1,0,1,1
5.717,363,83,1,0,1,0
5.717,363,83,1,0,1,0
5.718,363,83,0,0,1,0
5.718,363,83,0,0,1,0
5.719,362,125,0,0,1,0
5.719,362,125,0,0,1,0
5.72,361,236,0,0,1,0
5.72,361,236,0,0,1,0
5.721,65530,6,0,0,0,1
5.721,65530,6,0,0,0,1
5.722,65531,6,1,0,0,1
5.722,65531,6,1,0,0,1
5.723,65531,6,1,0,0,1
5.723,65531,6,1,0,0,1
5.724,14568,6,1,1,1,1
5.724,14568,6,1,1,1,1
5.725,14569,240,1,0,1,1
5.725,14569,240,1,0,1,1
5.726,14569,239,1,1,1,1
5.726,14569,239,1,1,1,1
5.727,14570,239,1,0,1,1
5.727,14570,239,1,0,1,1
5.728,14570,239,1,0,1,1
5.728,14570,239,1,0,1,1
5.729,14571,235,1,0,1,1
5.729,14571,235,1,0,1,1
5.73,14571,235,1,0,1,1
5.73,14571,235,1,0,1,1
5.731,235,252,1,0,1,0
5.731,235,252,1,0,1,0
5.732,235,252,0,0,1,0
5.732,235,252,0,0,1,0
5.733,235,252,0,0,1,0
5.733,235,252,0,0,1,0
5.734,14571,252,0,1,1,1
5.734,14571,252,0,1,1,1
5.735,14571,252,1,1,1,1
5.735,14571,252,1,1,1,1
5.736,14571,252,1,1,1,1
5.736,14571,252,1,1,1,1
5.737,14571,252,1,0,1,1
5.737,14571,252,1,0,1,1
5.738,14571,252,1,0,1,1
5.738,14571,252,1,0,1,1
5.739,360,56,1,0,1,0
5.739,360,56,1,0,1,0
5.74,359,235,0,0,1,0
5.74,359,235,0,0,1,0
5.741,358,236,0,0,1,0
5.741,358,236,0,0,1,0
5.742,358,236,0,0,1,0
5.742,358,236,0,0,1,0
5.743,358,236,0,0,1,0
5.743,358,236,0,0,1,0
5.744,358,236,0,0,1,0
5.744,358,236,0,0,1,0
5.745,65530,252,0,0,0,1
5.745,65530,252,0,0,0,1
5.746,65531,252,1,0,0,1
5.746,65531,252,1,0,0,1
5.747,1504,252,1,1,1,1
5.747,1504,252,1,1,1,1
5.748,1504,252,1,1,1,1
5.748,1504,252,1,1,1,1
5.749,1504,252,1,1,1,1
5.749,1504,252,1,1,1,1
5.75,1504,252,1,0,1,1
5.75,1504,252,1,0,1,1
5.751,1504,252,1,0,1,1
5.751,1504,252,1,0,1,1
5.752,1504,252,1,0,1,1
5.752,1504,252,1,0,1,1
5.753,1504,252,1,0,1,1
5.753,1504,252,1,0,1,1
5.754,1504,252,1,0,1,1
5.754,1504,252,1,0,1,1
5.755,357,5,1,0,1,0
5.755,357,5,1,0,1,0
5.756,357,5,0,0,1,0
5.756,357,5,0,0,1,0
5.757,357,5,0,0,1,0
5.757,357,5,0,0,1,0
5.758,357,5,0,0,1,0
5.758,357,5,0,0,1,0
5.759,357,5,0,0,1,0
5.759,357,5,0,0,1,0
5.76,356,224,0,0,1,0
5.76,356,224,0,0,1,0
5.761,355,236,0,0,1,0
5.761,355,236,0,0,1,0
5.762,65530,252,0,0,0,1
5.762,65530,252,0,0,0,1
5.763,65531,252,1,0,0,1
5.763,65531,252,1,0,0,1
5.764,65531,252,1,0,0,1
5.764,65531,252,1,0,0,1
5.765,15543,252,1,1,1,1
5.765,15543,252,1,1,1,1
5.766,15543,252,1,0,1,1
5.766,15543,252,1,0,1,1
5.767,15543,252,1,0,1,1
5.767,15543,252,1,0,1,1
5.768,354,60,1,0,1,0
5.768,354,60,1,0,1,0
5.769,354,60,0,0,1,0
5.769,354,60,0,0,1,0
5.77,354,60,0,0,1,0
5.77,354,60,0,0,1,0
5.771,353,183,0,0,1,0
5.771,353,183,0,0,1,0
5.772,352,236,0,0,1,0
5.772,352,236,0,0,1,0
5.773,65530,252,0,0,0,1
5.773,65530,252,0,0,0,1
5.774,65530,252,1,0,0,1
5.774,65530,252,1,0,0,1
5.775,65530,252,1,0,0,1
5.775,65530,252,1,0,0,1
5.776,65530,252,1,0,0,1
5.776,65530,252,1,0,0,1
5.777,65531,252,1,0,0,1
5.777,65531,252,1,0,0,1
5.778,63415,252,1,1,1,1
5.778,63415,252,1,1,1,1
5.779,63415,252,1,1,1,1
5.779,63415,252,1,1,1,1
5.78,63416,252,1,0,1,1
5.78,63416,252,1,0,1,1
5.781,10,252,1,0,1,1
5.781,10,252,1,0,1,1
5.782,10,252,1,0,1,1
5.782,10,252,1,0,1,1
5.783,10,252,1,0,1,1
5.783,10,252,1,0,1,1
5.784,10,72,1,0,1,1
5.784,10,72,1,0,1,1
5.785,10,72,1,0,1,1
5.785,10,72,1,0,1,1
5.786,10,72,1,0,1,1
5.786,10,72,1,0,1,1
5.787,10,200,1,0,1,0
5.787,10,200,1,0,1,0
5.788,10,200,0,0,1,0
5.788,10,200,0,0,1,0
5.789,63417,72,0,1,1,1
5.789,63417,72,0,1,1,1
5.79,63417,72,1,1,1,1
5.79,63417,72,1,1,1,1
5.791,63417,72,1,1,1,1
5.791,63417,72,1,1,1,1
5.792,63417,72,1,1,1,1
5.792,63417,72,1,1,1,1
5.793,63417,72,1,0,1,1
5.793,63417,72,1,0,1,1
5.794,63417,72,1,0,1,1
5.794,63417,72,1,0,1,1
5.795,63417,72,1,0,1,1
5.795,63417,72,1,0,1,1
5.796,351,247,1,0,1,0
5.796,351,247,1,0,1,0
5.797,351,247,0,0,1,0
5.797,351,247,0,0,1,0
5.798,350,185,0,0,1,0
5.798,350,185,0,0,1,0
5.799,350,185,0,0,1,0
5.799,350,185,0,0,1,0
5.8,350,185,0,0,1,0
5.8,350,185,0,0,1,0
5.801,349,236,0,0,1,0
5.801,349,236,0,0,1,0
5.802,65530,72,0,0,0,1
5.802,65530,72,0,0,0,1
5.803,65530,72,1,0,0,1
5.803,65530,72,1,0,0,1
5.804,65530,72,1,0,0,1
5.804,65530,72,1,0,0,1
5.805,65530,72,1,0,0,1
5.805,65530,72,1,0,0,1
5.806,65531,72,1,0,0,1
5.806,65531,72,1,0,0,1
5.807,6124,72,1,1,1,1
5.807,6124,72,1,1,1,1
5.808,6124,72,1,1,1,1
5.808,6124,72,1,1,1,1
5.809,6124,72,1,1,1,1
5.809,6124,72,1,1,1,1
5.81,6124,72,1,0,1,1
5.81,6124,72,1,0,1,1
5.811,348,23,1,0,1,0
5.811,348,23,1,0,1,0
5.812,348,23,0,0,1,0
5.812,348,23,0,0,1,0
5.813,348,23,0,0,1,0
5.813,348,23,0,0,1,0
5.814,347,236,0,0,1,0
5.814,347,236,0,0,1,0
5.815,346,236,0,0,1,0
5.815,346,236,0,0,1,0
5.816,346,236,0,0,1,0
5.816,346,236,0,0,1,0
5.817,346,236,0,0,1,0
5.817,346,236,0,0,1,0
5.818,65530,72,0,0,0,1
5.818,65530,72,0,0,0,1
5.819,65531,72,1,0,0,1
5.819,65531,72,1,0,0,1
5.82,10081,72,1,1,1,1
5.82,10081,72,1,1,1,1
5.821,10081,72,1,1,1,1
5.821,10081,72,1,1,1,1
5.822,10081,72,1,0,1,1
5.822,10081,72,1,0,1,1
5.823,345,39,1,0,1,0
5.823,345,39,1,0,1,0
5.824,344,97,0,0,1,0
5.824,344,97,0,0,1,0
5.825,344,97,0,0,1,0
5.825,344,97,0,0,1,0
5.826,343,236,0,0,1,0
5.826,343,236,0,0,1,0
5.827,65530,72,0,0,0,1
5.827,65530,72,0,0,0,1
5.828,65530,72,1,0,0,1
5.828,65530,72,1,0,0,1
5.829,65531,72,1,0,0,1
5.829,65531,72,1,0,0,1
5.83,28751,72,1,1,1,1
5.83,28751,72,1,1,1,1
5.831,28751,72,1,1,1,1
5.831,28751,72,1,1,1,1
5.832,28751,72,1,0,1,1
5.832,28751,72,1,0,1,1
5.833,28751,72,1,0,1,1
5.833,28751,72,1,0,1,1
5.834,28751,72,1,0,1,1
5.834,28751,72,1,0,1,1
5.835,28751,72,1,0,1,1
5.835,28751,72,1,0,1,1
5.836,28751,72,1,0,1,1
5.836,28751,72,1,0,1,1
5.837,342,112,1,0,1,0
5.837,342,112,1,0,1,0
5.838,342,112,0,0,1,0
5.838,342,112,0,0,1,0
