"Time","ContinuousState[0]","ContinuousState[1]","ContinuousState[2]","ContinuousState[3]","ContinuousState[4]","ContinuousState[5]","ContinuousState[6]","ContinuousState[7]"
4.43,1.27913,0,5.38239,1.27913,42.3392,-0.334184,-0.334184,1.61332
4.44,1.26952,0,5.39514,1.26952,42.7548,-0.34043,-0.34043,1.60995
4.45,1.25987,0,5.40779,1.25987,43.1746,-0.346641,-0.346641,1.60651
4.46,1.2502,0,5.42035,1.2502,43.5986,-0.352816,-0.352816,1.60302
4.47,1.24051,0,5.43281,1.24051,44.0268,-0.358954,-0.358954,1.59946
4.48,1.23079,0,5.44517,1.23079,44.4593,-0.365056,-0.365056,1.59585
4.49,1.22105,0,5.45743,1.22105,44.8961,-0.371119,-0.371119,1.59217
4.5,1.21129,0,5.4696,1.21129,45.3373,-0.377145,-0.377145,1.58843
4.51,1.2015,0,5.48167,1.2015,45.7829,-0.383131,-0.383131,1.58463
4.52,1.1917,0,5.49364,1.1917,46.2329,-0.389077,-0.389077,1.58077
4.53,1.18187,0,5.50551,1.18187,46.6875,-0.394984,-0.394984,1.57686
4.54,1.17203,0,5.51729,1.17203,47.1466,-0.40085,-0.40085,1.57288
4.55,1.16217,0,5.52896,1.16217,47.6103,-0.406675,-0.406675,1.56884
4.56,1.15229,0,5.54054,1.15229,48.0786,-0.412457,-0.412457,1.56475
4.57,1.1424,0,5.55202,1.1424,48.5516,-0.418198,-0.418198,1.5606
4.58,1.1325,0,5.5634,1.1325,49.0294,-0.423895,-0.423895,1.55639
4.59,1.12258,0,5.57468,1.12258,49.5119,-0.429549,-0.429549,1.55213
4.6,1.11265,0,5.58586,1.11265,49.9993,-0.435159,-0.435159,1.54781
4.61,1.10271,0,5.59694,1.10271,50.4916,-0.440724,-0.440724,1.54343
4.62,1.09276,0,5.60792,1.09276,50.9887,-0.446244,-0.446244,1.539
4.63,1.08279,0,5.61881,1.08279,51.4909,-0.451718,-0.451718,1.53451
4.64,1.07282,0,5.62959,1.07282,51.9981,-0.457146,-0.457146,1.52997
4.65,1.06285,0,5.64027,1.06285,52.5105,-0.462527,-0.462527,1.52538
4.66,1.05286,0,5.65086,1.05286,53.0279,-0.467861,-0.467861,1.52073
4.67,1.04288,0,5.66134,1.04288,53.5505,-0.473147,-0.473147,1.51602
4.68,1.03288,0,5.67172,1.03288,54.0784,-0.478385,-0.478385,1.51127
4.69,1.02289,0,5.68201,1.02289,54.6116,-0.483574,-0.483574,1.50646
4.7,1.01289,0,5.69219,1.01289,55.1501,-0.488713,-0.488713,1.5016
4.71,1.00289,0,5.70227,1.00289,55.6941,-0.493803,-0.493803,1.49669
4.72,0.99289,0,5.71226,0.99289,56.2435,-0.498842,-0.498842,1.49173
4.73,0.98289,0,5.72214,0.98289,56.7984,-0.50383,-0.50383,1.48672
4.74,0.972893,0,5.73193,0.972893,57.3589,-0.508767,-0.508767,1.48166
4.75,0.962898,0,5.74161,0.962898,57.9251,-0.513652,-0.513652,1.47655
4.76,0.952907,0,5.75119,0.952907,58.4969,-0.518485,-0.518485,1.47139
4.77,0.942921,0,5.76068,0.942921,59.0745,-0.523265,-0.523265,1.46619
4.78,0.93294,0,5.77006,0.93294,59.6579,-0.527992,-0.527992,1.46093
4.79,0.922966,0,5.77935,0.922966,60.2471,-0.532665,-0.532665,1.45563
4.8,0.913,0,5.78853,0.913,60.8423,-0.537284,-0.537284,1.45028
4.81,0.903042,0,5.79762,0.903042,61.4435,-0.541848,-0.541848,1.44489
4.82,0.893094,0,5.8066,0.893094,62.0507,-0.546357,-0.546357,1.43945
4.83,0.883157,0,5.81549,0.883157,62.664,-0.55081,-0.55081,1.43397
4.84,0.873232,0,5.82428,0.873232,63.2835,-0.555208,-0.555208,1.42844
4.85,0.863319,0,5.83296,0.863319,63.9092,-0.559549,-0.559549,1.42287
4.86,0.85342,0,5.84155,0.85342,64.5413,-0.563833,-0.563833,1.41725
4.87,0.843535,0,5.85004,0.843535,65.1796,-0.56806,-0.56806,1.4116
4.88,0.833666,0,5.85843,0.833666,65.8245,-0.57223,-0.57223,1.4059
4.89,0.823814,0,5.86673,0.823814,66.4758,-0.576341,-0.576341,1.40016
4.9,0.813979,0,5.87492,0.813979,67.1337,-0.580394,-0.580394,1.39437
4.91,0.804163,0,5.88301,0.804163,67.7982,-0.584388,-0.584388,1.38855
4.92,0.794367,0,5.89101,0.794367,68.4694,-0.588323,-0.588323,1.38269
4.93,0.784591,0,5.89891,0.784591,69.1473,-0.592198,-0.592198,1.37679
4.94,0.774837,0,5.90671,0.774837,69.8321,-0.596013,-0.596013,1.37085
4.95,0.765105,0,5.91442,0.765105,70.5238,-0.599768,-0.599768,1.36487
4.96,0.755397,0,5.92203,0.755397,71.2225,-0.603462,-0.603462,1.35886
4.97,0.745713,0,5.92954,0.745713,71.9282,-0.607095,-0.607095,1.35281
4.98,0.736055,0,5.93695,0.736055,72.641,-0.610666,-0.610666,1.34672
4.99,0.726422,0,5.94427,0.726422,73.361,-0.614176,-0.614176,1.3406
5,0.716818,0,5.95149,0.716818,74.0883,-0.617623,-0.617623,1.33444
5.01,0.707241,0,5.95861,0.707241,74.8229,-0.621008,-0.621008,1.32825
5.02,0.697694,0,5.96564,0.697694,75.5649,-0.62433,-0.62433,1.32202
5.03,0.688178,0,5.97258,0.688178,76.3144,-0.627588,-0.627588,1.31577
5.04,0.678692,0,5.97942,0.678692,77.0715,-0.630784,-0.630784,1.30948
5.05,0.669238,0,5.98616,0.669238,77.8362,-0.633915,-0.633915,1.30315
5.06,0.659818,0,5.99281,0.659818,78.6086,-0.636983,-0.636983,1.2968
5.07,0.650432,0,5.99937,0.650432,79.3888,-0.639986,-0.639986,1.29042
5.08,0.64108,0,6.00583,0.64108,80.1769,-0.642924,-0.642924,1.284
5.09,0.631764,0,6.0122,0.631764,80.9729,-0.645798,-0.645798,1.27756
5.1,0.622486,0,6.01847,0.622486,81.777,-0.648606,-0.648606,1.27109
5.11,0.613245,0,6.02466,0.613245,82.5892,-0.651348,-0.651348,1.26459
5.12,0.604042,0,6.03075,0.604042,83.4095,-0.654025,-0.654025,1.25807
5.13,0.59488,0,6.03675,0.59488,84.2382,-0.656636,-0.656636,1.25152
5.14,0.585757,0,6.04265,0.585757,85.0752,-0.65918,-0.65918,1.24494
5.15,0.576677,0,6.04847,0.576677,85.9207,-0.661658,-0.661658,1.23833
5.16,0.567638,0,6.0542,0.567638,86.7747,-0.664069,-0.664069,1.23171
5.17,0.558643,0,6.05983,0.558643,87.6373,-0.666413,-0.666413,1.22506
5.18,0.549692,0,6.06538,0.549692,88.5086,-0.668689,-0.668689,1.21838
5.19,0.540786,0,6.07084,0.540786,89.3888,-0.670899,-0.670899,1.21168
5.2,0.531926,0,6.0762,0.531926,90.2778,-0.67304,-0.67304,1.20497
5.21,0.523112,0,6.08148,0.523112,91.1758,-0.675114,-0.675114,1.19823
5.22,0.514347,0,6.08667,0.514347,92.0829,-0.677119,-0.677119,1.19147
5.23,0.50563,0,6.09178,0.50563,92.9991,-0.679056,-0.679056,1.18469
5.24,0.496962,0,6.0968,0.496962,93.9246,-0.680925,-0.680925,1.17789
5.25,0.488345,0,6.10173,0.488345,94.8594,-0.682725,-0.682725,1.17107
5.26,0.479778,0,6.10657,0.479778,95.8037,-0.684456,-0.684456,1.16423
5.27,0.471264,0,6.11133,0.471264,96.7575,-0.686118,-0.686118,1.15738
5.28,0.462803,0,6.11601,0.462803,97.7209,-0.687711,-0.687711,1.15051
5.29,0.454395,0,6.1206,0.454395,98.6941,-0.689234,-0.689234,1.14363
5.3,0.446042,0,6.1251,0.446042,99.6771,-0.690688,-0.690688,1.13673
5.31,0.437745,0,6.12952,0.437745,100.67,-0.692073,-0.692073,1.12982
5.32,0.429503,0,6.13387,0.429503,101.673,-0.693387,-0.693387,1.12289
5.33,0.421319,0,6.13812,0.421319,102.686,-0.694632,-0.694632,1.11595
5.34,0.413193,0,6.1423,0.413193,103.709,-0.695807,-0.695807,1.109
5.35,0.405125,0,6.1464,0.405125,104.743,-0.696912,-0.696912,1.10204
5.36,0.397116,0,6.15041,0.397116,105.787,-0.697946,-0.697946,1.09506
5.37,0.389168,0,6.15435,0.389168,106.842,-0.69891,-0.69891,1.08808
5.38,0.381282,0,6.1582,0.381282,107.907,-0.699804,-0.699804,1.08109
5.39,0.373456,0,6.16198,0.373456,108.983,-0.700627,-0.700627,1.07408
5.4,0.365694,0,6.16568,0.365694,110.07,-0.70138,-0.70138,1.06707
5.41,0.357995,0,6.1693,0.357995,111.168,-0.702062,-0.702062,1.06006
5.42,0.35036,0,6.17285,0.35036,112.277,-0.702673,-0.702673,1.05303
5.43,0.342791,0,6.17632,0.342791,113.397,-0.703214,-0.703214,1.046
5.44,0.335286,0,6.17971,0.335286,114.529,-0.703684,-0.703684,1.03897
5.45,0.327849,0,6.18303,0.327849,115.672,-0.704083,-0.704083,1.03193
5.46,0.320478,0,6.18628,0.320478,116.826,-0.704411,-0.704411,1.02489
5.47,0.313176,0,6.18945,0.313176,117.993,-0.704668,-0.704668,1.01784
5.48,0.305942,0,6.19255,0.305942,119.171,-0.704854,-0.704854,1.0108
5.49,0.298778,0,6.19557,0.298778,120.361,-0.704969,-0.704969,1.00375
5.5,0.291684,0,6.19853,0.291684,121.562,-0.705014,-0.705014,0.996697
5.51,0.28466,0,6.20141,0.28466,122.776,-0.704987,-0.704987,0.989647
5.52,0.277708,0,6.20423,0.277708,124.003,-0.704889,-0.704889,0.982598
5.53,0.270829,0,6.20698,0.270829,125.242,-0.704721,-0.704721,0.975549
5.54,0.264022,0,6.20965,0.264022,126.493,-0.704481,-0.704481,0.968503
5.55,0.257289,0,6.21226,0.257289,127.757,-0.704171,-0.704171,0.96146
5.56,0.25063,0,6.21481,0.25063,129.033,-0.70379,-0.70379,0.95442
5.57,0.244046,0,6.21728,0.244046,130.323,-0.703338,-0.703338,0.947384
5.58,0.237538,0,6.21969,0.237538,131.625,-0.702815,-0.702815,0.940353
5.59,0.231106,0,6.22204,0.231106,132.941,-0.702222,-0.702222,0.933327
5.6,0.22475,0,6.22432,0.22475,134.27,-0.701558,-0.701558,0.926308
5.61,0.218473,0,6.22654,0.218473,135.613,-0.700823,-0.700823,0.919296
5.62,0.212273,0,6.2287,0.212273,136.969,-0.700018,-0.700018,0.912291
5.63,0.206152,0,6.23079,0.206152,138.338,-0.699142,-0.699142,0.905295
5.64,0.200111,0,6.23283,0.200111,139.722,-0.698196,-0.698196,0.898307
5.65,0.19415,0,6.2348,0.19415,141.119,-0.69718,-0.69718,0.89133
5.66,0.188269,0,6.23672,0.188269,142.531,-0.696094,-0.696094,0.884363
5.67,0.182469,0,6.23857,0.182469,143.957,-0.694938,-0.694938,0.877407
5.68,0.176751,0,6.24037,0.176751,145.397,-0.693712,-0.693712,0.870463
5.69,0.171116,0,6.24211,0.171116,146.852,-0.692416,-0.692416,0.863532
5.7,0.165563,0,6.2438,0.165563,148.322,-0.691051,-0.691051,0.856614
5.71,0.160094,0,6.24543,0.160094,149.806,-0.689616,-0.689616,0.84971
5.72,0.154709,0,6.24701,0.154709,151.306,-0.688112,-0.688112,0.84282
5.73,0.149408,0,6.24853,0.149408,152.82,-0.686538,-0.686538,0.835946
5.74,0.144192,0,6.25,0.144192,154.35,-0.684896,-0.684896,0.829088
5.75,0.139062,0,6.25142,0.139062,155.895,-0.683184,-0.683184,0.822247
5.76,0.134018,0,6.25279,0.134018,157.456,-0.681405,-0.681405,0.815423
5.77,0.129061,0,6.25411,0.129061,159.033,-0.679556,-0.679556,0.808617
5.78,0.124191,0,6.25538,0.124191,160.626,-0.677639,-0.677639,0.80183
5.79,0.119408,0,6.2566,0.119408,162.234,-0.675655,-0.675655,0.795063
5.8,0.114713,0,6.25777,0.114713,163.859,-0.673602,-0.673602,0.788315
5.81,0.110107,0,6.25889,0.110107,165.501,-0.671481,-0.671481,0.781589
5.82,0.10559,0,6.25998,0.10559,167.158,-0.669294,-0.669294,0.774884
5.83,0.101162,0,6.26101,0.101162,168.833,-0.667038,-0.667038,0.768201
5.84,0.0968247,0,6.262,0.0968247,170.525,-0.664716,-0.664716,0.761541
5.85,0.0925772,0,6.26295,0.0925772,172.233,-0.662327,-0.662327,0.754904
5.86,0.0884205,0,6.26386,0.0884205,173.959,-0.659872,-0.659872,0.748292
5.87,0.0843549,0,6.26473,0.0843549,175.703,-0.65735,-0.65735,0.741705
5.88,0.0803809,0,6.26555,0.0803809,177.464,-0.654762,-0.654762,0.735143
5.89,0.0764988,0,6.26634,0.0764988,179.242,-0.652108,-0.652108,0.728607
5.9,0.0727091,0,6.26708,0.0727091,181.039,-0.649389,-0.649389,0.722098
5.91,0.0690121,0,6.2678,0.0690121,182.854,-0.646605,-0.646605,0.715617
5.92,0.0654083,0,6.26847,0.0654083,184.687,-0.643755,-0.643755,0.709163
5.93,0.0618978,0,6.26911,0.0618978,186.539,-0.640841,-0.640841,0.702739
5.94,0.0584812,0,6.26971,0.0584812,188.409,-0.637863,-0.637863,0.696344
5.95,0.0551588,0,6.27028,0.0551588,190.298,-0.63482,-0.63482,0.689979
5.96,0.0519308,0,6.27082,0.0519308,192.207,-0.631714,-0.631714,0.683645
5.97,0.0487976,0,6.27132,0.0487976,194.134,-0.628544,-0.628544,0.677342
5.98,0.0457596,0,6.2718,0.0457596,196.081,-0.625311,-0.625311,0.671071
5.99,0.0428169,0,6.27224,0.0428169,198.048,-0.622016,-0.622016,0.664832
6,0.03997,0,6.27266,0.03997,200.035,-0.618657,-0.618657,0.658627
6.01,0.0372191,0,6.27304,0.0372191,202.041,-0.615237,-0.615237,0.652456
6.02,0.0345645,0,6.2734,0.0345645,204.068,-0.611755,-0.611755,0.646319
6.03,0.0320064,0,6.27374,0.0320064,206.115,-0.608211,-0.608211,0.640218
6.04,0.0295451,0,6.27405,0.0295451,208.183,-0.604607,-0.604607,0.634152
6.05,0.0271809,0,6.27433,0.0271809,210.272,-0.600941,-0.600941,0.628122
6.06,0.0249139,0,6.27459,0.0249139,212.382,-0.597216,-0.597216,0.622129
6.07,0.0227445,0,6.27483,0.0227445,214.513,-0.59343,-0.59343,0.616174
6.08,0.0206727,0,6.27505,0.0206727,216.666,-0.589585,-0.589585,0.610257
6.09,0.0186989,0,6.27525,0.0186989,218.841,-0.58568,-0.58568,0.604379
6.1,0.0168233,0,6.27543,0.0168233,221.037,-0.581717,-0.581717,0.59854
6.11,0.0150459,0,6.27559,0.0150459,223.256,-0.577695,-0.577695,0.592741
6.12,0.013367,0,6.27573,0.013367,225.497,-0.573615,-0.573615,0.586982
6.13,0.0117868,0,6.27586,0.0117868,227.76,-0.569478,-0.569478,0.581265
6.14,0.0103055,0,6.27597,0.0103055,230.046,-0.565283,-0.565283,0.575589
6.15,0.00892307,0,6.27606,0.00892307,232.356,-0.561032,-0.561032,0.569955
6.16,0.00763977,0,6.27615,0.00763977,234.689,-0.556724,-0.556724,0.564364
6.17,0.0064557,0,6.27622,0.0064557,237.045,-0.552361,-0.552361,0.558816
6.18,0.00537099,0,6.27628,0.00537099,239.425,-0.547941,-0.547941,0.553312
6.19,0.00438575,0,6.27633,0.00438575,241.829,-0.543467,-0.543467,0.547853
6.2,0.00350006,0,6.27637,0.00350006,244.257,-0.538939,-0.538939,0.542439
6.21,0.00271402,0,6.2764,0.00271402,246.71,-0.534356,-0.534356,0.53707
6.22,0.00202771,0,6.27642,0.00202771,249.188,-0.52972,-0.52972,0.531747
6.23,0.0014412,0,6.27644,0.0014412,251.69,-0.52503,-0.52503,0.526471
6.24,0.000954537,0,6.27645,0.000954537,254.218,-0.520288,-0.520288,0.521242
6.25,0.000567782,0,6.27646,0.000567782,256.771,-0.515493,-0.515493,0.516061
6.26,0.000280969,0,6.27646,0.000280969,259.35,-0.510647,-0.510647,0.510928
6.27,9.4128e-05,0,6.27647,9.4128e-05,261.955,-0.505749,-0.505749,0.505843
6.28,7.2764e-06,0,6.27647,7.2764e-06,264.587,-0.500801,-0.500801,0.500808
6.29,1.96086e-05,3.81468e-05,6.27647,1.96086e-05,266.977,-0.496299,-0.496299,0.496319
6.3,0.000132753,0.000264435,6.27647,0.000132753,269.659,-0.491246,-0.491246,0.491378
6.31,0.000345883,0.000690695,6.27647,0.000345883,272.368,-0.486143,-0.486143,0.486489
6.32,0.000658977,0.00131688,6.27647,0.000658977,275.105,-0.480992,-0.480992,0.481651
6.33,0.001072,0.00214294,6.27648,0.001072,277.869,-0.475792,-0.475792,0.476864
6.34,0.00158492,0.00316878,6.2765,0.00158492,280.66,-0.470545,-0.470545,0.47213
6.35,0.00219768,0.0043943,6.27651,0.00219768,283.48,-0.46525,-0.46525,0.467448
6.36,0.00291022,0.00581938,6.27654,0.00291022,286.328,-0.459909,-0.459909,0.462819
6.37,0.00372247,0.00744387,6.27657,0.00372247,289.205,-0.454522,-0.454522,0.458245
6.38,0.00463435,0.00926762,6.27661,0.00463435,292.112,-0.449089,-0.449089,0.453724
6.39,0.00564576,0.0112904,6.27666,0.00564576,295.047,-0.443612,-0.443612,0.449257
6.4,0.0067566,0.0135121,6.27672,0.0067566,298.012,-0.43809,-0.43809,0.444846
6.41,0.00796677,0.0159325,6.2768,0.00796677,301.007,-0.432524,-0.432524,0.44049
6.42,0.00927614,0.0185512,6.27688,0.00927614,304.031,-0.426914,-0.426914,0.43619
6.43,0.0106846,0.0213681,6.27698,0.0106846,307.087,-0.421262,-0.421262,0.431947
6.44,0.012192,0.0243828,6.2771,0.012192,310.173,-0.415568,-0.415568,0.427759
6.45,0.0137981,0.0275951,6.27722,0.0137981,313.29,-0.409831,-0.409831,0.42363
6.46,0.0155029,0.0310047,6.27737,0.0155029,316.439,-0.404054,-0.404054,0.419557
6.47,0.0173061,0.0346111,6.27753,0.0173061,319.62,-0.398237,-0.398237,0.415543
6.48,0.0192076,0.0384141,6.27772,0.0192076,322.832,-0.392379,-0.392379,0.411587
6.49,0.0212072,0.0424133,6.27792,0.0212072,326.077,-0.386482,-0.386482,0.40769
6.5,0.0233046,0.0466081,6.27814,0.0233046,329.355,-0.380547,-0.380547,0.403851
6.51,0.0254997,0.0509984,6.27838,0.0254997,332.665,-0.374573,-0.374573,0.400073
6.52,0.0277923,0.0555835,6.27865,0.0277923,336.009,-0.368562,-0.368562,0.396354
6.53,0.0301821,0.0603631,6.27893,0.0301821,339.387,-0.362514,-0.362514,0.392696
6.54,0.0326688,0.0653366,6.27925,0.0326688,342.799,-0.356429,-0.356429,0.389098
6.55,0.0352523,0.0705036,6.27959,0.0352523,346.245,-0.350309,-0.350309,0.385561
6.56,0.0379323,0.0758635,6.27995,0.0379323,349.725,-0.344153,-0.344153,0.382086
6.57,0.0407085,0.0814159,6.28034,0.0407085,353.241,-0.337963,-0.337963,0.378672
6.58,0.0435806,0.0871601,6.28076,0.0435806,356.793,-0.33174,-0.33174,0.37532
6.59,0.0465483,0.0930956,6.28121,0.0465483,360.38,-0.325483,-0.325483,0.372031
6.6,0.0496114,0.0992218,6.28169,0.0496114,364.003,-0.319193,-0.319193,0.368804
6.61,0.0527696,0.105538,6.2822,0.0527696,367.662,-0.312871,-0.312871,0.365641
6.62,0.0560224,0.112044,6.28274,0.0560224,371.359,-0.306518,-0.306518,0.362541
6.63,0.0593697,0.118738,6.28332,0.0593697,375.092,-0.300135,-0.300135,0.359504
6.64,0.062811,0.125621,6.28393,0.062811,378.864,-0.293721,-0.293721,0.356532
6.65,0.066346,0.132691,6.28457,0.066346,382.673,-0.287278,-0.287278,0.353624
6.66,0.0699744,0.139948,6.28525,0.0699744,386.521,-0.280806,-0.280806,0.35078
6.67,0.0736958,0.147391,6.28597,0.0736958,390.407,-0.274305,-0.274305,0.348001
6.68,0.0775098,0.155019,6.28672,0.0775098,394.333,-0.267778,-0.267778,0.345287
6.69,0.0814161,0.162831,6.28751,0.0814161,398.298,-0.261223,-0.261223,0.342639
6.7,0.0854142,0.170827,6.28835,0.0854142,402.303,-0.254642,-0.254642,0.340056
6.71,0.0895038,0.179007,6.28922,0.0895038,406.348,-0.248036,-0.248036,0.33754
6.72,0.0936844,0.187368,6.29013,0.0936844,410.434,-0.241405,-0.241405,0.335089
6.73,0.0979557,0.19591,6.29109,0.0979557,414.561,-0.234749,-0.234749,0.332705
6.74,0.102317,0.204633,6.29209,0.102317,418.73,-0.22807,-0.22807,0.330388
6.75,0.106768,0.213536,6.29313,0.106768,422.94,-0.221369,-0.221369,0.328137
6.76,0.111309,0.222617,6.29422,0.111309,427.193,-0.214645,-0.214645,0.325954
6.77,0.115938,0.231876,6.29535,0.115938,431.489,-0.207899,-0.207899,0.323837
6.78,0.120656,0.241311,6.29653,0.120656,435.828,-0.201133,-0.201133,0.321789
6.79,0.125462,0.250923,6.29776,0.125462,440.211,-0.194346,-0.194346,0.319808
6.8,0.130355,0.260709,6.29904,0.130355,444.638,-0.18754,-0.18754,0.317895
6.81,0.135335,0.27067,6.30036,0.135335,449.11,-0.180715,-0.180715,0.316051
6.82,0.140402,0.280803,6.30174,0.140402,453.626,-0.173872,-0.173872,0.314274
6.83,0.145555,0.291108,6.30317,0.145555,458.188,-0.167012,-0.167012,0.312566
6.84,0.150793,0.301584,6.30465,0.150793,462.796,-0.160134,-0.160134,0.310927
6.85,0.156116,0.31223,6.30618,0.156116,467.45,-0.153241,-0.153241,0.309357
6.86,0.161523,0.323045,6.30776,0.161523,472.151,-0.146332,-0.146332,0.307855
6.87,0.167014,0.334027,6.3094,0.167014,476.899,-0.139409,-0.139409,0.306423
6.88,0.172589,0.345177,6.3111,0.172589,481.695,-0.132472,-0.132472,0.30506
6.89,0.178246,0.356491,6.31285,0.178246,486.54,-0.125521,-0.125521,0.303767
6.9,0.183985,0.36797,6.31466,0.183985,491.433,-0.118558,-0.118558,0.302543
6.91,0.189806,0.379612,6.31652,0.189806,496.375,-0.111582,-0.111582,0.301389
6.92,0.195709,0.391416,6.31845,0.195709,501.367,-0.104596,-0.104596,0.300304
6.93,0.201691,0.403381,6.32043,0.201691,506.41,-0.097599,-0.097599,0.29929
6.94,0.207753,0.415506,6.32248,0.207753,511.503,-0.0905922,-0.0905922,0.298346
6.95,0.213895,0.427789,6.32458,0.213895,516.647,-0.0835764,-0.0835764,0.297471
6.96,0.220115,0.440229,6.32675,0.220115,521.843,-0.0765521,-0.0765521,0.296667
6.97,0.226413,0.452825,6.32898,0.226413,527.091,-0.0695201,-0.0695201,0.295933
6.98,0.232789,0.465576,6.33127,0.232789,532.392,-0.0624811,-0.0624811,0.29527
6.99,0.239241,0.47848,6.33363,0.239241,537.747,-0.0554357,-0.0554357,0.294676
7,0.245769,0.491537,6.33605,0.245769,543.155,-0.0483848,-0.0483848,0.294154
7.01,0.252373,0.504744,6.33854,0.252373,548.618,-0.041329,-0.041329,0.293702
7.02,0.259051,0.518101,6.34109,0.259051,554.135,-0.0342691,-0.0342691,0.29332
7.03,0.265804,0.531606,6.34371,0.265804,559.708,-0.0272056,-0.0272056,0.293009
7.04,0.27263,0.545258,6.3464,0.27263,565.338,-0.0201394,-0.0201394,0.292769
7.05,0.279528,0.559056,6.34916,0.279528,571.024,-0.0130711,-0.0130711,0.292599
7.06,0.286499,0.572997,6.35198,0.286499,576.767,-0.00600141,-0.00600141,0.292501
7.07,0.293541,0.587081,6.35488,0.293541,582.567,0.0010689,0.0010689,0.292472
7.08,0.300654,0.601307,6.35785,0.300654,588.426,0.00813914,0.00813914,0.292515
7.09,0.307837,0.615672,6.36089,0.307837,594.344,0.0152086,0.0152086,0.292628
7.1,0.315089,0.630176,6.364,0.315089,600.322,0.0222766,0.0222766,0.292812
7.11,0.322409,0.644817,6.36718,0.322409,606.36,0.0293425,0.0293425,0.293067
7.12,0.329797,0.659593,6.37044,0.329797,612.458,0.0364054,0.0364054,0.293392
7.13,0.337252,0.674504,6.37377,0.337252,618.618,0.0434647,0.0434647,0.293788
7.14,0.344774,0.689546,6.37718,0.344774,624.839,0.0505198,0.0505198,0.294254
7.15,0.352361,0.70472,6.38066,0.352361,631.124,0.0575698,0.0575698,0.294791
7.16,0.360012,0.720024,6.38422,0.360012,637.471,0.0646141,0.0646141,0.295398
7.17,0.367728,0.735455,6.38785,0.367728,643.882,0.0716521,0.0716521,0.296076
7.18,0.375507,0.751013,6.39156,0.375507,650.358,0.0786828,0.0786828,0.296824
7.19,0.383349,0.766696,6.39535,0.383349,656.899,0.0857058,0.0857058,0.297643
7.2,0.391252,0.782502,6.39922,0.391252,663.505,0.0927202,0.0927202,0.298531
7.21,0.399216,0.79843,6.40317,0.399216,670.178,0.0997255,0.0997255,0.29949
7.22,0.40724,0.814478,6.4072,0.40724,676.918,0.106721,0.106721,0.300519
7.23,0.415323,0.830645,6.41131,0.415323,683.726,0.113705,0.113705,0.301617
7.24,0.423465,0.846928,6.4155,0.423465,690.602,0.120679,0.120679,0.302786
7.25,0.431664,0.863327,6.41977,0.431664,697.548,0.12764,0.12764,0.304024
7.26,0.43992,0.87984,6.42412,0.43992,704.563,0.134589,0.134589,0.305332
7.27,0.448233,0.896464,6.42856,0.448233,711.649,0.141524,0.141524,0.306709
7.28,0.4566,0.913199,6.43308,0.4566,718.806,0.148445,0.148445,0.308155
7.29,0.465022,0.930042,6.43768,0.465022,726.035,0.155351,0.155351,0.309671
7.3,0.473497,0.946993,6.44237,0.473497,733.336,0.162242,0.162242,0.311255
7.31,0.482025,0.964049,6.44714,0.482025,740.711,0.169116,0.169116,0.312909
7.32,0.490605,0.981208,6.452,0.490605,748.161,0.175974,0.175974,0.314631
7.33,0.499235,0.99847,6.45695,0.499235,755.685,0.182814,0.182814,0.316421
7.34,0.50705,1,6.46147,0.50705,762.521,0.188959,0.188959,0.318091
7.35,0.51578,1,6.46658,0.51578,770.189,0.195768,0.195768,0.320011
7.36,0.524558,1,6.47178,0.524558,777.935,0.202558,0.202558,0.322
7.37,0.533384,1,6.47706,0.533384,785.758,0.209328,0.209328,0.324056
7.38,0.542256,1,6.48244,0.542256,793.66,0.216077,0.216077,0.326179
7.39,0.551174,1,6.4879,0.551174,801.641,0.222804,0.222804,0.32837
7.4,0.560137,1,6.49345,0.560137,809.703,0.229508,0.229508,0.330629
7.41,0.569143,1,6.49909,0.569143,817.846,0.23619,0.23619,0.332954
7.42,0.578193,1,6.50483,0.578193,826.07,0.242847,0.242847,0.335346
7.43,0.587285,1,6.51065,0.587285,834.377,0.249481,0.249481,0.337804
7.44,0.596418,1,6.51656,0.596418,842.768,0.256089,0.256089,0.340329
7.45,0.605591,1,6.52257,0.605591,851.243,0.262672,0.262672,0.342919
7.46,0.614804,1,6.52867,0.614804,859.803,0.269228,0.269228,0.345575
7.47,0.624055,1,6.53486,0.624055,868.449,0.275758,0.275758,0.348297
7.48,0.633343,1,6.54114,0.633343,877.182,0.282259,0.282259,0.351084
7.49,0.642668,1,6.54751,0.642668,886.003,0.288733,0.288733,0.353936
7.5,0.652029,1,6.55398,0.652029,894.912,0.295177,0.295177,0.356852
7.51,0.661425,1,6.56054,0.661425,903.911,0.301592,0.301592,0.359833
7.52,0.670854,1,6.5672,0.670854,913,0.307976,0.307976,0.362877
7.53,0.680316,1,6.57395,0.680316,922.181,0.31433,0.31433,0.365986
7.54,0.68981,1,6.5808,0.68981,931.454,0.320652,0.320652,0.369158
7.55,0.699335,1,6.58774,0.699335,940.82,0.326942,0.326942,0.372392
7.56,0.70889,1,6.59478,0.70889,950.28,0.3332,0.3332,0.37569
7.57,0.718473,1,6.60191,0.718473,959.836,0.339423,0.339423,0.37905
7.58,0.728085,1,6.60914,0.728085,969.487,0.345613,0.345613,0.382472
7.59,0.737724,1,6.61646,0.737724,979.235,0.351768,0.351768,0.385956
7.6,0.74739,1,6.62388,0.74739,989.082,0.357888,0.357888,0.389501
