"time","counter"
0,1
0.1,1
0.2,1
0.3,1
0.4,1
0.5,1
0.6,1
0.7,1
0.7999999999999999,1
0.8999999999999999,1
0.9999999999999999,1
1,2
1.1,2
1.2,2
1.3,2
1.4,2
1.5,2
1.600000000000001,2
1.700000000000001,2
1.800000000000001,2
1.900000000000001,2
2,3
2.1,3
2.2,3
2.3,3
2.4,3
2.5,3
2.600000000000001,3
2.700000000000001,3
2.800000000000001,3
2.900000000000001,3
3,4
3.1,4
3.2,4
3.3,4
3.4,4
3.5,4
3.600000000000001,4
3.700000000000001,4
3.800000000000001,4
3.900000000000001,4
4,5
4.1,5
4.199999999999999,5
4.299999999999999,5
4.399999999999999,5
4.499999999999998,5
4.599999999999998,5
4.699999999999998,5
4.799999999999997,5
4.899999999999997,5
4.999999999999996,5
5,6
5.1,6
5.199999999999999,6
5.299999999999999,6
5.399999999999999,6
5.499999999999998,6
5.599999999999998,6
5.699999999999998,6
5.799999999999997,6
5.899999999999997,6
5.999999999999996,6
6,7
6.1,7
6.199999999999999,7
6.299999999999999,7
6.399999999999999,7
6.499999999999998,7
6.599999999999998,7
6.699999999999998,7
6.799999999999997,7
6.899999999999997,7
6.999999999999996,7
7,8
7.1,8
7.199999999999999,8
7.299999999999999,8
7.399999999999999,8
7.499999999999998,8
7.599999999999998,8
7.699999999999998,8
7.799999999999997,8
7.899999999999997,8
7.999999999999996,8
8,9
8.1,9
8.199999999999999,9
8.299999999999999,9
8.399999999999999,9
8.499999999999998,9
8.599999999999998,9
8.699999999999998,9
8.799999999999997,9
8.899999999999997,9
8.999999999999996,9
9,10
9.1,10
9.199999999999999,10
9.299999999999999,10
9.399999999999999,10
9.499999999999998,10
9.599999999999998,10
9.699999999999998,10
9.799999999999997,10
9.899999999999997,10
9.999999999999996,10
10,11
10.1,11
10.2,11
10.3,11
10.4,11
10.5,11
10.6,11
10.7,11
10.8,11
10.9,11
11,11
11,12
11.1,12
11.2,12
11.3,12
11.4,12
11.5,12
11.6,12
11.7,12
11.8,12
11.9,12
12,12
