"time","y5","y","y1","y2","y3","y4"
0.0,0.0,4.0,0.0,0.0,1.0,0.0
0.01,0.0188494318967,4.0,0.0,0.0,1.0,0.0
0.02,0.0376981196501,4.0,0.0,0.0,1.0,0.0
0.03,0.0565453191462,4.0,0.0,0.0,1.0,0.0
0.04,0.07539028633,4.0,0.0,0.0,1.0,0.0
0.05,0.0942322772344,4.0,0.0,0.0,1.0,0.0
0.06,0.11307054801,4.0,0.0,0.0,1.0,0.0
0.07,0.131904354954,4.0,0.0,0.0,1.0,0.0
0.08,0.150732954539,4.0,0.0,0.0,1.0,0.0
0.09,0.169555603446,4.0,0.0,0.0,1.0,0.0
0.1,0.188371558588,4.0,0.0,0.0,1.0,0.0
0.11,0.207180077143,4.0,0.0,0.0,1.0,0.0
0.12,0.225980416584,4.0,0.0,0.0,1.0,0.0
0.13,0.244771834704,4.0,0.0,0.0,1.0,0.0
0.14,0.263553589652,4.0,0.0,0.0,1.0,0.0
0.15,0.282324939956,4.0,0.0,0.0,1.0,0.0
0.16,0.301085144554,4.0,0.0,0.0,1.0,0.0
0.17,0.319833462826,4.0,0.0,0.0,1.0,0.0
0.18,0.33856915462,4.0,0.0,0.0,1.0,0.0
0.19,0.357291480285,4.0,0.0,0.0,1.0,0.0
0.2,0.375999700693,4.0,0.0,0.0,1.0,0.0
0.21,0.394693077277,4.0,0.0,0.0,1.0,0.0
0.22,0.413370872054,4.0,0.0,0.0,1.0,0.0
0.23,0.432032347657,4.0,0.0,0.0,1.0,0.0
0.24,0.450676767362,4.0,0.0,0.0,1.0,0.0
0.25,0.469303395121,4.0,0.0,0.0,1.0,0.0
0.26,0.487911495585,4.0,0.0,0.0,1.0,0.0
0.27,0.506500334138,4.0,0.0,1.0,2.0,0.0
0.28,0.525069176926,4.0,0.0,1.0,2.0,0.0
0.29,0.543617290881,4.0,0.0,1.0,2.0,0.0
0.3,0.562143943757,4.0,0.0,1.0,2.0,0.0
0.31,0.580648404153,4.0,0.0,1.0,2.0,0.0
0.32,0.599129941543,4.0,0.0,1.0,2.0,0.0
0.33,0.61758782631,4.0,0.0,1.0,2.0,0.0
0.34,0.636021329766,4.0,0.0,1.0,2.0,0.0
0.35,0.65442972419,4.0,0.0,1.0,2.0,0.0
0.36,0.672812282848,4.0,0.0,1.0,2.0,0.0
0.37,0.69116828003,4.0,0.0,1.0,2.0,0.0
0.38,0.709496991071,4.0,0.0,1.0,2.0,0.0
0.39,0.727797692386,4.0,0.0,1.0,2.0,0.0
0.4,0.746069661495,4.0,0.0,1.0,2.0,0.0
0.41,0.76431217705,4.0,0.0,1.0,2.0,0.0
0.42,0.78252451887,4.0,0.0,1.0,2.0,0.0
0.43,0.800705967961,4.0,0.0,1.0,2.0,0.0
0.44,0.818855806552,4.0,0.0,1.0,2.0,0.0
0.45,0.836973318118,4.0,0.0,1.0,2.0,0.0
0.46,0.85505778741,4.0,0.0,1.0,2.0,0.0
0.47,0.873108500485,4.0,0.0,1.0,2.0,0.0
0.48,0.891124744731,4.0,0.0,1.0,2.0,0.0
0.49,0.909105808898,4.0,0.0,1.0,2.0,0.0
0.5,0.927050983125,6.0,0.0,1.0,2.0,0.0
0.51,0.944959558966,6.0,0.0,1.0,2.0,0.0
0.52,0.962830829422,6.0,0.0,1.0,2.0,0.0
0.53,0.980664088965,6.0,0.0,1.0,2.0,0.0
0.54,0.998458633569,6.0,0.0,1.0,2.0,0.0
0.55,1.01621376074,6.0,0.0,1.0,2.0,0.0
0.56,1.03392876952,6.0,0.0,1.0,2.0,0.0
0.57,1.05160296057,6.0,0.0,1.0,2.0,0.0
0.58,1.06923563614,6.0,0.0,1.0,2.0,0.0
0.59,1.08682610011,6.0,0.0,1.0,2.0,0.0
0.6,1.10437365805,6.0,0.0,1.0,2.0,0.0
0.61,1.12187761721,6.0,0.0,1.0,2.0,0.0
0.62,1.13933728657,6.0,0.0,1.0,2.0,0.0
0.63,1.15675197683,6.0,0.0,1.0,2.0,0.0
0.64,1.17412100051,6.0,0.0,1.0,2.0,0.0
0.65,1.1914436719,6.0,0.0,1.0,2.0,0.0
0.66,1.20871930714,6.0,0.0,1.0,2.0,0.0
0.67,1.22594722421,6.0,0.0,1.0,2.0,0.0
0.68,1.24312674298,6.0,0.0,1.0,2.0,0.0
0.69,1.26025718524,6.0,0.0,1.0,2.0,0.0
0.7,1.2773378747,6.0,0.0,1.0,2.0,0.0
0.71,1.29436813704,6.0,0.0,1.0,2.0,0.0
0.72,1.31134729995,6.0,0.0,1.0,2.0,0.0
0.73,1.32827469312,6.0,0.0,1.0,2.0,0.0
0.74,1.34514964827,6.0,0.0,1.0,2.0,0.0
0.75,1.36197149922,6.0,0.0,1.0,2.0,0.0
0.76,1.37873958186,6.0,0.0,1.0,2.0,0.0
0.77,1.39545323423,6.0,0.0,1.0,2.0,0.0
0.78,1.4121117965,6.0,0.0,1.0,2.0,0.0
0.79,1.428714611,6.0,0.0,1.0,2.0,0.0
0.8,1.44526102231,6.0,0.0,1.0,2.0,0.0
0.81,1.46175037718,6.0,0.0,1.0,2.0,0.0
0.82,1.47818202464,6.0,0.0,1.0,2.0,0.0
0.83,1.49455531602,6.0,0.0,1.0,2.0,0.0
0.84,1.51086960491,6.0,0.0,2.0,3.0,0.0
0.85,1.52712424725,6.0,0.0,2.0,3.0,0.0
0.86,1.54331860134,6.0,0.0,2.0,3.0,0.0
0.87,1.55945202786,6.0,0.0,2.0,3.0,0.0
0.88,1.57552388988,6.0,0.0,2.0,3.0,0.0
0.89,1.59153355292,6.0,0.0,2.0,3.0,0.0
0.9,1.60748038494,6.0,0.0,2.0,3.0,0.0
0.91,1.62336375638,6.0,0.0,2.0,3.0,0.0
0.92,1.6391830402,6.0,0.0,2.0,3.0,0.0
0.93,1.65493761189,6.0,0.0,2.0,3.0,0.0
0.94,1.67062684946,6.0,0.0,2.0,3.0,0.0
0.95,1.68625013356,6.0,0.0,2.0,3.0,0.0
0.96,1.70180684738,6.0,0.0,2.0,3.0,0.0
0.97,1.71729637678,6.0,0.0,2.0,3.0,0.0
0.98,1.73271811027,6.0,0.0,2.0,3.0,0.0
0.99,1.74807143901,6.0,0.0,2.0,3.0,0.0
1.0,1.76335575688,4.0,0.0,2.0,3.0,1.0
1.01,1.77857046048,4.0,0.0,2.0,3.0,1.0
1.02,1.79371494917,4.0,0.0,2.0,3.0,1.0
1.03,1.80878862507,4.0,0.0,2.0,3.0,1.0
1.04,1.82379089308,4.0,0.0,2.0,3.0,1.0
1.05,1.83872116096,4.0,0.0,2.0,3.0,1.0
1.06,1.85357883927,4.0,0.0,2.0,3.0,1.0
1.07,1.86836334146,4.0,0.0,2.0,3.0,1.0
1.08,1.88307408387,4.0,0.0,2.0,3.0,1.0
1.09,1.89771048574,4.0,0.0,2.0,3.0,1.0
1.1,1.91227196925,4.0,0.0,2.0,3.0,1.0
1.11,1.92675795953,4.0,0.0,2.0,3.0,1.0
1.12,1.94116788471,4.0,0.0,2.0,3.0,1.0
1.13,1.9555011759,4.0,0.0,2.0,3.0,1.0
1.14,1.96975726726,4.0,0.0,2.0,3.0,1.0
1.15,1.98393559597,4.0,0.0,2.0,3.0,1.0
1.16,1.9980356023,4.0,0.0,2.0,3.0,1.0
1.17,2.01205672961,4.0,0.0,2.0,3.0,1.0
1.18,2.02599842436,4.0,0.0,2.0,3.0,1.0
1.19,2.03986013617,4.0,0.0,2.0,3.0,1.0
1.2,2.05364131779,4.0,0.0,2.0,3.0,1.0
1.21,2.06734142516,4.0,0.0,2.0,3.0,1.0
1.22,2.08095991744,4.0,0.0,2.0,3.0,1.0
1.23,2.09449625698,4.0,0.0,2.0,3.0,1.0
1.24,2.1079499094,4.0,0.0,2.0,3.0,1.0
1.25,2.12132034356,4.0,0.0,2.0,3.0,1.0
1.26,2.13460703163,4.0,0.0,2.0,3.0,1.0
1.27,2.14780944907,4.0,0.0,2.0,3.0,1.0
1.28,2.16092707466,4.0,0.0,2.0,3.0,1.0
1.29,2.17395939056,4.0,0.0,2.0,3.0,1.0
1.3,2.18690588226,4.0,0.0,2.0,3.0,1.0
1.31,2.19976603867,4.0,0.0,2.0,3.0,1.0
1.32,2.21253935207,4.0,0.0,2.0,3.0,1.0
1.33,2.22522531822,4.0,0.0,2.0,3.0,1.0
1.34,2.23782343627,4.0,0.0,2.0,3.0,1.0
1.35,2.25033320889,4.0,0.0,2.0,3.0,1.0
1.36,2.26275414221,4.0,0.0,2.0,3.0,1.0
1.37,2.27508574587,4.0,0.0,2.0,3.0,1.0
1.38,2.28732753303,4.0,0.0,2.0,3.0,1.0
1.39,2.29947902043,4.0,0.0,2.0,3.0,1.0
1.4,2.31153972833,4.0,0.0,2.0,3.0,1.0
1.41,2.3235091806,4.0,0.0,2.0,3.0,1.0
1.42,2.3353869047,4.0,0.0,2.0,3.0,1.0
1.43,2.34717243173,4.0,0.0,2.0,3.0,1.0
1.44,2.35886529641,4.0,0.0,2.0,3.0,1.0
1.45,2.37046503713,4.0,0.0,2.0,3.0,1.0
1.46,2.38197119594,4.0,0.0,2.0,3.0,1.0
1.47,2.39338331862,4.0,0.0,2.0,3.0,1.0
1.48,2.40470095461,4.0,0.0,2.0,3.0,1.0
1.49,2.41592365713,4.0,0.0,2.0,3.0,1.0
1.5,2.42705098312,6.0,0.0,2.0,3.0,1.0
1.51,2.4380824933,6.0,0.0,2.0,3.0,1.0
1.52,2.44901775215,6.0,0.0,2.0,3.0,1.0
1.53,2.45985632798,6.0,0.0,2.0,3.0,1.0
1.54,2.47059779289,6.0,0.0,2.0,3.0,1.0
1.55,2.48124172282,6.0,0.0,2.0,3.0,1.0
1.56,2.49178769759,6.0,0.0,2.0,3.0,1.0
1.57,2.50223530084,6.0,0.0,3.0,4.0,1.0
1.58,2.51258412013,6.0,0.0,3.0,4.0,1.0
1.59,2.52283374689,6.0,0.0,3.0,4.0,1.0
1.6,2.53298377651,2.0,0.0,3.0,4.0,1.0
1.61,2.54303380826,2.0,0.0,3.0,4.0,1.0
1.62,2.55298344538,2.0,0.0,3.0,4.0,1.0
1.63,2.5628322951,2.0,0.0,3.0,4.0,1.0
1.64,2.57257996858,2.0,0.0,3.0,4.0,1.0
1.65,2.58222608101,2.0,0.0,3.0,4.0,1.0
1.66,2.59177025158,2.0,0.0,3.0,4.0,1.0
1.67,2.60121210349,2.0,0.0,3.0,4.0,1.0
1.68,2.61055126401,2.0,0.0,3.0,4.0,1.0
1.69,2.61978736443,2.0,0.0,3.0,4.0,1.0
1.7,2.62892004013,2.0,0.0,3.0,4.0,1.0
1.71,2.63794893057,2.0,0.0,3.0,4.0,1.0
1.72,2.6468736793,2.0,0.0,3.0,4.0,1.0
1.73,2.655693934,2.0,0.0,3.0,4.0,1.0
