"time","revolute1.w","revolute2.w"
0,0,0
0,0,0
0.0031,-0.0779543,0.103561
0.0062,-0.155897,0.207092
0.0093,-0.233827,0.310592
0.0124,-0.311745,0.41406
0.0155,-0.389649,0.517493
0.0186,-0.467538,0.620885
0.0217,-0.545408,0.724226
0.0248,-0.623258,0.827507
0.0279,-0.701082,0.930711
0.031,-0.778875,1.03382
0.0341,-0.856628,1.13681
0.0372,-0.934334,1.23964
0.0403,-1.01198,1.34229
0.0434,-1.08956,1.44471
0.0465,-1.16705,1.54686
0.0496,-1.24444,1.64867
0.0527,-1.32171,1.75008
0.0558,-1.39883,1.85102
0.0589,-1.47579,1.95142
0.062,-1.55256,2.05117
0.0651,-1.62911,2.15019
0.0682,-1.70541,2.24837
0.0713,-1.78142,2.3456
0.0744,-1.85711,2.44174
0.0775,-1.93244,2.53667
0.0806,-2.00737,2.63025
0.0837,-2.08185,2.72233
0.0868,-2.15584,2.81275
0.0899,-2.2293,2.90136
0.093,-2.30216,2.98798
0.0961,-2.37439,3.07244
0.0992,-2.44594,3.15456
0.1023,-2.51674,3.23417
0.1054,-2.58675,3.31108
0.1085,-2.65592,3.3851
0.1116,-2.7242,3.45607
0.1147,-2.79153,3.52379
0.1178,-2.85786,3.58809
0.1209,-2.92316,3.64881
0.124,-2.98737,3.70577
0.1271,-3.05044,3.75882
0.1302,-3.11235,3.8078
0.1333,-3.17306,3.85258
0.1364,-3.23252,3.89303
0.1395,-3.29071,3.92903
0.1426,-3.34761,3.96046
0.1457,-3.40319,3.98724
0.1488,-3.45742,4.00928
0.1519,-3.51031,4.02652
0.155,-3.56182,4.03888
0.1581,-3.61196,4.04632
0.1612,-3.66072,4.04881
0.1643,-3.70809,4.04631
0.1674,-3.75407,4.03882
0.1705,-3.79867,4.02633
0.1736,-3.84188,4.00884
0.1767,-3.88372,3.98635
0.1798,-3.92418,3.95889
0.1829,-3.96328,3.92648
0.186,-4.00101,3.88914
0.1891,-4.03739,3.84691
0.1922,-4.07243,3.79982
0.1953,-4.10612,3.74791
0.1984,-4.13846,3.69121
0.2015,-4.16947,3.62977
0.2046,-4.19915,3.56362
0.2077,-4.22748,3.49281
