"time","Folder number","Task number","FMU_Interface_OUT0_Battery Charge","FMU_Interface_OUT1_Current","FMU_Interface_OUT2_Net Voltage","FMU_Interface_OUT3_Power"
8.18,0,1,90.93871822,-114.9154379,19.59300247,-2.251546462
8.19,0,1,90.93839901,-114.9149129,19.59302233,-2.251538459
8.2,0,1,90.9380798,-114.9143879,19.5930422,-2.251530455
8.21,0,1,90.93776059,-114.9138629,19.59306207,-2.251522452
8.22,0,1,90.93744139,-114.9133379,19.59308193,-2.251514448
8.23,0,1,90.93712219,-114.9128129,19.5931018,-2.251506445
8.24,0,1,90.93680298,-114.9122879,19.59312166,-2.251498442
8.25,0,1,90.93648378,-114.9117629,19.59314153,-2.251490438
8.26,0,1,90.93616458,-114.911238,19.59316139,-2.251482435
8.27,0,1,90.93584538,-114.910713,19.59318126,-2.251474431
8.28,0,1,90.93552619,-114.910188,19.59320112,-2.251466428
8.29,0,1,90.93520699,-114.909663,19.59322099,-2.251458424
8.3,0,1,90.9348878,-114.909138,19.59324086,-2.251450421
8.31,0,1,90.93456861,-114.908613,19.59326072,-2.251442417
8.32,0,1,90.93424942,-114.908088,19.59328059,-2.251434414
8.33,0,1,90.93393023,-114.907563,19.59330045,-2.25142641
8.34,0,1,90.93361104,-114.9070381,19.59332032,-2.251418407
8.35,0,1,90.93329185,-114.9065131,19.59334018,-2.251410404
8.36,0,1,90.93297267,-114.9059881,19.59336005,-2.2514024
8.37,0,1,90.93265349,-114.9054631,19.59337991,-2.251394397
8.38,0,1,90.9323343,-114.9049381,19.59339978,-2.251386393
8.39,0,1,90.93201512,-114.9044132,19.59341964,-2.25137839
8.4,0,1,90.93169594,-114.9038882,19.59343951,-2.251370386
8.41,0,1,90.93137677,-114.9033632,19.59345937,-2.251362383
8.42,0,1,90.93105759,-114.9028382,19.59347924,-2.251354379
8.43,0,1,90.93073842,-114.9023133,19.5934991,-2.251346376
8.44,0,1,90.93041924,-114.9017883,19.59351897,-2.251338372
8.45,0,1,90.93010007,-114.9012633,19.59353883,-2.251330369
8.46,0,1,90.9297809,-114.9007384,19.5935587,-2.251322365
8.47,0,1,90.92946173,-114.9002134,19.59357856,-2.251314362
8.48,0,1,90.92914257,-114.8996884,19.59359843,-2.251306358
8.49,0,1,90.9288234,-114.8991635,19.59361829,-2.251298355
8.5,0,1,90.92850424,-114.8986385,19.59363816,-2.251290351
8.51,0,1,90.92818507,-114.8981135,19.59365802,-2.251282348
8.52,0,1,90.92786591,-114.8975886,19.59367789,-2.251274344
8.53,0,1,90.92754675,-114.8970636,19.59369775,-2.251266341
8.54,0,1,90.92722759,-114.8965386,19.59371762,-2.251258337
8.55,0,1,90.92690844,-114.8960137,19.59373748,-2.251250334
8.56,0,1,90.92658928,-114.8954887,19.59375735,-2.25124233
8.57,0,1,90.92627013,-114.8949638,19.59377721,-2.251234327
8.58,0,1,90.92595097,-114.8944388,19.59379708,-2.251226323
8.59,0,1,90.92563182,-114.8939139,19.59381694,-2.25121832
8.6,0,1,90.92531267,-114.8933889,19.59383681,-2.251210316
8.61,0,1,90.92499352,-114.892864,19.59385667,-2.251202313
8.62,0,1,90.92467438,-114.892339,19.59387654,-2.251194309
8.63,0,1,90.92435523,-114.8918141,19.5938964,-2.251186306
8.64,0,1,90.92403609,-114.8912891,19.59391627,-2.251178302
8.65,0,1,90.92371695,-114.8907642,19.59393613,-2.251170298
8.66,0,1,90.9233978,-114.8902392,19.593956,-2.251162295
8.67,0,1,90.92307867,-114.8897143,19.59397586,-2.251154291
8.68,0,1,90.92275953,-114.8891893,19.59399572,-2.251146288
8.69,0,1,90.92244039,-114.8886644,19.59401559,-2.251138284
8.7,0,1,90.92212126,-114.8881394,19.59403545,-2.251130281
8.71,0,1,90.92180212,-114.8876145,19.59405532,-2.251122277
8.72,0,1,90.92148299,-114.8870895,19.59407518,-2.251114274
8.73,0,1,90.92116386,-114.8865646,19.59409505,-2.25110627
8.74,0,1,90.92084473,-114.8860397,19.59411491,-2.251098266
8.75,0,1,90.9205256,-114.8855147,19.59413478,-2.251090263
8.76,0,1,90.92020647,-114.8849898,19.59415464,-2.251082259
8.77,0,1,90.91988735,-114.8844649,19.5941745,-2.251074256
8.78,0,1,90.91956823,-114.8839399,19.59419437,-2.251066252
8.79,0,1,90.9192491,-114.883415,19.59421423,-2.251058249
8.8,0,1,90.91892998,-114.8828901,19.5942341,-2.251050245
8.81,0,1,90.91861086,-114.8823651,19.59425396,-2.251042241
8.82,0,1,90.91829175,-114.8818402,19.59427383,-2.251034238
8.83,0,1,90.91797263,-114.8813153,19.59429369,-2.251026234
8.84,0,1,90.91765352,-114.8807903,19.59431355,-2.251018231
8.85,0,1,90.9173344,-114.8802654,19.59433342,-2.251010227
8.86,0,1,90.91701529,-114.8797405,19.59435328,-2.251002223
8.87,0,1,90.91669618,-114.8792156,19.59437315,-2.25099422
8.88,0,1,90.91637707,-114.8786906,19.59439301,-2.250986216
8.89,0,1,90.91605796,-114.8781657,19.59441287,-2.250978213
8.9,0,1,90.91573886,-114.8776408,19.59443274,-2.250970209
8.91,0,1,90.91541975,-114.8771159,19.5944526,-2.250962205
8.92,0,1,90.91510065,-114.8765909,19.59447247,-2.250954202
8.93,0,1,90.91478155,-114.876066,19.59449233,-2.250946198
8.94,0,1,90.91446245,-114.8755411,19.59451219,-2.250938195
8.95,0,1,90.91414335,-114.8750162,19.59453206,-2.250930191
8.96,0,1,90.91382425,-114.8744913,19.59455192,-2.250922187
8.97,0,1,90.91350516,-114.8739664,19.59457178,-2.250914184
8.98,0,1,90.91318606,-114.8734415,19.59459165,-2.25090618
8.99,0,1,90.91286697,-114.8729165,19.59461151,-2.250898177
9,0,1,90.91254788,-114.8723916,19.59463138,-2.250890173
9.01,0,1,90.91222879,-114.8718667,19.59465124,-2.250882169
9.02,0,1,90.9119097,-114.8713418,19.5946711,-2.250874166
9.03,0,1,90.91159061,-114.8708169,19.59469097,-2.250866162
9.04,0,1,90.91127153,-114.870292,19.59471083,-2.250858158
9.05,0,1,90.91095244,-114.8697671,19.59473069,-2.250850155
9.06,0,1,90.91063336,-114.8692422,19.59475056,-2.250842151
9.07,0,1,90.91031428,-114.8687173,19.59477042,-2.250834147
9.08,0,1,90.9099952,-114.8681924,19.59479028,-2.250826144
9.09,0,1,90.90967612,-114.8676675,19.59481015,-2.25081814
9.1,0,1,90.90935704,-114.8671426,19.59483001,-2.250810137
9.11,0,1,90.90903797,-114.8666177,19.59484988,-2.250802133
9.12,0,1,90.90871889,-114.8660928,19.59486974,-2.250794129
9.13,0,1,90.90839982,-114.8655679,19.5948896,-2.250786126
9.14,0,1,90.90808075,-114.865043,19.59490947,-2.250778122
9.15,0,1,90.90776168,-114.8645181,19.59492933,-2.250770118
9.16,0,1,90.90744261,-114.8639932,19.59494919,-2.250762115
9.17,0,1,90.90712355,-114.8634683,19.59496906,-2.250754111
9.18,0,1,90.90680448,-114.8629434,19.59498892,-2.250746107
9.19,0,1,90.90648542,-114.8624185,19.59500878,-2.250738104
9.2,0,1,90.90616636,-114.8618936,19.59502864,-2.2507301
9.21,0,1,90.90584729,-114.8613688,19.59504851,-2.250722096
9.22,0,1,90.90552824,-114.8608439,19.59506837,-2.250714092
9.23,0,1,90.90520918,-114.860319,19.59508823,-2.250706089
9.24,0,1,90.90489012,-114.8597941,19.5951081,-2.250698085
9.25,0,1,90.90457107,-114.8592692,19.59512796,-2.250690081
9.26,0,1,90.90425201,-114.8587443,19.59514782,-2.250682078
9.27,0,1,90.90393296,-114.8582195,19.59516769,-2.250674074
9.28,0,1,90.90361391,-114.8576946,19.59518755,-2.25066607
9.29,0,1,90.90329486,-114.8571697,19.59520741,-2.250658067
9.3,0,1,90.90297581,-114.8566448,19.59522728,-2.250650063
9.31,0,1,90.90265677,-114.8561199,19.59524714,-2.250642059
9.32,0,1,90.90233772,-114.8555951,19.595267,-2.250634056
9.33,0,1,90.90201868,-114.8550702,19.59528686,-2.250626052
9.34,0,1,90.90169964,-114.8545453,19.59530673,-2.250618048
9.35,0,1,90.9013806,-114.8540204,19.59532659,-2.250610044
9.36,0,1,90.90106156,-114.8534956,19.59534645,-2.250602041
9.37,0,1,90.90074252,-114.8529707,19.59536632,-2.250594037
9.38,0,1,90.90042348,-114.8524458,19.59538618,-2.250586033
9.39,0,1,90.90010445,-114.851921,19.59540604,-2.250578029
9.4,0,1,90.89978542,-114.8513961,19.5954259,-2.250570026
9.41,0,1,90.89946638,-114.8508712,19.59544577,-2.250562022
9.42,0,1,90.89914735,-114.8503464,19.59546563,-2.250554018
9.43,0,1,90.89882833,-114.8498215,19.59548549,-2.250546015
9.44,0,1,90.8985093,-114.8492966,19.59550535,-2.250538011
9.45,0,1,90.89819027,-114.8487718,19.59552522,-2.250530007
9.46,0,1,90.89787125,-114.8482469,19.59554508,-2.250522003
9.47,0,1,90.89755223,-114.847722,19.59556494,-2.250514
9.48,0,1,90.8972332,-114.8471972,19.5955848,-2.250505996
9.49,0,1,90.89691418,-114.8466723,19.59560467,-2.250497992
9.5,0,1,90.89659517,-114.8461475,19.59562453,-2.250489988
9.51,0,1,90.89627615,-114.8456226,19.59564439,-2.250481985
9.52,0,1,90.89595713,-114.8450978,19.59566425,-2.250473981
9.53,0,1,90.89563812,-114.8445729,19.59568412,-2.250465977
9.54,0,1,90.89531911,-114.8440481,19.59570398,-2.250457973
9.55,0,1,90.89500009,-114.8435232,19.59572384,-2.25044997
9.56,0,1,90.89468108,-114.8429984,19.5957437,-2.250441966
9.57,0,1,90.89436208,-114.8424735,19.59576357,-2.250433962
9.58,0,1,90.89404307,-114.8419487,19.59578343,-2.250425958
9.59,0,1,90.89372406,-114.8414238,19.59580329,-2.250417954
9.6,0,1,90.89340506,-114.840899,19.59582315,-2.250409951
9.61,0,1,90.89308606,-114.8403741,19.59584301,-2.250401947
9.62,0,1,90.89276706,-114.8398493,19.59586288,-2.250393943
9.63,0,1,90.89244806,-114.8393244,19.59588274,-2.250385939
9.64,0,1,90.89212906,-114.8387996,19.5959026,-2.250377936
9.65,0,1,90.89181006,-114.8382748,19.59592246,-2.250369932
9.66,0,1,90.89149107,-114.8377499,19.59594233,-2.250361928
9.67,0,1,90.89117207,-114.8372251,19.59596219,-2.250353924
9.68,0,1,90.89085308,-114.8367002,19.59598205,-2.25034592
9.69,0,1,90.89053409,-114.8361754,19.59600191,-2.250337917
9.7,0,1,90.8902151,-114.8356506,19.59602177,-2.250329913
9.71,0,1,90.88989611,-114.8351257,19.59604164,-2.250321909
9.72,0,1,90.88957713,-114.8346009,19.5960615,-2.250313905
9.73,0,1,90.88925814,-114.8340761,19.59608136,-2.250305901
9.74,0,1,90.88893916,-114.8335512,19.59610122,-2.250297898
9.75,0,1,90.88862018,-114.8330264,19.59612108,-2.250289894
9.76,0,1,90.8883012,-114.8325016,19.59614094,-2.25028189
9.77,0,1,90.88798222,-114.8319768,19.59616081,-2.250273886
9.78,0,1,90.88766324,-114.8314519,19.59618067,-2.250265882
9.79,0,1,90.88734426,-114.8309271,19.59620053,-2.250257878
9.8,0,1,90.88702529,-114.8304023,19.59622039,-2.250249875
9.81,0,1,90.88670631,-114.8298775,19.59624025,-2.250241871
9.82,0,1,90.88638734,-114.8293526,19.59626012,-2.250233867
9.83,0,1,90.88606837,-114.8288278,19.59627998,-2.250225863
9.84,0,1,90.8857494,-114.828303,19.59629984,-2.250217859
9.85,0,1,90.88543043,-114.8277782,19.5963197,-2.250209855
9.86,0,1,90.88511147,-114.8272534,19.59633956,-2.250201852
9.87,0,1,90.8847925,-114.8267285,19.59635942,-2.250193848
9.88,0,1,90.88447354,-114.8262037,19.59637928,-2.250185844
9.89,0,1,90.88415458,-114.8256789,19.59639915,-2.25017784
9.9,0,1,90.88383562,-114.8251541,19.59641901,-2.250169836
9.91,0,1,90.88351666,-114.8246293,19.59643887,-2.250161832
9.92,0,1,90.8831977,-114.8241045,19.59645873,-2.250153828
9.93,0,1,90.88287875,-114.8235797,19.59647859,-2.250145825
9.94,0,1,90.88255979,-114.8230549,19.59649845,-2.250137821
9.95,0,1,90.88224084,-114.82253,19.59651831,-2.250129817
9.96,0,1,90.88192189,-114.8220052,19.59653818,-2.250121813
9.97,0,1,90.88160294,-114.8214804,19.59655804,-2.250113809
9.98,0,1,90.88128399,-114.8209556,19.5965779,-2.250105805
9.99,0,1,90.88096504,-114.8204308,19.59659776,-2.250097801
10,0,1,90.8806461,-114.819906,19.59661762,-2.250089797
10.1,0,1,90.87745672,-114.8146581,19.59681623,-2.250009759
10.2,0,1,90.87426749,-114.8094102,19.59701484,-2.249929719
10.3,0,1,90.87107841,-114.8041625,19.59721345,-2.24984968
10.4,0,1,90.86788947,-114.7989148,19.59741205,-2.24976964
10.5,0,1,90.86470067,-114.7936673,19.59761065,-2.2496896
10.6,0,1,90.86151203,-114.7884199,19.59780925,-2.24960956
10.7,0,1,90.85832352,-114.7831725,19.59800784,-2.24952952
10.8,0,1,90.85513517,-114.7779253,19.59820644,-2.249449479
10.9,0,1,90.85194696,-114.7726782,19.59840503,-2.249369438
11,0,1,90.84875889,-114.7674312,19.59860362,-2.249289397
11.1,0,1,90.84557098,-114.7621844,19.5988022,-2.249209356
11.2,0,1,90.8423832,-114.7569376,19.59900078,-2.249129314
11.3,0,1,90.83919558,-114.7516909,19.59919937,-2.249049272
11.4,0,1,90.83600809,-114.7464444,19.59939794,-2.24896923
11.5,0,1,90.83282076,-114.7411979,19.59959652,-2.248889188
11.6,0,1,90.82963357,-114.7359516,19.59979509,-2.248809145
11.7,0,1,90.82644652,-114.7307053,19.59999366,-2.248729102
11.8,0,1,90.82325963,-114.7254592,19.60019223,-2.248649059
11.9,0,1,90.82007287,-114.7202132,19.6003908,-2.248569015
12,0,1,90.81688627,-114.7149673,19.60058936,-2.248488972
12.1,0,1,90.81369981,-114.7097215,19.60078792,-2.248408928
12.2,0,1,90.81051349,-114.7044758,19.60098648,-2.248328884
12.3,0,1,90.80732732,-114.6992302,19.60118504,-2.248248839
12.4,0,1,90.8041413,-114.6939847,19.60138359,-2.248168795
12.5,0,1,90.80095542,-114.6887394,19.60158214,-2.24808875
12.6,0,1,90.79776968,-114.6834941,19.60178069,-2.248008705
12.7,0,1,90.7945841,-114.678249,19.60197923,-2.247928659
12.8,0,1,90.79139866,-114.6730039,19.60217778,-2.247848613
12.9,0,1,90.78821336,-114.667759,19.60237632,-2.247768568
13,0,1,90.78502821,-114.6625141,19.60257486,-2.247688521
13.1,0,1,90.78184321,-114.6572694,19.60277339,-2.247608475
13.2,0,1,90.77865835,-114.6520248,19.60297193,-2.247528428
13.3,0,1,90.77547363,-114.6467803,19.60317046,-2.247448381
13.4,0,1,90.77228907,-114.6415359,19.60336899,-2.247368334
13.5,0,1,90.76910465,-114.6362916,19.60356751,-2.247288287
13.6,0,1,90.76592037,-114.6310474,19.60376604,-2.247208239
13.7,0,1,90.76273624,-114.6258034,19.60396456,-2.247128191
13.8,0,1,90.75955226,-114.6205594,19.60416307,-2.247048143
13.9,0,1,90.75636842,-114.6153156,19.60436159,-2.246968095
14,0,1,90.75318472,-114.6100718,19.6045601,-2.246888046
14.1,0,1,90.75000118,-114.6048282,19.60475861,-2.246807997
14.2,0,1,90.74681777,-114.5995846,19.60495712,-2.246727948
14.3,0,1,90.74363452,-114.5943412,19.60515563,-2.246647899
14.4,0,1,90.74045141,-114.5890979,19.60535413,-2.246567849
14.5,0,1,90.73726844,-114.5838547,19.60555263,-2.246487799
14.6,0,1,90.73408562,-114.5786116,19.60575113,-2.246407749
14.7,0,1,90.73090295,-114.5733686,19.60594963,-2.246327699
14.8,0,1,90.72772042,-114.5681257,19.60614812,-2.246247648
14.9,0,1,90.72453804,-114.5628829,19.60634661,-2.246167597
15,0,1,90.7213558,-114.5576403,19.6065451,-2.246087546
15.1,0,1,90.71817371,-114.5523977,19.60674359,-2.246007495
15.2,0,1,90.71499176,-114.5471553,19.60694207,-2.245927443
15.3,0,1,90.71180997,-114.5419129,19.60714055,-2.245847391
15.4,0,1,90.70862831,-114.5366707,19.60733903,-2.245767339
15.5,0,1,90.7054468,-114.5314286,19.60753751,-2.245687287
15.6,0,1,90.70226544,-114.5261865,19.60773598,-2.245607234
15.7,0,1,90.69908422,-114.5209446,19.60793445,-2.245527181
15.8,0,1,90.69590315,-114.5157028,19.60813292,-2.245447128
15.9,0,1,90.69272222,-114.5104611,19.60833139,-2.245367075
16,0,1,90.68954144,-114.5052196,19.60852985,-2.245287021
16.1,0,1,90.68636081,-114.4999781,19.60872831,-2.245206967
16.2,0,1,90.68318032,-114.4947367,19.60892677,-2.245126913
16.3,0,1,90.67999997,-114.4894954,19.60912523,-2.245046859
16.4,0,1,90.67681978,-114.4842543,19.60932368,-2.244966804
16.5,0,1,90.67363972,-114.4790132,19.60952213,-2.244886749
16.6,0,1,90.67045982,-114.4737723,19.60972058,-2.244806694
16.7,0,1,90.66728006,-114.4685315,19.60991903,-2.244726639
16.8,0,1,90.66410044,-114.4632907,19.61011747,-2.244646583
16.9,0,1,90.66092097,-114.4580501,19.61031591,-2.244566527
17,0,1,90.65774164,-114.4528096,19.61051435,-2.244486471
17.1,0,1,90.65456246,-114.4475692,19.61071279,-2.244406415
17.2,0,1,90.65138343,-114.4423289,19.61091122,-2.244326358
17.3,0,1,90.64820454,-114.4370887,19.61110965,-2.244246301
17.4,0,1,90.6450258,-114.4318487,19.61130808,-2.244166244
17.5,0,1,90.6418472,-114.4266087,19.61150651,-2.244086187
17.6,0,1,90.63866875,-114.4213688,19.61170493,-2.244006129
17.7,0,1,90.63549045,-114.4161291,19.61190335,-2.243926072
17.8,0,1,90.63231229,-114.4108894,19.61210177,-2.243846014
17.9,0,1,90.62913427,-114.4056499,19.61230019,-2.243765955
18,0,1,90.6259564,-114.4004105,19.6124986,-2.243685897
18.1,0,1,90.62277868,-114.3951712,19.61269702,-2.243605838
18.2,0,1,90.6196011,-114.3899319,19.61289543,-2.243525779
18.3,0,1,90.61642367,-114.3846928,19.61309383,-2.243445719
18.4,0,1,90.61324638,-114.3794538,19.61329224,-2.24336566
18.5,0,1,90.61006924,-114.3742149,19.61349064,-2.2432856
18.6,0,1,90.60689224,-114.3689762,19.61368904,-2.24320554
18.7,0,1,90.60371539,-114.3637375,19.61388743,-2.24312548
18.8,0,1,90.60053869,-114.3584989,19.61408583,-2.243045419
18.9,0,1,90.59736213,-114.3532605,19.61428422,-2.242965358
19,0,1,90.59418571,-114.3480221,19.61448261,-2.242885297
19.1,0,1,90.59100945,-114.3427839,19.614681,-2.242805236
19.2,0,1,90.58783332,-114.3375457,19.61487938,-2.242725174
19.3,0,1,90.58465735,-114.3323077,19.61507776,-2.242645112
19.4,0,1,90.58148151,-114.3270698,19.61527614,-2.24256505
19.5,0,1,90.57830583,-114.321832,19.61547452,-2.242484988
19.6,0,1,90.57513029,-114.3165943,19.61567289,-2.242404926
19.7,0,1,90.57195489,-114.3113567,19.61587126,-2.242324863
19.8,0,1,90.56877964,-114.3061192,19.61606963,-2.2422448
19.9,0,1,90.56560454,-114.3008818,19.616268,-2.242164736
20,0,1,90.56242958,-114.2956445,19.61646637,-2.242084673
20.1,0,1,90.55925476,-114.2904074,19.61666473,-2.242004609
20.2,0,1,90.5560801,-114.2851703,19.61686309,-2.241924545
20.3,0,1,90.55290557,-114.2799333,19.61706144,-2.241844481
20.4,0,1,90.5497312,-114.2746965,19.6172598,-2.241764416
20.5,0,1,90.54655696,-114.2694598,19.61745815,-2.241684351
20.6,0,1,90.54338288,-114.2642231,19.6176565,-2.241604286
20.7,0,1,90.54020894,-114.2589866,19.61785485,-2.241524221
20.8,0,1,90.53703514,-114.2537502,19.61805319,-2.241444156
20.9,0,1,90.53386149,-114.2485139,19.61825153,-2.24136409
21,0,1,90.53068799,-114.2432777,19.61844987,-2.241284024
21.1,0,1,90.52751463,-114.2380416,19.61864821,-2.241203958
21.2,0,1,90.52434141,-114.2328056,19.61884655,-2.241123891
21.3,0,1,90.52116835,-114.2275698,19.61904488,-2.241043824
21.4,0,1,90.51799542,-114.222334,19.61924321,-2.240963757
21.5,0,1,90.51482265,-114.2170983,19.61944154,-2.24088369
21.6,0,1,90.51165002,-114.2118628,19.61963986,-2.240803623
21.7,0,1,90.50847753,-114.2066273,19.61983818,-2.240723555
21.8,0,1,90.50530519,-114.201392,19.6200365,-2.240643487
21.9,0,1,90.50213299,-114.1961568,19.62023482,-2.240563419
22,0,1,90.49896094,-114.1909217,19.62043314,-2.24048335
22.1,0,1,90.49578904,-114.1856867,19.62063145,-2.240403281
22.2,0,1,90.49261728,-114.1804517,19.62082976,-2.240323212
22.3,0,1,90.48944567,-114.175217,19.62102807,-2.240243143
22.4,0,1,90.4862742,-114.1699823,19.62122637,-2.240163074
22.5,0,1,90.48310287,-114.1647477,19.62142467,-2.240083004
22.6,0,1,90.4799317,-114.1595132,19.62162297,-2.240002934
22.7,0,1,90.47676066,-114.1542788,19.62182127,-2.239922864
22.8,0,1,90.47358978,-114.1490446,19.62201957,-2.239842793
22.9,0,1,90.47041904,-114.1438104,19.62221786,-2.239762723
23,0,1,90.46724844,-114.1385764,19.62241615,-2.239682652
23.1,0,1,90.46407799,-114.1333424,19.62261444,-2.23960258
23.2,0,1,90.46090768,-114.1281086,19.62281272,-2.239522509
23.3,0,1,90.45773752,-114.1228749,19.62301101,-2.239442437
23.4,0,1,90.45456751,-114.1176413,19.62320929,-2.239362365
23.5,0,1,90.45139764,-114.1124078,19.62340756,-2.239282293
23.6,0,1,90.44822792,-114.1071744,19.62360584,-2.239202221
23.7,0,1,90.44505834,-114.1019411,19.62380411,-2.239122148
23.8,0,1,90.44188891,-114.0967079,19.62400238,-2.239042075
23.9,0,1,90.43871962,-114.0914748,19.62420065,-2.238962002
24,0,1,90.43555048,-114.0862419,19.62439892,-2.238881928
24.1,0,1,90.43238148,-114.081009,19.62459718,-2.238801855
24.2,0,1,90.42921263,-114.0757762,19.62479544,-2.238721781
24.3,0,1,90.42604392,-114.0705436,19.6249937,-2.238641707
24.4,0,1,90.42287536,-114.0653111,19.62519195,-2.238561632
24.5,0,1,90.41970695,-114.0600786,19.62539021,-2.238481558
24.6,0,1,90.41653868,-114.0548463,19.62558846,-2.238401483
24.7,0,1,90.41337055,-114.0496141,19.62578671,-2.238321407
24.8,0,1,90.41020257,-114.044382,19.62598495,-2.238241332
24.9,0,1,90.40703474,-114.03915,19.6261832,-2.238161256
25,0,1,90.40386705,-114.0339181,19.62638144,-2.238081181
25.1,0,1,90.4006995,-114.0286863,19.62657968,-2.238001104
25.2,0,1,90.39753211,-114.0234546,19.62677791,-2.237921028
25.3,0,1,90.39436485,-114.018223,19.62697615,-2.237840951
25.4,0,1,90.39119775,-114.0129916,19.62717438,-2.237760874
25.5,0,1,90.38803078,-114.0077602,19.6273726,-2.237680797
25.6,0,1,90.38486397,-114.002529,19.62757083,-2.23760072
25.7,0,1,90.3816973,-113.9972978,19.62776905,-2.237520642
25.8,0,1,90.37853077,-113.9920668,19.62796728,-2.237440564
25.9,0,1,90.37536439,-113.9868359,19.62816549,-2.237360486
26,0,1,90.37219815,-113.981605,19.62836371,-2.237280408
26.1,0,1,90.36903206,-113.9763743,19.62856192,-2.237200329
26.2,0,1,90.36586612,-113.9711437,19.62876014,-2.237120251
26.3,0,1,90.36270032,-113.9659132,19.62895834,-2.237040171
26.4,0,1,90.35953466,-113.9606828,19.62915655,-2.236960092
26.5,0,1,90.35636915,-113.9554526,19.62935476,-2.236880012
26.6,0,1,90.35320379,-113.9502224,19.62955296,-2.236799933
26.7,0,1,90.35003857,-113.9449923,19.62975116,-2.236719853
26.8,0,1,90.3468735,-113.9397624,19.62994935,-2.236639772
26.9,0,1,90.34370857,-113.9345325,19.63014755,-2.236559692
27,0,1,90.34054379,-113.9293028,19.63034574,-2.236479611
27.1,0,1,90.33737915,-113.9240731,19.63054393,-2.23639953
27.2,0,1,90.33421466,-113.9188436,19.63074211,-2.236319448
27.3,0,1,90.33105031,-113.9136142,19.6309403,-2.236239367
27.4,0,1,90.32788611,-113.9083848,19.63113848,-2.236159285
27.5,0,1,90.32472205,-113.9031556,19.63133666,-2.236079203
27.6,0,1,90.32155814,-113.8979265,19.63153484,-2.235999121
27.7,0,1,90.31839438,-113.8926975,19.63173301,-2.235919038
27.8,0,1,90.31523076,-113.8874686,19.63193118,-2.235838955
27.9,0,1,90.31206728,-113.8822399,19.63212935,-2.235758872
28,0,1,90.30890395,-113.8770112,19.63232752,-2.235678789
28.1,0,1,90.30574076,-113.8717826,19.63252568,-2.235598705
28.2,0,1,90.30257772,-113.8665542,19.63272385,-2.235518622
28.3,0,1,90.29941483,-113.8613258,19.63292201,-2.235438538
28.4,0,1,90.29625208,-113.8560976,19.63312016,-2.235358453
28.5,0,1,90.29308948,-113.8508694,19.63331832,-2.235278369
28.6,0,1,90.28992702,-113.8456414,19.63351647,-2.235198284
28.7,0,1,90.2867647,-113.8404135,19.63371462,-2.235118199
28.8,0,1,90.28360254,-113.8351857,19.63391277,-2.235038114
28.9,0,1,90.28044051,-113.829958,19.63411091,-2.234958028
29,0,1,90.27727864,-113.8247304,19.63430905,-2.234877943
29.1,0,1,90.2741169,-113.8195029,19.63450719,-2.234797857
29.2,0,1,90.27095532,-113.8142755,19.63470533,-2.23471777
29.3,0,1,90.26779387,-113.8090482,19.63490347,-2.234637684
29.4,0,1,90.26463258,-113.803821,19.6351016,-2.234557597
29.5,0,1,90.26147142,-113.798594,19.63529973,-2.23447751
29.6,0,1,90.25831042,-113.793367,19.63549786,-2.234397423
29.7,0,1,90.25514956,-113.7881402,19.63569598,-2.234317336
29.8,0,1,90.25198884,-113.7829134,19.63589411,-2.234237248
29.9,0,1,90.24882827,-113.7776868,19.63609223,-2.23415716
30,0,1,90.24566784,-113.7724603,19.63629034,-2.234077072
30.1,0,1,90.24250756,-113.7672338,19.63648846,-2.233996983
30.2,0,1,90.23934743,-113.7620075,19.63668657,-2.233916894
30.3,0,1,90.23618744,-113.7567813,19.63688468,-2.233836806
30.4,0,1,90.23302759,-113.7515552,19.63708279,-2.233756716
30.5,0,1,90.22986789,-113.7463292,19.6372809,-2.233676627
30.6,0,1,90.22670834,-113.7411033,19.637479,-2.233596537
30.7,0,1,90.22354893,-113.7358776,19.6376771,-2.233516447
30.8,0,1,90.22038966,-113.7306519,19.6378752,-2.233436357
30.9,0,1,90.21723054,-113.7254263,19.63807329,-2.233356267
31,0,1,90.21407157,-113.7202009,19.63827139,-2.233276176
31.1,0,1,90.21091274,-113.7149755,19.63846948,-2.233196085
31.2,0,1,90.20775405,-113.7097503,19.63866757,-2.233115994
31.3,0,1,90.20459551,-113.7045251,19.63886565,-2.233035903
31.4,0,1,90.20143712,-113.6993001,19.63906374,-2.232955811
31.5,0,1,90.19827887,-113.6940752,19.63926182,-2.232875719
31.6,0,1,90.19512077,-113.6888504,19.6394599,-2.232795627
31.7,0,1,90.19196281,-113.6836257,19.63965797,-2.232715535
31.8,0,1,90.188805,-113.6784011,19.63985605,-2.232635442
31.9,0,1,90.18564733,-113.6731766,19.64005412,-2.232555349
32,0,1,90.18248981,-113.6679522,19.64025219,-2.232475256
32.1,0,1,90.17933243,-113.6627279,19.64045025,-2.232395163
32.2,0,1,90.1761752,-113.6575038,19.64064832,-2.232315069
32.3,0,1,90.17301811,-113.6522797,19.64084638,-2.232234975
32.4,0,1,90.16986117,-113.6470557,19.64104444,-2.232154881
32.5,0,1,90.16670437,-113.6418319,19.64124249,-2.232074787
32.6,0,1,90.16354772,-113.6366081,19.64144055,-2.231994692
32.7,0,1,90.16039121,-113.6313845,19.6416386,-2.231914597
32.8,0,1,90.15723485,-113.626161,19.64183665,-2.231834502
32.9,0,1,90.15407863,-113.6209376,19.6420347,-2.231754407
