Time,Out1,Out2,Out3_1,Out3_2,Out4,Out5,Out6,
6.99,0.239566,0.479135,6.34059,0.239566,542.805,-0.0550492,-0.349664,
7,0.246098,0.4922,6.34301,0.246098,548.268,-0.0480019,-0.342102,
7.01,0.252705,0.505414,6.34551,0.252705,553.786,-0.0409497,-0.334605,
7.02,0.259387,0.518779,6.34807,0.259387,559.359,-0.0338933,-0.327174,
7.03,0.266144,0.532291,6.3507,0.266144,564.988,-0.0268334,-0.31981,
7.04,0.272973,0.545951,6.35339,0.272973,570.673,-0.0197708,-0.312515,
7.05,0.279876,0.559755,6.35616,0.279876,576.416,-0.0127061,-0.305288,
7.06,0.28685,0.573704,6.35899,0.28685,582.216,-0.00563998,-0.29813,
7.07,0.293896,0.587795,6.36189,0.293896,588.075,0.00142674,-0.291042,
7.08,0.301012,0.602028,6.36487,0.301012,593.992,0.0084934,-0.284025,
7.09,0.308198,0.6164,6.36791,0.308198,599.969,0.0155593,-0.277079,
7.1,0.315453,0.630911,6.37103,0.315453,606.006,0.0226237,-0.270206,
7.11,0.322777,0.645558,6.37422,0.322777,612.103,0.029686,-0.263405,
7.12,0.330169,0.660341,6.37749,0.330169,618.261,0.0367453,-0.256678,
7.13,0.337627,0.675258,6.38083,0.337627,624.482,0.0438011,-0.250025,
7.14,0.345152,0.690308,6.38424,0.345152,630.764,0.0508526,-0.243447,
7.15,0.352742,0.705488,6.38773,0.352742,637.11,0.057899,-0.236944,
7.16,0.360397,0.720798,6.39129,0.360397,643.52,0.0649398,-0.230518,
7.17,0.368116,0.736236,6.39494,0.368116,649.994,0.0719741,-0.224168,
7.18,0.375898,0.7518,6.39866,0.375898,656.533,0.0790013,-0.217895,
7.19,0.383743,0.767489,6.40246,0.383743,663.137,0.0860207,-0.211701,
7.2,0.391649,0.783301,6.40633,0.391649,669.808,0.0930316,-0.205586,
7.21,0.399616,0.799235,6.41029,0.399616,676.546,0.100033,-0.199549,
7.22,0.407643,0.815289,6.41432,0.407643,683.351,0.107025,-0.193593,
7.23,0.415729,0.831462,6.41844,0.415729,690.225,0.114006,-0.187717,
7.24,0.423874,0.847751,6.42264,0.423874,697.167,0.120976,-0.181922,
7.25,0.432076,0.864156,6.42692,0.432076,704.18,0.127933,-0.176209,
7.26,0.440335,0.880674,6.43128,0.440335,711.263,0.134878,-0.170578,
7.27,0.44865,0.897304,6.43573,0.44865,718.416,0.14181,-0.16503,
7.28,0.45702,0.914044,6.44025,0.45702,725.642,0.148727,-0.159565,
7.29,0.465445,0.930893,6.44487,0.465445,732.94,0.15563,-0.154184,
7.3,0.473922,0.947849,6.44956,0.473922,740.312,0.162517,-0.148888,
7.31,0.482453,0.96491,6.45435,0.482453,747.757,0.169388,-0.143676,
7.32,0.491035,0.982075,6.45921,0.491035,755.278,0.176242,-0.13855,
7.33,0.499668,0.999341,6.46417,0.499668,762.873,0.183079,-0.133511,
7.34,0.508352,1,6.46921,0.508352,770.545,0.189897,-0.128557,
7.35,0.517084,1,6.47433,0.517084,778.294,0.196697,-0.123691,
7.36,0.525865,1,6.47955,0.525865,786.121,0.203476,-0.118912,
7.37,0.534693,1,6.48485,0.534693,794.027,0.210236,-0.114221,
7.38,0.543567,1,6.49024,0.543567,802.011,0.216974,-0.109618,
7.39,0.552488,1,6.49572,0.552488,810.076,0.223691,-0.105105,
7.4,0.561453,1,6.50129,0.561453,818.222,0.230386,-0.100681,
7.41,0.570462,1,6.50695,0.570462,826.45,0.237058,-0.0963463,
7.42,0.579513,1,6.5127,0.579513,834.76,0.243706,-0.0921021,
7.43,0.588607,1,6.51854,0.588607,843.154,0.250329,-0.0879487,
7.44,0.597742,1,6.52447,0.597742,851.631,0.256928,-0.0838863,
7.45,0.606917,1,6.5305,0.606917,860.194,0.263501,-0.0799154,
7.46,0.616132,1,6.53661,0.616132,868.843,0.270048,-0.0760364,
7.47,0.625385,1,6.54282,0.625385,877.579,0.276568,-0.0722497,
7.48,0.634675,1,6.54912,0.634675,886.403,0.28306,-0.0685556,
7.49,0.644002,1,6.55551,0.644002,895.315,0.289524,-0.0649546,
7.5,0.653365,1,6.562,0.653365,904.317,0.295959,-0.061447,
7.51,0.662762,1,6.56858,0.662762,913.409,0.302364,-0.0580331,
7.52,0.672193,1,6.57526,0.672193,922.592,0.30874,-0.0547133,
7.53,0.681656,1,6.58202,0.681656,931.867,0.315084,-0.0514879,
7.54,0.691152,1,6.58889,0.691152,941.236,0.321397,-0.0483572,
7.55,0.700678,1,6.59585,0.700678,950.698,0.327678,-0.0453216,
7.56,0.710235,1,6.6029,0.710235,960.256,0.333927,-0.0423814,
7.57,0.71982,1,6.61005,0.71982,969.91,0.340142,-0.0395368,
7.58,0.729433,1,6.6173,0.729433,979.66,0.346323,-0.0367882,
7.59,0.739074,1,6.62464,0.739074,989.509,0.352469,-0.0341358,
7.6,0.74874,1,6.63208,0.74874,999.456,0.35858,-0.0315799,
7.61,0.758432,1,6.63962,0.758432,1009.5,0.364656,-0.0291207,
7.62,0.768148,1,6.64725,0.768148,1019.65,0.370695,-0.0267585,
7.63,0.777886,1,6.65498,0.777886,1029.9,0.376696,-0.0244935,
7.64,0.787648,1,6.66281,0.787648,1040.25,0.382661,-0.022326,
7.65,0.79743,1,6.67073,0.79743,1050.71,0.388587,-0.0202562,
7.66,0.807233,1,6.67876,0.807233,1061.27,0.394474,-0.0182842,
7.67,0.817055,1,6.68688,0.817055,1071.94,0.400322,-0.0164103,
7.68,0.826895,1,6.6951,0.826895,1082.72,0.40613,-0.0146347,
7.69,0.836752,1,6.70341,0.836752,1093.6,0.411897,-0.0129575,
7.7,0.846626,1,6.71183,0.846626,1104.59,0.417624,-0.0113789,
7.71,0.856515,1,6.72035,0.856515,1115.69,0.423308,-0.00989915,
7.72,0.866419,1,6.72896,0.866419,1126.91,0.42895,-0.00851827,
7.73,0.876336,1,6.73768,0.876336,1138.24,0.43455,-0.00723644,
7.74,0.886265,1,6.74649,0.886265,1149.68,0.440106,-0.00605381,
7.75,0.896206,1,6.7554,0.896206,1161.23,0.445618,-0.00497048,
7.76,0.906157,1,6.76441,0.906157,1172.9,0.451085,-0.00398657,
7.77,0.916117,1,6.77352,0.916117,1184.69,0.456507,-0.00310218,
7.78,0.926086,1,6.78274,0.926086,1196.6,0.461884,-0.00231738,
7.79,0.936062,1,6.79205,0.936062,1208.63,0.467215,-0.00163228,
7.8,0.946045,1,6.80146,0.946045,1220.77,0.472499,-0.00104692,
7.81,0.956033,1,6.81097,0.956033,1233.04,0.477736,-0.00056138,
7.82,0.966025,1,6.82058,0.966025,1245.43,0.482925,-0.0001757,
7.83,0.976021,1,6.83029,0.976021,1257.95,0.488065,0.000110079,
7.84,0.986019,1,6.8401,0.986019,1270.59,0.493157,0.000295927,
7.85,0.996018,1,6.85001,0.996018,1283.36,0.4982,0.000381825,
7.86,1.00602,1,6.86002,1.00602,1296.26,0.503193,0.000367764,
7.87,1.01602,1,6.87013,1.01602,1309.29,0.508136,0.000253743,
7.88,1.02602,1,6.88034,1.02602,1322.45,0.513028,3.97752e-005,
7.89,1.03601,1,6.89065,1.03601,1335.74,0.517868,-0.00027412,
7.9,1.046,1,6.90106,1.046,1349.16,0.522657,-0.000687913,
7.91,1.05599,1,6.91157,1.05599,1362.72,0.527394,-0.00120156,
7.92,1.06597,1,6.92218,1.06597,1376.42,0.532078,-0.00181502,
7.93,1.07595,1,6.93289,1.07595,1390.25,0.536708,-0.00252822,
7.94,1.08591,1,6.9437,1.08591,1404.22,0.541286,-0.00334109,
7.95,1.09587,1,6.95461,1.09587,1418.33,0.545809,-0.00425356,
7.96,1.10582,1,6.96561,1.10582,1432.59,0.550277,-0.00526553,
7.97,1.11576,1,6.97672,1.11576,1446.98,0.554691,-0.0063769,
7.98,1.12569,1,6.98793,1.12569,1461.52,0.559049,-0.00758757,
7.99,1.1356,1,6.99924,1.1356,1476.21,0.563351,-0.00889741,
8,1.1455,1,7.01064,1.1455,1491.05,0.567597,-0.0103063,
8.01,1.15539,1,7.02215,1.15539,1506.03,0.571786,-0.0118141,
8.02,1.16526,1,7.03375,1.16526,1521.16,0.575918,-0.0134206,
8.03,1.17511,1,7.04545,1.17511,1536.45,0.579993,-0.0151257,
8.04,1.18495,1,7.05725,1.18495,1551.89,0.584009,-0.0169293,
8.05,1.19477,1,7.06915,1.19477,1567.48,0.587967,-0.0188311,
8.06,1.20456,1,7.08115,1.20456,1583.24,0.591867,-0.0208309,
8.07,1.21434,1,7.09324,1.21434,1599.15,0.595707,-0.0229286,
8.08,1.2241,1,7.10543,1.2241,1615.22,0.599488,-0.0251239,
8.09,1.23383,1,7.11772,1.23383,1631.45,0.603208,-0.0274167,
8.1,1.24354,1,7.13011,1.24354,1647.84,0.606869,-0.0298066,
8.11,1.25323,1,7.14259,1.25323,1664.4,0.610469,-0.0322936,
8.12,1.26289,1,7.15517,1.26289,1681.12,0.614007,-0.0348772,
8.13,1.27253,1,7.16785,1.27253,1698.02,0.617485,-0.0375573,
8.14,1.28213,1,7.18063,1.28213,1715.08,0.620901,-0.0403335,
8.15,1.29171,1,7.19349,1.29171,1732.31,0.624254,-0.0432057,
8.16,1.30126,1,7.20646,1.30126,1749.72,0.627545,-0.0461735,
8.17,1.31078,1,7.21952,1.31078,1767.3,0.630774,-0.0492366,
8.18,1.32027,1,7.23267,1.32027,1785.06,0.633939,-0.0523947,
8.19,1.32973,1,7.24592,1.32973,1803,0.637042,-0.0556476,
8.2,1.33915,1,7.25927,1.33915,1821.11,0.64008,-0.0589948,
8.21,1.34855,1,7.27271,1.34855,1839.41,0.643055,-0.062436,
8.22,1.3579,1,7.28624,1.3579,1857.9,0.645965,-0.065971,
8.23,1.36722,1,7.29987,1.36722,1876.56,0.64881,-0.0695993,
8.24,1.3765,1,7.31358,1.3765,1895.42,0.651591,-0.0733206,
8.25,1.38575,1,7.3274,1.38575,1914.47,0.654307,-0.0771345,
8.26,1.39495,1,7.3413,1.39495,1933.7,0.656957,-0.0810407,
8.27,1.40412,1,7.35529,1.40412,1953.13,0.659541,-0.0850386,
8.28,1.41325,1,7.36938,1.41325,1972.76,0.66206,-0.0891281,
8.29,1.42233,1,7.38356,1.42233,1992.58,0.664513,-0.0933085,
8.3,1.43138,1,7.39783,1.43138,2012.6,0.666899,-0.0975796,
8.31,1.44038,1,7.41219,1.44038,2032.82,0.669218,-0.101941,
8.32,1.44933,1,7.42664,1.44933,2053.25,0.67147,-0.106392,
8.33,1.45824,1,7.44117,1.45824,2073.88,0.673656,-0.110932,
8.34,1.46711,1,7.4558,1.46711,2094.72,0.675774,-0.115561,
8.35,1.47593,1,7.47052,1.47593,2115.77,0.677824,-0.120279,
8.36,1.4847,1,7.48532,1.4847,2137.03,0.679807,-0.125085,
8.37,1.49342,1,7.50021,1.49342,2158.5,0.681722,-0.129978,
8.38,1.50209,1,7.51519,1.50209,2180.19,0.683568,-0.134957,
8.39,1.51072,1,7.53025,1.51072,2202.09,0.685346,-0.140024,
8.4,1.51929,1,7.5454,1.51929,2224.22,0.687056,-0.145176,
8.41,1.52781,1,7.56064,1.52781,2246.57,0.688697,-0.150414,
8.42,1.53628,1,7.57596,1.53628,2269.14,0.690269,-0.155737,
8.43,1.54469,1,7.59136,1.54469,2291.94,0.691773,-0.161144,
8.44,1.55305,1,7.60685,1.55305,2314.97,0.693207,-0.166635,
8.45,1.56135,1,7.62242,1.56135,2338.23,0.694572,-0.172209,
8.46,1.5696,1,7.63808,1.5696,2361.72,0.695867,-0.177866,
8.47,1.57779,1,7.65381,1.57779,2385.45,0.697093,-0.183605,
8.48,1.58592,1,7.66963,1.58592,2409.42,0.698249,-0.189426,
8.49,1.594,1,7.68553,1.594,2433.63,0.699335,-0.195327,
8.5,1.60201,1,7.70151,1.60201,2458.08,0.700351,-0.201309,
8.51,1.60997,1,7.71757,1.60997,2482.78,0.701298,-0.207371,
8.52,1.61786,1,7.73371,1.61786,2507.73,0.702174,-0.213513,
8.53,1.62569,1,7.74993,1.62569,2532.92,0.70298,-0.219732,
8.54,1.63346,1,7.76623,1.63346,2558.37,0.703716,-0.22603,
8.55,1.64117,1,7.7826,1.64117,2584.08,0.704381,-0.232405,
8.56,1.64881,1,7.79905,1.64881,2610.04,0.704976,-0.238857,
8.57,1.65639,1,7.81557,1.65639,2636.27,0.7055,-0.245385,
8.58,1.6639,1,7.83218,1.6639,2662.76,0.705954,-0.251988,
8.59,1.67134,1,7.84885,1.67134,2689.51,0.706338,-0.258667,
8.6,1.67872,1,7.8656,1.67872,2716.54,0.706651,-0.265419,
8.61,1.68603,1,7.88243,1.68603,2743.83,0.706893,-0.272244,
8.62,1.69327,1,7.89932,1.69327,2771.4,0.707064,-0.279143,
8.63,1.70044,1,7.91629,1.70044,2799.25,0.707165,-0.286113,
8.64,1.70755,1,7.93333,1.70755,2827.37,0.707195,-0.293155,
8.65,1.71458,1,7.95044,1.71458,2855.78,0.707154,-0.300267,
8.66,1.72154,1,7.96762,1.72154,2884.47,0.707043,-0.30745,
8.67,1.72842,1,7.98487,1.72842,2913.46,0.706861,-0.314701,
8.68,1.73524,1,8.00219,1.73524,2942.73,0.706608,-0.322021,
8.69,1.74198,1,8.01958,1.74198,2972.3,0.706285,-0.329409,
8.7,1.74865,1,8.03703,1.74865,3002.16,0.705891,-0.336864,
8.71,1.75524,1,8.05455,1.75524,3032.33,0.705427,-0.344385,
8.72,1.76176,1,8.07214,1.76176,3062.79,0.704892,-0.351972,
8.73,1.7682,1,8.08979,1.7682,3093.57,0.704286,-0.359623,
8.74,1.77456,1,8.1075,1.77456,3124.65,0.70361,-0.367339,
8.75,1.78085,1,8.12528,1.78085,3156.05,0.702864,-0.375118,
8.76,1.78705,1,8.14312,1.78705,3187.76,0.702048,-0.382959,
8.77,1.79318,1,8.16102,1.79318,3219.79,0.701161,-0.390862,
8.78,1.79923,1,8.17898,1.79923,3252.14,0.700204,-0.398825,
8.79,1.8052,1,8.197,1.8052,3284.81,0.699177,-0.406849,
8.8,1.81109,1,8.21508,1.81109,3317.82,0.69808,-0.414932,
8.81,1.8169,1,8.23322,1.8169,3351.16,0.696914,-0.423074,
8.82,1.82263,1,8.25142,1.82263,3384.83,0.695678,-0.431273,
8.83,1.82827,1,8.26968,1.82827,3418.84,0.694372,-0.439529,
8.84,1.83383,1,8.28799,1.83383,3453.19,0.692997,-0.447841,
8.85,1.83931,1,8.30635,1.83931,3487.88,0.691552,-0.456208,
8.86,1.84471,1,8.32477,1.84471,3522.93,0.690039,-0.46463,
8.87,1.85002,1,8.34325,1.85002,3558.33,0.688456,-0.473105,
8.88,1.85524,1,8.36177,1.85524,3594.08,0.686805,-0.481633,
8.89,1.86038,1,8.38035,1.86038,3630.19,0.685085,-0.490212,
8.9,1.86544,1,8.39898,1.86544,3666.67,0.683296,-0.498843,
8.91,1.8704,1,8.41766,1.8704,3703.51,0.681439,-0.507523,
8.92,1.87528,1,8.43639,1.87528,3740.72,0.679514,-0.516253,
8.93,1.88007,1,8.45516,1.88007,3778.31,0.677521,-0.525031,
8.94,1.88478,1,8.47399,1.88478,3816.27,0.675461,-0.533857,
8.95,1.88939,1,8.49286,1.88939,3854.62,0.673332,-0.542729,
8.96,1.89392,1,8.51178,1.89392,3893.35,0.671137,-0.551647,
8.97,1.89836,1,8.53074,1.89836,3932.47,0.668874,-0.56061,
8.98,1.90271,1,8.54974,1.90271,3971.98,0.666545,-0.569617,
8.99,1.90696,1,8.56879,1.90696,4011.89,0.664149,-0.578666,
9,1.91113,1,8.58788,1.91113,4052.2,0.661686,-0.587758,
9.01,1.91521,1,8.60701,1.91521,4092.92,0.659157,-0.596891,
9.02,1.91919,1,8.62619,1.91919,4134.04,0.656563,-0.606064,
9.03,1.92308,1,8.6454,1.92308,4175.58,0.653903,-0.615277,
9.04,1.92688,1,8.66465,1.92688,4217.54,0.651177,-0.624528,
9.05,1.93059,1,8.68393,1.93059,4259.92,0.648386,-0.633817,
9.06,1.9342,1,8.70326,1.9342,4302.72,0.645531,-0.643142,
9.07,1.93772,1,8.72262,1.93772,4345.95,0.64261,-0.652503,
9.08,1.94115,1,8.74201,1.94115,4389.62,0.639626,-0.661898,
9.09,1.94448,1,8.76144,1.94448,4433.73,0.636578,-0.671328,
9.1,1.94772,1,8.7809,1.94772,4478.28,0.633466,-0.68079,
9.11,1.95087,1,8.80039,1.95087,4523.28,0.630291,-0.690284,
9.12,1.95391,1,8.81992,1.95391,4568.73,0.627052,-0.699809,
9.13,1.95687,1,8.83947,1.95687,4614.63,0.623751,-0.709364,
9.14,1.95972,1,8.85906,1.95972,4661,0.620388,-0.718948,
9.15,1.96249,1,8.87867,1.96249,4707.84,0.616962,-0.728561,
9.16,1.96515,1,8.89831,1.96515,4755.14,0.613475,-0.7382,
9.17,1.96772,1,8.91797,1.96772,4802.92,0.609927,-0.747865,
9.18,1.97019,1,8.93766,1.97019,4851.18,0.606318,-0.757556,
9.19,1.97257,1,8.95737,1.97257,4899.93,0.602648,-0.767271,
9.2,1.97484,1,8.97711,1.97484,4949.16,0.598917,-0.777009,
9.21,1.97702,1,8.99687,1.97702,4998.89,0.595127,-0.786769,
9.22,1.97911,1,9.01665,1.97911,5049.12,0.591278,-0.796551,
9.23,1.98109,1,9.03645,1.98109,5099.86,0.587369,-0.806353,
9.24,1.98298,1,9.05627,1.98298,5151.1,0.583401,-0.816175,
9.25,1.98477,1,9.07611,1.98477,5202.86,0.579375,-0.826014,
9.26,1.98645,1,9.09597,1.98645,5255.14,0.575292,-0.835872,
9.27,1.98805,1,9.11584,1.98805,5307.94,0.57115,-0.845745,
9.28,1.98954,1,9.13573,1.98954,5361.28,0.566952,-0.855634,
9.29,1.99093,1,9.15563,1.99093,5415.15,0.562697,-0.865537,
9.3,1.99223,1,9.17555,1.99223,5469.57,0.558386,-0.875454,
9.31,1.99342,1,9.19547,1.99342,5524.53,0.554018,-0.885383,
9.32,1.99452,1,9.21541,1.99452,5580.04,0.549596,-0.895324,
9.33,1.99551,1,9.23536,1.99551,5636.11,0.545118,-0.905275,
9.34,1.99641,1,9.25532,1.99641,5692.74,0.540586,-0.915236,
9.35,1.99721,1,9.27529,1.99721,5749.95,0.536,-0.925205,
9.36,1.9979,1,9.29527,1.9979,5807.72,0.531361,-0.935181,
9.37,1.9985,1,9.31525,1.9985,5866.08,0.526668,-0.945164,
9.38,1.999,1,9.33524,1.999,5925.03,0.521923,-0.955153,
9.39,1.9994,1,9.35523,1.9994,5984.56,0.517125,-0.965145,
9.4,1.99969,1,9.37522,1.99969,6044.7,0.512276,-0.975142,
9.41,1.99989,1,9.39522,1.99989,6105.44,0.507375,-0.985141,
9.42,1.99999,1,9.41522,1.99999,6166.79,0.502424,-0.995141,
9.43,1.99999,0.999974,9.43522,1.99999,6228.76,0.497422,-1.00514,
9.44,1.99988,0.99977,9.45522,1.99988,6291.35,0.492371,-1.01514,
9.45,1.99968,0.999365,9.47522,1.99968,6354.57,0.487271,-1.02514,
9.46,1.99938,0.998761,9.49521,1.99938,6418.42,0.482121,-1.03514,
9.47,1.99898,0.997957,9.51521,1.99898,6482.92,0.476924,-1.04513,
9.48,1.99848,0.996953,9.53519,1.99848,6548.06,0.471679,-1.05512,
9.49,1.99787,0.995749,9.55518,1.99787,6613.86,0.466387,-1.0651,
9.5,1.99717,0.994346,9.57515,1.99717,6680.32,0.461048,-1.07508,
9.51,1.99637,0.992743,9.59512,1.99637,6747.45,0.455663,-1.08504,
9.52,1.99547,0.990941,9.61508,1.99547,6815.25,0.450233,-1.095,
9.53,1.99447,0.98894,9.63503,1.99447,6883.74,0.444757,-1.10496,
9.54,1.99337,0.98674,9.65497,1.99337,6952.91,0.439237,-1.1149,
9.55,1.99217,0.984342,9.6749,1.99217,7022.78,0.433673,-1.12482,
9.56,1.99087,0.981744,9.69481,1.99087,7093.35,0.428066,-1.13474,
9.57,1.98947,0.978949,9.71471,1.98947,7164.63,0.422416,-1.14464,
9.58,1.98798,0.975956,9.7346,1.98798,7236.62,0.416723,-1.15453,
9.59,1.98638,0.972765,9.75447,1.98638,7309.34,0.410989,-1.1644,
9.6,1.98469,0.969377,9.77433,1.98469,7382.79,0.405214,-1.17426,
9.61,1.9829,0.965792,9.79416,1.9829,7456.98,0.399399,-1.1841,
9.62,1.981,0.962011,9.81398,1.981,7531.92,0.393543,-1.19392,
9.63,1.97902,0.958033,9.83378,1.97902,7607.6,0.387648,-1.20372,
9.64,1.97693,0.95386,9.85356,1.97693,7684.05,0.381715,-1.2135,
9.65,1.97474,0.949491,9.87332,1.97474,7761.27,0.375743,-1.22326,
9.66,1.97246,0.944927,9.89306,1.97246,7839.26,0.369734,-1.233,
9.67,1.97008,0.940168,9.91277,1.97008,7918.03,0.363687,-1.24271,
9.68,1.96761,0.935216,9.93246,1.96761,7997.6,0.357605,-1.2524,
9.69,1.96503,0.93007,9.95212,1.96503,8077.97,0.351486,-1.26206,
9.7,1.96236,0.924731,9.97176,1.96236,8159.15,0.345333,-1.2717,
9.71,1.9596,0.9192,9.99137,1.9596,8241.14,0.339145,-1.28131,
9.72,1.95674,0.913477,10.011,1.95674,8323.95,0.332923,-1.29089,
9.73,1.95378,0.907562,10.0305,1.95378,8407.6,0.326667,-1.30045,
9.74,1.95073,0.901457,10.05,1.95073,8492.09,0.320379,-1.30997,
9.75,1.94758,0.895161,10.0695,1.94758,8577.42,0.314059,-1.31946,
9.76,1.94434,0.888676,10.089,1.94434,8663.62,0.307708,-1.32892,
9.77,1.941,0.882002,10.1084,1.941,8750.68,0.301326,-1.33835,
9.78,1.93757,0.87514,10.1278,1.93757,8838.62,0.294914,-1.34774,
9.79,1.93404,0.868091,10.1472,1.93404,8927.44,0.288472,-1.3571,
9.8,1.93043,0.860854,10.1665,1.93043,9017.15,0.282001,-1.36642,
9.81,1.92672,0.853432,10.1858,1.92672,9107.76,0.275503,-1.37571,
9.82,1.92291,0.845824,10.205,1.92291,9199.29,0.268976,-1.38496,
9.83,1.91901,0.838031,10.2242,1.91901,9291.74,0.262423,-1.39417,
9.84,1.91503,0.830055,10.2434,1.91503,9385.11,0.255843,-1.40334,
9.85,1.91095,0.821896,10.2625,1.91095,9479.42,0.249238,-1.41247,
9.86,1.90678,0.813554,10.2816,1.90678,9574.68,0.242608,-1.42156,
9.87,1.90252,0.805032,10.3007,1.90252,9670.9,0.235954,-1.43061,
9.88,1.89816,0.796328,10.3197,1.89816,9768.09,0.229276,-1.43961,
9.89,1.89372,0.787446,10.3386,1.89372,9866.25,0.222576,-1.44857,
9.9,1.88919,0.778384,10.3575,1.88919,9965.4,0.215853,-1.45749,
9.91,1.88457,0.769144,10.3764,1.88457,10065.5,0.209108,-1.46636,
9.92,1.87986,0.759728,10.3952,1.87986,10166.7,0.202343,-1.47518,
9.93,1.87507,0.750136,10.414,1.87507,10268.9,0.195557,-1.48395,
9.94,1.87018,0.740368,10.4327,1.87018,10372.1,0.188752,-1.49268,
9.95,1.86521,0.730427,10.4514,1.86521,10476.3,0.181928,-1.50136,
9.96,1.86016,0.720312,10.47,1.86016,10581.6,0.175085,-1.50998,
9.97,1.85501,0.710026,10.4886,1.85501,10687.9,0.168226,-1.51856,
9.98,1.84978,0.699568,10.5071,1.84978,10795.3,0.161349,-1.52709,
9.99,1.84447,0.688941,10.5256,1.84447,10903.8,0.154456,-1.53556,
10,1.83907,0.678145,10.544,1.83907,11013.4,0.147548,-1.54398,
