    "time",       "y",      "y1",      "y2",      "y3",      "y4",      "y5",      "y6",       "Q",      "QI"
         0,         0,         0,         1,         0,         1,         0,         0,         1,         0
       0.3,         0,         0,         1,         0,         1,         0,         0,         1,         0
      0.31,         0,         0,         1,         0,         1,         0,         0,         0,         1
       0.5,         0,         0,         1,         0,         1,         0,         0,         0,         1
      0.51,         0,         0,         1,         0,         1,         0,         0,         1,         0
       0.8,         0,         0,         1,         0,         1,         0,         0,         1,         0
      0.81,         0,         2,         0,         0,         1,         1,         0,         0,         1
         1,         0,         2,         0,         0,         1,         1,         0,         0,         1
      1.01,         0,         4,         1,         0,         1,         0,         0,         1,         0
       1.3,         0,         4,         1,         0,         1,         0,         0,         1,         0
      1.31,         0,         4,         1,         0,         1,         0,         0,         0,         1
       1.5,         0,         4,         1,         0,         1,         0,         0,         0,         1
      1.51,         0,         4,         1,         0,         1,         0,         0,         1,         0
       1.8,         0,         4,         1,         0,         1,         0,         0,         1,         0
      1.81,         0,         6,         0,         0,         1,         1,         0,         0,         1
         2,         0,         6,         0,         0,         1,         1,         0,         0,         1
      2.01,         1,         8,         1,         0,         1,         0,         0,         1,         0
       2.2,         1,         8,         1,         0,         1,         0,         0,         1,         0
      2.21,         0,         8,         1,         0,         1,         0,         0,         1,         0
      2.29,         0,         8,         1,         0,         1,         0,         0,         1,         0
       2.3,         0,         8,         1,         0,         1,         0,         0,         0,         1
       2.5,         0,         8,         1,         0,         1,         0,         0,         0,         1
      2.51,         0,         8,         1,         0,         1,         0,         0,         1,         0
      2.79,         0,         8,         1,         0,         1,         0,         0,         1,         0
       2.8,         0,        10,         0,         0,         1,         1,         0,         0,         1
         3,         0,        10,         0,         0,         1,         1,         0,         0,         1
      3.01,         1,        12,         1,         0,         1,         0,         1,         1,         0
       3.2,         1,        12,         1,         0,         1,         0,         1,         1,         0
      3.21,         0,        12,         1,         0,         1,         0,         1,         1,         0
      3.29,         0,        12,         1,         0,         1,         0,         1,         1,         0
       3.3,         0,        12,         1,         0,         1,         0,         1,         0,         1
       3.5,         0,        12,         1,         0,         1,         0,         1,         0,         1
      3.51,         0,        12,         1,         0,         1,         0,         1,         1,         0
      3.79,         0,        12,         1,         0,         1,         0,         1,         1,         0
       3.8,         0,        14,         0,         0,         1,         1,         1,         0,         1
         4,         0,        14,         0,         0,         1,         1,         1,         0,         1
      4.01,         1,        16,         1,         0,         1,         0,         0,         1,         0
       4.2,         1,        16,         1,         0,         1,         0,         0,         1,         0
      4.21,         0,        16,         1,         0,         1,         0,         0,         1,         0
       4.3,         0,        16,         1,         0,         1,         0,         0,         1,         0
      4.31,         0,        16,         1,         0,         1,         0,         0,         0,         1
       4.5,         0,        16,         1,         0,         1,         0,         0,         0,         1
      4.51,         0,        16,         1,         0,         1,         0,         0,         1,         0
       4.8,         0,        16,         1,         0,         1,         0,         0,         1,         0
      4.81,         0,        18,         0,         0,         1,         1,         0,         0,         1
         5,         0,        18,         0,         0,         1,         1,         0,         0,         1
      5.01,         1,        20,         1,         0,         1,         0,         0,         1,         0
       5.2,         1,        20,         1,         0,         1,         0,         0,         1,         0
      5.21,         0,        20,         1,         0,         1,         0,         0,         1,         0
       5.3,         0,        20,         1,         0,         1,         0,         0,         1,         0
      5.31,         0,        20,         1,         0,         1,         0,         0,         0,         1
       5.5,         0,        20,         1,         0,         1,         0,         0,         0,         1
      5.51,         0,        20,         1,         0,         1,         0,         0,         1,         0
       5.8,         0,        20,         1,         0,         1,         0,         0,         1,         0
      5.81,         0,        22,         0,         0,         1,         1,         0,         0,         1
         6,         0,        22,         0,         0,         1,         1,         0,         0,         1
      6.01,         1,        24,         1,         0,         1,         0,         0,         1,         0
       6.2,         1,        24,         1,         0,         1,         0,         0,         1,         0
      6.21,         0,        24,         1,         0,         1,         0,         0,         1,         0
       6.3,         0,        24,         1,         0,         1,         0,         0,         1,         0
      6.31,         0,        24,         1,         0,         1,         0,         0,         0,         1
       6.5,         0,        24,         1,         0,         1,         0,         0,         0,         1
      6.51,         0,        24,         1,         0,         1,         0,         0,         1,         0
       6.8,         0,        24,         1,         0,         1,         0,         0,         1,         0
      6.81,         0,        26,         0,         0,         1,         1,         0,         0,         1
         7,         0,        26,         0,         0,         1,         1,         0,         0,         1
      7.01,         1,        28,         1,         0,         1,         0,         0,         1,         0
       7.2,         1,        28,         1,         0,         1,         0,         0,         1,         0
      7.21,         0,        28,         1,         0,         1,         0,         0,         1,         0
       7.3,         0,        28,         1,         0,         1,         0,         0,         1,         0
      7.31,         0,        28,         1,         0,         1,         0,         0,         0,         1
       7.5,         0,        28,         1,         0,         1,         0,         0,         0,         1
      7.51,         0,        28,         1,         0,         1,         0,         0,         1,         0
       7.8,         0,        28,         1,         0,         1,         0,         0,         1,         0
      7.81,         0,        30,         0,         0,         1,         1,         0,         0,         1
         8,         0,        30,         0,         0,         1,         1,         0,         0,         1
      8.01,         1,        32,         1,         0,         1,         0,         1,         1,         0
       8.2,         1,        32,         1,         0,         1,         0,         1,         1,         0
      8.21,         0,        32,         1,         0,         1,         0,         1,         1,         0
       8.3,         0,        32,         1,         0,         1,         0,         1,         1,         0
      8.31,         0,        32,         1,         0,         1,         0,         1,         0,         1
       8.5,         0,        32,         1,         0,         1,         0,         1,         0,         1
      8.51,         0,        32,         1,         0,         1,         0,         1,         1,         0
       8.8,         0,        32,         1,         0,         1,         0,         1,         1,         0
      8.81,         0,        34,         0,         0,         1,         1,         1,         0,         1
         9,         0,        34,         0,         0,         1,         1,         1,         0,         1
      9.01,         1,        36,         1,         0,         1,         0,         0,         1,         0
      9.19,         1,        36,         1,         0,         1,         0,         0,         1,         0
       9.2,         0,        36,         1,         0,         1,         0,         0,         1,         0
