"time","prdata","stx","dtrn","rtsn","out1n","out2n","txrdyn","rxrdyn","irq","b_clk"
4.828,172,0,1,0,0,1,1,0,1,1
4.828,172,0,1,0,0,1,1,0,1,1
4.829,172,0,1,0,0,1,1,0,1,1
4.829,172,0,1,0,0,1,1,0,1,1
4.83,172,0,1,0,0,1,1,0,1,1
4.83,172,0,1,0,0,1,1,0,1,1
4.831,172,0,1,0,0,1,1,0,1,1
4.831,172,0,1,0,0,1,1,0,1,1
4.832,172,0,1,0,0,1,1,0,1,1
4.832,172,0,1,0,0,1,1,0,1,1
4.833,172,0,1,0,0,1,1,0,1,1
4.833,172,0,1,0,0,1,1,0,1,1
4.834,172,0,1,0,0,1,1,0,1,1
4.834,172,0,1,0,0,1,1,0,1,1
4.835,172,0,1,0,0,1,1,0,1,1
4.835,172,0,1,0,0,1,1,0,1,1
4.836,172,0,1,0,0,1,1,0,1,1
4.836,172,0,1,0,0,1,1,0,1,1
4.837,172,0,1,0,0,1,1,0,1,1
4.837,172,0,1,0,0,1,1,0,1,1
4.838,6,0,1,0,0,1,1,0,1,1
4.838,6,0,1,0,0,1,1,0,1,1
4.839,6,0,1,0,0,1,1,0,1,1
4.839,6,0,1,0,0,1,1,0,1,1
4.84,6,0,1,0,0,1,1,0,1,1
4.84,6,0,1,0,0,1,1,0,1,1
4.841,12,0,1,0,0,1,1,0,1,1
4.841,12,0,1,0,0,1,1,0,1,1
4.842,12,0,1,0,0,1,1,0,1,1
4.842,12,0,1,0,0,1,1,0,1,1
4.843,12,0,1,0,0,1,1,0,1,1
4.843,12,0,1,0,0,1,1,0,1,1
4.844,102,0,1,0,0,1,1,0,1,1
4.844,102,0,1,0,0,1,1,0,1,1
4.845,102,0,1,0,0,1,1,0,1,1
4.845,102,0,1,0,0,1,1,0,1,1
4.846,102,0,1,0,0,1,1,0,1,1
4.846,102,0,1,0,0,1,1,0,1,1
4.847,102,0,1,0,0,1,1,0,1,1
4.847,102,0,1,0,0,1,1,0,1,1
4.848,102,0,1,0,0,1,1,0,1,1
4.848,102,0,1,0,0,1,1,0,1,1
4.849,102,0,1,0,0,1,1,0,1,1
4.849,102,0,1,0,0,1,1,0,1,1
4.85,102,0,1,0,0,1,1,0,1,1
4.85,102,0,1,0,0,1,1,0,1,1
4.851,102,0,1,0,0,1,1,0,1,1
4.851,102,0,1,0,0,1,1,0,1,1
4.852,102,0,1,0,0,1,1,0,1,1
4.852,102,0,1,0,0,1,1,0,1,1
4.853,0,0,1,0,0,1,1,0,1,1
4.853,0,0,1,0,0,1,1,0,1,1
4.854,0,0,1,0,0,1,1,0,1,1
4.854,0,0,1,0,0,1,1,0,1,1
4.855,0,0,1,0,0,1,1,0,1,1
4.855,0,0,1,0,0,1,1,0,1,1
4.856,0,0,1,0,0,1,1,0,1,1
4.856,0,0,1,0,0,1,1,0,1,1
4.857,1,0,1,0,0,1,1,0,1,1
4.857,1,0,1,0,0,1,1,0,1,1
4.858,1,0,1,0,0,1,1,0,1,1
4.858,1,0,1,0,0,1,1,0,1,1
4.859,1,0,1,0,0,1,1,0,1,1
4.859,1,0,1,0,0,1,1,0,1,1
4.86,1,0,1,0,0,1,1,0,1,1
4.86,1,0,1,0,0,1,1,0,1,1
4.861,1,0,1,0,0,1,1,0,1,1
4.861,1,0,1,0,0,1,1,0,1,1
4.862,1,0,1,0,0,1,1,0,1,1
4.862,1,0,1,0,0,1,1,0,1,1
4.863,1,0,1,0,0,1,1,0,1,1
4.863,1,0,1,0,0,1,1,0,1,1
4.864,1,0,1,0,0,1,1,0,1,1
4.864,1,0,1,0,0,1,1,0,1,1
4.865,63,0,1,0,0,1,1,0,1,1
4.865,63,0,1,0,0,1,1,0,1,1
4.866,63,0,1,0,0,1,1,0,1,1
4.866,63,0,1,0,0,1,1,0,1,1
4.867,63,0,1,0,0,1,1,0,0,1
4.867,63,0,1,0,0,1,1,0,0,1
4.868,63,0,1,0,0,1,1,0,0,1
4.868,63,0,1,0,0,1,1,0,0,1
4.869,63,0,1,0,0,1,1,0,1,1
4.869,63,0,1,0,0,1,1,0,1,1
4.87,63,0,1,0,0,1,1,0,1,1
4.87,63,0,1,0,0,1,1,0,1,1
4.871,63,0,1,0,0,1,1,0,1,1
4.871,63,0,1,0,0,1,1,0,1,1
4.872,63,0,1,0,0,1,1,0,1,1
4.872,63,0,1,0,0,1,1,0,1,1
4.873,63,0,1,0,0,1,1,0,1,1
4.873,63,0,1,0,0,1,1,0,1,1
4.874,63,0,1,0,0,1,1,0,1,1
4.874,63,0,1,0,0,1,1,0,1,1
4.875,63,0,1,0,0,1,1,0,1,1
4.875,63,0,1,0,0,1,1,0,1,1
4.876,63,0,1,0,0,1,1,0,1,1
4.876,63,0,1,0,0,1,1,0,1,1
4.877,63,0,1,0,0,1,1,0,1,1
4.877,63,0,1,0,0,1,1,0,1,1
4.878,96,0,1,0,0,1,1,0,1,1
4.878,96,0,1,0,0,1,1,0,1,1
4.879,96,0,1,0,0,1,1,0,1,1
4.879,96,0,1,0,0,1,1,0,1,1
4.88,96,0,1,0,0,1,1,0,1,1
4.88,96,0,1,0,0,1,1,0,1,1
4.881,96,0,1,0,0,1,1,0,1,1
4.881,96,0,1,0,0,1,1,0,1,1
4.882,96,0,1,0,0,1,1,0,1,1
4.882,96,0,1,0,0,1,1,0,1,1
4.883,96,0,1,0,0,1,1,0,1,1
4.883,96,0,1,0,0,1,1,0,1,1
4.884,96,0,1,0,0,1,1,0,1,1
4.884,96,0,1,0,0,1,1,0,1,1
4.885,96,0,1,0,0,1,1,0,1,1
4.885,96,0,1,0,0,1,1,0,1,1
4.886,96,0,1,0,0,1,1,0,1,1
4.886,96,0,1,0,0,1,1,0,1,1
4.887,96,0,1,0,0,1,1,0,1,1
4.887,96,0,1,0,0,1,1,0,1,1
4.888,96,0,1,0,0,1,1,0,1,1
4.888,96,0,1,0,0,1,1,0,1,1
4.889,96,0,1,0,0,1,1,0,1,1
4.889,96,0,1,0,0,1,1,0,1,1
4.89,96,0,1,0,0,1,1,0,1,1
4.89,96,0,1,0,0,1,1,0,1,1
4.891,96,0,1,0,0,1,1,0,1,1
4.891,96,0,1,0,0,1,1,0,1,1
4.892,96,0,1,0,0,1,1,0,1,1
4.892,96,0,1,0,0,1,1,0,1,1
4.893,6,0,0,1,1,0,1,0,1,1
4.893,6,0,0,1,1,0,1,0,1,1
4.894,6,0,0,1,1,0,1,0,1,1
4.894,6,0,0,1,1,0,1,0,1,1
4.895,6,0,0,1,1,0,1,0,1,1
4.895,6,0,0,1,1,0,1,0,1,1
4.896,6,0,0,1,1,0,1,0,1,1
4.896,6,0,0,1,1,0,1,0,1,1
4.897,6,0,0,1,1,0,1,0,1,1
4.897,6,0,0,1,1,0,1,0,1,1
4.898,6,0,0,1,1,0,1,0,1,1
4.898,6,0,0,1,1,0,1,0,1,1
4.899,6,0,0,1,1,0,1,0,1,1
4.899,6,0,0,1,1,0,1,0,1,1
4.9,96,0,0,1,1,0,1,0,1,1
4.9,96,0,0,1,1,0,1,0,1,1
4.901,96,0,0,1,1,0,1,0,1,1
4.901,96,0,0,1,1,0,1,0,1,1
4.902,96,0,0,1,1,0,1,0,1,1
4.902,96,0,0,1,1,0,1,0,1,1
4.903,96,0,0,1,1,0,1,0,1,1
4.903,96,0,0,1,1,0,1,0,1,1
4.904,96,0,0,1,1,0,1,0,1,1
4.904,96,0,0,1,1,0,1,0,1,1
4.905,96,0,0,1,1,0,1,0,1,1
4.905,96,0,0,1,1,0,1,0,1,1
4.906,96,0,0,1,1,0,1,0,1,1
4.906,96,0,0,1,1,0,1,0,1,1
4.907,96,0,0,1,1,0,1,0,1,1
4.907,96,0,0,1,1,0,1,0,1,1
4.908,192,0,0,1,1,0,1,0,1,1
4.908,192,0,0,1,1,0,1,0,1,1
4.909,192,0,0,1,1,0,1,0,1,1
4.909,192,0,0,1,1,0,1,0,1,1
4.91,192,0,0,1,1,0,1,0,1,1
4.91,192,0,0,1,1,0,1,0,1,1
4.911,192,0,0,1,1,0,1,0,1,1
4.911,192,0,0,1,1,0,1,0,1,1
4.912,192,0,0,1,1,0,1,0,1,1
4.912,192,0,0,1,1,0,1,0,1,1
4.913,192,0,0,1,1,0,1,0,1,1
4.913,192,0,0,1,1,0,1,0,1,1
4.914,192,0,0,1,1,0,0,0,1,1
4.914,192,0,0,1,1,0,0,0,1,1
4.915,192,0,0,1,1,0,0,0,1,1
4.915,192,0,0,1,1,0,0,0,1,1
4.916,0,0,0,1,1,0,0,0,1,1
4.916,0,0,0,1,1,0,0,0,1,1
4.917,0,0,0,1,1,0,0,0,1,1
4.917,0,0,0,1,1,0,0,0,1,1
4.918,0,0,0,1,1,0,0,0,1,1
4.918,0,0,0,1,1,0,0,0,1,1
4.919,96,0,0,1,1,0,0,0,1,1
4.919,96,0,0,1,1,0,0,0,1,1
4.92,96,0,0,1,1,0,0,0,1,1
4.92,96,0,0,1,1,0,0,0,1,1
4.921,96,0,0,1,1,0,0,0,1,1
4.921,96,0,0,1,1,0,0,0,1,1
4.922,172,0,0,1,1,0,0,0,1,1
4.922,172,0,0,1,1,0,0,0,1,1
4.923,172,0,0,1,1,0,0,0,1,1
4.923,172,0,0,1,1,0,0,0,1,1
4.924,172,0,0,1,1,0,0,0,1,1
4.924,172,0,0,1,1,0,0,0,1,1
4.925,172,0,0,1,1,0,0,0,1,1
4.925,172,0,0,1,1,0,0,0,1,1
4.926,172,0,0,1,1,0,0,0,1,1
4.926,172,0,0,1,1,0,0,0,1,1
4.927,172,0,0,1,1,0,0,0,1,1
4.927,172,0,0,1,1,0,0,0,1,1
4.928,172,0,0,1,1,0,0,0,1,1
4.928,172,0,0,1,1,0,0,0,1,1
4.929,172,0,0,1,1,0,0,0,1,1
4.929,172,0,0,1,1,0,0,0,1,1
4.93,172,0,0,1,1,0,0,0,1,1
4.93,172,0,0,1,1,0,0,0,1,1
4.931,172,0,0,1,1,0,0,0,1,1
4.931,172,0,0,1,1,0,0,0,1,1
4.932,172,0,0,1,1,0,0,0,1,1
4.932,172,0,0,1,1,0,0,0,1,1
4.933,0,0,0,1,1,0,0,0,1,1
4.933,0,0,0,1,1,0,0,0,1,1
4.934,0,0,0,1,1,0,0,0,1,1
4.934,0,0,0,1,1,0,0,0,1,1
4.935,0,0,0,1,1,0,0,0,1,1
4.935,0,0,0,1,1,0,0,0,1,1
4.936,0,0,0,1,1,0,0,0,1,1
4.936,0,0,0,1,1,0,0,0,1,1
4.937,0,0,0,1,1,0,0,0,1,1
4.937,0,0,0,1,1,0,0,0,1,1
4.938,172,0,0,1,1,0,0,0,1,1
4.938,172,0,0,1,1,0,0,0,1,1
4.939,172,0,0,1,1,0,0,0,1,1
4.939,172,0,0,1,1,0,0,0,1,1
4.94,172,0,0,1,1,0,0,0,1,1
4.94,172,0,0,1,1,0,0,0,1,1
4.941,172,0,0,1,1,0,0,0,1,1
4.941,172,0,0,1,1,0,0,0,1,1
4.942,172,0,0,1,1,0,0,0,1,1
4.942,172,0,0,1,1,0,0,0,1,1
4.943,172,0,0,1,1,0,0,0,1,1
4.943,172,0,0,1,1,0,0,0,1,1
4.944,172,0,0,1,1,0,0,0,1,1
4.944,172,0,0,1,1,0,0,0,1,1
4.945,172,0,0,1,1,0,0,0,1,1
4.945,172,0,0,1,1,0,0,0,1,1
4.946,172,0,0,1,1,0,0,0,1,1
4.946,172,0,0,1,1,0,0,0,1,1
4.947,172,0,0,1,1,0,0,0,1,1
4.947,172,0,0,1,1,0,0,0,1,1
4.948,172,0,0,1,1,0,0,0,1,1
4.948,172,0,0,1,1,0,0,0,1,1
4.949,96,0,0,1,1,0,0,0,1,1
4.949,96,0,0,1,1,0,0,0,1,1
4.95,96,0,0,1,1,0,0,0,1,1
4.95,96,0,0,1,1,0,0,0,1,1
4.951,9,0,0,1,1,0,0,0,1,1
4.951,9,0,0,1,1,0,0,0,1,1
4.952,9,0,0,1,1,0,0,0,1,1
4.952,9,0,0,1,1,0,0,0,1,1
4.953,47,0,0,1,1,0,0,0,1,1
4.953,47,0,0,1,1,0,0,0,1,1
4.954,47,0,0,1,1,0,0,0,1,1
4.954,47,0,0,1,1,0,0,0,1,1
4.955,47,0,0,1,1,0,0,0,1,1
4.955,47,0,0,1,1,0,0,0,1,1
4.956,47,0,0,1,1,0,0,0,1,1
4.956,47,0,0,1,1,0,0,0,1,1
4.957,47,0,0,1,1,0,0,0,1,1
4.957,47,0,0,1,1,0,0,0,1,1
4.958,96,0,0,1,1,0,0,0,1,1
4.958,96,0,0,1,1,0,0,0,1,1
4.959,96,1,0,1,1,0,0,0,1,1
4.959,96,1,0,1,1,0,0,0,1,1
4.96,96,1,0,1,1,0,0,0,1,1
4.96,96,1,0,1,1,0,0,0,1,1
4.961,96,1,0,1,1,0,0,0,1,1
4.961,96,1,0,1,1,0,0,0,1,1
4.962,96,1,0,1,1,0,0,0,1,1
4.962,96,1,0,1,1,0,0,0,1,1
4.963,1,1,0,1,1,0,0,0,1,1
4.963,1,1,0,1,1,0,0,0,1,1
4.964,1,1,0,1,1,0,0,0,1,1
4.964,1,1,0,1,1,0,0,0,1,1
4.965,1,1,0,1,1,0,0,0,1,1
4.965,1,1,0,1,1,0,0,0,1,1
4.966,1,1,0,1,1,0,0,0,1,1
4.966,1,1,0,1,1,0,0,0,1,1
4.967,9,1,1,1,1,1,0,0,1,1
4.967,9,1,1,1,1,1,0,0,1,1
4.968,9,1,1,1,1,1,0,0,1,1
4.968,9,1,1,1,1,1,0,0,1,1
4.969,9,1,1,1,1,1,0,0,1,1
4.969,9,1,1,1,1,1,0,0,1,1
4.97,97,1,1,1,1,1,0,0,1,1
4.97,97,1,1,1,1,1,0,0,1,1
4.971,97,1,1,1,1,1,0,0,1,1
4.971,97,1,1,1,1,1,0,0,1,1
4.972,97,1,1,1,1,1,0,0,1,1
4.972,97,1,1,1,1,1,0,0,1,1
4.973,97,1,1,1,1,1,0,0,1,1
4.973,97,1,1,1,1,1,0,0,1,1
4.974,97,1,1,1,1,1,0,0,1,1
4.974,97,1,1,1,1,1,0,0,1,1
4.975,97,1,1,1,1,1,0,0,1,1
4.975,97,1,1,1,1,1,0,0,1,1
4.976,97,1,1,1,1,1,0,0,1,1
4.976,97,1,1,1,1,1,0,0,1,1
4.977,97,1,1,1,1,1,0,0,1,1
4.977,97,1,1,1,1,1,0,0,1,1
4.978,97,1,1,1,1,1,0,0,1,1
4.978,97,1,1,1,1,1,0,0,1,1
4.979,97,1,1,1,1,1,0,0,1,1
4.979,97,1,1,1,1,1,0,0,1,1
4.98,97,1,1,1,1,1,0,0,1,1
4.98,97,1,1,1,1,1,0,0,1,1
4.981,97,1,1,1,1,1,0,0,1,1
4.981,97,1,1,1,1,1,0,0,1,1
4.982,97,1,1,1,1,1,0,0,1,1
4.982,97,1,1,1,1,1,0,0,1,1
4.983,97,1,1,1,1,1,0,0,1,1
4.983,97,1,1,1,1,1,0,0,1,1
4.984,97,1,1,1,1,1,0,0,1,1
4.984,97,1,1,1,1,1,0,0,1,1
4.985,97,1,1,1,1,1,0,0,1,1
4.985,97,1,1,1,1,1,0,0,1,1
4.986,97,1,1,1,1,1,0,0,1,1
4.986,97,1,1,1,1,1,0,0,1,1
4.987,180,1,1,1,1,1,0,0,1,1
4.987,180,1,1,1,1,1,0,0,1,1
4.988,180,1,1,1,1,1,0,0,1,1
4.988,180,1,1,1,1,1,0,0,1,1
4.989,180,1,1,1,1,1,0,0,1,1
4.989,180,1,1,1,1,1,0,0,1,1
4.99,180,1,1,1,1,1,0,0,1,1
4.99,180,1,1,1,1,1,0,0,1,1
4.991,180,1,1,1,1,1,0,0,1,1
4.991,180,1,1,1,1,1,0,0,1,1
4.992,180,1,1,1,1,1,0,0,1,1
4.992,180,1,1,1,1,1,0,0,1,1
4.993,180,1,1,1,1,1,0,0,1,1
4.993,180,1,1,1,1,1,0,0,1,1
4.994,180,1,1,1,1,1,0,0,1,1
4.994,180,1,1,1,1,1,0,0,1,1
4.995,192,1,1,1,1,1,0,0,1,1
4.995,192,1,1,1,1,1,0,0,1,1
4.996,192,1,1,1,1,1,0,0,1,1
4.996,192,1,1,1,1,1,0,0,1,1
4.997,192,1,1,1,1,1,0,0,1,1
4.997,192,1,1,1,1,1,0,0,1,1
4.998,19,1,1,1,1,1,0,0,1,1
4.998,19,1,1,1,1,1,0,0,1,1
4.999,19,1,1,1,1,1,0,0,1,1
4.999,19,1,1,1,1,1,0,0,1,1
5,19,1,1,1,1,1,0,0,1,1
5,19,1,1,1,1,1,0,0,1,1
5.001,19,1,1,1,1,1,0,0,1,1
5.001,19,1,1,1,1,1,0,0,1,1
5.002,19,1,1,1,1,1,0,0,1,1
5.002,19,1,1,1,1,1,0,0,1,1
5.003,19,1,1,1,1,1,0,0,1,1
5.003,19,1,1,1,1,1,0,0,1,1
5.004,19,1,1,1,1,1,0,0,1,1
5.004,19,1,1,1,1,1,0,0,1,1
5.005,97,1,1,1,1,1,0,0,1,1
5.005,97,1,1,1,1,1,0,0,1,1
5.006,97,1,1,1,1,1,0,0,1,1
5.006,97,1,1,1,1,1,0,0,1,1
5.007,97,1,1,1,1,1,0,0,1,1
5.007,97,1,1,1,1,1,0,0,1,1
5.008,63,1,1,1,1,1,0,0,1,1
5.008,63,1,1,1,1,1,0,0,1,1
5.009,63,1,1,1,1,1,0,0,1,1
5.009,63,1,1,1,1,1,0,0,1,1
5.01,63,1,1,1,1,1,0,0,0,1
5.01,63,1,1,1,1,1,0,0,0,1
5.011,180,1,1,1,1,1,0,0,1,1
5.011,180,1,1,1,1,1,0,0,1,1
5.012,180,1,1,1,1,1,0,0,1,1
5.012,180,1,1,1,1,1,0,0,1,1
5.013,180,1,1,1,1,1,0,0,1,1
5.013,180,1,1,1,1,1,0,0,1,1
5.014,19,1,1,1,1,1,0,0,1,1
5.014,19,1,1,1,1,1,0,0,1,1
5.015,19,1,1,1,1,1,0,0,1,1
5.015,19,1,1,1,1,1,0,0,1,1
5.016,19,1,1,1,1,1,0,0,1,1
5.016,19,1,1,1,1,1,0,0,1,1
5.017,19,1,1,1,1,1,0,0,1,1
5.017,19,1,1,1,1,1,0,0,1,1
5.018,19,1,1,1,1,1,0,0,1,1
5.018,19,1,1,1,1,1,0,0,1,1
5.019,19,1,1,1,1,1,0,0,1,1
5.019,19,1,1,1,1,1,0,0,1,1
5.02,19,1,1,1,1,1,0,0,1,1
5.02,19,1,1,1,1,1,0,0,1,1
5.021,19,1,1,1,1,1,0,0,1,1
5.021,19,1,1,1,1,1,0,0,1,1
5.022,19,1,1,1,1,1,0,0,1,1
5.022,19,1,1,1,1,1,0,0,1,1
5.023,19,1,1,1,1,1,0,0,1,1
5.023,19,1,1,1,1,1,0,0,1,1
5.024,19,1,1,1,1,1,0,0,1,1
5.024,19,1,1,1,1,1,0,0,1,1
5.025,19,1,1,1,1,1,0,0,1,1
5.025,19,1,1,1,1,1,0,0,1,1
5.026,19,1,1,1,1,1,0,0,1,1
5.026,19,1,1,1,1,1,0,0,1,1
5.027,12,1,1,1,1,1,0,0,1,1
5.027,12,1,1,1,1,1,0,0,1,1
5.028,12,1,1,1,1,1,0,0,1,1
5.028,12,1,1,1,1,1,0,0,1,1
5.029,12,1,1,1,1,1,0,0,1,1
5.029,12,1,1,1,1,1,0,0,1,1
5.03,12,1,1,1,1,1,0,0,1,1
5.03,12,1,1,1,1,1,0,0,1,1
5.031,12,1,1,1,1,1,0,0,1,1
5.031,12,1,1,1,1,1,0,0,1,1
5.032,1,1,1,1,1,1,0,0,1,1
5.032,1,1,1,1,1,1,0,0,1,1
5.033,1,1,1,1,1,1,0,0,1,1
5.033,1,1,1,1,1,1,0,0,1,1
5.034,1,1,1,1,1,1,0,0,1,1
5.034,1,1,1,1,1,1,0,0,1,1
5.035,1,1,1,1,1,1,0,0,1,1
5.035,1,1,1,1,1,1,0,0,1,1
5.036,1,1,1,1,1,1,0,0,1,1
5.036,1,1,1,1,1,1,0,0,1,1
5.037,180,1,1,1,1,1,0,0,1,1
5.037,180,1,1,1,1,1,0,0,1,1
5.038,180,1,1,1,1,1,0,0,1,1
5.038,180,1,1,1,1,1,0,0,1,1
5.039,180,1,1,1,1,1,0,0,1,1
5.039,180,1,1,1,1,1,0,0,1,1
5.04,180,1,1,1,1,1,0,0,1,1
5.04,180,1,1,1,1,1,0,0,1,1
5.041,180,1,1,1,1,1,0,0,1,1
5.041,180,1,1,1,1,1,0,0,1,1
5.042,180,1,1,1,1,1,0,0,1,1
5.042,180,1,1,1,1,1,0,0,1,1
5.043,180,1,1,1,1,1,0,0,1,1
5.043,180,1,1,1,1,1,0,0,1,1
5.044,180,1,1,1,1,1,0,0,1,1
5.044,180,1,1,1,1,1,0,0,1,1
5.045,180,1,1,1,1,1,0,0,1,1
5.045,180,1,1,1,1,1,0,0,1,1
5.046,180,1,1,1,1,1,0,0,1,1
5.046,180,1,1,1,1,1,0,0,1,1
5.047,180,1,1,1,1,1,0,0,1,1
5.047,180,1,1,1,1,1,0,0,1,1
5.048,180,1,1,1,1,1,0,0,1,1
5.048,180,1,1,1,1,1,0,0,1,1
5.049,180,1,1,1,1,1,0,0,1,1
5.049,180,1,1,1,1,1,0,0,1,1
5.05,63,1,1,1,1,1,0,0,1,1
5.05,63,1,1,1,1,1,0,0,1,1
5.051,63,1,1,1,1,1,0,0,1,1
5.051,63,1,1,1,1,1,0,0,1,1
5.052,63,1,1,1,1,1,0,0,0,1
5.052,63,1,1,1,1,1,0,0,0,1
5.053,63,1,1,1,1,1,0,0,1,1
5.053,63,1,1,1,1,1,0,0,1,1
5.054,57,1,1,1,1,1,0,0,1,1
5.054,57,1,1,1,1,1,0,0,1,1
5.055,57,1,1,1,1,1,0,0,1,1
5.055,57,1,1,1,1,1,0,0,1,1
5.056,57,1,1,1,1,1,0,0,0,1
5.056,57,1,1,1,1,1,0,0,0,1
5.057,57,1,1,1,1,1,0,0,1,1
5.057,57,1,1,1,1,1,0,0,1,1
5.058,57,1,1,1,1,1,0,0,1,1
5.058,57,1,1,1,1,1,0,0,1,1
5.059,57,1,1,1,1,1,0,0,1,1
5.059,57,1,1,1,1,1,0,0,1,1
5.06,57,1,1,1,1,1,0,0,1,1
5.06,57,1,1,1,1,1,0,0,1,1
5.061,57,1,1,1,1,1,0,0,1,1
5.061,57,1,1,1,1,1,0,0,1,1
5.062,57,1,1,1,1,1,0,0,1,1
5.062,57,1,1,1,1,1,0,0,1,1
5.063,57,1,1,1,1,1,0,0,1,1
5.063,57,1,1,1,1,1,0,0,1,1
5.064,57,1,1,1,1,1,0,0,1,1
5.064,57,1,1,1,1,1,0,0,1,1
5.065,57,1,1,1,1,1,0,0,1,1
5.065,57,1,1,1,1,1,0,0,1,1
5.066,19,1,1,1,1,1,0,0,1,1
5.066,19,1,1,1,1,1,0,0,1,1
5.067,19,1,1,1,1,1,0,0,1,1
5.067,19,1,1,1,1,1,0,0,1,1
5.068,19,1,1,1,1,1,0,0,1,1
5.068,19,1,1,1,1,1,0,0,1,1
5.069,19,1,1,1,1,1,0,0,1,1
5.069,19,1,1,1,1,1,0,0,1,1
5.07,19,1,1,1,1,1,0,0,1,1
5.07,19,1,1,1,1,1,0,0,1,1
5.071,19,1,1,1,1,1,0,0,1,1
5.071,19,1,1,1,1,1,0,0,1,1
5.072,161,1,1,1,1,1,0,0,1,1
5.072,161,1,1,1,1,1,0,0,1,1
5.073,161,1,1,1,1,1,0,0,1,1
5.073,161,1,1,1,1,1,0,0,1,1
5.074,161,1,1,1,1,1,0,0,1,1
5.074,161,1,1,1,1,1,0,0,1,1
5.075,192,1,1,1,1,1,0,0,1,1
5.075,192,1,1,1,1,1,0,0,1,1
5.076,192,1,1,1,1,1,0,0,1,1
5.076,192,1,1,1,1,1,0,0,1,1
5.077,192,1,1,1,1,1,0,0,1,1
5.077,192,1,1,1,1,1,0,0,1,1
5.078,0,1,1,1,1,1,0,0,1,1
5.078,0,1,1,1,1,1,0,0,1,1
5.079,0,1,1,1,1,1,0,0,1,1
5.079,0,1,1,1,1,1,0,0,1,1
5.08,0,1,1,1,1,1,0,0,1,1
5.08,0,1,1,1,1,1,0,0,1,1
5.081,1,1,1,1,1,1,0,0,1,1
5.081,1,1,1,1,1,1,0,0,1,1
5.082,1,1,1,1,1,1,0,0,1,1
5.082,1,1,1,1,1,1,0,0,1,1
5.083,12,1,1,1,1,1,0,0,1,1
5.083,12,1,1,1,1,1,0,0,1,1
5.084,12,1,1,1,1,1,0,0,1,1
5.084,12,1,1,1,1,1,0,0,1,1
5.085,63,1,1,1,1,1,0,0,1,1
5.085,63,1,1,1,1,1,0,0,1,1
5.086,63,1,1,1,1,1,0,0,1,1
5.086,63,1,1,1,1,1,0,0,1,1
5.087,63,1,1,1,1,1,0,0,1,1
5.087,63,1,1,1,1,1,0,0,1,1
5.088,63,1,1,1,1,1,0,0,1,1
5.088,63,1,1,1,1,1,0,0,1,1
5.089,63,1,1,1,1,1,0,0,1,1
5.089,63,1,1,1,1,1,0,0,1,1
5.09,63,1,1,1,1,1,0,0,1,1
5.09,63,1,1,1,1,1,0,0,1,1
5.091,63,1,1,1,1,1,0,0,1,1
5.091,63,1,1,1,1,1,0,0,1,1
5.092,63,1,1,1,1,1,0,0,1,1
5.092,63,1,1,1,1,1,0,0,1,1
5.093,63,1,1,1,1,1,0,0,1,1
5.093,63,1,1,1,1,1,0,0,1,1
5.094,19,1,1,1,1,1,0,0,1,1
5.094,19,1,1,1,1,1,0,0,1,1
5.095,19,1,1,1,1,1,0,0,1,1
5.095,19,1,1,1,1,1,0,0,1,1
5.096,19,1,1,1,1,1,0,0,1,1
5.096,19,1,1,1,1,1,0,0,1,1
5.097,19,1,1,1,1,1,0,0,1,1
5.097,19,1,1,1,1,1,0,0,1,1
5.098,19,1,1,1,1,1,0,0,1,1
5.098,19,1,1,1,1,1,0,0,1,1
5.099,19,1,1,1,1,1,0,0,1,1
5.099,19,1,1,1,1,1,0,0,1,1
5.1,19,1,1,1,1,1,0,0,1,1
5.1,19,1,1,1,1,1,0,0,1,1
5.101,19,1,1,1,1,1,0,0,1,1
5.101,19,1,1,1,1,1,0,0,1,1
5.102,19,1,1,1,1,1,0,0,1,1
5.102,19,1,1,1,1,1,0,0,1,1
5.103,19,1,1,1,1,1,0,0,1,1
5.103,19,1,1,1,1,1,0,0,1,1
5.104,19,1,1,1,1,1,0,0,1,1
5.104,19,1,1,1,1,1,0,0,1,1
5.105,19,1,1,1,1,1,0,0,1,1
5.105,19,1,1,1,1,1,0,0,1,1
5.106,19,1,1,1,1,1,0,0,1,1
5.106,19,1,1,1,1,1,0,0,1,1
5.107,19,1,1,1,1,1,0,0,1,1
5.107,19,1,1,1,1,1,0,0,1,1
5.108,19,1,1,1,1,1,0,0,1,1
5.108,19,1,1,1,1,1,0,0,1,1
5.109,19,1,1,1,1,1,0,0,1,1
5.109,19,1,1,1,1,1,0,0,1,1
5.11,19,1,1,1,1,1,0,0,1,1
5.11,19,1,1,1,1,1,0,0,1,1
5.111,19,1,1,1,1,1,0,0,1,1
5.111,19,1,1,1,1,1,0,0,1,1
5.112,19,1,1,1,1,1,0,0,1,1
5.112,19,1,1,1,1,1,0,0,1,1
5.113,19,1,1,1,1,1,0,0,1,1
5.113,19,1,1,1,1,1,0,0,1,1
5.114,0,1,1,1,1,1,0,0,1,1
5.114,0,1,1,1,1,1,0,0,1,1
5.115,0,1,1,1,1,1,0,0,1,1
5.115,0,1,1,1,1,1,0,0,1,1
5.116,12,1,1,1,1,1,0,0,0,1
5.116,12,1,1,1,1,1,0,0,0,1
5.117,12,1,1,1,1,1,0,0,0,1
5.117,12,1,1,1,1,1,0,0,0,1
5.118,12,1,1,1,1,1,0,0,0,1
