"time","J1_0w","J2_0w","J3_0w","J4_0w"
0.1215,9.38028,1.19553,-2.22045e-016,-2.11489e-016
0.1215,9.35635,1.21036,-2.44249e-015,-2.43162e-015
0.123,9.35635,1.21036,-2.44249e-015,-2.43162e-015
0.123,9.33188,1.22518,-2.22045e-016,-2.109e-016
0.1245,9.33188,1.22518,-2.22045e-016,-2.109e-016
0.1245,9.30687,1.24,2.22045e-016,2.33441e-016
0.126,9.30687,1.24,2.22045e-016,2.33441e-016
0.126,9.28137,1.25482,-1.11022e-015,-1.09858e-015
0.1275,9.28137,1.25482,-1.11022e-015,-1.09858e-015
0.1275,9.25538,1.26963,-1.11022e-015,-1.09832e-015
0.129,9.25538,1.26963,-1.11022e-015,-1.09832e-015
0.129,9.22894,1.28444,-1.33227e-015,-1.32013e-015
0.1305,9.22894,1.28444,-1.33227e-015,-1.32013e-015
0.1305,9.20207,1.29924,-2.22045e-016,-2.09673e-016
0.132,9.20207,1.29924,-2.22045e-016,-2.09673e-016
0.132,9.1748,1.31404,4.44089e-016,4.56691e-016
0.1335,9.1748,1.31404,4.44089e-016,4.56691e-016
0.1335,9.14716,1.32884,-1.33227e-015,-1.31943e-015
0.135,9.14716,1.32884,-1.33227e-015,-1.31943e-015
0.135,9.11917,1.34362,-6.66134e-016,-6.53074e-016
0.1365,9.11917,1.34362,-6.66134e-016,-6.53074e-016
0.1365,9.09086,1.35841,-1.9984e-015,-1.98512e-015
0.138,9.09086,1.35841,-1.9984e-015,-1.98512e-015
0.138,9.06227,1.37319,-4.44089e-016,-4.30595e-016
0.1395,9.06227,1.37319,-4.44089e-016,-4.30595e-016
0.1395,9.03342,1.38796,-1.55431e-015,-1.54063e-015
0.141,9.03342,1.38796,-1.55431e-015,-1.54063e-015
0.141,9.00435,1.40273,-1.9984e-015,-1.98458e-015
0.1425,9.00435,1.40273,-1.9984e-015,-1.98458e-015
0.1425,8.97508,1.4175,-1.55431e-015,-1.5404e-015
0.144,8.97508,1.4175,-1.55431e-015,-1.5404e-015
0.144,8.94566,1.43226,-2.22045e-015,-2.20649e-015
0.1455,8.94566,1.43226,-2.22045e-015,-2.20649e-015
0.1455,8.91611,1.44701,-2.88658e-015,-2.87259e-015
0.147,8.91611,1.44701,-2.88658e-015,-2.87259e-015
0.147,8.88646,1.46176,-1.9984e-015,-1.98438e-015
0.1485,8.88646,1.46176,-1.9984e-015,-1.98438e-015
0.1485,8.85675,1.47651,-1.77636e-015,-1.76231e-015
0.15,8.85675,1.47651,-1.77636e-015,-1.76231e-015
0.15,8.82702,1.49124,-3.77476e-015,-3.7607e-015
0.1515,8.82702,1.49124,-3.77476e-015,-3.7607e-015
0.1515,8.79729,1.50598,-2.66454e-015,-2.65049e-015
0.153,8.79729,1.50598,-2.66454e-015,-2.65049e-015
0.153,8.76759,1.52071,-3.55271e-015,-3.53868e-015
0.1545,8.76759,1.52071,-3.55271e-015,-3.53868e-015
0.1545,8.73797,1.53543,-2.88658e-015,-2.87257e-015
0.156,8.73797,1.53543,-2.88658e-015,-2.87257e-015
0.156,8.70846,1.55015,-3.10862e-015,-3.09467e-015
0.1575,8.70846,1.55015,-3.10862e-015,-3.09467e-015
0.1575,8.67908,1.56486,-3.55271e-015,-3.53885e-015
0.159,8.67908,1.56486,-3.55271e-015,-3.53885e-015
0.159,8.64987,1.57957,-3.9968e-015,-3.98307e-015
0.1605,8.64987,1.57957,-3.9968e-015,-3.98307e-015
0.1605,8.62087,1.59427,-2.44249e-015,-2.42889e-015
0.162,8.62087,1.59427,-2.44249e-015,-2.42889e-015
0.162,8.5921,1.60896,-3.33067e-015,-3.31719e-015
0.1635,8.5921,1.60896,-3.33067e-015,-3.31719e-015
0.1635,8.5636,1.62365,-3.77476e-015,-3.76139e-015
0.165,8.5636,1.62365,-3.77476e-015,-3.76139e-015
0.165,8.53539,1.63834,-1.77636e-015,-1.76307e-015
0.1665,8.53539,1.63834,-1.77636e-015,-1.76307e-015
0.1665,8.50751,1.65302,-1.33227e-015,-1.31909e-015
0.168,8.50751,1.65302,-1.33227e-015,-1.31909e-015
0.168,8.47998,1.66769,-2.44249e-015,-2.42942e-015
0.1695,8.47998,1.66769,-2.44249e-015,-2.42942e-015
0.1695,8.45283,1.68235,-2.44249e-015,-2.42951e-015
0.171,8.45283,1.68235,-2.44249e-015,-2.42951e-015
0.171,8.4261,1.69702,-1.55431e-015,-1.54141e-015
0.1725,8.4261,1.69702,-1.55431e-015,-1.54141e-015
0.1725,8.3998,1.71167,-2.44249e-015,-2.42965e-015
0.174,8.3998,1.71167,-2.44249e-015,-2.42965e-015
0.174,8.37398,1.72632,-1.33227e-015,-1.31945e-015
0.1755,8.37398,1.72632,-1.33227e-015,-1.31945e-015
0.1755,8.34864,1.74096,-1.77636e-015,-1.76357e-015
0.177,8.34864,1.74096,-1.77636e-015,-1.76357e-015
0.177,8.32382,1.7556,-1.55431e-015,-1.54154e-015
0.1785,8.32382,1.7556,-1.55431e-015,-1.54154e-015
0.1785,8.29954,1.77023,-2.44249e-015,-2.42973e-015
0.18,8.29954,1.77023,-2.44249e-015,-2.42973e-015
0.18,8.27581,1.78485,-1.33227e-015,-1.3195e-015
0.1815,8.27581,1.78485,-1.33227e-015,-1.3195e-015
0.1815,8.25267,1.79947,-2.88658e-015,-2.87386e-015
0.183,8.25267,1.79947,-2.88658e-015,-2.87386e-015
0.183,8.23012,1.81408,-2.22045e-015,-2.20783e-015
0.1845,8.23012,1.81408,-2.22045e-015,-2.20783e-015
0.1845,8.20819,1.82868,-3.77476e-015,-3.76233e-015
0.186,8.20819,1.82868,-3.77476e-015,-3.76233e-015
0.186,8.18689,1.84328,-3.33067e-015,-3.31857e-015
0.1875,8.18689,1.84328,-3.33067e-015,-3.31857e-015
0.1875,8.16623,1.85787,-3.10862e-015,-3.09688e-015
0.189,8.16623,1.85787,-3.10862e-015,-3.09688e-015
0.189,8.14624,1.87246,-3.10862e-015,-3.09727e-015
0.1905,8.14624,1.87246,-3.10862e-015,-3.09727e-015
0.1905,8.12692,1.88704,-2.44249e-015,-2.43155e-015
0.192,8.12692,1.88704,-2.44249e-015,-2.43155e-015
0.192,8.10828,1.90161,-2.66454e-015,-2.65399e-015
0.1935,8.10828,1.90161,-2.66454e-015,-2.65399e-015
0.1935,8.09033,1.91617,-4.44089e-015,-4.43077e-015
0.195,8.09033,1.91617,-4.44089e-015,-4.43077e-015
0.195,8.07307,1.93073,-2.88658e-015,-2.87687e-015
0.1965,8.07307,1.93073,-2.88658e-015,-2.87687e-015
0.1965,8.05653,1.94528,-3.10862e-015,-3.09929e-015
0.198,8.05653,1.94528,-3.10862e-015,-3.09929e-015
0.198,8.04069,1.95983,-3.33067e-015,-3.32163e-015
0.1995,8.04069,1.95983,-3.33067e-015,-3.32163e-015
0.1995,8.02556,1.97437,-5.10703e-015,-5.09825e-015
0.201,8.02556,1.97437,-5.10703e-015,-5.09825e-015
0.201,8.01115,1.9889,-3.55271e-015,-3.54422e-015
0.2025,8.01115,1.9889,-3.55271e-015,-3.54422e-015
0.2025,7.99745,2.00342,-4.44089e-015,-4.43268e-015
0.204,7.99745,2.00342,-4.44089e-015,-4.43268e-015
0.204,7.98446,2.01794,-3.9968e-015,-3.98892e-015
0.2055,7.98446,2.01794,-3.9968e-015,-3.98892e-015
0.2055,7.97218,2.03244,-4.44089e-015,-4.43327e-015
0.207,7.97218,2.03244,-4.44089e-015,-4.43327e-015
0.207,7.96061,2.04695,-4.44089e-015,-4.43339e-015
0.2085,7.96061,2.04695,-4.44089e-015,-4.43339e-015
0.2085,7.94973,2.06144,-4.44089e-015,-4.43344e-015
0.21,7.94973,2.06144,-4.44089e-015,-4.43344e-015
0.21,7.93954,2.07593,-4.88498e-015,-4.87755e-015
0.2115,7.93954,2.07593,-4.88498e-015,-4.87755e-015
0.2115,7.93003,2.09041,-4.44089e-015,-4.43351e-015
0.213,7.93003,2.09041,-4.44089e-015,-4.43351e-015
0.213,7.92119,2.10488,-4.44089e-015,-4.43364e-015
0.2145,7.92119,2.10488,-4.44089e-015,-4.43364e-015
0.2145,7.91301,2.11935,-4.88498e-015,-4.87805e-015
0.216,7.91301,2.11935,-4.88498e-015,-4.87805e-015
0.216,7.90547,2.13381,-4.88498e-015,-4.87868e-015
0.2175,7.90547,2.13381,-4.88498e-015,-4.87868e-015
0.2175,7.89855,2.14826,-4.88498e-015,-4.87911e-015
0.219,7.89855,2.14826,-4.88498e-015,-4.87911e-015
0.219,7.89225,2.1627,-4.88498e-015,-4.87939e-015
0.2205,7.89225,2.1627,-4.88498e-015,-4.87939e-015
0.2205,7.88654,2.17713,-4.44089e-015,-4.43557e-015
0.222,7.88654,2.17713,-4.44089e-015,-4.43557e-015
0.222,7.8814,2.19156,-4.44089e-015,-4.4358e-015
0.2235,7.8814,2.19156,-4.44089e-015,-4.4358e-015
0.2235,7.87681,2.20598,-4.44089e-015,-4.43595e-015
0.225,7.87681,2.20598,-4.44089e-015,-4.43595e-015
0.225,7.87276,2.22039,-5.77316e-015,-5.76832e-015
0.2265,7.87276,2.22039,-5.77316e-015,-5.76832e-015
0.2265,7.86921,2.2348,-4.88498e-015,-4.88034e-015
0.228,7.86921,2.2348,-4.88498e-015,-4.88034e-015
0.228,7.86614,2.24919,-5.32907e-015,-5.3246e-015
0.2295,7.86614,2.24919,-5.32907e-015,-5.3246e-015
0.2295,7.86354,2.26358,-4.88498e-015,-4.88064e-015
0.231,7.86354,2.26358,-4.88498e-015,-4.88064e-015
0.231,7.86136,2.27796,-6.21725e-015,-6.21301e-015
0.2325,7.86136,2.27796,-6.21725e-015,-6.21301e-015
0.2325,7.85959,2.29233,-5.32907e-015,-5.32487e-015
0.234,7.85959,2.29233,-5.32907e-015,-5.32487e-015
0.234,7.8582,2.30669,-6.21725e-015,-6.21313e-015
0.2355,7.8582,2.30669,-6.21725e-015,-6.21313e-015
0.2355,7.85716,2.32105,-4.88498e-015,-4.88096e-015
0.237,7.85716,2.32105,-4.88498e-015,-4.88096e-015
0.237,7.85643,2.3354,-4.88498e-015,-4.88109e-015
0.2385,7.85643,2.3354,-4.88498e-015,-4.88109e-015
0.2385,7.856,2.34974,-5.77316e-015,-5.76945e-015
0.24,7.856,2.34974,-5.77316e-015,-5.76945e-015
0.24,7.85582,2.36407,-5.77316e-015,-5.76971e-015
0.2415,7.85582,2.36407,-5.77316e-015,-5.76971e-015
0.2415,7.85587,2.37839,-6.21725e-015,-6.21408e-015
0.243,7.85587,2.37839,-6.21725e-015,-6.21408e-015
0.243,7.85611,2.3927,-5.77316e-015,-5.77022e-015
0.2445,7.85611,2.3927,-5.77316e-015,-5.77022e-015
0.2445,7.85652,2.40701,-5.77316e-015,-5.77045e-015
0.246,7.85652,2.40701,-5.77316e-015,-5.77045e-015
0.246,7.85706,2.42131,-6.21725e-015,-6.21476e-015
0.2475,7.85706,2.42131,-6.21725e-015,-6.21476e-015
0.2475,7.85769,2.43559,-5.32907e-015,-5.32677e-015
0.249,7.85769,2.43559,-5.32907e-015,-5.32677e-015
0.249,7.85839,2.44987,-6.21725e-015,-6.21509e-015
0.2505,7.85839,2.44987,-6.21725e-015,-6.21509e-015
0.2505,7.85911,2.46414,-6.66134e-015,-6.65934e-015
0.252,7.85911,2.46414,-6.66134e-015,-6.65934e-015
0.252,7.85984,2.47841,-6.66134e-015,-6.65948e-015
0.2535,7.85984,2.47841,-6.66134e-015,-6.65948e-015
0.2535,7.86053,2.49266,-5.77316e-015,-5.7714e-015
0.255,7.86053,2.49266,-5.77316e-015,-5.7714e-015
0.255,7.86115,2.5069,-6.21725e-015,-6.21553e-015
0.2565,7.86115,2.5069,-6.21725e-015,-6.21553e-015
0.2565,7.86167,2.52114,-6.66134e-015,-6.6596e-015
0.258,7.86167,2.52114,-6.66134e-015,-6.6596e-015
0.258,7.86206,2.53537,-6.66134e-015,-6.65955e-015
0.2595,7.86206,2.53537,-6.66134e-015,-6.65955e-015
0.2595,7.86228,2.54958,-6.66134e-015,-6.65947e-015
0.261,7.86228,2.54958,-6.66134e-015,-6.65947e-015
0.261,7.8623,2.56379,-6.66134e-015,-6.65935e-015
0.2625,7.8623,2.56379,-6.66134e-015,-6.65935e-015
0.2625,7.86209,2.57799,-7.10543e-015,-7.10328e-015
0.264,7.86209,2.57799,-7.10543e-015,-7.10328e-015
0.264,7.86161,2.59218,-6.21725e-015,-6.21492e-015
0.2655,7.86161,2.59218,-6.21725e-015,-6.21492e-015
0.2655,7.86085,2.60637,-5.77316e-015,-5.77062e-015
0.267,7.86085,2.60637,-5.77316e-015,-5.77062e-015
0.267,7.85976,2.62054,-6.66134e-015,-6.65853e-015
0.2685,7.85976,2.62054,-6.66134e-015,-6.65853e-015
0.2685,7.85833,2.6347,-6.66134e-015,-6.65823e-015
0.27,7.85833,2.6347,-6.66134e-015,-6.65823e-015
0.27,7.85651,2.64885,-6.21725e-015,-6.21381e-015
0.2715,7.85651,2.64885,-6.21725e-015,-6.21381e-015
0.2715,7.85429,2.663,-5.77316e-015,-5.76938e-015
0.273,7.85429,2.663,-5.77316e-015,-5.76938e-015
0.273,7.85164,2.67713,-5.77316e-015,-5.76902e-015
0.2745,7.85164,2.67713,-5.77316e-015,-5.76902e-015
0.2745,7.84852,2.69126,-5.32907e-015,-5.32458e-015
0.276,7.84852,2.69126,-5.32907e-015,-5.32458e-015
0.276,7.84493,2.70537,-5.32907e-015,-5.32426e-015
0.2775,7.84493,2.70537,-5.32907e-015,-5.32426e-015
0.2775,7.84083,2.71948,-6.21725e-015,-6.21216e-015
0.279,7.84083,2.71948,-6.21725e-015,-6.21216e-015
0.279,7.8362,2.73358,-5.77316e-015,-5.76786e-015
0.2805,7.8362,2.73358,-5.77316e-015,-5.76786e-015
0.2805,7.83102,2.74766,-5.32907e-015,-5.32364e-015
0.282,7.83102,2.74766,-5.32907e-015,-5.32364e-015
0.282,7.82528,2.76174,-5.32907e-015,-5.32354e-015
0.2835,7.82528,2.76174,-5.32907e-015,-5.32354e-015
0.2835,7.81895,2.77581,-4.88498e-015,-4.87926e-015
0.285,7.81895,2.77581,-4.88498e-015,-4.87926e-015
0.285,7.81201,2.78986,-5.32907e-015,-5.32313e-015
0.2865,7.81201,2.78986,-5.32907e-015,-5.32313e-015
0.2865,7.80445,2.80391,-5.32907e-015,-5.32285e-015
0.288,7.80445,2.80391,-5.32907e-015,-5.32285e-015
0.288,7.79626,2.81795,-4.44089e-015,-4.43427e-015
0.2895,7.79626,2.81795,-4.44089e-015,-4.43427e-015
0.2895,7.78743,2.83198,-4.88498e-015,-4.87779e-015
0.291,7.78743,2.83198,-4.88498e-015,-4.87779e-015
0.291,7.77793,2.84599,-6.21725e-015,-6.20958e-015
0.2925,7.77793,2.84599,-6.21725e-015,-6.20958e-015
0.2925,7.76776,2.86,-6.21725e-015,-6.20906e-015
0.294,7.76776,2.86,-6.21725e-015,-6.20906e-015
0.294,7.75692,2.874,-6.21725e-015,-6.20848e-015
0.2955,7.75692,2.874,-6.21725e-015,-6.20848e-015
0.2955,7.74539,2.88799,-6.21725e-015,-6.20786e-015
0.297,7.74539,2.88799,-6.21725e-015,-6.20786e-015
0.297,7.73318,2.90196,-6.21725e-015,-6.20722e-015
0.2985,7.73318,2.90196,-6.21725e-015,-6.20722e-015
0.2985,7.72027,2.91593,-7.54952e-015,-7.53879e-015
0.3,7.72027,2.91593,-7.54952e-015,-7.53879e-015
0.3,7.70666,2.92989,-6.66134e-015,-6.64985e-015
0.3015,7.70666,2.92989,-6.66134e-015,-6.64985e-015
0.3015,7.69236,2.94383,-6.21725e-015,-6.20498e-015
0.303,7.69236,2.94383,-6.21725e-015,-6.20498e-015
0.303,7.67736,2.95777,-6.66134e-015,-6.64827e-015
0.3045,7.67736,2.95777,-6.66134e-015,-6.64827e-015
0.3045,7.66167,2.97169,-6.66134e-015,-6.64746e-015
0.306,7.66167,2.97169,-6.66134e-015,-6.64746e-015
0.306,7.6453,2.98561,-6.21725e-015,-6.20258e-015
0.3075,7.6453,2.98561,-6.21725e-015,-6.20258e-015
0.3075,7.62823,2.99951,-6.66134e-015,-6.64583e-015
0.309,7.62823,2.99951,-6.66134e-015,-6.64583e-015
0.309,7.61049,3.0134,-6.66134e-015,-6.64499e-015
0.3105,7.61049,3.0134,-6.66134e-015,-6.64499e-015
0.3105,7.59208,3.02729,-6.21725e-015,-6.20006e-015
0.312,7.59208,3.02729,-6.21725e-015,-6.20006e-015
0.312,7.57302,3.04116,-7.10543e-015,-7.08741e-015
0.3135,7.57302,3.04116,-7.10543e-015,-7.08741e-015
0.3135,7.55331,3.05502,-5.77316e-015,-5.75432e-015
0.315,7.55331,3.05502,-5.77316e-015,-5.75432e-015
0.315,7.53296,3.06887,-6.66134e-015,-6.64173e-015
0.3165,7.53296,3.06887,-6.66134e-015,-6.64173e-015
0.3165,7.512,3.08271,-6.66134e-015,-6.64101e-015
0.318,7.512,3.08271,-6.66134e-015,-6.64101e-015
0.318,7.49043,3.09654,-6.21725e-015,-6.19627e-015
0.3195,7.49043,3.09654,-6.21725e-015,-6.19627e-015
0.3195,7.46828,3.11035,-6.66134e-015,-6.63978e-015
0.321,7.46828,3.11035,-6.66134e-015,-6.63978e-015
0.321,7.44556,3.12416,-6.66134e-015,-6.63929e-015
0.3225,7.44556,3.12416,-6.66134e-015,-6.63929e-015
0.3225,7.42229,3.13796,-7.10543e-015,-7.08299e-015
0.324,7.42229,3.13796,-7.10543e-015,-7.08299e-015
0.324,7.3985,3.15174,-7.10543e-015,-7.08263e-015
0.3255,7.3985,3.15174,-7.10543e-015,-7.08263e-015
