"time","uDC","iAC[1]","iAC[2]","iAC[3]","uAC[1]","uAC[2]","uAC[3]","Losses"
0,565.69,-0,0,0,0,0,0,480
1e-05,565.35,0.0020274,-0.5667,0.56467,284.36,-565.68,281.32,799.43
2e-05,565.02,0.0040795,-0.56771,0.56363,285.9,-565.67,279.78,798.87
3e-05,564.68,0.0061474,-0.56876,0.56261,287.42,-565.65,278.23,798.29
4e-05,564.35,0.0095188,-0.5724,0.56288,288.93,-565.62,276.68,797.72
5e-05,564.02,0.012905,-0.57607,0.56317,290.46,-565.59,275.13,797.17
6e-05,563.68,0.016286,-0.57973,0.56344,291.98,-565.56,273.58,796.63
7e-05,563.35,0.019661,-0.58336,0.5637,293.5,-565.53,272.02,796.09
8e-05,563.01,0.023031,-0.58698,0.56395,295.02,-565.48,270.46,795.56
9e-05,562.68,0.026395,-0.59059,0.56419,296.54,-565.44,268.9,795.03
0.0001,562.35,0.029753,-0.59417,0.56442,298.05,-565.38,267.33,794.51
0.00011,562.01,0.033104,-0.59774,0.56464,299.56,-565.33,265.77,793.99
0.00012,561.68,0.036451,-0.60129,0.56484,301.06,-565.26,264.2,793.48
0.00013,561.34,0.039791,-0.60483,0.56504,302.57,-565.19,262.62,792.97
0.00014,561.01,0.043024,-0.61011,0.56708,304.02,-565.01,260.99,792.36
0.00015,560.68,0.046099,-0.6328,0.5867,305.39,-564.68,259.29,791.64
0.00016,560.34,0.049174,-0.67635,0.62718,306.76,-564.34,257.58,791.02
0.00017,560.01,0.052248,-0.74026,0.68801,308.13,-564.01,255.88,790.49
0.00018,559.68,0.055321,-0.82409,0.76877,309.5,-563.68,254.18,790.05
0.00019,559.34,0.058394,-0.92735,0.86895,310.87,-563.34,252.47,789.69
0.0002,559.01,0.061467,-1.0496,0.9881,312.24,-563.01,250.77,789.43
0.00021,558.67,0.064538,-1.1903,1.1257,313.61,-562.68,249.07,789.25
0.00022,558.34,0.067609,-1.349,1.2814,314.98,-562.34,247.37,789.14
0.00023,558.01,0.07068,-1.5252,1.4545,316.34,-562.01,245.66,789.13
0.00024,557.67,0.07375,-1.7185,1.6448,317.71,-561.68,243.96,789.18
0.00025,557.34,0.076819,-1.9284,1.8515,319.08,-561.34,242.26,789.32
0.00026,557.01,0.079887,-2.1543,2.0744,320.45,-561.01,240.56,789.53
