Time,Capacitor1_v,IdealDiode3_off
0,282.843,1
2e-005,282.843,1
2e-005,282.509,1
4e-005,282.509,1
4e-005,282.175,1
6e-005,282.175,1
6e-005,281.841,1
8e-005,281.841,1
8e-005,281.507,1
0.0001,281.507,1
0.0001,281.173,1
0.00012,281.173,1
0.00012,280.839,1
0.00014,280.839,1
0.00014,280.505,0
0.00016,280.505,0
0.00016,280.172,0
0.00018,280.172,0
0.00018,279.838,0
0.0002,279.838,0
0.0002,279.504,0
0.00022,279.504,0
0.00022,279.171,0
0.00024,279.171,0
0.00024,278.837,0
0.00026,278.837,0
0.00026,278.504,0
0.00028,278.504,0
0.00028,278.172,0
0.0003,278.172,0
0.0003,277.839,0
0.00032,277.839,0
0.00032,277.507,0
0.00034,277.507,0
0.00034,277.176,0
0.00036,277.176,0
0.00036,276.845,0
0.00038,276.845,0
0.00038,276.514,0
0.0004,276.514,0
0.0004,276.184,0
0.00042,276.184,0
0.00042,275.855,0
0.00044,275.855,0
0.00044,275.526,0
0.00046,275.526,0
0.00046,275.197,0
0.00048,275.197,0
0.00048,274.869,0
0.0005,274.869,0
0.0005,274.542,0
0.00052,274.542,0
0.00052,274.216,0
0.00054,274.216,0
0.00054,273.89,0
0.00056,273.89,0
0.00056,273.565,0
0.00058,273.565,0
0.00058,273.24,0
0.0006,273.24,0
0.0006,272.916,0
0.00062,272.916,0
0.00062,272.593,0
0.00064,272.593,0
0.00064,272.27,0
0.00066,272.27,0
0.00066,271.948,0
0.00068,271.948,0
0.00068,271.626,0
0.0007,271.626,0
0.0007,271.306,0
0.00072,271.306,0
0.00072,270.985,0
0.00074,270.985,0
0.00074,270.666,0
0.00076,270.666,0
0.00076,270.347,0
0.00078,270.347,0
0.00078,270.028,0
0.0008,270.028,0
0.0008,269.71,0
0.00082,269.71,0
0.00082,269.393,0
0.00084,269.393,0
0.00084,269.076,0
0.00086,269.076,0
0.00086,268.759,0
0.00088,268.759,0
0.00088,268.443,0
0.0009,268.443,0
0.0009,268.127,0
0.00092,268.127,0
0.00092,267.811,0
0.00094,267.811,0
0.00094,267.496,0
0.00096,267.496,0
0.00096,267.181,0
0.00098,267.181,0
0.00098,266.866,0
0.001,266.866,0
0.001,266.552,0
0.00102,266.552,0
0.00102,266.237,0
0.00104,266.237,0
0.00104,265.923,0
0.00106,265.923,0
0.00106,265.608,0
0.00108,265.608,0
0.00108,265.293,0
0.0011,265.293,0
0.0011,264.979,0
0.00112,264.979,0
0.00112,264.664,0
0.00114,264.664,0
0.00114,264.349,0
0.00116,264.349,0
0.00116,264.033,0
0.00118,264.033,0
0.00118,263.717,0
0.0012,263.717,0
0.0012,263.401,0
0.00122,263.401,0
0.00122,263.084,0
0.00124,263.084,0
0.00124,262.766,0
0.00126,262.766,0
0.00126,262.448,0
0.00128,262.448,0
0.00128,262.129,0
0.0013,262.129,0
0.0013,261.809,0
0.00132,261.809,0
0.00132,261.488,0
0.00134,261.488,0
0.00134,261.166,0
0.00136,261.166,0
0.00136,260.843,0
0.00138,260.843,0
0.00138,260.519,0
0.0014,260.519,0
0.0014,260.194,0
0.00142,260.194,0
0.00142,259.867,0
0.00144,259.867,0
0.00144,259.539,0
0.00146,259.539,0
0.00146,259.209,0
0.00148,259.209,0
0.00148,258.877,0
0.0015,258.877,0
0.0015,258.544,1
0.00152,258.544,1
0.00152,258.21,1
0.00154,258.21,1
0.00154,257.876,1
0.00156,257.876,1
0.00156,257.542,1
0.00158,257.542,1
0.00158,257.209,1
0.0016,257.209,1
0.0016,256.875,1
0.00162,256.875,1
0.00162,256.541,1
0.00164,256.541,1
0.00164,256.208,1
0.00166,256.208,1
0.00166,255.874,1
0.00168,255.874,1
0.00168,255.54,1
0.0017,255.54,1
0.0017,255.206,1
0.00172,255.206,1
0.00172,254.873,1
0.00174,254.873,1
0.00174,254.539,1
0.00176,254.539,1
0.00176,254.205,1
0.00178,254.205,1
0.00178,253.872,1
0.0018,253.872,1
0.0018,253.538,1
0.00182,253.538,1
0.00182,253.204,1
0.00184,253.204,1
0.00184,252.871,1
0.00186,252.871,1
0.00186,252.537,1
0.00188,252.537,1
0.00188,252.203,1
0.0019,252.203,1
0.0019,251.869,1
0.00192,251.869,1
0.00192,251.536,1
0.00194,251.536,1
0.00194,251.203,1
0.00196,251.203,1
0.00196,250.87,1
0.00198,250.87,1
0.00198,250.539,1
0.002,250.539,1
0.002,250.209,1
0.00202,250.209,1
0.00202,249.88,1
0.00204,249.88,1
0.00204,249.552,1
0.00206,249.552,1
0.00206,249.227,1
0.00208,249.227,1
0.00208,248.903,1
0.0021,248.903,1
0.0021,248.582,1
0.00212,248.582,1
0.00212,248.263,1
0.00214,248.263,1
0.00214,247.947,1
0.00216,247.947,1
0.00216,247.634,1
0.00218,247.634,1
0.00218,247.324,1
0.0022,247.324,1
0.0022,247.018,1
0.00222,247.018,1
0.00222,246.715,1
0.00224,246.715,1
0.00224,246.415,1
0.00226,246.415,1
0.00226,246.12,1
0.00228,246.12,1
0.00228,245.829,1
0.0023,245.829,1
0.0023,245.542,1
0.00232,245.542,1
0.00232,245.26,1
0.00234,245.26,1
0.00234,244.983,1
0.00236,244.983,1
0.00236,244.71,1
0.00238,244.71,1
0.00238,244.443,1
0.0024,244.443,1
0.0024,244.181,1
0.00242,244.181,1
0.00242,243.924,1
0.00244,243.924,1
0.00244,243.673,1
0.00246,243.673,1
0.00246,243.427,1
0.00248,243.427,1
0.00248,243.188,1
0.0025,243.188,1
0.0025,242.955,1
0.00252,242.955,1
0.00252,242.728,1
0.00254,242.728,1
0.00254,242.507,1
0.00256,242.507,1
0.00256,242.293,1
0.00258,242.293,1
0.00258,242.085,1
0.0026,242.085,1
0.0026,241.885,1
0.00262,241.885,1
0.00262,241.691,1
0.00264,241.691,1
0.00264,241.504,1
0.00266,241.504,1
0.00266,241.325,1
0.00268,241.325,1
0.00268,241.153,1
0.0027,241.153,1
0.0027,240.988,1
0.00272,240.988,1
0.00272,240.831,1
0.00274,240.831,1
0.00274,240.682,1
0.00276,240.682,1
0.00276,240.54,1
0.00278,240.54,1
0.00278,240.406,1
0.0028,240.406,1
0.0028,240.28,1
0.00282,240.28,1
0.00282,240.163,1
0.00284,240.163,1
0.00284,240.053,1
0.00286,240.053,1
0.00286,239.952,1
0.00288,239.952,1
0.00288,239.859,1
0.0029,239.859,1
0.0029,239.774,1
0.00292,239.774,1
0.00292,239.698,1
0.00294,239.698,1
0.00294,239.63,1
0.00296,239.63,1
0.00296,239.571,1
0.00298,239.571,1
0.00298,239.521,1
0.003,239.521,1
0.003,239.479,1
0.00302,239.479,1
0.00302,239.446,1
0.00304,239.446,1
0.00304,239.422,1
0.00306,239.422,1
0.00306,239.407,1
0.00308,239.407,1
