"time","Capacitor1.i","IdealDiode3.v"
0,-500.848528137424,-282.842712474619
0.0001,-500.829606427051,1.03698006469877
0.0002,-500.382671947473,2.00042510774336
0.0003,-498.229928065213,2.00255751680769
0.0004,-494.708303224486,2.00605888244384
0.0005,-490.301425937487,2.01044560202699
0.0006,-485.495193896953,2.01523179883694
0.0007,-480.774620516991,2.01993247550504
0.0008,-476.620692509382,2.02406665644396
0.0009,-473.507259616288,2.02716049816316
0.001,-471.897972020555,2.0287503519331
0.0011,-472.243282671911,2.02838576156462
0.0012,-474.977531994164,2.02563237883652
0.0013,-480.516131350068,2.02007478019521
0.0014,-489.252861145767,2.01131916884133
0.0015,-500.578827390925,-15.0564110858902
0.0016,-500.567684660295,-20.0330378678584
0.0017,-500.557508797052,-25.4989205466765
0.0018,-500.548300010291,-31.4453959145058
0.0019,-500.448865707429,-38.6259518834208
0.002,-494.606697770474,-50.9240249439385
0.0021,-480.014893524827,-63.4529602274684
0.0022,-457.196507639695,-76.2270981406733
0.0023,-426.724837972266,-89.2587683562455
0.0024,-389.219768362544,-102.558144511589
0.0025,-345.343818756812,-116.133109564186
0.0026,-295.797960830706,-129.989134862205
0.0027,-241.317223146758,-144.12917365685
0.0028,-182.666111017085,-158.553569702041
0.0029,-120.633867234125,-173.259981501374
0.003,-56.0296006741839,-188.243322673567
0.0031,10.3226895310892,-203.495718816268
0.0032,77.589166024945,-219.006481154796
0.0033,144.931252849873,-234.76209716754
0.0034,211.5107538407,-250.746238283912
0.0035,276.49496090511,-266.939784654529
0.0036,339.061723413347,-283.320866897097
0.0037,398.404450184174,-299.864924625948
0.0038,453.73701597484,-316.544781478835
0.0039,504.298544962158,-333.330736261833
0.004,549.358044430622,-350.190669742774
0.0041,588.218862762124,-367.090166535762
0.0042,620.222946841317,-383.992651434763
0.0043,644.754875149171,-400.859539473228
0.0044,661.245644103512,-417.650398909871
0.0045,669.176186616572,-434.3231262683
0.0046,668.080603363533,-450.834132490779
0.0047,657.54908888769,-467.138539204186
0.0048,637.230536396412,-483.19038403965
0.0049,606.834806914247,-498.942833896721
0.005,566.134650355853,-514.348404998445
0.0051,514.967268035316,-529.359188545709
0.0052,453.235508144257,-543.92708074781
0.0053,382.310497027877,-550.481290701341
0.0054,306.72676602795,-552.79505637629
0.0055,226.861609817646,-554.603124685421
0.0056,142.781962878347,-555.877058525994
0.0057,54.588436437446,-556.589024216009
0.0058,-37.5849413690995,-556.7119730907
0.0059,-133.571255064608,-556.219862100136
0.006,-184.486664096205,-555.121133026546
0.0061,-185.931831577774,-553.882822757259
0.0062,-183.723949406292,-552.650957857963
0.0063,-178.340052048751,-551.447845872644
0.0064,-170.275973804,-550.29252088309
0.0065,-160.043260399762,-549.200641956304
0.0066,-148.165850696547,-548.184402227605
0.0067,-135.176691421914,-547.252460907146
0.0068,-121.614306872928,-546.409898202967
0.0069,-108.019343140063,-545.658192980568
0.007,-94.9311065222087,-544.995223820479
0.0071,-82.8841158000121,-544.415292589974
0.0072,-72.4046879261975,-543.909171487599
0.0073,-64.007576469848,-543.464172069378
0.0074,-58.1926818270346,-543.064236755981
0.0075,-55.4418517768459,-542.690051939303
0.0076,-56.2157904267929,-542.31918149793
0.0077,-60.9510929583182,-541.926220704966
0.0078,-70.0574228517973,-541.482969558956
0.0079,-83.9148474473879,-540.958623690074
0.008,-102.871346790598,-540.319982675726
0.0081,-127.240509718928,-539.531674113505
0.0082,-157.299430078683,-538.556391736336
0.0083,-193.286814825553,-537.355147727226
0.0084,-235.401314557508,-535.887535416748
0.0085,-283.800085774765,-534.11200271168
0.0086,-335.362348093129,-531.995970814563
0.0087,-385.811391385122,-529.541016277093
0.0088,-435.284265547907,-526.754055846041
0.0089,-433.942502932719,-523.853159934816
0.009,-425.038919195075,-520.994788141834
0.0091,-409.222040566542,-518.22602251751
0.0092,-387.03531935916,-515.590618234981
0.0093,-359.06069350834,-513.128539904642
0.0094,-325.914866464189,-510.875719419147
0.0095,-288.24537964192,-508.863841525823
0.0096,-246.726518821187,-507.12015579856
0.0097,-202.055076342062,-505.667316622862
0.0098,-154.945993302037,-504.523252068225
0.0099,-106.127906582031,-503.701062038431
0.01,-56.3386260180367,-503.208946557038
0.0101,-6.32056738101164,-503.050164429965
0.0102,43.1838329695834,-503.223022327916
0.0103,91.436695833973,-503.720894686126
0.0104,137.709243484333,-504.532273464179
0.0105,181.286284930864,-505.640848678013
0.0106,221.470616905573,-507.02561782748
0.0107,257.587315836653,-508.661024608159
0.0108,288.987896736186,-510.517125505999
0.0109,315.054315704088,-512.559783600523
0.011,335.202793661737,-514.750887805917
0.0111,348.887439959216,-517.048597719963
0.0112,355.603655653358,-519.407610698067
0.0113,354.891297510993,-521.779450836902
0.0114,346.337585156477,-524.11277856595
0.0115,329.579735243996,-526.353717525922
0.0116,304.30730807888,-528.44619848463
0.0117,270.264253740464,-530.332317215198
0.0118,227.25064645238,-531.952704922332
0.0119,176.611861263716,-533.247505969939
0.012,123.118533892284,-534.178837612103
0.0121,67.0199262709553,-534.728990564986
0.0122,8.20281875794444,-534.880224401945
0.0123,-53.4233687126442,-534.614150091954
0.0124,-117.925477655582,-533.911879747052
0.0125,-185.345634254657,-532.754187763253
0.0126,-184.137086298379,-376.630055499257
0.0127,-168.171332512045,-361.005306348802
0.0128,-148.376783354943,-345.344694564951
0.0129,-125.32619311954,-329.67499380388
0.013,-99.6120852714215,-314.021086420546
0.0131,-71.8428137846842,-298.405918490201
0.0132,-42.6386372326257,-282.850437262859
0.0133,-12.6278008365812,-267.373543068558
0.0134,17.5574202605656,-251.992054318565
0.0135,47.284694027119,-236.720685709119
0.0136,75.9255983610324,-221.572039659292
0.0137,102.859559240985,-206.556610939619
0.0138,127.477737959036,-191.682804373519
0.0139,149.186845501294,-176.956965419938
0.014,167.412862586557,-162.383423373094
0.0141,181.604644433477,-147.964546844491
0.0142,191.237390004269,-133.700811123612
0.0143,195.815956261073,-119.590876947386
0.0144,194.877998866894,-105.631680145046
0.0145,187.996921759577,-91.8185315645674
0.0146,174.784619123159,-78.1452266300482
0.0147,154.893994462586,-64.6041638262435
0.0148,128.02124275514,-51.1864713574123
0.0149,93.9078829971866,-37.8821411829851
0.015,52.3425298734068,-24.6801695923722
0.0151,3.16239475014441,-11.5687034459692
0.0152,-53.7454922816184,1.46480882096023
0.0153,-115.120781208105,2.0066481137673
0.0154,-177.153586441873,2.02762706593103
0.0155,-239.911563491192,2.0628359979998
0.0156,-303.46032610997,2.11215230732464
0.0157,-346.474051928857,2.15417800148613
0.0158,-340.700193224371,2.15996318082974
0.0159,-329.068717338981,2.17160620079673
0.016,-312.103405738012,2.18858332059766
0.0161,-290.360225314403,2.21033860856319
0.0162,-264.423752036361,2.23628751811501
0.0163,-234.903428878065,2.26582062958607
0.0164,-202.429690142564,2.29830752568718
0.0165,-167.649973730934,2.33310077906647
0.0166,-131.224644121879,2.36954002919911
0.0167,-93.822849282602,2.40695612538706
0.0168,-56.1183350602602,2.44467531231949
0.0169,-18.7852408018629,2.48202343444753
0.017,17.5060999874191,2.51833013536197
0.0171,52.0933302032004,2.55293302843058
0.0172,84.3261873766251,2.58518181515174
0.0173,113.570546370873,2.61444232801169
0.0174,139.212363789242,2.64010047509225
0.0175,160.66150192657,2.66156606426097
0.0176,177.355410805971,2.67827648548367
0.0177,188.762647667727,2.68970023062516
0.0178,194.386214218448,2.69534023104388
0.0179,193.766692994708,2.69473699433351
0.018,186.485165347528,2.68747152271483
0.0181,172.165894797708,2.67316799682636
0.0182,150.47876084696,2.65149620999628
0.0183,121.14142974612,2.62217373949292
0.0184,83.9212502058626,2.58496784273914
0.0185,38.6428771797675,2.53970257798497
0.0186,-11.0057899073975,2.49005404680656
0.0187,-61.9181547775339,2.43914114635675
0.0188,-114.249275756505,2.38680880025407
0.0189,-168.141484511026,2.33291465680964
0.019,-223.722862310541,2.27733061294055
0.0191,-263.929177945309,2.23699365073325
0.0192,-248.877772879624,2.25202766730063
0.0193,-228.793249312669,2.27209485428792
0.0194,-204.247193428749,2.29662369618333
0.0195,-175.838215060112,2.32501563907072
0.0196,-144.188083867224,2.35664896316688
0.0197,-109.93778908672,2.3908827228509
0.0198,-73.7434970214686,2.42706078899133
0.0199,-36.2724293199717,2.46451597052447
0.02,1.80131450314695,2.50257419183391
0.0201,39.8009665851806,2.54055870220958
0.0202,77.0513084095099,2.5777942935259
0.0203,112.882872810842,2.61361150227257
0.0204,146.636106551504,2.64735077219837
0.0205,177.66546998866,2.67836655408757
0.0206,205.343450742786,2.70603131957735
0.0207,229.064468792608,2.72973946644191
0.0208,248.248651065949,2.74891109341085
0.0209,262.34545435882,2.7629956233522
0.021,270.8371162937,2.77147525453034
0.0211,273.24191501999,2.77386822063964
0.0212,269.117219457195,2.76973184141214
0.0213,258.062313077328,2.75866534679366
0.0214,239.720975512127,2.74031245897209
0.0215,213.78380764696,2.71436371791657
0.0216,179.990287314685,2.6805585375381
0.0217,138.130544224315,2.63868698110476
0.0218,88.0468443436478,2.58859124612659
0.0219,30.0601429161445,2.52974196392332
0.022,-30.7942951887024,2.45700393939648
0.0221,-93.1031449948925,2.36889409044811
0.0222,-156.935578448036,2.26545799319705
0.0223,-222.347090338347,2.14676245813367
0.0224,-289.378592684486,2.01289582687428
0.0225,-290.092106763652,-139.055612750003
0.0226,-278.930879008222,-153.031929987462
0.0227,-262.864032852139,-167.1641996524
0.0228,-242.442823957142,-181.453021562895
0.0229,-218.244669961977,-195.897020832292
0.023,-190.869406134078,-210.492779885974
0.0231,-160.935466508986,-225.234784887673
0.0232,-129.075966309768,-240.115385129505
0.0233,-95.9347079969977,-255.124765663314
0.0234,-62.1621336873782,-270.250933375118
0.0235,-28.4112469384847,-285.479716628467
0.0236,4.6664729685394,-300.794778525505
0.0237,36.4251411174409,-316.177643757281
0.0238,66.2284984069836,-331.607738938256
0.0239,93.4538816109929,-347.062446243192
0.024,117.496109674459,-362.517170089823
0.0241,137.77126437609,-377.94541653679
0.0242,153.720344113546,-393.318884994521
0.0243,164.812770308505,-408.607571777249
0.0244,170.549726784652,-423.779884957504
0.0245,170.467313435244,-438.802769920583
0.0246,164.139496560398,-453.641844956126
0.0247,151.180839419366,-468.261546167244
0.0248,131.248997792023,-482.625280924991
0.0249,104.046966679284,-496.69558904768
0.025,69.3250656829501,-510.434310840807
0.0251,26.8826520788858,-523.802761094442
0.0252,-23.1779356642911,-533.360435188013
0.0253,-75.99197498733,-533.041305872841
0.0254,-129.761834547608,-532.381164156881
0.0255,-184.621330376262,-531.373043839693
0.0256,-240.693882827478,-530.009111796204
0.0257,-298.091095727916,-528.280741914926
0.0258,-290.748751333574,-526.318326471682
0.0259,-274.449712668679,-524.447810641107
0.026,-253.127992233451,-522.708026310937
0.0261,-227.363117364691,-521.129957494111
0.0262,-197.761390710954,-519.740611003272
0.0263,-164.951966895745,-518.5628508371
0.0264,-129.582871008963,-517.615262431605
0.0265,-92.3169169972315,-516.912044944831
0.0266,-53.8275492124573,-516.462930368448
0.0267,-14.7946307707204,-516.273130907166
0.0268,24.0997973710631,-516.343314823416
0.0269,62.175762590969,-516.669610013878
0.027,98.7595880098871,-517.243636243393
0.0271,133.188077256878,-518.052565320318
0.0272,164.8126329945,-519.079208887774
0.0273,193.003286014912,-520.30213315652
0.0274,217.152612253932,-521.695800050111
0.0275,236.679515731829,-523.230734340132
0.0276,251.032856214562,-524.873714502519
0.0277,259.694901286152,-526.587987887638
0.0278,262.184583537776,-528.333507339653
0.0279,258.06054469344,-530.06718940162
0.028,246.923949712344,-531.7431906293
0.0281,228.421055212713,-533.31320304369
0.0282,202.245517961274,-534.72676454237
0.0283,168.140430640231,-535.931583891283
0.0284,125.900073645446,-536.873878297229
0.0285,75.3713732710046,-537.498720659642
0.0286,18.6463068496671,-537.756570737884
0.0287,-39.7030278657103,-537.628878202781
0.0288,-99.6229050623149,-537.105435280978
0.0289,-161.1992667742,-536.175391271456
0.029,-224.503196884141,-534.827386473864
0.0291,-279.277389937092,-533.064744761418
0.0292,-269.906797094562,-531.240578691808
0.0293,-255.375108337798,-529.501428525037
0.0294,-236.224955852955,-527.879482858395
0.0295,-213.025230528215,-526.403076349425
0.0296,-186.369137840156,-525.096647943485
0.0297,-156.870345702176,-523.980591376869
0.0298,-125.159091279005,-523.071135106591
0.0299,-91.8782006340766,-522.380249126513
0.03,-57.6790438689206,-521.915578711628
0.0301,-23.2174487560994,-521.680405208429
0.0302,10.8504039404198,-521.673633669536
0.0303,43.8720801987263,-521.889808802371
0.0304,75.202964337272,-522.319157337733
0.0305,104.210279481799,-522.947657593363
0.0306,130.277034229123,-523.757135614687
0.0307,152.805873285018,-524.725387114472
0.0308,171.222810424819,-525.826324820059
0.0309,184.980822818162,-527.030149460074
0.031,193.563286563806,-528.303545070571
0.0311,196.487234202083,-529.609895584258
0.0312,193.306415993167,-530.909522481693
0.0313,183.614147873781,-532.159942156227
0.0314,167.045930221814,-533.316141333444
0.0315,143.281822861614,-534.330868653001
0.0316,112.048562806298,-535.154940858888
0.0317,73.1214024421828,-535.737562495342
0.0318,26.3257148217537,-536.026655481578
0.0319,-27.5157305343279,-535.969247709033
0.032,-83.1536897361768,-535.530813069954
0.0321,-139.867262666982,-534.702775565336
0.0322,-197.768028065347,-533.477591863402
0.0323,-256.955934247589,-531.847051278234
0.0324,-302.138015733985,-405.544767581551
0.0325,-291.49643948727,-389.752947213094
0.0326,-275.426349412901,-373.880576003462
0.0327,-254.478044460028,-357.959628587251
0.0328,-229.229938416394,-342.020252012173
0.0329,-200.286168685215,-326.090711719594
0.033,-168.272787829385,-310.197301834147
0.0331,-133.833807264233,-294.364263387127
0.0332,-97.6271387683244,-278.613716299362
0.0333,-60.3204641119058,-262.965604984632
0.0334,-22.5870563768551,-247.43765777352
0.0335,14.8984233212068,-232.045360294055
0.0336,51.4641298924563,-216.801942866243
0.0337,86.445215336441,-201.71838188824
0.0338,119.187963196692,-186.803415112839
0.0339,149.053853095678,-172.06357063476
0.034,175.423532464604,-157.503209332075
0.0341,197.700673140172,-143.124580429735
0.0342,215.315691177395,-128.927889779696
0.0343,227.729309025916,-114.911380381251
0.0344,234.435940129355,-101.071424597005
0.0345,234.966877030898,-87.4026274550684
0.0346,228.893265191761,-73.8979403666801
0.0347,215.828845954863,-60.5487845310556
0.0348,195.432453397377,-47.345183246019
0.0349,167.410251213775,-34.2759022943041
0.035,131.517697240369,-21.3285975313985
0.0351,87.5612247718365,-8.48996876194608
0.0352,35.5129294172281,2.00022665983207
0.0353,-20.1629122108728,2.00979032545358
0.0354,-77.2026378912594,2.03333997132463
0.0355,-135.715251096969,2.0707456368978
0.0356,-195.796503587219,2.12186964307842
0.0357,-257.527748875927,2.18656723930407
0.0358,-278.420705900002,2.22224007105372
0.0359,-265.593007688427,2.23507994372164
0.036,-247.784690242258,2.25290070948712
0.0361,-225.556697824273,2.27514145584337
0.0362,-199.495777897179,2.30121546112748
0.0363,-170.211458523096,2.33051321697857
0.0364,-138.332258362633,2.36240621815525
0.0365,-104.501713528868,2.39625093552998
0.0366,-69.3743257288651,2.43139286783683
0.0367,-33.6114549321973,2.46717064893271
0.0368,2.12281979056178,2.50292018693019
0.0369,37.1658478541598,2.5379788117964
0.037,70.8605396923679,2.57168940794082
0.0371,102.559460883398,2.60340450843602
0.0372,131.628864764961,2.63249032776833
0.0373,157.452640816836,2.65833071039595
0.0374,179.436156596914,2.68033097289935
0.0375,197.009971646041,2.69792161813807
0.0376,209.633402526316,2.71056190057702
0.0377,216.797919021121,2.7177432228091
0.0378,218.030352498336,2.71899234427399
0.0379,212.895898517468,2.71387438425119
0.038,201.000896935403,2.7019956023804
0.0381,181.995374033718,2.68300594122989
0.0382,155.5753325423,2.65660131678446
0.0383,121.484776860382,2.62252564415246
0.0384,79.5174622741891,2.58057258728745
0.0385,29.518358525683,2.53058702307653
0.0386,-26.2278869056914,2.47484306513522
0.0387,-83.2291191803487,2.41784104747613
0.0388,-141.481222092368,2.35958738968948
0.0389,-201.083011388007,2.29998325857948
0.039,-262.120692990971,2.23894242955119
0.0391,-294.26939706566,2.20666030852153
0.0392,-282.907162054638,2.21800482035492
0.0393,-266.31612469478,2.23457815954975
0.0394,-245.049303350892,2.25582737167391
0.0395,-219.687510041655,2.28117170287673
0.0396,-190.836023198474,2.31000592702525
0.0397,-159.120747514885,2.34170418561932
0.0398,-125.184253421615,2.37562394811915
0.0399,-89.6817280767933,2.41111006079759
0.04,-53.2768618733379,2.44749886011639
0.0401,-16.6376937834064,2.48412232730656
0.0402,19.5675608888095,2.52031226058223
0.0403,54.6746767155457,2.55540444135726
0.0404,88.0275547568142,2.58874277090642
0.0405,118.982306221715,2.61968335411756
0.0406,146.911260159711,2.64759850731436
0.0407,171.206872624819,2.67188066759115
0.0408,191.285515340097,2.69194618168688
0.0409,206.591122599355,2.70723895313332
0.041,216.598675966968,2.71723392723711
0.0411,220.81750727496,2.72144039439243
0.0412,218.794401459254,2.71940509326561
0.0413,210.116481924888,2.71071509653819
0.0414,194.413862368842,2.69500046313485
0.0415,171.362050315727,2.67193664219028
0.0416,140.684089032144,2.64124661541639
0.0417,102.152425961236,2.60270276601073
0.0418,55.5904973664117,2.55612846379037
0.0419,1.83392538964756,2.50044188873053
0.042,-53.91029953611,2.4302842206904
0.0421,-110.946259664476,2.34483574472808
0.0422,-169.38278686734,2.24412244453099
0.0423,-229.315506267439,2.12819107872398
0.0424,-289.380827832621,-122.746492083568
0.0425,-279.536789223417,-136.596355865041
0.0426,-264.331111443752,-150.614618032791
0.0427,-244.305900763423,-164.802130676997
0.0428,-220.035591655452,-179.159215462602
0.0429,-192.118981133928,-193.684102881857
0.043,-161.176345583419,-208.372905506664
0.0431,-127.845682759943,-223.219573155654
0.0432,-92.7786919304271,-238.215855177101
0.0433,-56.6366788256612,-253.351276461459
0.0434,-20.0864125935345,-268.613127278666
0.0435,16.2040411778181,-283.986466992056
0.0436,51.5694877715455,-299.454141674092
0.0437,85.3517474149844,-314.99681557117
0.0438,116.903752706862,-330.593016286067
0.0439,145.593576293103,-346.219193469261
0.044,170.808366111145,-361.849790733884
0.0441,191.958166075161,-377.457330434548
