"time","heatCapacitor_T","switch_Controll"
0,20,0
0.02,20.1999,0
0.04,20.3992,0
0.06,20.5979,0
0.09,20.895,0
0.12,21.1909,0
0.14,21.3874,0
0.16,21.5834,0
0.18,21.7789,0
0.2,21.9738,0
0.22,22.1682,0
0.24,22.362,0
0.27,22.6518,0
0.29,22.8443,0
0.31,23.0363,0
0.33,23.2277,0
0.35,23.4186,0
0.37,23.609,0
0.39,23.7989,0
0.41,23.9882,0
0.43,24.177,0
0.45,24.3653,0
0.47,24.5531,0
0.49,24.7403,0
0.52,25.0202,0
0.54,25.2062,0
0.56,25.3917,0
0.58,25.5766,0
0.6,25.7611,0
0.62,25.945,0
0.64,26.0307,1
0.66,26.0187,1
0.68,26.0066,1
0.7,25.9946,1
0.72,25.9827,1
0.74,25.9707,1
0.76,25.9588,1
0.78,25.9468,1
0.8,25.935,1
0.82,25.9231,1
0.84,25.9113,1
0.86,25.8994,1
0.88,25.8876,1
0.9,25.8759,1
0.92,25.8641,1
0.94,25.8524,1
0.96,25.8407,1
0.98,25.829,1
1,25.8174,1
1.02,25.8058,1
1.04,25.7941,1
1.06,25.7826,1
1.08,25.771,1
1.1,25.7595,1
1.12,25.748,1
1.14,25.7365,1
1.16,25.725,1
1.18,25.7136,1
1.2,25.7021,1
1.22,25.6907,1
1.24,25.6794,1
1.26,25.668,1
1.28,25.6567,1
1.3,25.6454,1
1.32,25.6341,1
1.34,25.6228,1
1.36,25.6116,1
1.38,25.6004,1
1.4,25.5892,1
1.42,25.578,1
1.44,25.5668,1
1.46,25.5557,1
1.48,25.5446,1
1.5,25.5335,1
1.52,25.5225,1
1.54,25.5114,1
1.56,25.5004,1
1.58,25.4894,1
1.6,25.4784,1
1.62,25.4675,1
1.64,25.4566,1
1.66,25.4457,1
1.68,25.4348,1
1.7,25.4239,1
1.72,25.4131,1
1.74,25.4022,1
1.76,25.3914,1
1.78,25.3807,1
1.8,25.3699,1
1.82,25.3592,1
1.84,25.3485,1
1.86,25.3378,1
1.88,25.3271,1
1.9,25.3164,1
1.92,25.3058,1
1.94,25.2952,1
1.96,25.2846,1
1.98,25.2741,1
2.01,25.2583,1
2.04,25.2425,1
2.07,25.2268,1
2.1,25.2111,1
2.13,25.1955,1
2.16,25.1799,1
2.19,25.1644,1
2.22,25.1489,1
2.25,25.1335,1
2.28,25.2161,0
2.31,25.4941,0
2.34,25.7709,0
2.37,26.0466,0
2.4,26.3211,0
2.43,26.5945,0
2.46,26.8668,0
2.49,27.138,0
2.52,27.408,0
2.55,27.6769,0
2.58,27.9448,0
2.61,28.2115,0
2.64,28.4771,0
2.67,28.7417,0
2.7,28.9086,1
2.73,28.8819,1
2.76,28.8552,1
2.79,28.8287,1
2.82,28.8022,1
2.85,28.7759,1
2.88,28.7496,1
2.91,28.7233,1
2.94,28.6972,1
2.97,28.6711,1
3,28.6451,1
3.03,28.6192,1
3.06,28.5934,1
3.09,28.5676,1
3.12,28.7353,0
3.15,28.9988,0
3.18,29.2613,0
3.21,29.5226,0
3.24,29.7829,0
3.27,30.0421,0
3.3,30.3002,0
3.33,30.5573,0
3.36,30.8134,0
3.39,31.0684,0
3.42,31.3224,0
3.45,31.5753,0
3.48,31.8272,0
3.51,32.0781,0
3.54,32.3279,0
3.57,32.5768,1
3.6,32.5391,1
