"time","Out1_1_","Out1_2_","Out2","Out3","Out4","Out5","Out6_1_","Out6_2_","Out6_3_","Out6_4_","Out6_5_","Out6_6_","Out7","Out8_signal1","Out8_signal2","Out9","Out10","Out11"
3.82,1,-0.627554,-8,-1,12,12,1,0,1,0,1,0,-0.44252,-0.627554,1,-0.563327,-0.122372,6
3.84,1,-0.642999,-8,-1,12,12,1,0,1,0,1,0,-0.44252,-0.642999,1,-0.563327,-0.122372,6
3.86,1,-0.658186,-8,-1,12,12,1,0,1,0,1,0,-0.44252,-0.658186,1,-0.563327,-0.122372,6
3.88,1,-0.673111,-9,-1,12,12,1,0,1,0,1,0,-0.44252,-0.673111,1,-0.563327,-0.122372,6
3.9,1,-0.687766,-9,-1,12,12,1,0,1,0,1,0,-0.687766,-0.687766,1,-0.563327,-0.137553,6
3.9,1,-0.687766,-9,-1,12,12,1,0,1,0,1,0,-0.687766,-0.687766,1,-0.563327,-0.137553,6
3.92,1,-0.702146,-9,-1,12,12,1,0,1,0,1,0,-0.687766,-0.702146,1,-0.563327,-0.137553,6
3.94,1,-0.716246,-9,-1,12,12,1,0,1,0,1,0,-0.687766,-0.716246,1,-0.563327,-0.137553,6
3.96,1,-0.730058,-9,-1,12,12,1,0,1,0,1,0,-0.687766,-0.730058,1,-0.730058,-0.137553,6
3.96,1,-0.730058,-9,-1,12,12,1,0,1,0,1,0,-0.687766,-0.730058,1,-0.730058,-0.137553,6
3.98,1,-0.743579,-9,-1,12,12,1,0,1,0,1,0,-0.687766,-0.743579,1,-0.730058,-0.137553,6
4,1,-0.756802,-10,-1,12,12,1,0,1,0,1,0,-0.687766,-0.756802,1,-0.730058,-0.15136,6
4,1,-0.756802,-10,-1,12,12,1,0,1,0,1,0,-0.687766,-0.756802,1,-0.730058,-0.15136,6
4.02,1,-0.769723,-10,-1,12,12,1,0,1,0,1,0,-0.687766,-0.769723,1,-0.730058,-0.15136,6
4.04,1,-0.782336,-10,-1,12,12,1,0,1,0,1,0,-0.687766,-0.782336,1,-0.730058,-0.15136,6
4.06,1,-0.794636,-10,-1,12,12,1,0,1,0,1,0,-0.687766,-0.794636,1,-0.730058,-0.15136,6
4.08,1,-0.806618,-10,-1,12,12,1,0,1,0,1,0,-0.687766,-0.806618,1,-0.730058,-0.15136,6
4.1,1,-0.818277,-10,-1,12,12,1,0,1,0,1,0,-0.687766,-0.818277,1,-0.730058,-0.163655,6
4.1,1,-0.818277,-10,-1,12,12,1,0,1,0,1,0,-0.687766,-0.818277,1,-0.730058,-0.163655,6
4.12,1,-0.829609,-10,-1,12,12,1,0,1,0,1,0,-0.687766,-0.829609,1,-0.730058,-0.163655,6
4.14,1,-0.840609,-11,-1,12,12,1,0,1,0,1,0,-0.687766,-0.840609,1,-0.730058,-0.163655,6
4.16,1,-0.851273,-11,-1,12,12,1,0,1,0,1,0,-0.687766,-0.851273,1,-0.730058,-0.163655,6
4.18,1,-0.861597,-11,-1,12,12,1,0,1,0,1,0,-0.687766,-0.861597,1,-0.861597,-0.163655,6
4.18,1,-0.861597,-11,-1,12,12,1,0,1,0,1,0,-0.687766,-0.861597,1,-0.861597,-0.163655,6
4.2,1,-0.871576,-11,-1,12,12,1,0,1,0,1,0,-0.871576,-0.871576,1,-0.861597,-0.174315,6
4.2,1,-0.871576,-11,-1,12,12,1,0,1,0,1,0,-0.871576,-0.871576,1,-0.861597,-0.174315,6
4.22,1,-0.881206,-11,-1,12,12,1,0,1,0,1,0,-0.871576,-0.881206,1,-0.861597,-0.174315,6
4.24,1,-0.890484,-11,-1,12,12,1,0,1,0,1,0,-0.871576,-0.890484,1,-0.861597,-0.174315,6
4.26,1,-0.899405,-11,-1,12,12,1,0,1,0,1,0,-0.871576,-0.899405,1,-0.861597,-0.174315,6
4.28,1,-0.907967,-11,-1,12,12,1,0,1,0,1,0,-0.871576,-0.907967,1,-0.861597,-0.174315,6
4.3,1,-0.916166,-11,-1,12,12,1,0,1,0,1,0,-0.871576,-0.916166,1,-0.861597,-0.183233,6
4.3,1,-0.916166,-11,-1,12,12,1,0,1,0,1,0,-0.871576,-0.916166,1,-0.861597,-0.183233,6
4.32,1,-0.923998,-12,-1,12,12,1,0,1,0,1,0,-0.871576,-0.923998,1,-0.861597,-0.183233,6
4.34,1,-0.931461,-12,-1,12,12,1,0,1,0,1,0,-0.871576,-0.931461,1,-0.861597,-0.183233,6
4.36,1,-0.938551,-12,-1,12,12,1,0,1,0,1,0,-0.871576,-0.938551,1,-0.861597,-0.183233,6
4.38,1,-0.945266,-12,-1,12,12,1,0,1,0,1,0,-0.871576,-0.945266,1,-0.861597,-0.183233,6
4.4,1,-0.951602,-12,-1,12,12,1,0,1,0,1,0,-0.871576,-0.951602,1,-0.951602,-0.19032,6
4.4,1,-0.951602,-12,-1,12,12,1,0,1,0,1,0,-0.871576,-0.951602,1,-0.951602,-0.19032,6
4.42,1,-0.957558,-12,-1,12,12,1,0,1,0,1,0,-0.871576,-0.957558,1,-0.951602,-0.19032,6
4.44,1,-0.963131,-12,-1,12,12,1,0,1,0,1,0,-0.871576,-0.963131,1,-0.951602,-0.19032,6
4.46,1,-0.968319,-12,-1,12,12,1,0,1,0,1,0,-0.871576,-0.968319,1,-0.951602,-0.19032,6
4.48,1,-0.973119,-12,-1,12,12,1,0,1,0,1,0,-0.871576,-0.973119,1,-0.951602,-0.19032,6
4.5,1,-0.97753,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.97753,1,-0.951602,-0.195506,6
4.5,1,-0.97753,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.97753,1,-0.951602,-0.195506,6
4.52,1,-0.98155,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.98155,1,-0.951602,-0.195506,6
4.54,1,-0.985178,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.985178,1,-0.951602,-0.195506,6
4.56,1,-0.988411,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.988411,1,-0.951602,-0.195506,6
4.58,1,-0.991249,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.991249,1,-0.951602,-0.195506,6
4.6,1,-0.993691,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.993691,1,-0.951602,-0.198738,6
4.6,1,-0.993691,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.993691,1,-0.951602,-0.198738,6
4.62,1,-0.995735,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.995735,1,-0.995735,-0.198738,6
4.62,1,-0.995735,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.995735,1,-0.995735,-0.198738,6
4.64,1,-0.997381,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.997381,1,-0.995735,-0.198738,6
4.66,1,-0.998628,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.998628,1,-0.995735,-0.198738,6
4.68,1,-0.999476,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.999476,1,-0.995735,-0.198738,6
4.7,1,-0.999923,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.999923,1,-0.995735,-0.199985,6
4.7,1,-0.999923,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.999923,1,-0.995735,-0.199985,6
4.72,1,-0.999971,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.999971,1,-0.995735,-0.199985,6
4.74,1,-0.999619,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.999619,1,-0.995735,-0.199985,6
4.76,1,-0.998867,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.998867,1,-0.995735,-0.199985,6
4.78,1,-0.997715,-12,-1,12,12,1,0,1,0,1,0,-0.97753,-0.997715,1,-0.995735,-0.199985,6
4.8,1,-0.996165,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.996165,1,-0.995735,-0.199233,6
4.8,1,-0.996165,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.996165,1,-0.995735,-0.199233,6
4.82,1,-0.994216,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.994216,1,-0.995735,-0.199233,6
4.84,1,-0.991869,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.991869,1,-0.991869,-0.199233,6
4.84,1,-0.991869,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.991869,1,-0.991869,-0.199233,6
4.86,1,-0.989125,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.989125,1,-0.991869,-0.199233,6
4.88,1,-0.985986,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.985986,1,-0.991869,-0.199233,6
4.9,1,-0.982453,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.982453,1,-0.991869,-0.196491,6
4.9,1,-0.982453,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.982453,1,-0.991869,-0.196491,6
4.92,1,-0.978526,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.978526,1,-0.991869,-0.196491,6
4.94,1,-0.974208,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.974208,1,-0.991869,-0.196491,6
4.96,1,-0.969501,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.969501,1,-0.991869,-0.196491,6
4.98,1,-0.964405,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.964405,1,-0.991869,-0.196491,6
5,1,-0.958924,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.958924,1,-0.991869,-0.191785,6
5,1,-0.958924,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.958924,1,-0.991869,-0.191785,6
5.02,1,-0.95306,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.95306,1,-0.991869,-0.191785,6
5.04,1,-0.946814,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.946814,1,-0.991869,-0.191785,6
5.06,1,-0.940189,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.940189,1,-0.940189,-0.191785,6
5.06,1,-0.940189,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.940189,1,-0.940189,-0.191785,6
5.08,1,-0.933189,-12,-1,12,12,1,0,1,0,1,0,-0.996165,-0.933189,1,-0.940189,-0.191785,6
5.1,1,-0.925815,-12,-1,12,12,1,0,1,0,1,0,-0.925815,-0.925815,1,-0.940189,-0.185163,6
5.1,1,-0.925815,-12,-1,12,12,1,0,1,0,1,0,-0.925815,-0.925815,1,-0.940189,-0.185163,6
5.12,1,-0.91807,-12,-1,12,12,1,0,1,0,1,0,-0.925815,-0.91807,1,-0.940189,-0.185163,6
5.14,1,-0.909959,-11,-1,12,12,1,0,1,0,1,0,-0.925815,-0.909959,1,-0.940189,-0.185163,6
5.16,1,-0.901484,-11,-1,12,12,1,0,1,0,1,0,-0.925815,-0.901484,1,-0.940189,-0.185163,6
5.18,1,-0.892648,-11,-1,12,12,1,0,1,0,1,0,-0.925815,-0.892648,1,-0.940189,-0.185163,6
5.2,1,-0.883455,-11,-1,12,12,1,0,1,0,1,0,-0.925815,-0.883455,1,-0.940189,-0.176691,6
5.2,1,-0.883455,-11,-1,12,12,1,0,1,0,1,0,-0.925815,-0.883455,1,-0.940189,-0.176691,6
5.22,1,-0.873908,-11,-1,12,12,1,0,1,0,1,0,-0.925815,-0.873908,1,-0.940189,-0.176691,6
5.24,1,-0.864012,-11,-1,12,12,1,0,1,0,1,0,-0.925815,-0.864012,1,-0.940189,-0.176691,6
5.26,1,-0.853771,-11,-1,12,12,1,0,1,0,1,0,-0.925815,-0.853771,1,-0.940189,-0.176691,6
5.28,1,-0.843188,-11,-1,12,12,1,0,1,0,1,0,-0.925815,-0.843188,1,-0.843188,-0.176691,6
5.28,1,-0.843188,-11,-1,12,12,1,0,1,0,1,0,-0.925815,-0.843188,1,-0.843188,-0.176691,6
5.3,1,-0.832267,-10,-1,12,12,1,0,1,0,1,0,-0.925815,-0.832267,1,-0.843188,-0.166453,6
5.3,1,-0.832267,-10,-1,12,12,1,0,1,0,1,0,-0.925815,-0.832267,1,-0.843188,-0.166453,6
5.32,1,-0.821014,-10,-1,12,12,1,0,1,0,1,0,-0.925815,-0.821014,1,-0.843188,-0.166453,6
5.34,1,-0.809433,-10,-1,12,12,1,0,1,0,1,0,-0.925815,-0.809433,1,-0.843188,-0.166453,6
5.36,1,-0.797527,-10,-1,12,12,1,0,1,0,1,0,-0.925815,-0.797527,1,-0.843188,-0.166453,6
5.38,1,-0.785303,-10,-1,12,12,1,0,1,0,1,0,-0.925815,-0.785303,1,-0.843188,-0.166453,6
5.4,1,-0.772765,-10,-1,12,12,1,0,1,0,1,0,-0.772765,-0.772765,1,-0.843188,-0.154553,6
5.4,1,-0.772765,-10,-1,12,12,1,0,1,0,1,0,-0.772765,-0.772765,1,-0.843188,-0.154553,6
5.42,1,-0.759917,-10,-1,12,12,1,0,1,0,1,0,-0.772765,-0.759917,1,-0.843188,-0.154553,6
5.44,1,-0.746765,-9,-1,12,12,1,0,1,0,1,0,-0.772765,-0.746765,1,-0.843188,-0.154553,6
5.46,1,-0.733315,-9,-1,12,12,1,0,1,0,1,0,-0.772765,-0.733315,1,-0.843188,-0.154553,6
5.48,1,-0.719572,-9,-1,12,12,1,0,1,0,1,0,-0.772765,-0.719572,1,-0.843188,-0.154553,6
5.5,1,-0.70554,-9,-1,12,12,1,0,1,0,1,0,-0.772765,-0.70554,1,-0.70554,-0.141108,6
5.5,1,-0.70554,-9,-1,12,12,1,0,1,0,1,0,-0.772765,-0.70554,1,-0.70554,-0.141108,6
5.52,1,-0.691227,-9,-1,12,12,1,0,1,0,1,0,-0.772765,-0.691227,1,-0.70554,-0.141108,6
5.54,1,-0.676637,-9,-1,12,12,1,0,1,0,1,0,-0.772765,-0.676637,1,-0.70554,-0.141108,6
5.56,1,-0.661776,-8,-1,12,12,1,0,1,0,1,0,-0.772765,-0.661776,1,-0.70554,-0.141108,6
5.58,1,-0.646651,-8,-1,12,12,1,0,1,0,1,0,-0.772765,-0.646651,1,-0.70554,-0.141108,6
5.6,1,-0.631267,-8,-1,12,12,1,0,1,0,1,0,-0.772765,-0.631267,1,-0.70554,-0.126253,6
5.6,1,-0.631267,-8,-1,12,12,1,0,1,0,1,0,-0.772765,-0.631267,1,-0.70554,-0.126253,6
5.62,1,-0.61563,-8,-1,12,12,1,0,1,0,1,0,-0.772765,-0.61563,1,-0.70554,-0.126253,6
5.64,1,-0.599747,-8,-1,12,12,1,0,1,0,1,0,-0.772765,-0.599747,1,-0.70554,-0.126253,6
5.66,1,-0.583625,-8,-1,12,12,1,0,1,0,1,0,-0.772765,-0.583625,1,-0.70554,-0.126253,6
5.68,1,-0.567269,-7,-1,12,12,1,0,1,0,1,0,-0.772765,-0.567269,1,-0.70554,-0.126253,6
5.7,1,-0.550686,-7,-1,12,12,1,0,1,0,1,0,-0.550686,-0.550686,1,-0.70554,-0.110137,6
5.7,1,-0.550686,-7,-1,12,12,1,0,1,0,1,0,-0.550686,-0.550686,1,-0.70554,-0.110137,6
5.72,1,-0.533882,-7,-1,12,12,1,0,1,0,1,0,-0.550686,-0.533882,1,-0.533882,-0.110137,6
5.72,1,-0.533882,-7,-1,12,12,1,0,1,0,1,0,-0.550686,-0.533882,1,-0.533882,-0.110137,6
5.74,1,-0.516865,-7,-1,12,12,1,0,1,0,1,0,-0.550686,-0.516865,1,-0.533882,-0.110137,6
5.76,1,-0.499642,-6,-1,12,12,1,0,1,0,1,0,-0.550686,-0.499642,1,-0.533882,-0.110137,6
5.78,1,-0.482218,-6,-1,12,12,1,0,1,0,1,0,-0.550686,-0.482218,1,-0.533882,-0.110137,6
5.8,1,-0.464602,-6,-1,12,12,1,0,1,0,1,0,-0.550686,-0.464602,1,-0.533882,-0.0929204,6
5.8,1,-0.464602,-6,-1,12,12,1,0,1,0,1,0,-0.550686,-0.464602,1,-0.533882,-0.0929204,6
5.82,1,-0.4468,-6,-1,12,12,1,0,1,0,1,0,-0.550686,-0.4468,1,-0.533882,-0.0929204,6
5.84,1,-0.428819,-6,-1,12,12,1,0,1,0,1,0,-0.550686,-0.428819,1,-0.533882,-0.0929204,6
5.86,1,-0.410667,-5,-1,12,12,1,0,1,0,1,0,-0.550686,-0.410667,1,-0.533882,-0.0929204,6
5.88,1,-0.39235,-5,-1,12,12,1,0,1,0,1,0,-0.550686,-0.39235,1,-0.533882,-0.0929204,6
5.9,1,-0.373877,-5,-1,12,12,1,0,1,0,1,0,-0.550686,-0.373877,1,-0.533882,-0.0747753,6
5.9,1,-0.373877,-5,-1,12,12,1,0,1,0,1,0,-0.550686,-0.373877,1,-0.533882,-0.0747753,6
5.92,1,-0.355254,-5,-1,12,12,1,0,1,0,1,0,-0.550686,-0.355254,1,-0.533882,-0.0747753,6
5.94,1,-0.336488,-5,-1,12,12,1,0,1,0,1,0,-0.550686,-0.336488,1,-0.336488,-0.0747753,6
5.94,1,-0.336488,-5,-1,12,12,1,0,1,0,1,0,-0.550686,-0.336488,1,-0.336488,-0.0747753,6
5.96,1,-0.317589,-4,-1,12,12,1,0,1,0,1,0,-0.550686,-0.317589,1,-0.336488,-0.0747753,6
5.98,1,-0.298562,-4,-1,12,12,1,0,1,0,1,0,-0.550686,-0.298562,1,-0.336488,-0.0747753,6
6,1,-0.279415,-4,-1,12,12,1,0,1,0,1,0,-0.279415,-0.279415,1,-0.336488,-0.0558831,6
6,1,-0.279415,-4,-1,12,12,1,0,1,0,1,0,-0.279415,-0.279415,1,-0.336488,-0.0558831,6
6.02,1,-0.260157,-4,-1,12,12,1,0,1,0,1,0,-0.279415,-0.260157,1,-0.336488,-0.0558831,6
6.04,1,-0.240795,-3,-1,12,12,1,0,1,0,1,0,-0.279415,-0.240795,1,-0.336488,-0.0558831,6
6.06,1,-0.221337,-3,-1,12,12,1,0,1,0,1,0,-0.279415,-0.221337,1,-0.336488,-0.0558831,6
6.08,1,-0.20179,-3,-1,12,12,1,0,1,0,1,0,-0.279415,-0.20179,1,-0.336488,-0.0558831,6
6.1,1,-0.182163,-3,-1,12,12,1,0,1,0,1,0,-0.279415,-0.182163,1,-0.336488,-0.0364325,6
6.1,1,-0.182163,-3,-1,12,12,1,0,1,0,1,0,-0.279415,-0.182163,1,-0.336488,-0.0364325,6
6.12,1,-0.162462,-2,-1,12,12,1,0,1,0,1,0,-0.279415,-0.162462,1,-0.336488,-0.0364325,6
6.14,1,-0.142697,-2,-1,12,12,1,0,1,0,1,0,-0.279415,-0.142697,1,-0.336488,-0.0364325,6
6.16,1,-0.122874,-2,-1,12,12,1,0,1,0,1,0,-0.279415,-0.122874,1,-0.122874,-0.0364325,6
6.16,1,-0.122874,-2,-1,12,12,1,0,1,0,1,0,-0.279415,-0.122874,1,-0.122874,-0.0364325,6
6.18,1,-0.103002,-2,-1,12,12,1,0,1,0,1,0,-0.279415,-0.103002,1,-0.122874,-0.0364325,6
6.2,1,-0.0830894,-1,-1,12,12,1,0,1,0,1,0,-0.279415,-0.0830894,1,-0.122874,-0.0166179,6
6.2,1,-0.0830894,-1,-1,12,12,1,0,1,0,1,0,-0.279415,-0.0830894,1,-0.122874,-0.0166179,6
6.22,1,-0.0631433,-1,-1,12,12,1,0,1,0,1,0,-0.279415,-0.0631433,1,-0.122874,-0.0166179,6
6.24,1,-0.0431719,-1,-1,12,12,1,0,1,0,1,0,-0.279415,-0.0431719,1,-0.122874,-0.0166179,6
6.26,1,-0.0231832,-1,-1,12,12,1,0,1,0,1,0,-0.279415,-0.0231832,1,-0.122874,-0.0166179,6
6.28,1,-0.0031853,-1,-1,12,12,1,0,1,0,1,0,-0.279415,-0.0031853,1,-0.122874,-0.0166179,6
6.3,1,0.0168139,0,0,12,12,1,0,1,0,1,0,0.0168139,0.0168139,1,-0.122874,0.00336278,6
6.3,1,0.0168139,0,0,12,12,1,0,1,0,1,0,0.0168139,0.0168139,1,-0.122874,0.00336278,6
6.32,1,0.0368064,0,0,12,12,1,0,1,0,1,0,0.0168139,0.0368064,1,-0.122874,0.00336278,6
6.34,1,0.0567841,0,0,12,12,1,0,1,0,1,0,0.0168139,0.0567841,1,-0.122874,0.00336278,6
6.36,1,0.0767392,0,0,12,12,1,0,1,0,1,0,0.0168139,0.0767392,1,-0.122874,0.00336278,6
6.38,1,0.0966635,1,0,12,12,1,0,1,0,1,0,0.0168139,0.0966635,1,0.0966635,0.00336278,6
6.38,1,0.0966635,1,0,12,12,1,0,1,0,1,0,0.0168139,0.0966635,1,0.0966635,0.00336278,6
6.4,1,0.116549,1,0,12,12,1,0,1,0,1,0,0.0168139,0.116549,1,0.0966635,0.0233098,6
6.4,1,0.116549,1,0,12,12,1,0,1,0,1,0,0.0168139,0.116549,1,0.0966635,0.0233098,6
6.42,1,0.136388,1,0,12,12,1,0,1,0,1,0,0.0168139,0.136388,1,0.0966635,0.0233098,6
6.44,1,0.156173,1,0,12,12,1,0,1,0,1,0,0.0168139,0.156173,1,0.0966635,0.0233098,6
6.46,1,0.175895,2,0,12,12,1,0,1,0,1,0,0.0168139,0.175895,1,0.0966635,0.0233098,6
6.48,1,0.195547,2,0,12,12,1,0,1,0,1,0,0.0168139,0.195547,1,0.0966635,0.0233098,6
6.5,1,0.21512,2,0,12,12,1,0,1,0,1,0,0.0168139,0.21512,1,0.0966635,0.043024,6
6.5,1,0.21512,2,0,12,12,1,0,1,0,1,0,0.0168139,0.21512,1,0.0966635,0.043024,6
6.52,1,0.234607,2,0,12,12,1,0,1,0,1,0,0.0168139,0.234607,1,0.0966635,0.043024,6
6.54,1,0.254001,3,0,12,12,1,0,1,0,1,0,0.0168139,0.254001,1,0.0966635,0.043024,6
6.56,1,0.273293,3,0,12,12,1,0,1,0,1,0,0.0168139,0.273293,1,0.0966635,0.043024,6
6.58,1,0.292476,3,0,12,12,1,0,1,0,1,0,0.0168139,0.292476,1,0.0966635,0.043024,6
6.6,1,0.311541,3,0,12,12,1,0,1,0,1,0,0.311541,0.311541,1,0.311541,0.0623083,6
6.6,1,0.311541,3,0,12,12,1,0,1,0,1,0,0.311541,0.311541,1,0.311541,0.0623083,6
6.62,1,0.330482,3,0,12,12,1,0,1,0,1,0,0.311541,0.330482,1,0.311541,0.0623083,6
6.64,1,0.349291,4,0,12,12,1,0,1,0,1,0,0.311541,0.349291,1,0.311541,0.0623083,6
6.66,1,0.367961,4,0,12,12,1,0,1,0,1,0,0.311541,0.367961,1,0.311541,0.0623083,6
6.68,1,0.386483,4,0,12,12,1,0,1,0,1,0,0.311541,0.386483,1,0.311541,0.0623083,6
6.7,1,0.40485,4,0,12,12,1,0,1,0,1,0,0.311541,0.40485,1,0.311541,0.08097,6
6.7,1,0.40485,4,0,12,12,1,0,1,0,1,0,0.311541,0.40485,1,0.311541,0.08097,6
6.72,1,0.423055,5,0,12,12,1,0,1,0,1,0,0.311541,0.423055,1,0.311541,0.08097,6
6.74,1,0.441092,5,0,12,12,1,0,1,0,1,0,0.311541,0.441092,1,0.311541,0.08097,6
6.76,1,0.458951,5,0,12,12,1,0,1,0,1,0,0.311541,0.458951,1,0.311541,0.08097,6
6.78,1,0.476628,5,0,12,12,1,0,1,0,1,0,0.311541,0.476628,1,0.311541,0.08097,6
6.8,1,0.494113,5,0,12,12,1,0,1,0,1,0,0.311541,0.494113,1,0.311541,0.0988227,6
6.8,1,0.494113,5,0,12,12,1,0,1,0,1,0,0.311541,0.494113,1,0.311541,0.0988227,6
6.82,1,0.511401,6,0,12,12,1,0,1,0,1,0,0.311541,0.511401,1,0.511401,0.0988227,6
6.82,1,0.511401,6,0,12,12,1,0,1,0,1,0,0.311541,0.511401,1,0.511401,0.0988227,6
6.84,1,0.528485,6,0,12,12,1,0,1,0,1,0,0.311541,0.528485,1,0.511401,0.0988227,6
6.86,1,0.545357,6,0,12,12,1,0,1,0,1,0,0.311541,0.545357,1,0.511401,0.0988227,6
6.88,1,0.562011,6,0,12,12,1,0,1,0,1,0,0.311541,0.562011,1,0.511401,0.0988227,6
6.9,1,0.57844,6,0,12,12,1,0,1,0,1,0,0.57844,0.57844,1,0.511401,0.115688,6
6.9,1,0.57844,6,0,12,12,1,0,1,0,1,0,0.57844,0.57844,1,0.511401,0.115688,6
6.92,1,0.594638,7,0,12,12,1,0,1,0,1,0,0.57844,0.594638,1,0.511401,0.115688,6
6.94,1,0.610597,7,0,12,12,1,0,1,0,1,0,0.57844,0.610597,1,0.511401,0.115688,6
6.96,1,0.626313,7,0,12,12,1,0,1,0,1,0,0.57844,0.626313,1,0.511401,0.115688,6
6.98,1,0.641778,7,0,12,12,1,0,1,0,1,0,0.57844,0.641778,1,0.511401,0.115688,6
7,1,0.656987,7,0,12,12,1,0,1,0,1,0,0.57844,0.656987,1,0.511401,0.131397,6
7,1,0.656987,7,0,12,12,1,0,1,0,1,0,0.57844,0.656987,1,0.511401,0.131397,6
7.02,1,0.671932,8,0,12,12,1,0,1,0,1,0,0.57844,0.671932,1,0.511401,0.131397,6
7.04,1,0.686609,8,0,12,12,1,0,1,0,1,0,0.57844,0.686609,1,0.686609,0.131397,6
7.04,1,0.686609,8,0,12,12,1,0,1,0,1,0,0.57844,0.686609,1,0.686609,0.131397,6
7.06,1,0.701011,8,0,12,12,1,0,1,0,1,0,0.57844,0.701011,1,0.686609,0.131397,6
7.08,1,0.715133,8,0,12,12,1,0,1,0,1,0,0.57844,0.715133,1,0.686609,0.131397,6
7.1,1,0.728969,8,0,12,12,1,0,1,0,1,0,0.57844,0.728969,1,0.686609,0.145794,6
7.1,1,0.728969,8,0,12,12,1,0,1,0,1,0,0.57844,0.728969,1,0.686609,0.145794,6
7.12,1,0.742513,8,0,12,12,1,0,1,0,1,0,0.57844,0.742513,1,0.686609,0.145794,6
7.14,1,0.75576,9,0,12,12,1,0,1,0,1,0,0.57844,0.75576,1,0.686609,0.145794,6
7.16,1,0.768705,9,0,12,12,1,0,1,0,1,0,0.57844,0.768705,1,0.686609,0.145794,6
7.18,1,0.781343,9,0,12,12,1,0,1,0,1,0,0.57844,0.781343,1,0.686609,0.145794,6
7.2,1,0.793668,9,0,12,12,1,0,1,0,1,0,0.793668,0.793668,1,0.686609,0.158734,6
7.2,1,0.793668,9,0,12,12,1,0,1,0,1,0,0.793668,0.793668,1,0.686609,0.158734,6
7.22,1,0.805675,9,0,12,12,1,0,1,0,1,0,0.793668,0.805675,1,0.686609,0.158734,6
7.24,1,0.817361,9,0,12,12,1,0,1,0,1,0,0.793668,0.817361,1,0.686609,0.158734,6
7.26,1,0.828719,9,0,12,12,1,0,1,0,1,0,0.793668,0.828719,1,0.828719,0.158734,6
7.26,1,0.828719,9,0,12,12,1,0,1,0,1,0,0.793668,0.828719,1,0.828719,0.158734,6
7.28,1,0.839746,10,0,12,12,1,0,1,0,1,0,0.793668,0.839746,1,0.828719,0.158734,6
7.3,1,0.850437,10,0,12,12,1,0,1,0,1,0,0.793668,0.850437,1,0.828719,0.170087,6
7.3,1,0.850437,10,0,12,12,1,0,1,0,1,0,0.793668,0.850437,1,0.828719,0.170087,6
7.32,1,0.860787,10,0,12,12,1,0,1,0,1,0,0.793668,0.860787,1,0.828719,0.170087,6
7.34,1,0.870794,10,0,12,12,1,0,1,0,1,0,0.793668,0.870794,1,0.828719,0.170087,6
7.36,1,0.880452,10,0,12,12,1,0,1,0,1,0,0.793668,0.880452,1,0.828719,0.170087,6
7.38,1,0.889758,10,0,12,12,1,0,1,0,1,0,0.793668,0.889758,1,0.828719,0.170087,6
7.4,1,0.898708,10,0,12,12,1,0,1,0,1,0,0.793668,0.898708,1,0.828719,0.179742,6
7.4,1,0.898708,10,0,12,12,1,0,1,0,1,0,0.793668,0.898708,1,0.828719,0.179742,6
7.42,1,0.907299,10,0,12,12,1,0,1,0,1,0,0.793668,0.907299,1,0.828719,0.179742,6
