"time","TAmb","TDif","heatCapacitor.T","TRes"
0,293.15,2,293.15,293.15
0.02,293.15,2,293.3496682,293.3496682
0.04,293.15,2,293.54884,293.54884
0.06,293.15,2,293.7474581,293.7474581
0.08,293.15,2,293.94552,293.94552
0.1,293.15,2,294.1430324,294.1430324
0.12,293.15,2,294.339997,294.339997
0.14,293.15,2,294.5364154,294.5364154
0.16,293.15,2,294.7322891,294.7322891
0.18,293.15,2,294.9276198,294.9276198
0.2,293.15,2,295.1224095,295.1224095
0.22,293.15,2,295.3166598,295.3166598
0.24,293.15,2,295.5103726,295.5103726
0.26,293.15,2,295.7035495,295.7035495
0.28,293.15,2,295.8961923,295.8961923
0.3,293.15,2,296.0883026,296.0883026
0.32,293.15,2,296.2798822,296.2798822
0.34,293.15,2,296.4709328,296.4709328
0.36,293.15,2,296.6614559,296.6614559
0.38,293.15,2,296.8514534,296.8514534
0.4,293.15,2,297.0409268,297.0409268
0.42,293.15,2,297.229839,297.229839
0.44,293.15,2,297.4182621,297.4182621
0.46,293.15,2,297.6061706,297.6061706
0.48,293.15,2,297.7935638,297.7935638
0.5,293.15,2,297.9804419,297.9804419
0.52,293.15,2,298.1668061,298.1668061
0.54,293.15,2,298.3526577,298.3526577
0.56,293.15,2,298.5379984,298.5379984
0.58,293.15,2,298.7228295,298.7228295
0.6,293.15,2,298.9071526,298.9071526
0.62,293.15,2,299.0909694,299.0909694
0.64,293.15,2,299.1418707,299.1418707
0.66,293.15,2,299.1298996,299.1298996
0.68,293.15,2,299.1179519,299.1179519
0.7,293.15,2,299.1060279,299.1060279
0.72,293.15,2,299.0941278,299.0941278
0.74,293.15,2,299.0822514,299.0822514
0.76,293.15,2,299.0703987,299.0703987
0.78,293.15,2,299.0585697,299.0585697
0.8,293.15,2,299.0467644,299.0467644
0.82,293.15,2,299.0349826,299.0349826
0.84,293.15,2,299.0232244,299.0232244
0.86,293.15,2,299.0114897,299.0114897
0.88,293.15,2,298.9997785,298.9997785
0.9,293.15,2,298.9880906,298.9880906
0.92,293.15,2,298.9764261,298.9764261
0.94,293.15,2,298.9647849,298.9647849
0.96,293.15,2,298.9531669,298.9531669
0.98,293.15,2,298.9415722,298.9415722
1,293.15,2,298.9300006,298.9300006
1.02,293.15,2,298.9184522,298.9184522
1.04,293.15,2,298.9069268,298.9069268
1.06,293.15,2,298.8954245,298.8954245
1.08,293.15,2,298.8839451,298.8839451
1.1,293.15,2,298.8724887,298.8724887
1.12,293.15,2,298.8610551,298.8610551
1.14,293.15,2,298.8496444,298.8496444
1.16,293.15,2,298.8382565,298.8382565
1.18,293.15,2,298.8268914,298.8268914
1.2,293.15,2,298.815549,298.815549
1.22,293.15,2,298.8042292,298.8042292
1.24,293.15,2,298.792932,298.792932
1.26,293.15,2,298.7816575,298.7816575
1.28,293.15,2,298.7704054,298.7704054
1.3,293.15,2,298.7591758,298.7591758
1.32,293.15,2,298.7479687,298.7479687
1.34,293.15,2,298.7367839,298.7367839
1.36,293.15,2,298.7256215,298.7256215
1.38,293.15,2,298.7144814,298.7144814
1.4,293.15,2,298.7033636,298.7033636
1.42,293.15,2,298.692268,298.692268
1.44,293.15,2,298.6811945,298.6811945
1.46,293.15,2,298.6701432,298.6701432
1.48,293.15,2,298.6591139,298.6591139
1.5,293.15,2,298.6481067,298.6481067
1.52,293.15,2,298.6371215,298.6371215
1.54,293.15,2,298.6261582,298.6261582
1.56,293.15,2,298.6152169,298.6152169
1.58,293.15,2,298.6042974,298.6042974
1.6,293.15,2,298.5933997,298.5933997
1.62,293.15,2,298.5825237,298.5825237
1.64,293.15,2,298.5716696,298.5716696
1.66,293.15,2,298.5608371,298.5608371
1.68,293.15,2,298.5500262,298.5500262
1.7,293.15,2,298.5392369,298.5392369
1.72,293.15,2,298.5284692,298.5284692
1.74,293.15,2,298.5177231,298.5177231
1.76,293.15,2,298.5069983,298.5069983
1.78,293.15,2,298.496295,298.496295
1.8,293.15,2,298.4856131,298.4856131
1.82,293.15,2,298.4749526,298.4749526
1.84,293.15,2,298.4643133,298.4643133
1.86,293.15,2,298.4536953,298.4536953
1.88,293.15,2,298.4430985,298.4430985
1.9,293.15,2,298.4325229,298.4325229
1.92,293.15,2,298.4219684,298.4219684
1.94,293.15,2,298.411435,298.411435
1.96,293.15,2,298.4009227,298.4009227
1.98,293.15,2,298.3904313,298.3904313
2,293.15,2,298.3799609,298.3799609
2.02,293.15,2,298.3695115,298.3695115
2.04,293.15,2,298.3590829,298.3590829
2.06,293.15,2,298.3486751,298.3486751
2.08,293.15,2,298.3382882,298.3382882
2.1,293.15,2,298.327922,298.327922
2.12,293.15,2,298.3175765,298.3175765
2.14,293.15,2,298.3072517,298.3072517
2.16,293.15,2,298.2969475,298.2969475
2.18,293.15,2,298.2866639,298.2866639
2.2,293.15,2,298.2764008,298.2764008
2.22,293.15,2,298.2661582,298.2661582
2.24,293.15,2,298.2559362,298.2559362
2.26,293.15,2,298.2457345,298.2457345
2.28,293.15,2,298.40537,298.40537
2.3,293.15,2,298.590552,298.590552
2.32,293.15,2,298.7752356,298.7752356
2.34,293.15,2,298.959414,298.959414
2.36,293.15,2,299.1430874,299.1430874
2.38,293.15,2,299.3262569,299.3262569
2.4,293.15,2,299.5089239,299.5089239
2.42,293.15,2,299.6910899,299.6910899
2.44,293.15,2,299.8727564,299.8727564
2.46,293.15,2,300.053925,300.053925
2.48,293.15,2,300.2345973,300.2345973
2.5,293.15,2,300.4147747,300.4147747
2.52,293.15,2,300.5944589,300.5944589
2.54,293.15,2,300.7736513,300.7736513
2.56,293.15,2,300.9523536,300.9523536
2.58,293.15,2,301.1305671,301.1305671
2.6,293.15,2,301.3082934,301.3082934
2.62,293.15,2,301.4855341,301.4855341
2.64,293.15,2,301.6622906,301.6622906
2.66,293.15,2,301.8385644,301.8385644
2.68,293.15,2,301.9494081,301.9494081
2.7,293.15,2,301.9318327,301.9318327
2.72,293.15,2,301.9142885,301.9142885
2.74,293.15,2,301.8967781,301.8967781
2.76,293.15,2,301.8793022,301.8793022
2.78,293.15,2,301.8618611,301.8618611
2.8,293.15,2,301.8444548,301.8444548
2.82,293.15,2,301.8270833,301.8270833
2.84,293.15,2,301.8097464,301.8097464
2.86,293.15,2,301.7924442,301.7924442
2.88,293.15,2,301.7751766,301.7751766
2.9,293.15,2,301.7579434,301.7579434
2.92,293.15,2,301.7407447,301.7407447
2.94,293.15,2,301.7235804,301.7235804
2.96,293.15,2,301.7064504,301.7064504
2.98,293.15,2,301.6893545,301.6893545
3,293.15,2,301.6722929,301.6722929
3.02,293.15,2,301.6552653,301.6552653
3.04,293.15,2,301.6382718,301.6382718
3.06,293.15,2,301.6213122,301.6213122
3.08,293.15,2,301.6923599,301.6923599
3.1,293.15,2,301.8684711,301.8684711
3.12,293.15,2,302.0441553,302.0441553
3.14,293.15,2,302.2193779,302.2193779
3.16,293.15,2,302.3941286,302.3941286
3.18,293.15,2,302.5684048,302.5684048
3.2,293.15,2,302.7422067,302.7422067
3.22,293.15,2,302.9155352,302.9155352
3.24,293.15,2,303.0883916,303.0883916
3.26,293.15,2,303.2607774,303.2607774
3.28,293.15,2,303.4326939,303.4326939
3.3,293.15,2,303.6041423,303.6041423
3.32,293.15,2,303.7751244,303.7751244
3.34,293.15,2,303.9456414,303.9456414
3.36,293.15,2,304.115695,304.115695
3.38,293.15,2,304.2852865,304.2852865
3.4,293.15,2,304.4544173,304.4544173
3.42,293.15,2,304.6230888,304.6230888
3.44,293.15,2,304.7913025,304.7913025
3.46,293.15,2,304.9590597,304.9590597
3.48,293.15,2,305.1263619,305.1263619
3.5,293.15,2,305.2932103,305.2932103
3.52,293.15,2,305.4596064,305.4596064
3.54,293.15,2,305.4896161,305.4896161
3.56,293.15,2,305.4649709,305.4649709
3.58,293.15,2,305.4403689,305.4403689
3.6,293.15,2,305.415814,305.415814
3.62,293.15,2,305.3913073,305.3913073
3.64,293.15,2,305.3668493,305.3668493
3.66,293.15,2,305.34244,305.34244
3.68,293.15,2,305.3180795,305.3180795
3.7,293.15,2,305.2937676,305.2937676
3.72,293.15,2,305.2695043,305.2695043
3.74,293.15,2,305.2452895,305.2452895
3.76,293.15,2,305.2211231,305.2211231
3.78,293.15,2,305.1970049,305.1970049
3.8,293.15,2,305.172935,305.172935
3.82,293.15,2,305.1489132,305.1489132
3.84,293.15,2,305.1249393,305.1249393
3.86,293.15,2,305.1010134,305.1010134
3.88,293.15,2,305.0771352,305.0771352
3.9,293.15,2,305.0771268,305.0771268
3.92,293.15,2,305.2440335,305.2440335
3.94,293.15,2,305.4105381,305.4105381
3.96,293.15,2,305.5766082,305.5766082
3.98,293.15,2,305.7422341,305.7422341
4,293.15,2,305.9074131,305.9074131
4.02,293.15,2,306.0721456,306.0721456
4.04,293.15,2,306.2364324,306.2364324
4.06,293.15,2,306.4002747,306.4002747
4.08,293.15,2,306.5636738,306.5636738
4.1,293.15,2,306.7266309,306.7266309
4.12,293.15,2,306.8891473,306.8891473
4.14,293.15,2,307.0512244,307.0512244
4.16,293.15,2,307.2128636,307.2128636
4.18,293.15,2,307.3740662,307.3740662
4.2,293.15,2,307.5348336,307.5348336
4.22,293.15,2,307.6951671,307.6951671
4.24,293.15,2,307.8550679,307.8550679
4.26,293.15,2,308.0145374,308.0145374
4.28,293.15,2,308.1735769,308.1735769
4.3,293.15,2,308.3321876,308.3321876
4.32,293.15,2,308.4903709,308.4903709
4.34,293.15,2,308.648128,308.648128
4.36,293.15,2,308.8054601,308.8054601
4.38,293.15,2,308.9623687,308.9623687
4.4,293.15,2,309.1188549,309.1188549
4.42,293.15,2,309.1672864,309.1672864
4.44,293.15,2,309.1352913,309.1352913
4.46,293.15,2,309.1033536,309.1033536
4.48,293.15,2,309.0714787,309.0714787
4.5,293.15,2,309.0396674,309.0396674
4.52,293.15,2,309.0079197,309.0079197
4.54,293.15,2,308.9762355,308.9762355
4.56,293.15,2,308.9446147,308.9446147
4.58,293.15,2,308.913057,308.913057
4.6,293.15,2,308.8815624,308.8815624
4.62,293.15,2,308.8501307,308.8501307
4.64,293.15,2,308.8187618,308.8187618
4.66,293.15,2,308.7874556,308.7874556
4.68,293.15,2,308.7562119,308.7562119
4.7,293.15,2,308.7250307,308.7250307
4.72,293.15,2,308.6939118,308.6939118
4.74,293.15,2,308.662855,308.662855
4.76,293.15,2,308.6617715,308.6617715
4.78,293.15,2,308.8189964,308.8189964
4.8,293.15,2,308.9758453,308.9758453
4.82,293.15,2,309.1322878,309.1322878
4.84,293.15,2,309.2883146,309.2883146
4.86,293.15,2,309.4439234,309.4439234
4.88,293.15,2,309.5991142,309.5991142
4.9,293.15,2,309.7538881,309.7538881
4.92,293.15,2,309.908246,309.908246
4.94,293.15,2,310.0621892,310.0621892
4.96,293.15,2,310.2157187,310.2157187
4.98,293.15,2,310.3688358,310.3688358
5,293.15,2,310.5215418,310.5215418
5.02,293.15,2,310.6738379,310.6738379
5.04,293.15,2,310.8257253,310.8257253
5.06,293.15,2,310.9772053,310.9772053
5.08,293.15,2,311.1282792,311.1282792
5.1,293.15,2,311.278948,311.278948
5.12,293.15,2,311.4292131,311.4292131
5.14,293.15,2,311.5790755,311.5790755
5.16,293.15,2,311.7285365,311.7285365
5.18,293.15,2,311.8775973,311.8775973
5.2,293.15,2,312.0262591,312.0262591
5.22,293.15,2,312.174523,312.174523
5.24,293.15,2,312.3223901,312.3223901
5.26,293.15,2,312.4698618,312.4698618
5.28,293.15,2,312.6169391,312.6169391
5.3,293.15,2,312.7636232,312.7636232
5.32,293.15,2,312.9099153,312.9099153
5.34,293.15,2,313.0558164,313.0558164
5.36,293.15,2,313.0483012,313.0483012
5.38,293.15,2,313.0085632,313.0085632
5.4,293.15,2,312.9688929,312.9688929
5.42,293.15,2,312.9292978,312.9292978
5.44,293.15,2,312.8897794,312.8897794
5.46,293.15,2,312.8503391,312.8503391
5.48,293.15,2,312.8109776,312.8109776
5.5,293.15,2,312.7716948,312.7716948
5.52,293.15,2,312.7324906,312.7324906
5.54,293.15,2,312.6933648,312.6933648
5.56,293.15,2,312.6543171,312.6543171
5.58,293.15,2,312.6153475,312.6153475
5.6,293.15,2,312.5764557,312.5764557
5.62,293.15,2,312.5376416,312.5376416
5.64,293.15,2,312.4989051,312.4989051
5.66,293.15,2,312.460246,312.460246
5.68,293.15,2,312.5156201,312.5156201
5.7,293.15,2,312.6625097,312.6625097
5.72,293.15,2,312.8090505,312.8090505
5.74,293.15,2,312.9552142,312.9552142
5.76,293.15,2,313.1009923,313.1009923
5.78,293.15,2,313.2463826,313.2463826
5.8,293.15,2,313.3913853,313.3913853
5.82,293.15,2,313.536001,313.536001
5.84,293.15,2,313.6802308,313.6802308
5.86,293.15,2,313.8240758,313.8240758
5.88,293.15,2,313.967537,313.967537
5.9,293.15,2,314.1106154,314.1106154
5.92,293.15,2,314.2533123,314.2533123
5.94,293.15,2,314.3956288,314.3956288
5.96,293.15,2,314.5375661,314.5375661
5.98,293.15,2,314.6791252,314.6791252
6,293.15,2,314.8203073,314.8203073
6.02,293.15,2,314.9611135,314.9611135
6.04,293.15,2,315.1015449,315.1015449
6.06,293.15,2,315.2416025,315.2416025
6.08,293.15,2,315.3812874,315.3812874
6.1,293.15,2,315.5206008,315.5206008
6.12,293.15,2,315.6595438,315.6595438
6.14,293.15,2,315.7981173,315.7981173
6.16,293.15,2,315.9363225,315.9363225
6.18,293.15,2,316.0741604,316.0741604
6.2,293.15,2,316.2116321,316.2116321
6.22,293.15,2,316.3487387,316.3487387
6.24,293.15,2,316.4854812,316.4854812
6.26,293.15,2,316.6218607,316.6218607
6.28,293.15,2,316.7578782,316.7578782
6.3,293.15,2,316.8935348,316.8935348
6.32,293.15,2,317.0288315,317.0288315
6.34,293.15,2,317.1637694,317.1637694
6.36,293.15,2,317.2983494,317.2983494
6.38,293.15,2,317.3156204,317.3156204
6.4,293.15,2,317.2673522,317.2673522
6.42,293.15,2,317.2191701,317.2191701
6.44,293.15,2,317.1710812,317.1710812
6.46,293.15,2,317.1230874,317.1230874
6.48,293.15,2,317.0751892,317.0751892
6.5,293.15,2,317.0273866,317.0273866
6.52,293.15,2,316.9796795,316.9796795
6.54,293.15,2,316.9320677,316.9320677
6.56,293.15,2,316.8845511,316.8845511
6.58,293.15,2,316.8371294,316.8371294
6.6,293.15,2,316.7898025,316.7898025
6.62,293.15,2,316.7425701,316.7425701
6.64,293.15,2,316.6954321,316.6954321
6.66,293.15,2,316.6483883,316.6483883
6.68,293.15,2,316.6696619,316.6696619
6.7,293.15,2,316.8054926,316.8054926
6.72,293.15,2,316.9410031,316.9410031
6.74,293.15,2,317.0761675,317.0761675
6.76,293.15,2,317.210978,317.210978
6.78,293.15,2,317.3454325,317.3454325
6.8,293.15,2,317.4795311,317.4795311
6.82,293.15,2,317.6132745,317.6132745
6.84,293.15,2,317.7466636,317.7466636
6.86,293.15,2,317.8796994,317.8796994
6.88,293.15,2,318.0123827,318.0123827
6.9,293.15,2,318.1447147,318.1447147
6.92,293.15,2,318.2766963,318.2766963
6.94,293.15,2,318.4083286,318.4083286
6.96,293.15,2,318.5396126,318.5396126
6.98,293.15,2,318.6705493,318.6705493
7,293.15,2,318.8011397,318.8011397
7.02,293.15,2,318.9313849,318.9313849
7.04,293.15,2,319.0612858,319.0612858
7.06,293.15,2,319.1908434,319.1908434
7.08,293.15,2,319.3200587,319.3200587
7.1,293.15,2,319.4489326,319.4489326
7.12,293.15,2,319.5774662,319.5774662
7.14,293.15,2,319.7056604,319.7056604
7.16,293.15,2,319.8335162,319.8335162
7.18,293.15,2,319.9610345,319.9610345
7.2,293.15,2,320.0882164,320.0882164
7.22,293.15,2,320.2150627,320.2150627
7.24,293.15,2,320.3415745,320.3415745
7.26,293.15,2,320.4677526,320.4677526
7.28,293.15,2,320.5935982,320.5935982
7.3,293.15,2,320.719112,320.719112
7.32,293.15,2,320.844295,320.844295
7.34,293.15,2,320.9691482,320.9691482
7.36,293.15,2,321.0936726,321.0936726
7.38,293.15,2,321.217869,321.217869
7.4,293.15,2,321.3417384,321.3417384
7.42,293.15,2,321.4652817,321.4652817
7.44,293.15,2,321.5884998,321.5884998
7.46,293.15,2,321.7113938,321.7113938
7.48,293.15,2,321.8339644,321.8339644
7.5,293.15,2,321.9562126,321.9562126
7.52,293.15,2,322.0781394,322.0781394
7.54,293.15,2,322.1997455,322.1997455
7.56,293.15,2,322.300315,322.300315
7.58,293.15,2,322.242092,322.242092
7.6,293.15,2,322.1839724,322.1839724
7.62,293.15,2,322.1259646,322.1259646
7.64,293.15,2,322.0680712,322.0680712
7.66,293.15,2,322.010293,322.010293
7.68,293.15,2,321.9526301,321.9526301
7.7,293.15,2,321.8950824,321.8950824
7.72,293.15,2,321.8376496,321.8376496
7.74,293.15,2,321.7803316,321.7803316
7.76,293.15,2,321.723128,321.723128
7.78,293.15,2,321.6660388,321.6660388
7.8,293.15,2,321.6090637,321.6090637
7.82,293.15,2,321.5522024,321.5522024
7.84,293.15,2,321.4954548,321.4954548
7.86,293.15,2,321.6029911,321.6029911
7.88,293.15,2,321.7258368,321.7258368
7.9,293.15,2,321.8483676,321.8483676
7.92,293.15,2,321.9705776,321.9705776
7.94,293.15,2,322.0924666,322.0924666
7.96,293.15,2,322.2140354,322.2140354
