time,egsCarSpeed,egsGear,egsState,egsTargetGear,tShiftStart,valves_eds,valves_eds1,valves_eds2,valves_eds3,valves_eds4,valves_eds5,valves_mv1,valves_mv2,valves_mv3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,2.23558567493684E-065,-2,2,0,0.01,0,0,0,0,0,0,0,0,0
0.011,2.23558567493684E-065,-2,2,0,0.01,0,0,0,0,0,0,0,0,0
0.012,2.23558567493684E-065,-2,2,0,0.01,0,0,0,0,0,0,0,0,0
0.013,2.23558567493684E-065,-2,2,0,0.01,0,0,0,0,0,0,0,0,0
0.014,2.23558567493684E-065,-2,2,0,0.01,0,0,0,0,0,0,0,0,0
0.015,2.23558567493684E-065,-2,2,0,0.01,0,0,0,0,0,0,0,0,0
0.016,2.23558567493684E-065,-2,2,0,0.01,0,0,0,0,0,0,0,0,0
0.017,2.23558567493684E-065,-2,2,0,0.01,0,0,0,0,0,0,0,0,0
0.018,2.23558567493684E-065,-2,2,0,0.01,0,0,0,0,0,0,0,0,0
0.019,2.23558567493684E-065,-2,2,0,0.01,0,0,0,0,0,0,0,0,0
0.02,4.01282951693684E-065,-2,2,0,0.01,0,0,0.02,0.02,0,0,0,0,0
0.021,4.01282951693684E-065,-2,2,0,0.01,0,0,0.02,0.02,0,0,0,0,0
0.022,4.01282951693684E-065,-2,2,0,0.01,0,0,0.02,0.02,0,0,0,0,0
0.023,4.01282951693684E-065,-2,2,0,0.01,0,0,0.02,0.02,0,0,0,0,0
0.024,4.01282951693684E-065,-2,2,0,0.01,0,0,0.02,0.02,0,0,0,0,0
0.025,4.01282951693684E-065,-2,2,0,0.01,0,0,0.02,0.02,0,0,0,0,0
0.026,4.01282951693684E-065,-2,2,0,0.01,0,0,0.02,0.02,0,0,0,0,0
