"time",	"Ball1_pos",	"Ball2_pos",	"Ball1_vel",	"Ball2_vel"
0.498,	16.25354,	16.25354,	10.11462,	10.11462
0.499,	16.26365,	16.26365,	10.10481,	10.10481
0.5,	16.27375,	16.27375,	10.095,	10.095
0.501,	16.28384,	16.28384,	10.08519,	10.08519
0.502,	16.29392,	16.29392,	10.07538,	10.07538
0.503,	16.30399,	16.30399,	10.06557,	10.06557
0.504,	16.31405,	16.31405,	10.05576,	10.05576
0.505,	16.3241,	16.3241,	10.04595,	10.04595
0.506,	16.33414,	16.33414,	10.03614,	10.03614
0.507,	16.34417,	16.34417,	10.02633,	10.02633
0.508,	16.35419,	16.35419,	10.01652,	10.01652
0.509,	16.3642,	16.3642,	10.00671,	10.00671
0.51,	16.37421,	16.37421,	9.9969,	9.9969
0.511,	16.3842,	16.3842,	9.98709,	9.98709
0.512,	16.39418,	16.39418,	9.97728,	9.97728
0.513,	16.40415,	16.40415,	9.96747,	9.96747
0.514,	16.41412,	16.41412,	9.95766,	9.95766
0.515,	16.42407,	16.42407,	9.94785,	9.94785
0.516,	16.43401,	16.43401,	9.93804,	9.93804
0.517,	16.44394,	16.44394,	9.92823,	9.92823
0.518,	16.45387,	16.45387,	9.91842,	9.91842
0.519,	16.46378,	16.46378,	9.90861,	9.90861
0.52,	16.47368,	16.47368,	9.8988,	9.8988
0.521,	16.48358,	16.48358,	9.88899,	9.88899
0.522,	16.49346,	16.49346,	9.87918,	9.87918
0.523,	16.50334,	16.50334,	9.86937,	9.86937
0.524,	16.5132,	16.5132,	9.85956,	9.85956
0.525,	16.52306,	16.52306,	9.84975,	9.84975
0.526,	16.5329,	16.5329,	9.83994,	9.83994
0.527,	16.54274,	16.54274,	9.83013,	9.83013
0.528,	16.55256,	16.55256,	9.82032,	9.82032
0.529,	16.56238,	16.56238,	9.81051,	9.81051
0.53,	16.57218,	16.57218,	9.8007,	9.8007
0.531,	16.58198,	16.58198,	9.79089,	9.79089
0.532,	16.59176,	16.59176,	9.78108,	9.78108
0.533,	16.60154,	16.60154,	9.77127,	9.77127
0.534,	16.61131,	16.61131,	9.76146,	9.76146
0.535,	16.62106,	16.62106,	9.75165,	9.75165
0.536,	16.63081,	16.63081,	9.74184,	9.74184
0.537,	16.64055,	16.64055,	9.73203,	9.73203
0.538,	16.65027,	16.65027,	9.72222,	9.72222
0.539,	16.65999,	16.65999,	9.71241,	9.71241
0.54,	16.6697,	16.6697,	9.7026,	9.7026
0.541,	16.6794,	16.6794,	9.69279,	9.69279
0.542,	16.68909,	16.68909,	9.68298,	9.68298
0.543,	16.69876,	16.69876,	9.67317,	9.67317
0.544,	16.70843,	16.70843,	9.66336,	9.66336
0.545,	16.71809,	16.71809,	9.65355,	9.65355
0.546,	16.72774,	16.72774,	9.64374,	9.64374
0.547,	16.73738,	16.73738,	9.63393,	9.63393
0.548,	16.74701,	16.74701,	9.62412,	9.62412
0.549,	16.75662,	16.75662,	9.61431,	9.61431
0.55,	16.76623,	16.76623,	9.6045,	9.6045
0.551,	16.77583,	16.77583,	9.59469,	9.59469
0.552,	16.78542,	16.78542,	9.58488,	9.58488
0.553,	16.795,	16.795,	9.57507,	9.57507
0.554,	16.80457,	16.80457,	9.56526,	9.56526
0.555,	16.81413,	16.81413,	9.55545,	9.55545
0.556,	16.82368,	16.82368,	9.54564,	9.54564
0.557,	16.83323,	16.83323,	9.53583,	9.53583
0.558,	16.84276,	16.84276,	9.52602,	9.52602
0.559,	16.85228,	16.85228,	9.51621,	9.51621
0.56,	16.86179,	16.86179,	9.5064,	9.5064
0.561,	16.87129,	16.87129,	9.49659,	9.49659
0.562,	16.88078,	16.88078,	9.48678,	9.48678
0.563,	16.89026,	16.89026,	9.47697,	9.47697
0.564,	16.89974,	16.89974,	9.46716,	9.46716
0.565,	16.9092,	16.9092,	9.45735,	9.45735
0.566,	16.91865,	16.91865,	9.44754,	9.44754
0.567,	16.92809,	16.92809,	9.43773,	9.43773
0.568,	16.93753,	16.93753,	9.42792,	9.42792
0.569,	16.94695,	16.94695,	9.41811,	9.41811
0.57,	16.95636,	16.95636,	9.4083,	9.4083
0.571,	16.96577,	16.96577,	9.39849,	9.39849
0.572,	16.97516,	16.97516,	9.38868,	9.38868
0.573,	16.98454,	16.98454,	9.37887,	9.37887
0.574,	16.99392,	16.99392,	9.36906,	9.36906
0.575,	17.00328,	17.00328,	9.35925,	9.35925
0.576,	17.01264,	17.01264,	9.34944,	9.34944
0.577,	17.02198,	17.02198,	9.33963,	9.33963
0.578,	17.03131,	17.03131,	9.32982,	9.32982
0.579,	17.04064,	17.04064,	9.32001,	9.32001
0.58,	17.04996,	17.04996,	9.3102,	9.3102
0.581,	17.05926,	17.05926,	9.30039,	9.30039
0.582,	17.06856,	17.06856,	9.29058,	9.29058
0.583,	17.07784,	17.07784,	9.28077,	9.28077
0.584,	17.08712,	17.08712,	9.27096,	9.27096
0.585,	17.09638,	17.09638,	9.26115,	9.26115
0.586,	17.10564,	17.10564,	9.25134,	9.25134
0.587,	17.11489,	17.11489,	9.24153,	9.24153
0.588,	17.12412,	17.12412,	9.23172,	9.23172
0.589,	17.13335,	17.13335,	9.22191,	9.22191
0.59,	17.14257,	17.14257,	9.2121,	9.2121
0.591,	17.15177,	17.15177,	9.20229,	9.20229
0.592,	17.16097,	17.16097,	9.19248,	9.19248
0.593,	17.17016,	17.17016,	9.18267,	9.18267
0.594,	17.17934,	17.17934,	9.17286,	9.17286
0.595,	17.1885,	17.1885,	9.16305,	9.16305
0.596,	17.19766,	17.19766,	9.15324,	9.15324
0.597,	17.20681,	17.20681,	9.14343,	9.14343
0.598,	17.21595,	17.21595,	9.13362,	9.13362
0.599,	17.22508,	17.22508,	9.12381,	9.12381
0.6,	17.2342,	17.2342,	9.114,	9.114
0.601,	17.24331,	17.24331,	9.10419,	9.10419
0.602,	17.25241,	17.25241,	9.09438,	9.09438
0.603,	17.2615,	17.2615,	9.08457,	9.08457
0.604,	17.27057,	17.27057,	9.07476,	9.07476
0.605,	17.27964,	17.27964,	9.06495,	9.06495
0.606,	17.2887,	17.2887,	9.05514,	9.05514
0.607,	17.29775,	17.29775,	9.04533,	9.04533
0.608,	17.3068,	17.3068,	9.03552,	9.03552
0.609,	17.31583,	17.31583,	9.02571,	9.02571
0.61,	17.32485,	17.32485,	9.0159,	9.0159
0.611,	17.33386,	17.33386,	9.00609,	9.00609
0.612,	17.34286,	17.34286,	8.99628,	8.99628
0.613,	17.35185,	17.35185,	8.98647,	8.98647
0.614,	17.36083,	17.36083,	8.97666,	8.97666
0.615,	17.3698,	17.3698,	8.96685,	8.96685
0.616,	17.37877,	17.37877,	8.95704,	8.95704
0.617,	17.38772,	17.38772,	8.94723,	8.94723
0.618,	17.39666,	17.39666,	8.93742,	8.93742
0.619,	17.40559,	17.40559,	8.92761,	8.92761
0.62,	17.41451,	17.41451,	8.9178,	8.9178
0.621,	17.42343,	17.42343,	8.90799,	8.90799
0.622,	17.43233,	17.43233,	8.89818,	8.89818
0.623,	17.44122,	17.44122,	8.88837,	8.88837
0.624,	17.45011,	17.45011,	8.87856,	8.87856
0.625,	17.45898,	17.45898,	8.86875,	8.86875
0.626,	17.46785,	17.46785,	8.85894,	8.85894
0.627,	17.4767,	17.4767,	8.84913,	8.84913
0.628,	17.48554,	17.48554,	8.83932,	8.83932
0.629,	17.49438,	17.49438,	8.82951,	8.82951
0.63,	17.5032,	17.5032,	8.8197,	8.8197
0.631,	17.51202,	17.51202,	8.80989,	8.80989
0.632,	17.52082,	17.52082,	8.80008,	8.80008
0.633,	17.52962,	17.52962,	8.79027,	8.79027
0.634,	17.5384,	17.5384,	8.78046,	8.78046
0.635,	17.54718,	17.54718,	8.77065,	8.77065
0.636,	17.55594,	17.55594,	8.76084,	8.76084
0.637,	17.5647,	17.5647,	8.75103,	8.75103
0.638,	17.57345,	17.57345,	8.74122,	8.74122
0.639,	17.58218,	17.58218,	8.73141,	8.73141
0.64,	17.59091,	17.59091,	8.7216,	8.7216
0.641,	17.59963,	17.59963,	8.71179,	8.71179
0.642,	17.60833,	17.60833,	8.70198,	8.70198
0.643,	17.61703,	17.61703,	8.69217,	8.69217
0.644,	17.62572,	17.62572,	8.68236,	8.68236
0.645,	17.63439,	17.63439,	8.67255,	8.67255
0.646,	17.64306,	17.64306,	8.66274,	8.66274
0.647,	17.65172,	17.65172,	8.65293,	8.65293
0.648,	17.66037,	17.66037,	8.64312,	8.64312
0.649,	17.66901,	17.66901,	8.63331,	8.63331
0.65,	17.67763,	17.67763,	8.6235,	8.6235
0.651,	17.68625,	17.68625,	8.61369,	8.61369
0.652,	17.69486,	17.69486,	8.60388,	8.60388
0.653,	17.70346,	17.70346,	8.59407,	8.59407
0.654,	17.71205,	17.71205,	8.58426,	8.58426
0.655,	17.72063,	17.72063,	8.57445,	8.57445
0.656,	17.7292,	17.7292,	8.56464,	8.56464
0.657,	17.73776,	17.73776,	8.55483,	8.55483
0.658,	17.74631,	17.74631,	8.54502,	8.54502
0.659,	17.75485,	17.75485,	8.53521,	8.53521
0.66,	17.76338,	17.76338,	8.5254,	8.5254
0.661,	17.7719,	17.7719,	8.51559,	8.51559
0.662,	17.78041,	17.78041,	8.50578,	8.50578
0.663,	17.78891,	17.78891,	8.49597,	8.49597
0.664,	17.7974,	17.7974,	8.48616,	8.48616
0.665,	17.80588,	17.80588,	8.47635,	8.47635
0.666,	17.81436,	17.81436,	8.46654,	8.46654
0.667,	17.82282,	17.82282,	8.45673,	8.45673
0.668,	17.83127,	17.83127,	8.44692,	8.44692
0.669,	17.83971,	17.83971,	8.43711,	8.43711
0.67,	17.84814,	17.84814,	8.4273,	8.4273
0.671,	17.85657,	17.85657,	8.41749,	8.41749
0.672,	17.86498,	17.86498,	8.40768,	8.40768
0.673,	17.87338,	17.87338,	8.39787,	8.39787
0.674,	17.88177,	17.88177,	8.38806,	8.38806
0.675,	17.89016,	17.89016,	8.37825,	8.37825
0.676,	17.89853,	17.89853,	8.36844,	8.36844
0.677,	17.90689,	17.90689,	8.35863,	8.35863
0.678,	17.91525,	17.91525,	8.34882,	8.34882
0.679,	17.92359,	17.92359,	8.33901,	8.33901
0.68,	17.93192,	17.93192,	8.3292,	8.3292
0.681,	17.94025,	17.94025,	8.31939,	8.31939
0.682,	17.94856,	17.94856,	8.30958,	8.30958
0.683,	17.95687,	17.95687,	8.29977,	8.29977
0.684,	17.96516,	17.96516,	8.28996,	8.28996
0.685,	17.97345,	17.97345,	8.28015,	8.28015
0.686,	17.98172,	17.98172,	8.27034,	8.27034
0.687,	17.98999,	17.98999,	8.26053,	8.26053
0.688,	17.99825,	17.99825,	8.25072,	8.25072
0.689,	18.00649,	18.00649,	8.24091,	8.24091
0.69,	18.01473,	18.01473,	8.2311,	8.2311
0.691,	18.02295,	18.02295,	8.22129,	8.22129
0.692,	18.03117,	18.03117,	8.21148,	8.21148
0.693,	18.03938,	18.03938,	8.20167,	8.20167
0.694,	18.04757,	18.04757,	8.19186,	8.19186
0.695,	18.05576,	18.05576,	8.18205,	8.18205
0.696,	18.06394,	18.06394,	8.17224,	8.17224
0.697,	18.0721,	18.0721,	8.16243,	8.16243
0.698,	18.08026,	18.08026,	8.15262,	8.15262
0.699,	18.08841,	18.08841,	8.14281,	8.14281
0.7,	18.09655,	18.09655,	8.133,	8.133
0.701,	18.10468,	18.10468,	8.12319,	8.12319
0.702,	18.11279,	18.11279,	8.11338,	8.11338
0.703,	18.1209,	18.1209,	8.10357,	8.10357
0.704,	18.129,	18.129,	8.09376,	8.09376
0.705,	18.13709,	18.13709,	8.08395,	8.08395
0.706,	18.14517,	18.14517,	8.07414,	8.07414
0.707,	18.15324,	18.15324,	8.06433,	8.06433
0.708,	18.1613,	18.1613,	8.05452,	8.05452
0.709,	18.16935,	18.16935,	8.04471,	8.04471
0.71,	18.17739,	18.17739,	8.0349,	8.0349
0.711,	18.18542,	18.18542,	8.02509,	8.02509
0.712,	18.19344,	18.19344,	8.01528,	8.01528
0.713,	18.20145,	18.20145,	8.00547,	8.00547
0.714,	18.20945,	18.20945,	7.99566,	7.99566
0.715,	18.21744,	18.21744,	7.98585,	7.98585
0.716,	18.22542,	18.22542,	7.97604,	7.97604
0.717,	18.23339,	18.23339,	7.96623,	7.96623
0.718,	18.24135,	18.24135,	7.95642,	7.95642
0.719,	18.2493,	18.2493,	7.94661,	7.94661
0.72,	18.25724,	18.25724,	7.9368,	7.9368
0.721,	18.26518,	18.26518,	7.92699,	7.92699
0.722,	18.2731,	18.2731,	7.91718,	7.91718
0.723,	18.28101,	18.28101,	7.90737,	7.90737
0.724,	18.28891,	18.28891,	7.89756,	7.89756
0.725,	18.29681,	18.29681,	7.88775,	7.88775
0.726,	18.30469,	18.30469,	7.87794,	7.87794
0.727,	18.31256,	18.31256,	7.86813,	7.86813
0.728,	18.32043,	18.32043,	7.85832,	7.85832
0.729,	18.32828,	18.32828,	7.84851,	7.84851
0.73,	18.33612,	18.33612,	7.8387,	7.8387
0.731,	18.34396,	18.34396,	7.82889,	7.82889
0.732,	18.35178,	18.35178,	7.81908,	7.81908
0.733,	18.35959,	18.35959,	7.80927,	7.80927
0.734,	18.3674,	18.3674,	7.79946,	7.79946
0.735,	18.37519,	18.37519,	7.78965,	7.78965
0.736,	18.38298,	18.38298,	7.77984,	7.77984
0.737,	18.39075,	18.39075,	7.77003,	7.77003
0.738,	18.39852,	18.39852,	7.76022,	7.76022
0.739,	18.40627,	18.40627,	7.75041,	7.75041
0.74,	18.41402,	18.41402,	7.7406,	7.7406
0.741,	18.42175,	18.42175,	7.73079,	7.73079
0.742,	18.42948,	18.42948,	7.72098,	7.72098
0.743,	18.4372,	18.4372,	7.71117,	7.71117
0.744,	18.4449,	18.4449,	7.70136,	7.70136
0.745,	18.4526,	18.4526,	7.69155,	7.69155
0.746,	18.46029,	18.46029,	7.68174,	7.68174
0.747,	18.46796,	18.46796,	7.67193,	7.67193
0.748,	18.47563,	18.47563,	7.66212,	7.66212
0.749,	18.48329,	18.48329,	7.65231,	7.65231
0.75,	18.49093,	18.49093,	7.6425,	7.6425
0.751,	18.49857,	18.49857,	7.63269,	7.63269
0.752,	18.5062,	18.5062,	7.62288,	7.62288
0.753,	18.51382,	18.51382,	7.61307,	7.61307
0.754,	18.52143,	18.52143,	7.60326,	7.60326
0.755,	18.52902,	18.52902,	7.59345,	7.59345
0.756,	18.53661,	18.53661,	7.58364,	7.58364
0.757,	18.54419,	18.54419,	7.57383,	7.57383
0.758,	18.55176,	18.55176,	7.56402,	7.56402
0.759,	18.55932,	18.55932,	7.55421,	7.55421
0.76,	18.56687,	18.56687,	7.5444,	7.5444
0.761,	18.57441,	18.57441,	7.53459,	7.53459
0.762,	18.58194,	18.58194,	7.52478,	7.52478
0.763,	18.58946,	18.58946,	7.51497,	7.51497
0.764,	18.59697,	18.59697,	7.50516,	7.50516
0.765,	18.60447,	18.60447,	7.49535,	7.49535
0.766,	18.61196,	18.61196,	7.48554,	7.48554
0.767,	18.61944,	18.61944,	7.47573,	7.47573
0.768,	18.62691,	18.62691,	7.46592,	7.46592
0.769,	18.63437,	18.63437,	7.45611,	7.45611
0.77,	18.64182,	18.64182,	7.4463,	7.4463
0.771,	18.64926,	18.64926,	7.43649,	7.43649
0.772,	18.65669,	18.65669,	7.42668,	7.42668
0.773,	18.66412,	18.66412,	7.41687,	7.41687
0.774,	18.67153,	18.67153,	7.40706,	7.40706
0.775,	18.67893,	18.67893,	7.39725,	7.39725
0.776,	18.68632,	18.68632,	7.38744,	7.38744
0.777,	18.69371,	18.69371,	7.37763,	7.37763
0.778,	18.70108,	18.70108,	7.36782,	7.36782
0.779,	18.70844,	18.70844,	7.35801,	7.35801
0.78,	18.7158,	18.7158,	7.3482,	7.3482
0.781,	18.72314,	18.72314,	7.33839,	7.33839
0.782,	18.73047,	18.73047,	7.32858,	7.32858
0.783,	18.73779,	18.73779,	7.31877,	7.31877
0.784,	18.74511,	18.74511,	7.30896,	7.30896
0.785,	18.75241,	18.75241,	7.29915,	7.29915
0.786,	18.75971,	18.75971,	7.28934,	7.28934
0.787,	18.76699,	18.76699,	7.27953,	7.27953
0.788,	18.77427,	18.77427,	7.26972,	7.26972
0.789,	18.78153,	18.78153,	7.25991,	7.25991
0.79,	18.78879,	18.78879,	7.2501,	7.2501
0.791,	18.79603,	18.79603,	7.24029,	7.24029
0.792,	18.80327,	18.80327,	7.23048,	7.23048
0.793,	18.81049,	18.81049,	7.22067,	7.22067
0.794,	18.81771,	18.81771,	7.21086,	7.21086
0.795,	18.82491,	18.82491,	7.20105,	7.20105
0.796,	18.83211,	18.83211,	7.19124,	7.19124
0.797,	18.8393,	18.8393,	7.18143,	7.18143
0.798,	18.84647,	18.84647,	7.17162,	7.17162
0.799,	18.85364,	18.85364,	7.16181,	7.16181
0.8,	18.8608,	18.8608,	7.152,	7.152
0.801,	18.86794,	18.86794,	7.14219,	7.14219
0.802,	18.87508,	18.87508,	7.13238,	7.13238
0.803,	18.88221,	18.88221,	7.12257,	7.12257
0.804,	18.88933,	18.88933,	7.11276,	7.11276
0.805,	18.89643,	18.89643,	7.10295,	7.10295
0.806,	18.90353,	18.90353,	7.09314,	7.09314
0.807,	18.91062,	18.91062,	7.08333,	7.08333
0.808,	18.9177,	18.9177,	7.07352,	7.07352
0.809,	18.92477,	18.92477,	7.06371,	7.06371
0.81,	18.93183,	18.93183,	7.0539,	7.0539
0.811,	18.93888,	18.93888,	7.04409,	7.04409
0.812,	18.94592,	18.94592,	7.03428,	7.03428
0.813,	18.95294,	18.95294,	7.02447,	7.02447
0.814,	18.95996,	18.95996,	7.01466,	7.01466
0.815,	18.96697,	18.96697,	7.00485,	7.00485
0.816,	18.97397,	18.97397,	6.99504,	6.99504
0.817,	18.98096,	18.98096,	6.98523,	6.98523
0.818,	18.98794,	18.98794,	6.97542,	6.97542
0.819,	18.99491,	18.99491,	6.96561,	6.96561
0.82,	19.00187,	19.00187,	6.9558,	6.9558
0.821,	19.00883,	19.00883,	6.94599,	6.94599
0.822,	19.01577,	19.01577,	6.93618,	6.93618
0.823,	19.0227,	19.0227,	6.92637,	6.92637
0.824,	19.02962,	19.02962,	6.91656,	6.91656
0.825,	19.03653,	19.03653,	6.90675,	6.90675
0.826,	19.04343,	19.04343,	6.89694,	6.89694
0.827,	19.05033,	19.05033,	6.88713,	6.88713
0.828,	19.05721,	19.05721,	6.87732,	6.87732
0.829,	19.06408,	19.06408,	6.86751,	6.86751
0.83,	19.07094,	19.07094,	6.8577,	6.8577
0.831,	19.0778,	19.0778,	6.84789,	6.84789
0.832,	19.08464,	19.08464,	6.83808,	6.83808
0.833,	19.09147,	19.09147,	6.82827,	6.82827
0.834,	19.0983,	19.0983,	6.81846,	6.81846
0.835,	19.10511,	19.10511,	6.80865,	6.80865
0.836,	19.11191,	19.11191,	6.79884,	6.79884
0.837,	19.11871,	19.11871,	6.78903,	6.78903
0.838,	19.12549,	19.12549,	6.77922,	6.77922
0.839,	19.13226,	19.13226,	6.76941,	6.76941
0.84,	19.13903,	19.13903,	6.7596,	6.7596
0.841,	19.14578,	19.14578,	6.74979,	6.74979
0.842,	19.15253,	19.15253,	6.73998,	6.73998
0.843,	19.15926,	19.15926,	6.73017,	6.73017
0.844,	19.16599,	19.16599,	6.72036,	6.72036
0.845,	19.1727,	19.1727,	6.71055,	6.71055
0.846,	19.17941,	19.17941,	6.70074,	6.70074
0.847,	19.18611,	19.18611,	6.69093,	6.69093
0.848,	19.19279,	19.19279,	6.68112,	6.68112
0.849,	19.19947,	19.19947,	6.67131,	6.67131
0.85,	19.20613,	19.20613,	6.6615,	6.6615
0.851,	19.21279,	19.21279,	6.65169,	6.65169
0.852,	19.21944,	19.21944,	6.64188,	6.64188
0.853,	19.22607,	19.22607,	6.63207,	6.63207
0.854,	19.2327,	19.2327,	6.62226,	6.62226
0.855,	19.23932,	19.23932,	6.61245,	6.61245
0.856,	19.24593,	19.24593,	6.60264,	6.60264
0.857,	19.25253,	19.25253,	6.59283,	6.59283
0.858,	19.25911,	19.25911,	6.58302,	6.58302
0.859,	19.26569,	19.26569,	6.57321,	6.57321
0.86,	19.27226,	19.27226,	6.5634,	6.5634
0.861,	19.27882,	19.27882,	6.55359,	6.55359
0.862,	19.28537,	19.28537,	6.54378,	6.54378
0.863,	19.2919,	19.2919,	6.53397,	6.53397
0.864,	19.29843,	19.29843,	6.52416,	6.52416
0.865,	19.30495,	19.30495,	6.51435,	6.51435
0.866,	19.31146,	19.31146,	6.50454,	6.50454
0.867,	19.31796,	19.31796,	6.49473,	6.49473
0.868,	19.32445,	19.32445,	6.48492,	6.48492
0.869,	19.33093,	19.33093,	6.47511,	6.47511
0.87,	19.3374,	19.3374,	6.4653,	6.4653
0.871,	19.34386,	19.34386,	6.45549,	6.45549
0.872,	19.35031,	19.35031,	6.44568,	6.44568
0.873,	19.35675,	19.35675,	6.43587,	6.43587
0.874,	19.36319,	19.36319,	6.42606,	6.42606
0.875,	19.36961,	19.36961,	6.41625,	6.41625
0.876,	19.37602,	19.37602,	6.40644,	6.40644
0.877,	19.38242,	19.38242,	6.39663,	6.39663
0.878,	19.38881,	19.38881,	6.38682,	6.38682
0.879,	19.39519,	19.39519,	6.37701,	6.37701
0.88,	19.40157,	19.40157,	6.3672,	6.3672
0.881,	19.40793,	19.40793,	6.35739,	6.35739
0.882,	19.41428,	19.41428,	6.34758,	6.34758
0.883,	19.42062,	19.42062,	6.33777,	6.33777
0.884,	19.42695,	19.42695,	6.32796,	6.32796
0.885,	19.43328,	19.43328,	6.31815,	6.31815
0.886,	19.43959,	19.43959,	6.30834,	6.30834
0.887,	19.44589,	19.44589,	6.29853,	6.29853
0.888,	19.45219,	19.45219,	6.28872,	6.28872
0.889,	19.45847,	19.45847,	6.27891,	6.27891
0.89,	19.46475,	19.46475,	6.2691,	6.2691
0.891,	19.47101,	19.47101,	6.25929,	6.25929
0.892,	19.47726,	19.47726,	6.24948,	6.24948
0.893,	19.48351,	19.48351,	6.23967,	6.23967
0.894,	19.48974,	19.48974,	6.22986,	6.22986
0.895,	19.49597,	19.49597,	6.22005,	6.22005
0.896,	19.50218,	19.50218,	6.21024,	6.21024
0.897,	19.50839,	19.50839,	6.20043,	6.20043
0.898,	19.51459,	19.51459,	6.19062,	6.19062
0.899,	19.52077,	19.52077,	6.18081,	6.18081
0.9,	19.52695,	19.52695,	6.171,	6.171
0.901,	19.53311,	19.53311,	6.16119,	6.16119
0.902,	19.53927,	19.53927,	6.15138,	6.15138
0.903,	19.54542,	19.54542,	6.14157,	6.14157
0.904,	19.55155,	19.55155,	6.13176,	6.13176
0.905,	19.55768,	19.55768,	6.12195,	6.12195
0.906,	19.5638,	19.5638,	6.11214,	6.11214
0.907,	19.5699,	19.5699,	6.10233,	6.10233
0.908,	19.576,	19.576,	6.09252,	6.09252
0.909,	19.58209,	19.58209,	6.08271,	6.08271
0.91,	19.58817,	19.58817,	6.0729,	6.0729
0.911,	19.59423,	19.59423,	6.06309,	6.06309
0.912,	19.60029,	19.60029,	6.05328,	6.05328
0.913,	19.60634,	19.60634,	6.04347,	6.04347
0.914,	19.61238,	19.61238,	6.03366,	6.03366
0.915,	19.61841,	19.61841,	6.02385,	6.02385
0.916,	19.62443,	19.62443,	6.01404,	6.01404
0.917,	19.63044,	19.63044,	6.00423,	6.00423
0.918,	19.63644,	19.63644,	5.99442,	5.99442
0.919,	19.64243,	19.64243,	5.98461,	5.98461
0.92,	19.64841,	19.64841,	5.9748,	5.9748
0.921,	19.65438,	19.65438,	5.96499,	5.96499
0.922,	19.66034,	19.66034,	5.95518,	5.95518
0.923,	19.66628,	19.66628,	5.94537,	5.94537
0.924,	19.67223,	19.67223,	5.93556,	5.93556
0.925,	19.67816,	19.67816,	5.92575,	5.92575
0.926,	19.68408,	19.68408,	5.91594,	5.91594
0.927,	19.68999,	19.68999,	5.90613,	5.90613
0.928,	19.69589,	19.69589,	5.89632,	5.89632
0.929,	19.70178,	19.70178,	5.88651,	5.88651
0.93,	19.70766,	19.70766,	5.8767,	5.8767
0.931,	19.71353,	19.71353,	5.86689,	5.86689
0.932,	19.7194,	19.7194,	5.85708,	5.85708
0.933,	19.72525,	19.72525,	5.84727,	5.84727
0.934,	19.73109,	19.73109,	5.83746,	5.83746
0.935,	19.73692,	19.73692,	5.82765,	5.82765
0.936,	19.74275,	19.74275,	5.81784,	5.81784
0.937,	19.74856,	19.74856,	5.80803,	5.80803
0.938,	19.75436,	19.75436,	5.79822,	5.79822
0.939,	19.76015,	19.76015,	5.78841,	5.78841
0.94,	19.76594,	19.76594,	5.7786,	5.7786
0.941,	19.77171,	19.77171,	5.76879,	5.76879
0.942,	19.77748,	19.77748,	5.75898,	5.75898
0.943,	19.78323,	19.78323,	5.74917,	5.74917
0.944,	19.78897,	19.78897,	5.73936,	5.73936
0.945,	19.79471,	19.79471,	5.72955,	5.72955
0.946,	19.80043,	19.80043,	5.71974,	5.71974
0.947,	19.80615,	19.80615,	5.70993,	5.70993
0.948,	19.81185,	19.81185,	5.70012,	5.70012
0.949,	19.81755,	19.81755,	5.69031,	5.69031
0.95,	19.82323,	19.82323,	5.6805,	5.6805
0.951,	19.82891,	19.82891,	5.67069,	5.67069
0.952,	19.83458,	19.83458,	5.66088,	5.66088
0.953,	19.84023,	19.84023,	5.65107,	5.65107
0.954,	19.84588,	19.84588,	5.64126,	5.64126
0.955,	19.85151,	19.85151,	5.63145,	5.63145
0.956,	19.85714,	19.85714,	5.62164,	5.62164
0.957,	19.86276,	19.86276,	5.61183,	5.61183
0.958,	19.86836,	19.86836,	5.60202,	5.60202
0.959,	19.87396,	19.87396,	5.59221,	5.59221
0.96,	19.87955,	19.87955,	5.5824,	5.5824
0.961,	19.88513,	19.88513,	5.57259,	5.57259
0.962,	19.89069,	19.89069,	5.56278,	5.56278
0.963,	19.89625,	19.89625,	5.55297,	5.55297
0.964,	19.9018,	19.9018,	5.54316,	5.54316
0.965,	19.90734,	19.90734,	5.53335,	5.53335
0.966,	19.91287,	19.91287,	5.52354,	5.52354
0.967,	19.91838,	19.91838,	5.51373,	5.51373
0.968,	19.92389,	19.92389,	5.50392,	5.50392
0.969,	19.92939,	19.92939,	5.49411,	5.49411
0.97,	19.93488,	19.93488,	5.4843,	5.4843
0.971,	19.94036,	19.94036,	5.47449,	5.47449
0.972,	19.94583,	19.94583,	5.46468,	5.46468
0.973,	19.95129,	19.95129,	5.45487,	5.45487
0.974,	19.95674,	19.95674,	5.44506,	5.44506
0.975,	19.96218,	19.96218,	5.43525,	5.43525
0.976,	19.96761,	19.96761,	5.42544,	5.42544
0.977,	19.97303,	19.97303,	5.41563,	5.41563
0.978,	19.97844,	19.97844,	5.40582,	5.40582
0.979,	19.98384,	19.98384,	5.39601,	5.39601
0.98,	19.98923,	19.98923,	5.3862,	5.3862
0.981,	19.99462,	19.99462,	5.37639,	5.37639
0.982,	19.99999,	19.99999,	5.36658,	5.36658
0.983,	20.00535,	20.00535,	5.35677,	5.35677
0.984,	20.0107,	20.0107,	5.34696,	5.34696
0.985,	20.01604,	20.01604,	5.33715,	5.33715
0.986,	20.02138,	20.02138,	5.32734,	5.32734
0.987,	20.0267,	20.0267,	5.31753,	5.31753
0.988,	20.03201,	20.03201,	5.30772,	5.30772
