"Time","heatCapacitor_T0","switch_Controll"
0,20,0
0.0001,20.0009999807603,0
0.0101,20.10092005822,0
0.0201,20.2007016780999,0
0.0301,20.3003495235424,0
0.0401,20.3998541513982,0
0.0501,20.4992206403867,0
0.0601,20.5984508156818,0
0.0701,20.6975446772834,0
0.0801,20.7965022251917,0
0.0901,20.8953234594065,0
0.1001,20.9940083799279,0
0.1101,21.092556986756,0
0.1201,21.1909755944522,0
0.1301,21.2892631672379,0
0.1401,21.3874155293884,0
0.1501,21.4854326809036,0
0.1601,21.5833146217836,0
0.1701,21.6810613520284,0
0.1801,21.778672871638,0
0.1901,21.8761491806123,0
0.2001,21.9734902789514,0
0.2101,22.0706961666553,0
0.2201,22.1677668437239,0
0.2301,22.2647023101574,0
0.2401,22.3615025659556,0
0.2501,22.4581676111185,0
0.2601,22.5546974456462,0
0.2701,22.6510920695388,0
0.2801,22.747351482796,0
0.2901,22.8434756854181,0
0.3001,22.9394646774049,0
0.3101,23.0353680342241,0
0.3201,23.1311563858022,0
0.3301,23.2268134645784,0
0.3401,23.3223392705529,0
0.3501,23.4177338037256,0
0.3601,23.5129970640965,0
0.3701,23.6081290516656,0
0.3801,23.703129766433,0
0.3901,23.7979992083985,0
0.4001,23.8927373775623,0
0.4101,23.9873442739242,0
0.4201,24.0818198974844,0
0.4301,24.1761642482429,0
0.4401,24.2703773261995,0
0.4501,24.3644591313543,0
0.4601,24.4584096637074,0
0.4701,24.5522289232586,0
0.4801,24.6459169100081,0
0.4901,24.7394736239558,0
0.5001,24.8328990651017,0
0.5101,24.9261932334458,0
0.5201,25.0193561289881,0
0.5301,25.1123877517286,0
0.5401,25.2052881016674,0
0.5501,25.2980571788044,0
0.5601,25.3906949831396,0
0.5701,25.483201514673,0
0.5801,25.5755767734046,0
0.5901,25.6678207593344,0
0.6001,25.7599334724625,0
0.6101,25.8519149127887,0
0.6201,25.9437650803132,0
0.6301,25.9976788182716,1
0.6401,25.9916919529529,1
0.6501,25.9857098854641,1
0.6601,25.9797318034693,1
0.6701,25.9737577069685,1
0.6801,25.9677890658183,1
0.6901,25.9618324822048,1
0.700100000000001,25.9558811768688,1
0.710100000000001,25.9499351498102,1
0.720100000000001,25.9439944010291,1
0.730100000000001,25.9380589305255,1
0.740100000000001,25.9321287382993,1
0.750100000000001,25.9262038243506,1
0.760100000000001,25.9202841886794,1
0.770100000000001,25.9143698312856,1
0.780100000000001,25.9084607521693,1
