"time","Piston.body.frame_a.r_0[2]","Inertia.w"
0.000000E+000,3.999999E-001,0.000000E+000
1.000000E-004,3.999999E-001,9.404716E-004
2.000000E-004,3.999999E-001,1.881120E-003
3.000000E-004,3.999999E-001,2.822034E-003
4.000000E-004,3.999999E-001,3.763302E-003
5.000000E-004,3.999999E-001,4.705012E-003
6.000000E-004,3.999999E-001,5.647253E-003
7.000000E-004,3.999999E-001,6.589888E-003
8.000000E-004,3.999999E-001,7.533100E-003
9.000000E-004,3.999999E-001,8.477007E-003
1.000000E-003,3.999999E-001,9.421707E-003
1.100000E-003,3.999999E-001,1.036729E-002
1.200000E-003,3.999999E-001,1.131385E-002
1.300000E-003,3.999999E-001,1.226148E-002
1.400000E-003,3.999999E-001,1.321025E-002
1.500000E-003,3.999999E-001,1.416027E-002
1.600000E-003,3.999999E-001,1.511162E-002
1.700000E-003,3.999999E-001,1.606439E-002
1.800000E-003,3.999999E-001,1.701868E-002
1.900000E-003,3.999999E-001,1.797456E-002
2.000000E-003,3.999999E-001,1.893212E-002
2.100000E-003,3.999999E-001,1.989146E-002
2.200000E-003,3.999999E-001,2.085265E-002
2.300000E-003,3.999999E-001,2.181581E-002
2.400000E-003,3.999999E-001,2.278102E-002
2.500000E-003,3.999999E-001,2.374837E-002
2.600000E-003,3.999999E-001,2.471795E-002
2.700000E-003,3.999999E-001,2.568985E-002
2.800000E-003,3.999999E-001,2.666418E-002
2.900000E-003,3.999999E-001,2.764101E-002
3.000000E-003,3.999999E-001,2.862044E-002
3.100000E-003,3.999999E-001,2.960256E-002
3.200000E-003,3.999999E-001,3.058746E-002
3.300000E-003,3.999999E-001,3.157525E-002
3.400000E-003,3.999999E-001,3.256600E-002
3.500000E-003,3.999999E-001,3.355981E-002
3.600000E-003,3.999999E-001,3.455678E-002
3.700000E-003,3.999999E-001,3.555700E-002
3.800000E-003,3.999999E-001,3.656056E-002
3.900000E-003,3.999999E-001,3.756756E-002
4.000000E-003,3.999999E-001,3.857809E-002
4.100000E-003,3.999999E-001,3.959225E-002
4.200000E-003,3.999999E-001,4.061014E-002
4.300000E-003,3.999999E-001,4.163184E-002
4.400000E-003,3.999999E-001,4.265746E-002
4.500000E-003,3.999999E-001,4.368709E-002
4.600000E-003,3.999999E-001,4.472083E-002
4.700000E-003,3.999999E-001,4.575877E-002
4.800000E-003,3.999999E-001,4.680102E-002
4.900000E-003,3.999999E-001,4.784766E-002
5.000000E-003,3.999999E-001,4.889881E-002
5.100000E-003,3.999999E-001,4.995456E-002
5.200000E-003,3.999999E-001,5.101500E-002
5.300000E-003,3.999999E-001,5.208024E-002
5.400000E-003,3.999999E-001,5.315038E-002
5.500000E-003,3.999999E-001,5.422551E-002
5.600000E-003,3.999999E-001,5.530575E-002
5.700000E-003,3.999999E-001,5.639118E-002
5.800000E-003,3.999999E-001,5.748192E-002
5.900000E-003,3.999999E-001,5.857807E-002
