"time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6[1]","Out6[2]","Out6[3]","Out6[4]","Out6[5]","Out6[6]","Out7","Out8[1]","Out8[2]","Out9","Out10","Out11"
0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.1,0.0,0.0998334166468,1.0,0.0,12.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0998334166468,0.0,0.0,0.0199666833294,6.0
0.2,0.0,0.198669330795,2.0,0.0,12.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.198669330795,0.0,0.0,0.039733866159,6.0
0.3,0.0,0.295520206661,3.0,0.0,12.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.295520206661,0.295520206661,0.0,0.218229623081,0.0591040413322,6.0
0.4,0.0,0.389418342309,4.0,0.0,12.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.295520206661,0.389418342309,0.0,0.218229623081,0.0778836684617,6.0
0.5,0.0,0.479425538604,5.0,0.0,12.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.295520206661,0.479425538604,0.0,0.425939465067,0.0958851077208,6.0
0.6,0.0,0.564642473395,6.0,0.0,12.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.564642473395,0.564642473395,0.0,0.425939465067,0.112928494679,6.0
0.7,0.0,0.644217687238,7.0,0.0,12.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.564642473395,0.644217687238,0.0,0.613116851975,0.128843537447,6.0
0.8,0.0,0.7173560909,8.0,0.0,12.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.564642473395,0.7173560909,0.0,0.613116851975,0.14347121818,6.0
0.9,0.0,0.783326909627,9.0,0.0,12.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.783326909627,0.783326909627,0.0,0.770738878901,0.156665381925,6.0
1.0,1.0,0.841470984808,10.0,0.0,12.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.783326909627,0.841470984808,1.0,0.770738878901,0.168294196961,6.0
