"time","iAC[1]","iAC[2]","iAC[3]","uAC[1]","uAC[2]","uDC","Losses","uAC[3]"
2.574000E-002,2.105198E+002,-2.635398E-001,-2.102563E+002,3.961038E+002,1.325637E+002,5.242477E+002,1.653989E+003,-5.286675E+002
2.576000E-002,2.105198E+002,-2.635398E-001,-2.102563E+002,3.961038E+002,1.325637E+002,5.242477E+002,1.653989E+003,-5.286675E+002
2.578000E-002,2.105198E+002,-2.635398E-001,-2.102563E+002,3.961038E+002,1.325637E+002,5.242477E+002,1.653989E+003,-5.286675E+002
2.580000E-002,2.105198E+002,-2.635398E-001,-2.102563E+002,3.961038E+002,1.325637E+002,5.242477E+002,1.653989E+003,-5.286675E+002
2.582000E-002,2.266543E+002,-2.337678E-001,-2.264205E+002,3.802907E+002,1.465226E+002,5.223613E+002,1.720352E+003,-5.268133E+002
2.584000E-002,2.266543E+002,-2.337678E-001,-2.264205E+002,3.802907E+002,1.465226E+002,5.223613E+002,1.720352E+003,-5.268133E+002
2.586000E-002,2.266543E+002,-2.337678E-001,-2.264205E+002,3.802907E+002,1.465226E+002,5.223613E+002,1.720352E+003,-5.268133E+002
2.588000E-002,2.266543E+002,-2.337678E-001,-2.264205E+002,3.802907E+002,1.465226E+002,5.223613E+002,1.720352E+003,-5.268133E+002
2.590000E-002,2.266543E+002,-2.337678E-001,-2.264205E+002,3.802907E+002,1.465226E+002,5.223613E+002,1.720352E+003,-5.268133E+002
2.592000E-002,2.478075E+002,-2.037651E-001,-2.476037E+002,3.644296E+002,1.606643E+002,5.205995E+002,1.813938E+003,-5.250939E+002
2.594000E-002,2.478075E+002,-2.037651E-001,-2.476037E+002,3.644296E+002,1.606643E+002,5.205995E+002,1.813938E+003,-5.250939E+002
2.596000E-002,2.478075E+002,-2.037651E-001,-2.476037E+002,3.644296E+002,1.606643E+002,5.205995E+002,1.813938E+003,-5.250939E+002
2.598000E-002,2.478075E+002,-2.037651E-001,-2.476037E+002,3.644296E+002,1.606643E+002,5.205995E+002,1.813938E+003,-5.250939E+002
2.600000E-002,2.478075E+002,-2.037651E-001,-2.476037E+002,3.644296E+002,1.606643E+002,5.205995E+002,1.813938E+003,-5.250939E+002
2.602000E-002,2.733758E+002,-1.735613E-001,-2.732022E+002,3.485509E+002,1.749895E+002,5.189949E+002,1.933054E+003,-5.235404E+002
2.604000E-002,2.733758E+002,-1.735613E-001,-2.732022E+002,3.485509E+002,1.749895E+002,5.189949E+002,1.933054E+003,-5.235404E+002
2.606000E-002,2.733758E+002,-1.735613E-001,-2.732022E+002,3.485509E+002,1.749895E+002,5.189949E+002,1.933054E+003,-5.235404E+002
2.608000E-002,2.733758E+002,-1.735613E-001,-2.732022E+002,3.485509E+002,1.749895E+002,5.189949E+002,1.933054E+003,-5.235404E+002
2.610000E-002,2.733758E+002,-1.735613E-001,-2.732022E+002,3.485509E+002,1.749895E+002,5.189949E+002,1.933054E+003,-5.235404E+002
2.612000E-002,3.028003E+002,-1.431862E-001,-3.026572E+002,3.326817E+002,1.894953E+002,5.175726E+002,2.076226E+003,-5.221770E+002
2.614000E-002,3.028003E+002,-1.431862E-001,-3.026572E+002,3.326817E+002,1.894953E+002,5.175726E+002,2.076226E+003,-5.221770E+002
2.616000E-002,3.028003E+002,-1.431862E-001,-3.026572E+002,3.326817E+002,1.894953E+002,5.175726E+002,2.076226E+003,-5.221770E+002
2.618000E-002,3.028003E+002,-1.431862E-001,-3.026572E+002,3.326817E+002,1.894953E+002,5.175726E+002,2.076226E+003,-5.221770E+002
2.620000E-002,3.028003E+002,-1.431862E-001,-3.026572E+002,3.326817E+002,1.894953E+002,5.175726E+002,2.076226E+003,-5.221770E+002
2.622000E-002,3.354664E+002,-1.126699E-001,-3.353538E+002,3.168479E+002,2.041779E+002,5.163560E+002,2.241608E+003,-5.210258E+002
2.624000E-002,3.354664E+002,-1.126699E-001,-3.353538E+002,3.168479E+002,2.041779E+002,5.163560E+002,2.241608E+003,-5.210258E+002
2.626000E-002,3.354664E+002,-1.126699E-001,-3.353538E+002,3.168479E+002,2.041779E+002,5.163560E+002,2.241608E+003,-5.210258E+002
2.628000E-002,3.354664E+002,-1.126699E-001,-3.353538E+002,3.168479E+002,2.041779E+002,5.163560E+002,2.241608E+003,-5.210258E+002
2.630000E-002,3.354664E+002,-1.126699E-001,-3.353538E+002,3.168479E+002,2.041779E+002,5.163560E+002,2.241608E+003,-5.210258E+002
2.632000E-002,3.707123E+002,-8.204234E-002,-3.706303E+002,3.010741E+002,2.190317E+002,5.153655E+002,2.426907E+003,-5.201058E+002
2.634000E-002,3.707123E+002,-8.204234E-002,-3.706303E+002,3.010741E+002,2.190317E+002,5.153655E+002,2.426907E+003,-5.201058E+002
2.636000E-002,3.707123E+002,-8.204234E-002,-3.706303E+002,3.010741E+002,2.190317E+002,5.153655E+002,2.426907E+003,-5.201058E+002
2.638000E-002,3.707123E+002,-8.204234E-002,-3.706303E+002,3.010741E+002,2.190317E+002,5.153655E+002,2.426907E+003,-5.201058E+002
2.640000E-002,3.707123E+002,-8.204234E-002,-3.706303E+002,3.010741E+002,2.190317E+002,5.153655E+002,2.426907E+003,-5.201058E+002
2.642000E-002,4.078657E+002,-5.133384E-002,-4.078144E+002,2.853823E+002,2.340484E+002,5.146161E+002,2.629473E+003,-5.194307E+002
2.644000E-002,4.078657E+002,-5.133384E-002,-4.078144E+002,2.853823E+002,2.340484E+002,5.146161E+002,2.629473E+003,-5.194307E+002
2.646000E-002,4.078657E+002,-5.133384E-002,-4.078144E+002,2.853823E+002,2.340484E+002,5.146161E+002,2.629473E+003,-5.194307E+002
2.648000E-002,4.078657E+002,-5.133384E-002,-4.078144E+002,2.853823E+002,2.340484E+002,5.146161E+002,2.629473E+003,-5.194307E+002
2.650000E-002,4.078657E+002,-5.133384E-002,-4.078144E+002,2.853823E+002,2.340484E+002,5.146161E+002,2.629473E+003,-5.194307E+002
2.652000E-002,4.462506E+002,-2.057468E-002,-4.462301E+002,2.697916E+002,2.492169E+002,5.141171E+002,2.846277E+003,-5.190086E+002
2.654000E-002,4.462506E+002,-2.057468E-002,-4.462301E+002,2.697916E+002,2.492169E+002,5.141171E+002,2.846277E+003,-5.190086E+002
2.656000E-002,4.462506E+002,-2.057468E-002,-4.462301E+002,2.697916E+002,2.492169E+002,5.141171E+002,2.846277E+003,-5.190086E+002
2.658000E-002,4.462506E+002,-2.057468E-002,-4.462301E+002,2.697916E+002,2.492169E+002,5.141171E+002,2.846277E+003,-5.190086E+002
2.660000E-002,4.462506E+002,-2.057468E-002,-4.462301E+002,2.697916E+002,2.492169E+002,5.141171E+002,2.846277E+003,-5.190086E+002
2.662000E-002,4.851895E+002,1.020479E-002,-4.851997E+002,2.543199E+002,2.645247E+002,5.138753E+002,3.073878E+003,-5.188446E+002
2.664000E-002,4.851895E+002,1.020479E-002,-4.851997E+002,2.543199E+002,2.645247E+002,5.138753E+002,3.073878E+003,-5.188446E+002
2.666000E-002,4.851895E+002,1.020479E-002,-4.851997E+002,2.543199E+002,2.645247E+002,5.138753E+002,3.073878E+003,-5.188446E+002
2.668000E-002,4.851895E+002,1.020479E-002,-4.851997E+002,2.543199E+002,2.645247E+002,5.138753E+002,3.073878E+003,-5.188446E+002
2.670000E-002,4.851895E+002,1.020479E-002,-4.851997E+002,2.543199E+002,2.645247E+002,5.138753E+002,3.073878E+003,-5.188446E+002
2.672000E-002,5.240028E+002,4.097420E-002,-5.240438E+002,2.389833E+002,2.799576E+002,5.138939E+002,3.308401E+003,-5.189409E+002
2.674000E-002,5.240028E+002,4.097420E-002,-5.240438E+002,2.389833E+002,2.799576E+002,5.138939E+002,3.308401E+003,-5.189409E+002
2.676000E-002,5.240028E+002,4.097420E-002,-5.240438E+002,2.389833E+002,2.799576E+002,5.138939E+002,3.308401E+003,-5.189409E+002
2.678000E-002,5.240028E+002,4.097420E-002,-5.240438E+002,2.389833E+002,2.799576E+002,5.138939E+002,3.308401E+003,-5.189409E+002
2.680000E-002,5.240028E+002,4.097420E-002,-5.240438E+002,2.389833E+002,2.799576E+002,5.138939E+002,3.308401E+003,-5.189409E+002
2.682000E-002,5.620126E+002,7.170316E-002,-5.620843E+002,2.237934E+002,2.954967E+002,5.141671E+002,3.545532E+003,-5.192901E+002
2.684000E-002,5.620126E+002,7.170316E-002,-5.620843E+002,2.237934E+002,2.954967E+002,5.141671E+002,3.545532E+003,-5.192901E+002
2.686000E-002,5.620126E+002,7.170316E-002,-5.620843E+002,2.237934E+002,2.954967E+002,5.141671E+002,3.545532E+003,-5.192901E+002
2.688000E-002,5.620126E+002,7.170316E-002,-5.620843E+002,2.237934E+002,2.954967E+002,5.141671E+002,3.545532E+003,-5.192901E+002
2.690000E-002,5.620126E+002,7.170316E-002,-5.620843E+002,2.237934E+002,2.954967E+002,5.141671E+002,3.545532E+003,-5.192901E+002
2.692000E-002,5.985466E+002,1.023614E-001,-5.986490E+002,2.087626E+002,3.111241E+002,5.146905E+002,3.780587E+003,-5.198867E+002
2.694000E-002,5.985466E+002,1.023614E-001,-5.986490E+002,2.087626E+002,3.111241E+002,5.146905E+002,3.780587E+003,-5.198867E+002
2.696000E-002,5.985466E+002,1.023614E-001,-5.986490E+002,2.087626E+002,3.111241E+002,5.146905E+002,3.780587E+003,-5.198867E+002
2.698000E-002,5.985466E+002,1.023614E-001,-5.986490E+002,2.087626E+002,3.111241E+002,5.146905E+002,3.780587E+003,-5.198867E+002
2.700000E-002,5.985466E+002,1.023614E-001,-5.986490E+002,2.087626E+002,3.111241E+002,5.146905E+002,3.780587E+003,-5.198867E+002
2.702000E-002,6.329396E+002,1.329185E-001,-6.330725E+002,1.938988E+002,3.268175E+002,5.154514E+002,4.008532E+003,-5.207163E+002
2.704000E-002,6.329396E+002,1.329185E-001,-6.330725E+002,1.938988E+002,3.268175E+002,5.154514E+002,4.008532E+003,-5.207163E+002
2.706000E-002,6.329396E+002,1.329185E-001,-6.330725E+002,1.938988E+002,3.268175E+002,5.154514E+002,4.008532E+003,-5.207163E+002
2.708000E-002,6.329396E+002,1.329185E-001,-6.330725E+002,1.938988E+002,3.268175E+002,5.154514E+002,4.008532E+003,-5.207163E+002
2.710000E-002,6.329396E+002,1.329185E-001,-6.330725E+002,1.938988E+002,3.268175E+002,5.154514E+002,4.008532E+003,-5.207163E+002
2.712000E-002,6.645509E+002,1.633446E-001,-6.647143E+002,1.792073E+002,3.425520E+002,5.164311E+002,4.224156E+003,-5.217593E+002
2.714000E-002,6.645509E+002,1.633446E-001,-6.647143E+002,1.792073E+002,3.425520E+002,5.164311E+002,4.224156E+003,-5.217593E+002
2.716000E-002,6.645509E+002,1.633446E-001,-6.647143E+002,1.792073E+002,3.425520E+002,5.164311E+002,4.224156E+003,-5.217593E+002
2.718000E-002,6.645509E+002,1.633446E-001,-6.647143E+002,1.792073E+002,3.425520E+002,5.164311E+002,4.224156E+003,-5.217593E+002
2.720000E-002,6.645509E+002,1.633446E-001,-6.647143E+002,1.792073E+002,3.425520E+002,5.164311E+002,4.224156E+003,-5.217593E+002
2.722000E-002,6.927395E+002,1.936094E-001,-6.929331E+002,1.646937E+002,3.583033E+002,5.176123E+002,4.422001E+003,-5.229970E+002
2.724000E-002,6.927395E+002,1.936094E-001,-6.929331E+002,1.646937E+002,3.583033E+002,5.176123E+002,4.422001E+003,-5.229970E+002
2.726000E-002,6.927395E+002,1.936094E-001,-6.929331E+002,1.646937E+002,3.583033E+002,5.176123E+002,4.422001E+003,-5.229970E+002
2.728000E-002,6.927395E+002,1.936094E-001,-6.929331E+002,1.646937E+002,3.583033E+002,5.176123E+002,4.422001E+003,-5.229970E+002
2.730000E-002,6.927395E+002,1.936094E-001,-6.929331E+002,1.646937E+002,3.583033E+002,5.176123E+002,4.422001E+003,-5.229970E+002
2.732000E-002,7.169052E+002,2.236831E-001,-7.171288E+002,1.503588E+002,3.740421E+002,5.189679E+002,4.596700E+003,-5.244009E+002
2.734000E-002,7.169052E+002,2.236831E-001,-7.171288E+002,1.503588E+002,3.740421E+002,5.189679E+002,4.596700E+003,-5.244009E+002
2.736000E-002,7.169052E+002,2.236831E-001,-7.171288E+002,1.503588E+002,3.740421E+002,5.189679E+002,4.596700E+003,-5.244009E+002
2.738000E-002,7.169052E+002,2.236831E-001,-7.171288E+002,1.503588E+002,3.740421E+002,5.189679E+002,4.596700E+003,-5.244009E+002
2.740000E-002,7.169052E+002,2.236831E-001,-7.171288E+002,1.503588E+002,3.740421E+002,5.189679E+002,4.596700E+003,-5.244009E+002
2.742000E-002,7.364664E+002,2.535361E-001,-7.367199E+002,1.362027E+002,3.897391E+002,5.204696E+002,4.742948E+003,-5.259417E+002
2.744000E-002,7.364664E+002,2.535361E-001,-7.367199E+002,1.362027E+002,3.897391E+002,5.204696E+002,4.742948E+003,-5.259417E+002
2.746000E-002,7.364664E+002,2.535361E-001,-7.367199E+002,1.362027E+002,3.897391E+002,5.204696E+002,4.742948E+003,-5.259417E+002
2.748000E-002,7.364664E+002,2.535361E-001,-7.367199E+002,1.362027E+002,3.897391E+002,5.204696E+002,4.742948E+003,-5.259417E+002
2.750000E-002,7.364664E+002,2.535361E-001,-7.367199E+002,1.362027E+002,3.897391E+002,5.204696E+002,4.742948E+003,-5.259417E+002
2.752000E-002,7.508609E+002,2.831389E-001,-7.511440E+002,1.222239E+002,4.053631E+002,5.220860E+002,4.855618E+003,-5.275870E+002
2.754000E-002,7.508609E+002,2.831389E-001,-7.511440E+002,1.222239E+002,4.053631E+002,5.220860E+002,4.855618E+003,-5.275870E+002
2.756000E-002,7.508609E+002,2.831389E-001,-7.511440E+002,1.222239E+002,4.053631E+002,5.220860E+002,4.855618E+003,-5.275870E+002
2.758000E-002,7.508609E+002,2.831389E-001,-7.511440E+002,1.222239E+002,4.053631E+002,5.220860E+002,4.855618E+003,-5.275870E+002
2.760000E-002,7.508609E+002,2.831389E-001,-7.511440E+002,1.222239E+002,4.053631E+002,5.220860E+002,4.855618E+003,-5.275870E+002
2.762000E-002,7.595889E+002,3.124623E-001,-7.599014E+002,1.084173E+002,4.208799E+002,5.237788E+002,4.930170E+003,-5.292972E+002
2.764000E-002,7.595889E+002,3.124623E-001,-7.599014E+002,1.084173E+002,4.208799E+002,5.237788E+002,4.930170E+003,-5.292972E+002
2.766000E-002,7.595889E+002,3.124623E-001,-7.599014E+002,1.084173E+002,4.208799E+002,5.237788E+002,4.930170E+003,-5.292972E+002
2.768000E-002,7.595889E+002,3.124623E-001,-7.599014E+002,1.084173E+002,4.208799E+002,5.237788E+002,4.930170E+003,-5.292972E+002
2.770000E-002,7.595889E+002,3.124623E-001,-7.599014E+002,1.084173E+002,4.208799E+002,5.237788E+002,4.930170E+003,-5.292972E+002
2.772000E-002,7.621518E+002,3.414773E-001,-7.624933E+002,9.477823E+001,4.362558E+002,5.255105E+002,4.962362E+003,-5.310340E+002
2.774000E-002,7.621518E+002,3.414773E-001,-7.624933E+002,9.477823E+001,4.362558E+002,5.255105E+002,4.962362E+003,-5.310340E+002
2.776000E-002,7.621518E+002,3.414773E-001,-7.624933E+002,9.477823E+001,4.362558E+002,5.255105E+002,4.962362E+003,-5.310340E+002
2.778000E-002,7.621518E+002,3.414773E-001,-7.624933E+002,9.477823E+001,4.362558E+002,5.255105E+002,4.962362E+003,-5.310340E+002
2.780000E-002,7.621518E+002,3.414773E-001,-7.624933E+002,9.477823E+001,4.362558E+002,5.255105E+002,4.962362E+003,-5.310340E+002
2.782000E-002,7.581055E+002,3.701552E-001,-7.584757E+002,8.129909E+001,4.514546E+002,5.272382E+002,4.948731E+003,-5.327537E+002
2.784000E-002,7.581055E+002,3.701552E-001,-7.584757E+002,8.129909E+001,4.514546E+002,5.272382E+002,4.948731E+003,-5.327537E+002
2.786000E-002,7.581055E+002,3.701552E-001,-7.584757E+002,8.129909E+001,4.514546E+002,5.272382E+002,4.948731E+003,-5.327537E+002
2.788000E-002,7.581055E+002,3.701552E-001,-7.584757E+002,8.129909E+001,4.514546E+002,5.272382E+002,4.948731E+003,-5.327537E+002
2.790000E-002,7.581055E+002,3.701552E-001,-7.584757E+002,8.129909E+001,4.514546E+002,5.272382E+002,4.948731E+003,-5.327537E+002
2.792000E-002,7.470769E+002,3.984680E-001,-7.474754E+002,6.797003E+001,4.664384E+002,5.289150E+002,4.886822E+003,-5.344084E+002
2.794000E-002,7.470769E+002,3.984680E-001,-7.474754E+002,6.797003E+001,4.664384E+002,5.289150E+002,4.886822E+003,-5.344084E+002
2.796000E-002,7.470769E+002,3.984680E-001,-7.474754E+002,6.797003E+001,4.664384E+002,5.289150E+002,4.886822E+003,-5.344084E+002
2.798000E-002,7.470769E+002,3.984680E-001,-7.474754E+002,6.797003E+001,4.664384E+002,5.289150E+002,4.886822E+003,-5.344084E+002
2.800000E-002,7.470769E+002,3.984680E-001,-7.474754E+002,6.797003E+001,4.664384E+002,5.289150E+002,4.886822E+003,-5.344084E+002
2.802000E-002,7.286762E+002,4.263874E-001,-7.291026E+002,5.478202E+001,4.811698E+002,5.304951E+002,4.774698E+003,-5.359519E+002
2.804000E-002,7.286762E+002,4.263874E-001,-7.291026E+002,5.478202E+001,4.811698E+002,5.304951E+002,4.774698E+003,-5.359519E+002
2.806000E-002,7.286762E+002,4.263874E-001,-7.291026E+002,5.478202E+001,4.811698E+002,5.304951E+002,4.774698E+003,-5.359519E+002
2.808000E-002,7.286762E+002,4.263874E-001,-7.291026E+002,5.478202E+001,4.811698E+002,5.304951E+002,4.774698E+003,-5.359519E+002
2.810000E-002,7.286762E+002,4.263874E-001,-7.291026E+002,5.478202E+001,4.811698E+002,5.304951E+002,4.774698E+003,-5.359519E+002
2.812000E-002,7.026150E+002,4.538860E-001,-7.030689E+002,4.172274E+001,4.956092E+002,5.319274E+002,4.611835E+003,-5.373320E+002
2.814000E-002,7.026150E+002,4.538860E-001,-7.030689E+002,4.172274E+001,4.956092E+002,5.319274E+002,4.611835E+003,-5.373320E+002
2.816000E-002,7.026150E+002,4.538860E-001,-7.030689E+002,4.172274E+001,4.956092E+002,5.319274E+002,4.611835E+003,-5.373320E+002
2.818000E-002,7.026150E+002,4.538860E-001,-7.030689E+002,4.172274E+001,4.956092E+002,5.319274E+002,4.611835E+003,-5.373320E+002
2.820000E-002,7.026150E+002,4.538860E-001,-7.030689E+002,4.172274E+001,4.956092E+002,5.319274E+002,4.611835E+003,-5.373320E+002
2.822000E-002,6.686392E+002,4.809368E-001,-6.691201E+002,2.877956E+001,5.097169E+002,5.331598E+002,4.398743E+003,-5.384964E+002
2.824000E-002,6.686392E+002,4.809368E-001,-6.691201E+002,2.877956E+001,5.097169E+002,5.331598E+002,4.398743E+003,-5.384964E+002
2.826000E-002,6.686392E+002,4.809368E-001,-6.691201E+002,2.877956E+001,5.097169E+002,5.331598E+002,4.398743E+003,-5.384964E+002
2.828000E-002,6.686392E+002,4.809368E-001,-6.691201E+002,2.877956E+001,5.097169E+002,5.331598E+002,4.398743E+003,-5.384964E+002
2.830000E-002,6.686392E+002,4.809368E-001,-6.691201E+002,2.877956E+001,5.097169E+002,5.331598E+002,4.398743E+003,-5.384964E+002
2.832000E-002,6.265190E+002,5.075129E-001,-6.270265E+002,1.593928E+001,5.234527E+002,5.341395E+002,4.136957E+003,-5.393919E+002
2.834000E-002,6.265190E+002,5.075129E-001,-6.270265E+002,1.593928E+001,5.234527E+002,5.341395E+002,4.136957E+003,-5.393919E+002
2.836000E-002,6.265190E+002,5.075129E-001,-6.270265E+002,1.593928E+001,5.234527E+002,5.341395E+002,4.136957E+003,-5.393919E+002
2.838000E-002,6.265190E+002,5.075129E-001,-6.270265E+002,1.593928E+001,5.234527E+002,5.341395E+002,4.136957E+003,-5.393919E+002
2.840000E-002,6.265190E+002,5.075129E-001,-6.270265E+002,1.593928E+001,5.234527E+002,5.341395E+002,4.136957E+003,-5.393919E+002
2.842000E-002,5.761300E+002,5.335882E-001,-5.766636E+002,3.186922E+000,5.367757E+002,5.348109E+002,3.829602E+003,-5.399626E+002
2.844000E-002,5.761300E+002,5.335882E-001,-5.766636E+002,3.186922E+000,5.367757E+002,5.348109E+002,3.829602E+003,-5.399626E+002
2.846000E-002,5.761300E+002,5.335882E-001,-5.766636E+002,3.186922E+000,5.367757E+002,5.348109E+002,3.829602E+003,-5.399626E+002
2.848000E-002,5.761300E+002,5.335882E-001,-5.766636E+002,3.186922E+000,5.367757E+002,5.348109E+002,3.829602E+003,-5.399626E+002
2.850000E-002,5.761300E+002,5.335882E-001,-5.766636E+002,3.186922E+000,5.367757E+002,5.348109E+002,3.829602E+003,-5.399626E+002
2.852000E-002,5.150934E+002,4.971731E+000,-5.200651E+002,5.101211E-001,5.396475E+002,5.351236E+002,3.478351E+003,-5.401576E+002
2.854000E-002,5.150934E+002,4.971731E+000,-5.200651E+002,5.101211E-001,5.396475E+002,5.351236E+002,3.478351E+003,-5.401576E+002
2.856000E-002,5.150934E+002,4.971731E+000,-5.200651E+002,5.101211E-001,5.396475E+002,5.351236E+002,3.478351E+003,-5.401576E+002
2.858000E-002,5.150934E+002,4.971731E+000,-5.200651E+002,5.101211E-001,5.396475E+002,5.351236E+002,3.478351E+003,-5.401576E+002
2.860000E-002,5.150934E+002,4.971731E+000,-5.200651E+002,5.101211E-001,5.396475E+002,5.351236E+002,3.478351E+003,-5.401576E+002
2.862000E-002,4.387768E+002,2.306277E+001,-4.618396E+002,4.157136E-001,5.395369E+002,5.350531E+002,3.115762E+003,-5.399526E+002
2.864000E-002,4.387768E+002,2.306277E+001,-4.618396E+002,4.157136E-001,5.395369E+002,5.350531E+002,3.115762E+003,-5.399526E+002
2.866000E-002,4.387768E+002,2.306277E+001,-4.618396E+002,4.157136E-001,5.395369E+002,5.350531E+002,3.115762E+003,-5.399526E+002
2.868000E-002,4.387768E+002,2.306277E+001,-4.618396E+002,4.157136E-001,5.395369E+002,5.350531E+002,3.115762E+003,-5.399526E+002
2.870000E-002,4.387768E+002,2.306277E+001,-4.618396E+002,4.157136E-001,5.395369E+002,5.350531E+002,3.115762E+003,-5.399526E+002
2.872000E-002,3.470559E+002,5.498796E+001,-4.020438E+002,2.920676E-001,5.390452E+002,5.345893E+002,2.753846E+003,-5.393373E+002
2.874000E-002,3.470559E+002,5.498796E+001,-4.020438E+002,2.920676E-001,5.390452E+002,5.345893E+002,2.753846E+003,-5.393373E+002
2.876000E-002,3.470559E+002,5.498796E+001,-4.020438E+002,2.920676E-001,5.390452E+002,5.345893E+002,2.753846E+003,-5.393373E+002
2.878000E-002,3.470559E+002,5.498796E+001,-4.020438E+002,2.920676E-001,5.390452E+002,5.345893E+002,2.753846E+003,-5.393373E+002
2.880000E-002,3.470559E+002,5.498796E+001,-4.020438E+002,2.920676E-001,5.390452E+002,5.345893E+002,2.753846E+003,-5.393373E+002
2.882000E-002,2.399721E+002,1.006207E+002,-3.405928E+002,1.393512E-001,5.381617E+002,5.337216E+002,2.403860E+003,-5.383010E+002
2.884000E-002,2.399721E+002,1.006207E+002,-3.405928E+002,1.393512E-001,5.381617E+002,5.337216E+002,2.403860E+003,-5.383010E+002
2.886000E-002,2.399721E+002,1.006207E+002,-3.405928E+002,1.393512E-001,5.381617E+002,5.337216E+002,2.403860E+003,-5.383010E+002
2.888000E-002,2.399721E+002,1.006207E+002,-3.405928E+002,1.393512E-001,5.381617E+002,5.337216E+002,2.403860E+003,-5.383010E+002
2.890000E-002,2.399721E+002,1.006207E+002,-3.405928E+002,1.393512E-001,5.381617E+002,5.337216E+002,2.403860E+003,-5.383010E+002
2.892000E-002,1.175942E+002,1.598223E+002,-2.774164E+002,-4.222806E-002,5.368746E+002,5.324384E+002,2.079660E+003,-5.368323E+002
2.894000E-002,1.175942E+002,1.598223E+002,-2.774164E+002,-4.222806E-002,5.368746E+002,5.324384E+002,2.079660E+003,-5.368323E+002
2.896000E-002,1.175942E+002,1.598223E+002,-2.774164E+002,-4.222806E-002,5.368746E+002,5.324384E+002,2.079660E+003,-5.368323E+002
2.898000E-002,1.175942E+002,1.598223E+002,-2.774164E+002,-4.222806E-002,5.368746E+002,5.324384E+002,2.079660E+003,-5.368323E+002
2.900000E-002,1.175942E+002,1.598223E+002,-2.774164E+002,-4.222806E-002,5.368746E+002,5.324384E+002,2.079660E+003,-5.368323E+002
2.902000E-002,2.697051E-001,2.223189E+002,-2.225886E+002,-1.327357E+002,5.351769E+002,5.307330E+002,1.731471E+003,-4.024411E+002
2.904000E-002,2.697051E-001,2.223189E+002,-2.225886E+002,-1.327357E+002,5.351769E+002,5.307330E+002,1.731471E+003,-4.024411E+002
2.906000E-002,2.697051E-001,2.223189E+002,-2.225886E+002,-1.327357E+002,5.351769E+002,5.307330E+002,1.731471E+003,-4.024411E+002
2.908000E-002,2.697051E-001,2.223189E+002,-2.225886E+002,-1.327357E+002,5.351769E+002,5.307330E+002,1.731471E+003,-4.024411E+002
2.910000E-002,2.697051E-001,2.223189E+002,-2.225886E+002,-1.327357E+002,5.351769E+002,5.307330E+002,1.731471E+003,-4.024411E+002
2.912000E-002,2.437017E-001,2.317891E+002,-2.320328E+002,-1.448316E+002,5.333651E+002,5.289024E+002,1.766362E+003,-3.885335E+002
2.914000E-002,2.437017E-001,2.317891E+002,-2.320328E+002,-1.448316E+002,5.333651E+002,5.289024E+002,1.766362E+003,-3.885335E+002
2.916000E-002,2.437017E-001,2.317891E+002,-2.320328E+002,-1.448316E+002,5.333651E+002,5.289024E+002,1.766362E+003,-3.885335E+002
2.918000E-002,2.437017E-001,2.317891E+002,-2.320328E+002,-1.448316E+002,5.333651E+002,5.289024E+002,1.766362E+003,-3.885335E+002
2.920000E-002,2.437017E-001,2.317891E+002,-2.320328E+002,-1.448316E+002,5.333651E+002,5.289024E+002,1.766362E+003,-3.885335E+002
2.922000E-002,2.129352E-001,2.464163E+002,-2.466292E+002,-1.593543E+002,5.316439E+002,5.271520E+002,1.827138E+003,-3.722897E+002
2.924000E-002,2.129352E-001,2.464163E+002,-2.466292E+002,-1.593543E+002,5.316439E+002,5.271520E+002,1.827138E+003,-3.722897E+002
2.926000E-002,2.129352E-001,2.464163E+002,-2.466292E+002,-1.593543E+002,5.316439E+002,5.271520E+002,1.827138E+003,-3.722897E+002
2.928000E-002,2.129352E-001,2.464163E+002,-2.466292E+002,-1.593543E+002,5.316439E+002,5.271520E+002,1.827138E+003,-3.722897E+002
2.930000E-002,2.129352E-001,2.464163E+002,-2.466292E+002,-1.593543E+002,5.316439E+002,5.271520E+002,1.827138E+003,-3.722897E+002
2.932000E-002,1.833423E-001,2.656554E+002,-2.658387E+002,-1.733511E+002,5.300447E+002,5.255142E+002,1.913551E+003,-3.566936E+002
2.934000E-002,1.833423E-001,2.656554E+002,-2.658387E+002,-1.733511E+002,5.300447E+002,5.255142E+002,1.913551E+003,-3.566936E+002
2.936000E-002,1.833423E-001,2.656554E+002,-2.658387E+002,-1.733511E+002,5.300447E+002,5.255142E+002,1.913551E+003,-3.566936E+002
2.938000E-002,1.833423E-001,2.656554E+002,-2.658387E+002,-1.733511E+002,5.300447E+002,5.255142E+002,1.913551E+003,-3.566936E+002
2.940000E-002,1.833423E-001,2.656554E+002,-2.658387E+002,-1.733511E+002,5.300447E+002,5.255142E+002,1.913551E+003,-3.566936E+002
2.942000E-002,1.533289E-001,2.889410E+002,-2.890943E+002,-1.876332E+002,5.285953E+002,5.240184E+002,2.023469E+003,-3.409622E+002
2.944000E-002,1.533289E-001,2.889410E+002,-2.890943E+002,-1.876332E+002,5.285953E+002,5.240184E+002,2.023469E+003,-3.409622E+002
2.946000E-002,1.533289E-001,2.889410E+002,-2.890943E+002,-1.876332E+002,5.285953E+002,5.240184E+002,2.023469E+003,-3.409622E+002
