"time","V","X"
0,0,2
0.01,-0.019417047,1.99990291
0.02,-0.037702589,1.999617463
0.03,-0.054923483,1.999154858
0.04,-0.07113138,1.998523669
0.05,-0.086387964,1.997734105
0.06,-0.100751444,1.996795626
0.07,-0.11428259,1.99571821
0.08,-0.127026417,1.994508955
0.09,-0.139037892,1.993176781
0.1,-0.150355479,1.991727637
0.11,-0.16102763,1.990169277
0.12,-0.171088719,1.988506958
0.13,-0.180578644,1.98674695
0.14,-0.189521764,1.984892866
0.15,-0.197964405,1.982952044
0.16,-0.205944747,1.980930439
0.17,-0.213474005,1.978829568
0.18,-0.220587423,1.976654903
0.19,-0.227321439,1.974412113
0.2,-0.233698969,1.972104672
0.21,-0.239725607,1.969733256
0.22,-0.245439699,1.967303831
0.23,-0.250867266,1.96482037
0.24,-0.256009024,1.96228284
0.25,-0.260889828,1.959695032
0.26,-0.265533607,1.957060589
0.27,-0.269948964,1.954380757
0.28,-0.274152619,1.951658048
0.29,-0.2781575,1.948894384
0.3,-0.281981978,1.946092534
0.31,-0.285627178,1.943252614
0.32,-0.289110774,1.940377281
0.33,-0.292445674,1.937468457
0.34,-0.295641398,1.934527541
0.35,-0.298705853,1.93155568
0.36,-0.301652221,1.928554866
0.37,-0.304489254,1.925526391
0.38,-0.307219119,1.922470511
0.39,-0.309845817,1.919387774
0.4,-0.312371988,1.916278523
0.41,-0.31480739,1.913144194
0.42,-0.317171854,1.909987781
0.43,-0.319457865,1.906808056
0.44,-0.321668498,1.903605424
0.45,-0.323806076,1.900380175
0.46,-0.325873453,1.897132683
0.47,-0.327891192,1.89386609
0.48,-0.329852904,1.890579329
0.49,-0.331761885,1.887272844
0.5,-0.333621099,1.883947031
0.51,-0.335433174,1.880602235
0.52,-0.337206061,1.877239607
0.53,-0.338941618,1.873859373
0.54,-0.340641916,1.870461793
0.55,-0.342309722,1.867047229
0.56,-0.343947617,1.863616016
0.57,-0.345558543,1.860168492
0.58,-0.347145136,1.856704956
0.59,-0.348709299,1.853225651
0.6,-0.350253078,1.849730807
0.61,-0.351778354,1.846220628
0.62,-0.353287476,1.842695391
0.63,-0.354783389,1.839155473
0.64,-0.356266347,1.835600809
0.65,-0.3577377,1.832031513
0.66,-0.359198637,1.828447673
0.67,-0.36065019,1.824849349
0.68,-0.362093231,1.821236576
0.69,-0.363528474,1.81760936
0.7,-0.364956475,1.813967684
0.71,-0.36637763,1.810311501
0.72,-0.367795692,1.806641269
0.73,-0.36921847,1.802958051
0.74,-0.370639673,1.799260789
0.75,-0.372059817,1.795549443
0.76,-0.373479305,1.791823956
0.77,-0.374898424,1.788084251
0.78,-0.376317351,1.78433023
0.79,-0.377736146,1.780561775
0.8,-0.379154757,1.77677875
0.81,-0.380573016,1.772980998
0.82,-0.381995006,1.769169017
0.83,-0.383429925,1.765344098
0.84,-0.384869558,1.76150483
0.85,-0.386314218,1.757651122
0.86,-0.387764163,1.753782873
0.87,-0.389219591,1.749899968
0.88,-0.390680644,1.746002284
0.89,-0.392147403,1.742089685
0.9,-0.393619893,1.738162025
0.91,-0.395098081,1.734219145
0.92,-0.39658465,1.730261321
0.93,-0.398085547,1.726289349
0.94,-0.399595666,1.722302253
0.95,-0.401115335,1.718299926
0.96,-0.402644862,1.714282256
0.97,-0.404184532,1.710249124
0.98,-0.405734607,1.706200407
0.99,-0.407295326,1.702135977
1,-0.408866905,1.698055697
