"time","TRes"
0,293.15
0.01,293.265
0.02,293.365
0.03,293.465
0.04,293.564
0.05,293.664
0.06,293.763
0.07,293.862
0.08,293.961
0.09,294.06
0.1,294.158
0.11,294.257
0.12,294.355
0.13,294.454
0.14,294.552
0.15,294.65
0.16,294.748
0.17,294.845
0.18,294.943
0.19,295.04
0.2,295.138
0.21,295.235
0.22,295.332
0.23,295.429
0.24,295.525
0.25,295.622
0.26,295.719
0.27,295.815
0.28,295.911
0.29,296.007
0.3,296.103
0.31,296.199
0.32,296.295
0.33,296.39
0.34,296.486
0.35,296.581
0.36,296.676
0.37,296.771
0.38,296.866
0.39,296.961
0.4,297.056
0.41,297.15
0.42,297.245
0.43,297.339
0.44,297.433
0.45,297.527
0.46,297.621
0.47,297.715
0.48,297.808
0.49,297.902
0.5,297.995
0.51,298.088
0.52,298.181
0.53,298.274
0.54,298.367
0.55,298.46
0.56,298.552
0.57,298.645
0.58,298.737
0.59,298.829
0.6,298.922
0.61,299.013
0.62,299.105
0.63,299.146
0.64,299.14
0.65,299.134
0.66,299.128
0.67,299.122
0.68,299.116
0.69,299.11
0.7,299.104
0.71,299.098
0.72,299.092
0.73,299.086
0.74,299.08
0.75,299.075
0.76,299.069
0.77,299.063
0.78,299.057
0.79,299.051
0.8,299.045
0.81,299.039
0.82,299.033
0.83,299.027
0.84,299.021
0.85,299.016
0.86,299.01
0.87,299.004
0.88,298.998
0.89,298.992
0.9,298.986
0.91,298.98
0.92,298.975
0.93,298.969
0.94,298.963
0.95,298.957
0.96,298.951
0.97,298.946
0.98,298.94
0.99,298.934
1,298.928
1.01,298.922
1.02,298.917
1.03,298.911
1.04,298.905
1.05,298.899
1.06,298.894
1.07,298.888
1.08,298.882
1.09,298.876
1.1,298.871
1.11,298.865
1.12,298.859
1.13,298.854
1.14,298.848
1.15,298.842
1.16,298.837
1.17,298.831
1.18,298.825
1.19,298.82
1.2,298.814
1.21,298.808
1.22,298.803
1.23,298.797
1.24,298.791
1.25,298.786
1.26,298.78
1.27,298.774
1.28,298.769
1.29,298.763
1.3,298.758
1.31,298.752
1.32,298.746
1.33,298.741
1.34,298.735
1.35,298.73
1.36,298.724
1.37,298.718
1.38,298.713
1.39,298.707
1.4,298.702
1.41,298.696
1.42,298.691
1.43,298.685
1.44,298.68
1.45,298.674
1.46,298.668
1.47,298.663
1.48,298.657
1.49,298.652
1.5,298.646
1.51,298.641
1.52,298.635
1.53,298.63
1.54,298.625
1.55,298.619
1.56,298.614
1.57,298.608
1.58,298.603
1.59,298.597
1.6,298.592
1.61,298.586
1.62,298.581
1.63,298.575
1.64,298.57
1.65,298.565
1.66,298.559
1.67,298.554
1.68,298.548
1.69,298.543
1.7,298.538
1.71,298.532
1.72,298.527
1.73,298.521
1.74,298.516
1.75,298.511
1.76,298.505
1.77,298.5
1.78,298.495
1.79,298.489
1.8,298.484
1.81,298.479
1.82,298.473
1.83,298.468
1.84,298.463
1.85,298.457
1.86,298.452
1.87,298.447
1.88,298.441
1.89,298.436
1.9,298.431
1.91,298.426
1.92,298.42
1.93,298.415
1.94,298.41
1.95,298.405
1.96,298.399
1.97,298.394
1.98,298.389
1.99,298.384
2,298.378
2.01,298.373
2.02,298.368
2.03,298.363
2.04,298.358
2.05,298.352
2.06,298.347
2.07,298.342
2.08,298.337
2.09,298.332
2.1,298.326
2.11,298.321
2.12,298.316
2.13,298.311
2.14,298.306
2.15,298.301
2.16,298.295
2.17,298.29
2.18,298.285
2.19,298.28
2.2,298.275
2.21,298.27
2.22,298.265
2.23,298.26
2.24,298.254
2.25,298.249
2.26,298.244
2.27,298.352
2.28,298.444
2.29,298.537
2.3,298.629
2.31,298.722
2.32,298.814
2.33,298.906
2.34,298.998
2.35,299.09
