"time","Out1","Out2[1]","Out2[2]","Out3","Out4","Out5"
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2.00E-01,1.99E-02,1.33E-03,1.99E-02,2.20E-01,1.87E-02,1.74E-02
4.00E-01,7.89E-02,1.06E-02,7.89E-02,4.80E-01,6.93E-02,5.97E-02
6.00E-01,1.75E-01,3.54E-02,1.75E-01,7.81E-01,1.44E-01,1.13E-01
8.00E-01,3.03E-01,8.26E-02,3.03E-01,1.12E+00,2.35E-01,1.67E-01
1.00E+00,4.60E-01,1.59E-01,4.60E-01,1.51E+00,3.35E-01,2.09E-01
1.20E+00,6.38E-01,2.68E-01,6.38E-01,1.94E+00,4.35E-01,2.33E-01
1.40E+00,8.30E-01,4.15E-01,8.30E-01,2.44E+00,5.31E-01,2.32E-01
1.60E+00,1.03E+00,6.00E-01,1.03E+00,2.99E+00,6.15E-01,2.01E-01
1.80E+00,1.23E+00,8.26E-01,1.23E+00,3.63E+00,6.83E-01,1.39E-01
2.00E+00,1.42E+00,1.09E+00,1.42E+00,4.36E+00,7.30E-01,4.46E-02
2.20E+00,1.59E+00,1.39E+00,1.59E+00,5.21E+00,7.54E-01,-8.07E-02
2.40E+00,1.74E+00,1.72E+00,1.74E+00,6.22E+00,7.52E-01,-2.34E-01
2.60E+00,1.86E+00,2.08E+00,1.86E+00,7.42E+00,7.23E-01,-4.10E-01
2.80E+00,1.94E+00,2.47E+00,1.94E+00,8.86E+00,6.69E-01,-6.04E-01
3.00E+00,1.99E+00,2.86E+00,1.99E+00,1.06E+01,5.90E-01,-8.09E-01
3.20E+00,2.00E+00,3.26E+00,2.00E+00,1.27E+01,4.90E-01,-1.02E+00
3.40E+00,1.97E+00,3.66E+00,1.97E+00,1.53E+01,3.72E-01,-1.22E+00
3.60E+00,1.90E+00,4.04E+00,1.90E+00,1.85E+01,2.41E-01,-1.42E+00
3.80E+00,1.79E+00,4.41E+00,1.79E+00,2.24E+01,1.01E-01,-1.59E+00
4.00E+00,1.65E+00,4.76E+00,1.65E+00,2.72E+01,-4.24E-02,-1.74E+00
4.20E+00,1.49E+00,5.07E+00,1.49E+00,3.32E+01,-1.83E-01,-1.86E+00
4.40E+00,1.31E+00,5.35E+00,1.31E+00,4.04E+01,-3.16E-01,-1.94E+00
4.60E+00,1.11E+00,5.59E+00,1.11E+00,4.93E+01,-4.36E-01,-1.98E+00
4.80E+00,9.13E-01,5.80E+00,9.13E-01,6.02E+01,-5.38E-01,-1.99E+00
5.00E+00,7.16E-01,5.96E+00,7.16E-01,7.36E+01,-6.18E-01,-1.95E+00
5.20E+00,5.31E-01,6.08E+00,5.31E-01,9.00E+01,-6.73E-01,-1.88E+00
5.40E+00,3.65E-01,6.17E+00,3.65E-01,1.10E+02,-7.01E-01,-1.77E+00
5.60E+00,2.24E-01,6.23E+00,2.24E-01,1.35E+02,-7.02E-01,-1.63E+00
5.80E+00,1.14E-01,6.26E+00,1.14E-01,1.64E+02,-6.74E-01,-1.46E+00
6.00E+00,3.98E-02,6.28E+00,3.98E-02,2.01E+02,-6.19E-01,-1.28E+00
6.20E+00,3.46E-03,6.28E+00,3.46E-03,2.46E+02,-5.39E-01,-1.08E+00
6.40E+00,6.82E-03,6.28E+00,6.82E-03,3.00E+02,-4.37E-01,-8.82E-01
6.60E+00,4.98E-02,6.29E+00,4.98E-02,3.67E+02,-3.19E-01,-6.87E-01
6.80E+00,1.31E-01,6.31E+00,1.31E-01,4.49E+02,-1.87E-01,-5.05E-01
7.00E+00,2.46E-01,6.34E+00,2.46E-01,5.48E+02,-4.80E-02,-3.42E-01
7.20E+00,3.92E-01,6.41E+00,3.92E-01,6.70E+02,9.30E-02,-2.06E-01
7.40E+00,5.61E-01,6.50E+00,5.61E-01,8.18E+02,2.30E-01,-1.01E-01
7.60E+00,7.49E-01,6.63E+00,7.49E-01,9.99E+02,3.59E-01,-3.16E-02
7.80E+00,9.46E-01,6.80E+00,9.46E-01,1.22E+03,4.72E-01,-1.05E-03
8.00E+00,1.15E+00,7.01E+00,1.15E+00,1.49E+03,5.68E-01,-1.03E-02
8.20E+00,1.34E+00,7.26E+00,1.34E+00,1.82E+03,6.40E-01,-5.90E-02
8.40E+00,1.52E+00,7.55E+00,1.52E+00,2.22E+03,6.87E-01,-1.45E-01
8.60E+00,1.68E+00,7.87E+00,1.68E+00,2.72E+03,7.07E-01,-2.65E-01
8.80E+00,1.81E+00,8.22E+00,1.81E+00,3.32E+03,6.98E-01,-4.15E-01
9.00E+00,1.91E+00,8.59E+00,1.91E+00,4.05E+03,6.62E-01,-5.88E-01
9.20E+00,1.97E+00,8.98E+00,1.97E+00,4.95E+03,5.99E-01,-7.77E-01
9.40E+00,2.00E+00,9.38E+00,2.00E+00,6.04E+03,5.12E-01,-9.75E-01
9.60E+00,1.98E+00,9.77E+00,1.98E+00,7.38E+03,4.05E-01,-1.17E+00
9.80E+00,1.93E+00,1.02E+01,1.93E+00,9.02E+03,2.82E-01,-1.37E+00
1.00E+01,1.84E+00,1.05E+01,1.84E+00,1.10E+04,1.48E-01,-1.54E+00
