"time","Var_disp"
0.089,1.162250E-05
0.09,1.162250E-05
0.09,8.640000E-06
0.091,8.640000E-06
0.091,5.560000E-06
0.092,5.560000E-06
0.092,2.560000E-06
0.093,2.560000E-06
0.093,-1.460000E-07
0.094,-1.460000E-07
0.094,-2.460000E-06
0.095,-2.460000E-06
0.095,-4.440000E-06
0.096,-4.440000E-06
0.096,-6.140000E-06
0.097,-6.140000E-06
0.097,-7.590000E-06
0.098,-7.590000E-06
0.098,-8.870000E-06
0.099,-8.870000E-06
0.099,-1.001660E-05
0.1,-1.001660E-05
0.1,-1.108670E-05
0.101,-1.108670E-05
0.101,-1.213140E-05
0.102,-1.213140E-05
0.102,-1.320190E-05
0.103,-1.320190E-05
0.103,-1.434740E-05
0.104,-1.434740E-05
0.104,-1.556700E-05
0.105,-1.556700E-05
0.105,-1.680290E-05
0.106,-1.680290E-05
0.106,-1.799370E-05
0.107,-1.799370E-05
0.107,-1.907760E-05
0.108,-1.907760E-05
0.108,-1.999230E-05
0.109,-1.999230E-05
0.109,-2.067510E-05
0.11,-2.067510E-05
0.11,-2.106270E-05
0.111,-2.106270E-05
0.111,-2.109150E-05
0.112,-2.109150E-05
0.112,-2.069760E-05
0.113,-2.069760E-05
0.113,-1.982230E-05
0.114,-1.982230E-05
0.114,-1.851900E-05
0.115,-1.851900E-05
0.115,-1.694070E-05
0.116,-1.694070E-05
0.116,-1.524090E-05
0.117,-1.524090E-05
0.117,-1.357040E-05
0.118,-1.357040E-05
0.118,-1.207660E-05
0.119,-1.207660E-05
0.119,-1.090420E-05
0.12,-1.090420E-05
0.12,-1.019520E-05
0.121,-1.019520E-05
0.121,-1.008860E-05
0.122,-1.008860E-05
0.122,-1.072050E-05
0.123,-1.072050E-05
0.123,-1.222130E-05
0.124,-1.222130E-05
0.124,-1.457870E-05
0.125,-1.457870E-05
0.125,-1.758260E-05
0.126,-1.758260E-05
0.126,-2.100080E-05
0.127,-2.100080E-05
0.127,-2.459200E-05
0.128,-2.459200E-05
0.128,-2.810550E-05
0.129,-2.810550E-05
0.129,-3.128120E-05
0.13,-3.128120E-05
0.13,-3.384840E-05
0.131,-3.384840E-05
0.131,-3.552600E-05
0.132,-3.552600E-05
0.132,-3.602100E-05
0.133,-3.602100E-05
0.133,-3.504630E-05
0.134,-3.504630E-05
0.134,-3.263960E-05
0.135,-3.263960E-05
0.135,-2.912670E-05
0.136,-2.912670E-05
0.136,-2.482850E-05
0.137,-2.482850E-05
0.137,-2.005220E-05
0.138,-2.005220E-05
0.138,-1.509150E-05
0.139,-1.509150E-05
0.139,-1.022820E-05
0.14,-1.022820E-05
0.14,-5.730000E-06
0.141,-5.730000E-06
0.141,-1.860000E-06
0.142,-1.860000E-06
0.142,1.130000E-06
0.143,1.130000E-06
0.143,3.020000E-06
0.144,3.020000E-06
0.144,3.800000E-06
0.145,3.800000E-06
0.145,3.620000E-06
0.146,3.620000E-06
0.146,2.640000E-06
0.147,2.640000E-06
0.147,1.050000E-06
0.148,1.050000E-06
0.148,-1.000000E-06
0.149,-1.000000E-06
0.149,-3.320000E-06
0.15,-3.320000E-06
0.15,-5.730000E-06
0.151,-5.730000E-06
0.151,-8.050000E-06
0.152,-8.050000E-06
0.152,-1.007020E-05
0.153,-1.007020E-05
0.153,-1.161160E-05
0.154,-1.161160E-05
0.154,-1.260340E-05
0.155,-1.260340E-05
0.155,-1.312310E-05
0.156,-1.312310E-05
0.156,-1.325540E-05
0.157,-1.325540E-05
0.157,-1.308400E-05
0.158,-1.308400E-05
0.158,-1.269150E-05
0.159,-1.269150E-05
0.159,-1.216000E-05
0.16,-1.216000E-05
0.16,-1.157030E-05
0.161,-1.157030E-05
0.161,-1.100250E-05
0.162,-1.100250E-05
0.162,-1.053550E-05
0.163,-1.053550E-05
0.163,-1.024480E-05
0.164,-1.024480E-05
0.164,-1.014590E-05
0.165,-1.014590E-05
0.165,-1.019760E-05
0.166,-1.019760E-05
0.166,-1.035620E-05
0.167,-1.035620E-05
0.167,-1.057800E-05
0.168,-1.057800E-05
0.168,-1.081900E-05
0.169,-1.081900E-05
0.169,-1.103520E-05
0.17,-1.103520E-05
0.17,-1.118260E-05
0.171,-1.118260E-05
0.171,-1.121690E-05
0.172,-1.121690E-05
0.172,-1.109380E-05
0.173,-1.109380E-05
0.173,-1.077290E-05
0.174,-1.077290E-05
0.174,-1.028130E-05
0.175,-1.028130E-05
0.175,-9.700000E-06
0.176,-9.700000E-06
0.176,-9.130000E-06
0.177,-9.130000E-06
0.177,-8.640000E-06
0.178,-8.640000E-06
0.178,-8.320000E-06
0.179,-8.320000E-06
0.179,-8.260000E-06
0.18,-8.260000E-06
0.18,-8.530000E-06
0.181,-8.530000E-06
0.181,-9.230000E-06
0.182,-9.230000E-06
0.182,-1.043170E-05
0.183,-1.043170E-05
0.183,-1.221430E-05
0.184,-1.221430E-05
0.184,-1.452760E-05
0.185,-1.452760E-05
0.185,-1.709120E-05
0.186,-1.709120E-05
0.186,-1.958890E-05
0.187,-1.958890E-05
0.187,-2.168790E-05
0.188,-2.168790E-05
0.188,-2.303830E-05
0.189,-2.303830E-05
0.189,-2.327170E-05
0.19,-2.327170E-05
0.19,-2.199920E-05
0.191,-2.199920E-05
0.191,-1.880990E-05
0.192,-1.880990E-05
0.192,-1.326860E-05
0.193,-1.326860E-05
0.193,-4.910000E-06
0.194,-4.910000E-06
0.194,6.700000E-06
0.195,6.700000E-06
0.195,2.185320E-05
0.196,2.185320E-05
0.196,4.079590E-05
0.197,4.079590E-05
0.197,6.378530E-05
0.198,6.378530E-05
0.198,9.108800E-05
0.199,9.108800E-05
0.199,1.229810E-04
0.2,1.229810E-04
0.2,1.597500E-04
0.201,1.597500E-04
0.201,2.016960E-04
0.202,2.016960E-04
0.202,2.491280E-04
0.203,2.491280E-04
0.203,3.023650E-04
0.204,3.023650E-04
0.204,3.615140E-04
0.205,3.615140E-04
0.205,4.264120E-04
0.206,4.264120E-04
0.206,4.968840E-04
0.207,4.968840E-04
0.207,5.727590E-04
0.208,5.727590E-04
0.208,6.538720E-04
0.209,6.538720E-04
0.209,7.400580E-04
0.21,7.400580E-04
0.21,8.311600E-04
0.211,8.311600E-04
0.211,9.270210E-04
0.212,9.270210E-04
0.212,1.027489E-03
0.213,1.027489E-03
0.213,1.132417E-03
0.214,1.132417E-03
0.214,1.241726E-03
0.215,1.241726E-03
0.215,1.355386E-03
0.216,1.355386E-03
0.216,1.473371E-03
0.217,1.473371E-03
0.217,1.595654E-03
0.218,1.595654E-03
0.218,1.722210E-03
0.219,1.722210E-03
0.219,1.853015E-03
0.22,1.853015E-03
0.22,1.988042E-03
0.221,1.988042E-03
0.221,2.127268E-03
0.222,2.127268E-03
0.222,2.270668E-03
0.223,2.270668E-03
0.223,2.418219E-03
0.224,2.418219E-03
0.224,2.569876E-03
0.225,2.569876E-03
0.225,2.725569E-03
0.226,2.725569E-03
0.226,2.885227E-03
0.227,2.885227E-03
0.227,3.048776E-03
0.228,3.048776E-03
0.228,3.216147E-03
0.229,3.216147E-03
0.229,3.387268E-03
0.23,3.387268E-03
0.23,3.562068E-03
0.231,3.562068E-03
0.231,3.740475E-03
0.232,3.740475E-03
0.232,3.922421E-03
0.233,3.922421E-03
0.233,4.107833E-03
0.234,4.107833E-03
0.234,4.296663E-03
0.235,4.296663E-03
0.235,4.488908E-03
0.236,4.488908E-03
0.236,4.684575E-03
0.237,4.684575E-03
0.237,4.883670E-03
0.238,4.883670E-03
0.238,5.086201E-03
0.239,5.086201E-03
0.239,5.292173E-03
0.24,5.292173E-03
0.24,5.501593E-03
0.241,5.501593E-03
0.241,5.714468E-03
0.242,5.714468E-03
0.242,5.930807E-03
0.243,5.930807E-03
0.243,6.150615E-03
0.244,6.150615E-03
0.244,6.373873E-03
0.245,6.373873E-03
0.245,6.600452E-03
0.246,6.600452E-03
0.246,6.830194E-03
0.247,6.830194E-03
0.247,7.062942E-03
0.248,7.062942E-03
0.248,7.298541E-03
0.249,7.298541E-03
0.249,7.536835E-03
0.25,7.536835E-03
0.25,7.777669E-03
0.251,7.777669E-03
0.251,8.020889E-03
0.252,8.020889E-03
0.252,8.266343E-03
0.253,8.266343E-03
0.253,8.513876E-03
0.254,8.513876E-03
0.254,8.763348E-03
0.255,8.763348E-03
0.255,9.014757E-03
0.256,9.014757E-03
0.256,9.268197E-03
0.257,9.268197E-03
0.257,9.523764E-03
0.258,9.523764E-03
0.258,9.781559E-03
0.259,9.781559E-03
0.259,1.004168E-02
0.26,1.004168E-02
0.26,1.030424E-02
0.261,1.030424E-02
0.261,1.056934E-02
0.262,1.056934E-02
0.262,1.083710E-02
0.263,1.083710E-02
0.263,1.110761E-02
0.264,1.110761E-02
0.264,1.138100E-02
0.265,1.138100E-02
0.265,1.165725E-02
0.266,1.165725E-02
0.266,1.193615E-02
0.267,1.193615E-02
0.267,1.221748E-02
0.268,1.221748E-02
0.268,1.250103E-02
0.269,1.250103E-02
0.269,1.278660E-02
0.27,1.278660E-02
0.27,1.307396E-02
0.271,1.307396E-02
0.271,1.336290E-02
0.272,1.336290E-02
0.272,1.365323E-02
0.273,1.365323E-02
0.273,1.394473E-02
0.274,1.394473E-02
0.274,1.423719E-02
0.275,1.423719E-02
0.275,1.453047E-02
0.276,1.453047E-02
0.276,1.482463E-02
0.277,1.482463E-02
0.277,1.511976E-02
0.278,1.511976E-02
0.278,1.541596E-02
0.279,1.541596E-02
0.279,1.571333E-02
0.28,1.571333E-02
0.28,1.601198E-02
0.281,1.601198E-02
0.281,1.631202E-02
0.282,1.631202E-02
0.282,1.661355E-02
0.283,1.661355E-02
0.283,1.691669E-02
0.284,1.691669E-02
0.284,1.722154E-02
0.285,1.722154E-02
0.285,1.752822E-02
0.286,1.752822E-02
0.286,1.783664E-02
0.287,1.783664E-02
0.287,1.814664E-02
0.288,1.814664E-02
0.288,1.845806E-02
0.289,1.845806E-02
0.289,1.877075E-02
0.29,1.877075E-02
0.29,1.908453E-02
0.291,1.908453E-02
0.291,1.939925E-02
0.292,1.939925E-02
0.292,1.971474E-02
0.293,1.971474E-02
0.293,2.003084E-02
0.294,2.003084E-02
0.294,2.034740E-02
0.295,2.034740E-02
0.295,2.066425E-02
0.296,2.066425E-02
0.296,2.098128E-02
0.297,2.098128E-02
0.297,2.129846E-02
0.298,2.129846E-02
0.298,2.161572E-02
0.299,2.161572E-02
0.299,2.193301E-02
0.3,2.193301E-02
0.3,2.225027E-02
0.301,2.225027E-02
0.301,2.256746E-02
0.302,2.256746E-02
0.302,2.288452E-02
0.303,2.288452E-02
0.303,2.320138E-02
0.304,2.320138E-02
0.304,2.351800E-02
0.305,2.351800E-02
0.305,2.383430E-02
0.306,2.383430E-02
0.306,2.415025E-02
0.307,2.415025E-02
0.307,2.446578E-02
0.308,2.446578E-02
0.308,2.478084E-02
0.309,2.478084E-02
0.309,2.509538E-02
0.31,2.509538E-02
0.31,2.540935E-02
0.311,2.540935E-02
0.311,2.572269E-02
0.312,2.572269E-02
0.312,2.603535E-02
0.313,2.603535E-02
0.313,2.634727E-02
0.314,2.634727E-02
0.314,2.665839E-02
0.315,2.665839E-02
0.315,2.696867E-02
0.316,2.696867E-02
0.316,2.727804E-02
0.317,2.727804E-02
0.317,2.758652E-02
0.318,2.758652E-02
0.318,2.789415E-02
0.319,2.789415E-02
0.319,2.820096E-02
0.32,2.820096E-02
0.32,2.850701E-02
0.321,2.850701E-02
0.321,2.881233E-02
0.322,2.881233E-02
0.322,2.911695E-02
0.323,2.911695E-02
0.323,2.942092E-02
0.324,2.942092E-02
0.324,2.972429E-02
0.325,2.972429E-02
0.325,3.002710E-02
0.326,3.002710E-02
0.326,3.032937E-02
0.327,3.032937E-02
0.327,3.063096E-02
0.328,3.063096E-02
0.328,3.093165E-02
0.329,3.093165E-02
0.329,3.123119E-02
0.33,3.123119E-02
0.33,3.152936E-02
0.331,3.152936E-02
0.331,3.182592E-02
0.332,3.182592E-02
0.332,3.212063E-02
0.333,3.212063E-02
0.333,3.241328E-02
0.334,3.241328E-02
0.334,3.270364E-02
0.335,3.270364E-02
0.335,3.299147E-02
0.336,3.299147E-02
0.336,3.327656E-02
0.337,3.327656E-02
0.337,3.355882E-02
0.338,3.355882E-02
0.338,3.383824E-02
0.339,3.383824E-02
0.339,3.411483E-02
0.34,3.411483E-02
0.34,3.438859E-02
0.341,3.438859E-02
0.341,3.465954E-02
0.342,3.465954E-02
0.342,3.492767E-02
0.343,3.492767E-02
0.343,3.519299E-02
0.344,3.519299E-02
0.344,3.545551E-02
0.345,3.545551E-02
0.345,3.571523E-02
0.346,3.571523E-02
0.346,3.597215E-02
0.347,3.597215E-02
0.347,3.622625E-02
0.348,3.622625E-02
0.348,3.647744E-02
0.349,3.647744E-02
0.349,3.672562E-02
0.35,3.672562E-02
0.35,3.697071E-02
0.351,3.697071E-02
0.351,3.721261E-02
0.352,3.721261E-02
0.352,3.745124E-02
0.353,3.745124E-02
0.353,3.768649E-02
0.354,3.768649E-02
0.354,3.791828E-02
0.355,3.791828E-02
0.355,3.814650E-02
0.356,3.814650E-02
0.356,3.837108E-02
0.357,3.837108E-02
0.357,3.859190E-02
0.358,3.859190E-02
0.358,3.880888E-02
0.359,3.880888E-02
0.359,3.902192E-02
0.36,3.902192E-02
0.36,3.923091E-02
0.361,3.923091E-02
0.361,3.943576E-02
0.362,3.943576E-02
0.362,3.963636E-02
0.363,3.963636E-02
0.363,3.983261E-02
0.364,3.983261E-02
0.364,4.002442E-02
0.365,4.002442E-02
0.365,4.021167E-02
0.366,4.021167E-02
0.366,4.039428E-02
0.367,4.039428E-02
0.367,4.057214E-02
0.368,4.057214E-02
0.368,4.074518E-02
0.369,4.074518E-02
0.369,4.091332E-02
0.37,4.091332E-02
0.37,4.107648E-02
0.371,4.107648E-02
0.371,4.123460E-02
0.372,4.123460E-02
0.372,4.138758E-02
0.373,4.138758E-02
0.373,4.153537E-02
0.374,4.153537E-02
0.374,4.167788E-02
0.375,4.167788E-02
0.375,4.181503E-02
0.376,4.181503E-02
0.376,4.194674E-02
0.377,4.194674E-02
0.377,4.207295E-02
0.378,4.207295E-02
0.378,4.219356E-02
0.379,4.219356E-02
0.379,4.230849E-02
0.38,4.230849E-02
0.38,4.241767E-02
0.381,4.241767E-02
0.381,4.252099E-02
0.382,4.252099E-02
0.382,4.261839E-02
0.383,4.261839E-02
0.383,4.270977E-02
0.384,4.270977E-02
0.384,4.279506E-02
0.385,4.279506E-02
0.385,4.287416E-02
0.386,4.287416E-02
0.386,4.294699E-02
0.387,4.294699E-02
0.387,4.301347E-02
0.388,4.301347E-02
0.388,4.307352E-02
0.389,4.307352E-02
0.389,4.312705E-02
0.39,4.312705E-02
0.39,4.317398E-02
0.391,4.317398E-02
0.391,4.321422E-02
0.392,4.321422E-02
0.392,4.324769E-02
0.393,4.324769E-02
0.393,4.327430E-02
0.394,4.327430E-02
0.394,4.329396E-02
0.395,4.329396E-02
0.395,4.330660E-02
0.396,4.330660E-02
0.396,4.331212E-02
0.397,4.331212E-02
0.397,4.331046E-02
0.398,4.331046E-02
0.398,4.330163E-02
0.399,4.330163E-02
0.399,4.328569E-02
0.4,4.328569E-02
0.4,4.326273E-02
0.401,4.326273E-02
0.401,4.323280E-02
0.402,4.323280E-02
0.402,4.319599E-02
0.403,4.319599E-02
0.403,4.315236E-02
0.404,4.315236E-02
0.404,4.310199E-02
0.405,4.310199E-02
0.405,4.304494E-02
0.406,4.304494E-02
0.406,4.298128E-02
0.407,4.298128E-02
0.407,4.291109E-02
0.408,4.291109E-02
0.408,4.283444E-02
0.409,4.283444E-02
0.409,4.275139E-02
0.41,4.275139E-02
0.41,4.266203E-02
0.411,4.266203E-02
0.411,4.256643E-02
0.412,4.256643E-02
0.412,4.246466E-02
0.413,4.246466E-02
0.413,4.235680E-02
0.414,4.235680E-02
0.414,4.224292E-02
0.415,4.224292E-02
0.415,4.212309E-02
0.416,4.212309E-02
0.416,4.199740E-02
0.417,4.199740E-02
0.417,4.186591E-02
0.418,4.186591E-02
0.418,4.172870E-02
0.419,4.172870E-02
0.419,4.158586E-02
0.42,4.158586E-02
0.42,4.143746E-02
0.421,4.143746E-02
0.421,4.128359E-02
0.422,4.128359E-02
0.422,4.112434E-02
0.423,4.112434E-02
0.423,4.095977E-02
0.424,4.095977E-02
0.424,4.078998E-02
0.425,4.078998E-02
0.425,4.061504E-02
0.426,4.061504E-02
0.426,4.043505E-02
0.427,4.043505E-02
0.427,4.025007E-02
0.428,4.025007E-02
0.428,4.006019E-02
0.429,4.006019E-02
0.429,3.986549E-02
0.43,3.986549E-02
0.43,3.966605E-02
0.431,3.966605E-02
0.431,3.946195E-02
0.432,3.946195E-02
0.432,3.925327E-02
0.433,3.925327E-02
0.433,3.904008E-02
0.434,3.904008E-02
0.434,3.882248E-02
0.435,3.882248E-02
0.435,3.860054E-02
0.436,3.860054E-02
0.436,3.837434E-02
0.437,3.837434E-02
0.437,3.814395E-02
0.438,3.814395E-02
0.438,3.790946E-02
0.439,3.790946E-02
0.439,3.767096E-02
0.44,3.767096E-02
0.44,3.742852E-02
0.441,3.742852E-02
0.441,3.718222E-02
0.442,3.718222E-02
0.442,3.693216E-02
0.443,3.693216E-02
0.443,3.667840E-02
0.444,3.667840E-02
0.444,3.642103E-02
0.445,3.642103E-02
0.445,3.616014E-02
0.446,3.616014E-02
0.446,3.589580E-02
0.447,3.589580E-02
0.447,3.562809E-02
0.448,3.562809E-02
0.448,3.535711E-02
0.449,3.535711E-02
0.449,3.508297E-02
0.45,3.508297E-02
0.45,3.480575E-02
0.451,3.480575E-02
0.451,3.452556E-02
0.452,3.452556E-02
0.452,3.424250E-02
0.453,3.424250E-02
0.453,3.395667E-02
0.454,3.395667E-02
0.454,3.366816E-02
0.455,3.366816E-02
0.455,3.337708E-02
0.456,3.337708E-02
0.456,3.308351E-02
0.457,3.308351E-02
0.457,3.278755E-02
0.458,3.278755E-02
0.458,3.248924E-02
0.459,3.248924E-02
0.459,3.218862E-02
0.46,3.218862E-02
0.46,3.188573E-02
0.461,3.188573E-02
0.461,3.158061E-02
0.462,3.158061E-02
0.462,3.127330E-02
0.463,3.127330E-02
0.463,3.096384E-02
0.464,3.096384E-02
0.464,3.065226E-02
0.465,3.065226E-02
0.465,3.033861E-02
0.466,3.033861E-02
0.466,3.002292E-02
0.467,3.002292E-02
0.467,2.970527E-02
0.468,2.970527E-02
0.468,2.938582E-02
0.469,2.938582E-02
0.469,2.906473E-02
0.47,2.906473E-02
0.47,2.874215E-02
0.471,2.874215E-02
0.471,2.841824E-02
0.472,2.841824E-02
0.472,2.809317E-02
0.473,2.809317E-02
0.473,2.776710E-02
0.474,2.776710E-02
0.474,2.744017E-02
0.475,2.744017E-02
0.475,2.711256E-02
0.476,2.711256E-02
0.476,2.678442E-02
0.477,2.678442E-02
0.477,2.645577E-02
0.478,2.645577E-02
0.478,2.612656E-02
0.479,2.612656E-02
0.479,2.579675E-02
0.48,2.579675E-02
0.48,2.546628E-02
0.481,2.546628E-02
0.481,2.513510E-02
0.482,2.513510E-02
0.482,2.480316E-02
0.483,2.480316E-02
0.483,2.447041E-02
0.484,2.447041E-02
0.484,2.413680E-02
0.485,2.413680E-02
0.485,2.380228E-02
0.486,2.380228E-02
0.486,2.346683E-02
0.487,2.346683E-02
0.487,2.313060E-02
0.488,2.313060E-02
0.488,2.279382E-02
0.489,2.279382E-02
0.489,2.245673E-02
0.49,2.245673E-02
0.49,2.211955E-02
0.491,2.211955E-02
0.491,2.178253E-02
0.492,2.178253E-02
0.492,2.144590E-02
0.493,2.144590E-02
0.493,2.110989E-02
0.494,2.110989E-02
0.494,2.077475E-02
0.495,2.077475E-02
0.495,2.044070E-02
0.496,2.044070E-02
0.496,2.010794E-02
0.497,2.010794E-02
0.497,1.977648E-02
0.498,1.977648E-02
0.498,1.944630E-02
0.499,1.944630E-02
0.499,1.911740E-02
0.5,1.911740E-02
0.5,1.878976E-02
0.501,1.878976E-02
0.501,1.846336E-02
0.502,1.846336E-02
0.502,1.813820E-02
0.503,1.813820E-02
0.503,1.781426E-02
0.504,1.781426E-02
0.504,1.749153E-02
0.505,1.749153E-02
0.505,1.716999E-02
0.506,1.716999E-02
0.506,1.684965E-02
0.507,1.684965E-02
0.507,1.653054E-02
0.508,1.653054E-02
0.508,1.621265E-02
0.509,1.621265E-02
0.509,1.589602E-02
0.51,1.589602E-02
0.51,1.558065E-02
0.511,1.558065E-02
0.511,1.526656E-02
0.512,1.526656E-02
0.512,1.495377E-02
0.513,1.495377E-02
0.513,1.464229E-02
0.514,1.464229E-02
0.514,1.433214E-02
0.515,1.433214E-02
0.515,1.402332E-02
0.516,1.402332E-02
0.516,1.371591E-02
0.517,1.371591E-02
0.517,1.340999E-02
0.518,1.340999E-02
0.518,1.310562E-02
0.519,1.310562E-02
0.519,1.280289E-02
0.52,1.280289E-02
0.52,1.250188E-02
0.521,1.250188E-02
0.521,1.220266E-02
0.522,1.220266E-02
0.522,1.190531E-02
0.523,1.190531E-02
0.523,1.160989E-02
0.524,1.160989E-02
0.524,1.131649E-02
0.525,1.131649E-02
0.525,1.102517E-02
0.526,1.102517E-02
0.526,1.073605E-02
0.527,1.073605E-02
0.527,1.044923E-02
0.528,1.044923E-02
0.528,1.016484E-02
0.529,1.016484E-02
0.529,9.882988E-03
0.53,9.882988E-03
0.53,9.603778E-03
0.531,9.603778E-03
0.531,9.327324E-03
0.532,9.327324E-03
0.532,9.053735E-03
0.533,9.053735E-03
0.533,8.783120E-03
0.534,8.783120E-03
0.534,8.515587E-03
0.535,8.515587E-03
0.535,8.251237E-03
0.536,8.251237E-03
0.536,7.990155E-03
0.537,7.990155E-03
0.537,7.732428E-03
0.538,7.732428E-03
0.538,7.478137E-03
0.539,7.478137E-03
0.539,7.227365E-03
0.54,7.227365E-03
0.54,6.980195E-03
0.541,6.980195E-03
0.541,6.736708E-03
0.542,6.736708E-03
0.542,6.496984E-03
0.543,6.496984E-03
0.543,6.261104E-03
0.544,6.261104E-03
0.544,6.029143E-03
0.545,6.029143E-03
0.545,5.801122E-03
0.546,5.801122E-03
0.546,5.577016E-03
0.547,5.577016E-03
0.547,5.356794E-03
0.548,5.356794E-03
0.548,5.140430E-03
0.549,5.140430E-03
0.549,4.927897E-03
0.55,4.927897E-03
0.55,4.719166E-03
0.551,4.719166E-03
0.551,4.514213E-03
0.552,4.514213E-03
0.552,4.313010E-03
0.553,4.313010E-03
0.553,4.115532E-03
0.554,4.115532E-03
0.554,3.921764E-03
0.555,3.921764E-03
0.555,3.731771E-03
0.556,3.731771E-03
0.556,3.545649E-03
0.557,3.545649E-03
0.557,3.363498E-03
0.558,3.363498E-03
0.558,3.185416E-03
0.559,3.185416E-03
0.559,3.011500E-03
0.56,3.011500E-03
0.56,2.841850E-03
0.561,2.841850E-03
0.561,2.676563E-03
0.562,2.676563E-03
0.562,2.515739E-03
0.563,2.515739E-03
0.563,2.359477E-03
0.564,2.359477E-03
0.564,2.207861E-03
0.565,2.207861E-03
0.565,2.060916E-03
0.566,2.060916E-03
0.566,1.918655E-03
0.567,1.918655E-03
0.567,1.781089E-03
0.568,1.781089E-03
0.568,1.648231E-03
0.569,1.648231E-03
