"time","step-size","source.i.Q","source.i.QI","source.i.y","source.i.y1","source.i.y2","source.i.y3","source.i.y4","source.i.y5","source.i.y6"
0.0,0.0,1,0,0,0,1,0,1,0,0
1.0E-7,1.0E-7,1,0,0,0,1,0,1,0,0
0.10000010000000001,0.1,1,0,0,0,1,0,1,0,0
0.20000010000000001,0.1,1,0,0,0,1,0,1,0,0
0.3000001,0.1,0,1,0,0,1,0,1,0,0
0.40000009999999997,0.1,0,1,0,0,1,0,1,0,0
0.5000001,0.1,1,0,0,0,1,0,1,0,0
0.6000000999999999,0.1,1,0,0,0,1,0,1,0,0
0.7000000999999999,0.1,1,0,0,0,1,0,1,0,0
0.8000000999999999,0.1,0,1,0,2,0,0,1,1,0
0.9000000999999999,0.1,0,1,0,2,0,0,1,1,0
1.0000000999999998,0.1,1,0,0,4,1,0,1,0,0
1.1000001,0.1,1,0,0,4,1,0,1,0,0
1.2000001,0.1,1,0,0,4,1,0,1,0,0
1.3000001,0.1,0,1,0,4,1,0,1,0,0
1.4000001000000002,0.1,0,1,0,4,1,0,1,0,0
1.5000001000000003,0.1,1,0,0,4,1,0,1,0,0
1.6000001000000004,0.1,1,0,0,4,1,0,1,0,0
1.7000001000000005,0.1,1,0,0,4,1,0,1,0,0
1.8000001000000005,0.1,0,1,0,6,0,0,1,1,0
1.9000001000000006,0.1,0,1,0,6,0,0,1,1,0
2.0000001000000007,0.1,1,0,0,8,1,0,1,0,0
2.100000100000001,0.1,1,0,0,8,1,0,1,0,0
2.200000100000001,0.1,1,0,0,8,1,0,1,0,0
2.300000100000001,0.1,0,1,0,8,1,0,1,0,0
2.400000100000001,0.1,0,1,0,8,1,0,1,0,0
2.500000100000001,0.1,1,0,0,8,1,0,1,0,0
2.6000001000000013,0.1,1,0,0,8,1,0,1,0,0
2.7000001000000013,0.1,1,0,0,8,1,0,1,0,0
2.8000001000000014,0.1,0,1,0,10,0,0,1,1,0
2.9000001000000015,0.1,0,1,0,10,0,0,1,1,0
3.0000001000000016,0.1,1,0,0,12,1,0,1,0,1
3.1000001000000017,0.1,1,0,0,12,1,0,1,0,1
3.200000100000002,0.1,1,0,0,12,1,0,1,0,1
3.300000100000002,0.1,0,1,0,12,1,0,1,0,1
3.400000100000002,0.1,0,1,0,12,1,0,1,0,1
3.500000100000002,0.1,1,0,0,12,1,0,1,0,1
