"time","step-size","source.i.Q","source.i.QI","source.i.y","source.i.y1","source.i.y2","source.i.y3","source.i.y4","source.i.y5","source.i.y6"
3.600000100000002,0.1,1,0,0,12,1,0,1,0,1
3.7000001000000022,0.1,1,0,0,12,1,0,1,0,1
3.8000001000000023,0.1,0,1,0,14,0,0,1,1,1
3.9000001000000024,0.1,0,1,0,14,0,0,1,1,1
4.000000100000002,0.1,1,0,0,16,1,0,1,0,0
4.100000100000002,0.1,1,0,0,16,1,0,1,0,0
4.200000100000001,0.1,1,0,0,16,1,0,1,0,0
4.300000100000001,0.1,0,1,0,16,1,0,1,0,0
4.400000100000001,0.1,0,1,0,16,1,0,1,0,0
4.5000001,0.1,1,0,0,16,1,0,1,0,0
4.6000001,0.1,1,0,0,16,1,0,1,0,0
4.7000001,0.1,1,0,0,16,1,0,1,0,0
4.800000099999999,0.1,0,1,0,18,0,0,1,1,0
4.900000099999999,0.1,0,1,0,18,0,0,1,1,0
5.0000000999999985,0.1,1,0,0,20,1,0,1,0,0
5.100000099999998,0.1,1,0,0,20,1,0,1,0,0
5.200000099999998,0.1,1,0,0,20,1,0,1,0,0
5.300000099999997,0.1,0,1,0,20,1,0,1,0,0
5.400000099999997,0.1,0,1,0,20,1,0,1,0,0
5.500000099999997,0.1,1,0,0,20,1,0,1,0,0
5.600000099999996,0.1,1,0,0,20,1,0,1,0,0
5.700000099999996,0.1,1,0,0,20,1,0,1,0,0
5.800000099999996,0.1,0,1,0,22,0,0,1,1,0
5.900000099999995,0.1,0,1,0,22,0,0,1,1,0
6.000000099999995,0.1,1,0,0,24,1,0,1,0,0
6.100000099999995,0.1,1,0,0,24,1,0,1,0,0
6.200000099999994,0.1,1,0,0,24,1,0,1,0,0
6.300000099999994,0.1,0,1,0,24,1,0,1,0,0
6.4000000999999935,0.1,0,1,0,24,1,0,1,0,0
6.500000099999993,0.1,1,0,0,24,1,0,1,0,0
6.600000099999993,0.1,1,0,0,24,1,0,1,0,0
6.7000000999999925,0.1,1,0,0,24,1,0,1,0,0
6.800000099999992,0.1,0,1,0,26,0,0,1,1,0
6.900000099999992,0.1,0,1,0,26,0,0,1,1,0
7.000000099999991,0.1,1,0,0,28,1,0,1,0,0
7.100000099999991,0.1,1,0,0,28,1,0,1,0,0
7.200000099999991,0.1,1,0,0,28,1,0,1,0,0
7.30000009999999,0.1,0,1,0,28,1,0,1,0,0
7.40000009999999,0.1,0,1,0,28,1,0,1,0,0
7.50000009999999,0.1,1,0,0,28,1,0,1,0,0
7.600000099999989,0.1,1,0,0,28,1,0,1,0,0
7.700000099999989,0.1,1,0,0,28,1,0,1,0,0
7.800000099999989,0.1,0,1,0,30,0,0,1,1,0
7.900000099999988,0.1,0,1,0,30,0,0,1,1,0
8.000000099999989,0.1,1,0,0,32,1,0,1,0,1
8.100000099999988,0.1,1,0,0,32,1,0,1,0,1
8.200000099999988,0.1,1,0,0,32,1,0,1,0,1
8.300000099999988,0.1,0,1,0,32,1,0,1,0,1
8.400000099999987,0.1,0,1,0,32,1,0,1,0,1
8.500000099999987,0.1,1,0,0,32,1,0,1,0,1
8.600000099999987,0.1,1,0,0,32,1,0,1,0,1
8.700000099999986,0.1,1,0,0,32,1,0,1,0,1
8.800000099999986,0.1,0,1,0,34,0,0,1,1,1
8.900000099999986,0.1,0,1,0,34,0,0,1,1,1
9.000000099999985,0.1,1,0,0,36,1,0,1,0,0
9.100000099999985,0.1,1,0,0,36,1,0,1,0,0
9.200000099999984,0.1,1,0,0,36,1,0,1,0,0
9.300000099999984,0.1,0,1,0,36,1,0,1,0,0
9.400000099999984,0.1,0,1,0,36,1,0,1,0,0
9.500000099999983,0.1,1,0,0,36,1,0,1,0,0
9.600000099999983,0.1,1,0,0,36,1,0,1,0,0
9.700000099999983,0.1,1,0,0,36,1,0,1,0,0
9.800000099999982,0.1,0,1,0,38,0,0,1,1,0
9.900000099999982,0.1,0,1,0,38,0,0,1,1,0
