"time","Out1[1]","Out1[2]","Out6[1]","Out6[2]","Out6[3]","Out6[4]","Out6[5]","Out6[6]","Out7","Out8[1]","Out8[2]","Out9","Out10","Out11","EventIndicator[0]","EventIndicator[1]","Step_Time","Step_Y0","Step_YFinal","SineWave_Amp","SineWave_Bias","SineWave_Freq","SineWave_Phase","SineWave6_Amp","SineWave6_Bias","SineWave6_Freq","SineWave6_Phase","SineWave1_Amp","SineWave1_Bias","SineWave1_Freq","SineWave1_Phase","Step2_Time","Step2_Y0","Step2_YFinal","SineWave3_Amp","SineWave3_Bias","SineWave3_Freq","SineWave3_Hsin","SineWave3_HCos","SineWave3_PSin","SineWave3_PCos","SineWave4_Amp","SineWave4_Bias","SineWave4_Freq","SineWave4_Phase","Step3_Time","Step3_Y0","Step3_YFinal","SineWave5_Amp","SineWave5_Bias","SineWave5_Freq","SineWave5_Hsin","SineWave5_HCos","SineWave5_PSin","SineWave5_PCos","SineWave7_Amp","SineWave7_Bias","SineWave7_Freq","SineWave7_Hsin","SineWave7_HCos","SineWave7_PSin","SineWave7_PCos","WeightedSampleTime_WtEt","Constant6_Value","Out2","Out3","Out4","Out5","Constant4_Value","Constant5_Value","indicators.z[0]","indicators.z[1]","indicators.z[2]","solver.numSteps","solver.minStepSize","solver.maxStepSize","solver.minOrder","solver.maxOrder","solver.numStateEvents","solver.numTimeEvents","Out1[1]_ref","Out1[2]_ref","Out2_ref","Out3_ref","Out4_ref","Out5_ref","Out6[1]_ref","Out6[2]_ref","Out6[3]_ref","Out6[4]_ref","Out6[5]_ref","Out6[6]_ref","Out7_ref","Out8[1]_ref","Out8[2]_ref","Out9_ref","Out10_ref","Out11_ref","EventIndicator[0]_ref","EventIndicator[1]_ref","Step_Time_ref","Step_Y0_ref","Step_YFinal_ref","SineWave_Amp_ref","SineWave_Bias_ref","SineWave_Freq_ref","SineWave_Phase_ref","SineWave6_Amp_ref","SineWave6_Bias_ref","SineWave6_Freq_ref","SineWave6_Phase_ref","SineWave1_Amp_ref","SineWave1_Bias_ref","SineWave1_Freq_ref","SineWave1_Phase_ref","Step2_Time_ref","Step2_Y0_ref","Step2_YFinal_ref","SineWave3_Amp_ref","SineWave3_Bias_ref","SineWave3_Freq_ref","SineWave3_Hsin_ref","SineWave3_HCos_ref","SineWave3_PSin_ref","SineWave3_PCos_ref","SineWave4_Amp_ref","SineWave4_Bias_ref","SineWave4_Freq_ref","SineWave4_Phase_ref","Step3_Time_ref","Step3_Y0_ref","Step3_YFinal_ref","SineWave5_Amp_ref","SineWave5_Bias_ref","SineWave5_Freq_ref","SineWave5_Hsin_ref","SineWave5_HCos_ref","SineWave5_PSin_ref","SineWave5_PCos_ref","SineWave7_Amp_ref","SineWave7_Bias_ref","SineWave7_Freq_ref","SineWave7_Hsin_ref","SineWave7_HCos_ref","SineWave7_PSin_ref","SineWave7_PCos_ref","WeightedSampleTime_WtEt_ref","Constant6_Value_ref","Constant4_Value_ref","Constant5_Value_ref","qtronic.silver.allow_non_virtual_can","qtronic.silver.env.PROCESSOR_LEVEL","qtronic.silver.env.NUMBER_OF_PROCESSORS","qtronic.silver.real_time","qtronic.silver.env.Timestep","qtronic.silver.macro_step","qtronic.silver.version.sp","qtronic.silver.version.minor","qtronic.silver.version.major","qtronic.silver.internal.stepDisabled","qtronic.silver.internal.pauseDisabled"
       2.5,         1,0.59847214,         1,       0.1,         0,         0,         1,         0,0.67546318,0.59847214,         1, 0.6605812,0.11969443,         6,       1.5,       1.5,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,         7,         0,        12,        12,        12,        12,       1.5,       1.5,         1,       374,    1e-005,   0.02048,         0,         2,         1,        34,         1,  0.598472,         7,         0,        12,        12,         1,       0.1,         0,         0,         1,         0,  0.675463,  0.598472,         1,  0.660581,  0.119694,         6,       1.5,       1.5,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.6,         1,0.51550137,         1,       0.1,         0,         0,         1,         0,0.67546318,0.51550137,         1, 0.6605812,0.10310027,         6,       1.6,       1.6,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,         6,         0,        12,        12,        12,        12,       1.6,       1.6,         1,       385,    1e-005,    0.0256,         0,         2,         1,        35,         1,  0.515501,         6,         0,        12,        12,         1,       0.1,         0,         0,         1,         0,  0.675463,  0.515501,         1,  0.660581,    0.1031,         6,       1.6,       1.6,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.7,         1,0.42737988,         1,       0.1,         0,         0,         1,         0,0.42737988,0.42737988,         1,0.48082261,0.085475976,         6,       1.7,       1.7,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,         5,         0,        12,        12,        12,        12,       1.7,       1.7,         1,       407,    1e-005,   0.01536,         0,         2,         1,        37,         1,   0.42738,         5,         0,        12,        12,         1,       0.1,         0,         0,         1,         0,   0.42738,   0.42738,         1,  0.480823,  0.085476,         6,       1.7,       1.7,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.8,         1,0.33498815,         1,       0.1,         0,         0,         1,         0,0.42737988,0.33498815,         1,0.48082261,0.06699763,         6,       1.8,       1.8,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,         4,         0,        12,        12,        12,        12,       1.8,       1.8,         1,       418,    1e-005,    0.0256,         0,         2,         1,        38,         1,  0.334988,         4,         0,        12,        12,         1,       0.1,         0,         0,         1,         0,   0.42738,  0.334988,         1,  0.480823, 0.0669976,         6,       1.8,       1.8,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       2.9,         1,0.23924933,         1,       0.1,         0,         0,         1,         0,0.42737988,0.23924933,         1,0.27788593,0.047849866,         6,       1.9,       1.9,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,         2,         0,        12,        12,        12,        12,       1.9,       1.9,         1,       440,    1e-005,   0.01536,         0,         2,         1,        40,         1,  0.239249,         2,         0,        12,        12,         1,       0.1,         0,         0,         1,         0,   0.42738,  0.239249,         1,  0.277886, 0.0478499,         6,       1.9,       1.9,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
         3,         1,0.14112001,         1,       0.1,         0,         0,         1,         0,0.14112001,0.14112001,         1,0.27788593,0.028224002,         6,         2,         2,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,         1,         0,        12,        12,        12,        12,         2,         2,         1,       451,    1e-005,    0.0256,         0,         2,         1,        41,         1,   0.14112,         1,         0,        12,        12,         1,       0.1,         0,         0,         1,         0,   0.14112,   0.14112,         1,  0.277886,  0.028224,         6,         2,         2,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.1,         1,0.041580662,         1,       0.1,         0,         0,         1,         0,0.14112001,0.041580662,         1,0.061553717,0.0083161325,         6,       2.1,       2.1,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,         0,         0,        12,        12,        12,        12,       2.1,       2.1,         1,       473,    1e-005,   0.02048,         0,         2,         1,        43,         1, 0.0415807,         0,         0,        12,        12,         1,       0.1,         0,         0,         1,         0,   0.14112, 0.0415807,         1, 0.0615537,0.00831613,         6,       2.1,       2.1,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.2,         1,-0.058374143,         1,       0.1,         0,         0,         1,         0,0.14112001,-0.058374143,         1,0.061553717,-0.011674829,         6,       2.2,       2.2,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,        -1,        -1,        12,        12,        12,        12,       2.2,       2.2,         1,       484,    1e-005,    0.0256,         0,         2,         1,        44,         1,-0.0583741,        -1,        -1,        12,        12,         1,       0.1,         0,         0,         1,         0,   0.14112,-0.0583741,         1, 0.0615537,-0.0116748,         6,       2.2,       2.2,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.3,         1,-0.15774569,         1,       0.1,         0,         0,         1,         0,-0.15774569,-0.15774569,         1,-0.15774569,-0.031549139,         6,       2.3,       2.3,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,        -2,        -1,        12,        12,        12,        12,       2.3,       2.3,         1,       495,    1e-005,    0.0256,         0,         2,         1,        45,         1, -0.157746,        -2,        -1,        12,        12,         1,       0.1,         0,         0,         1,         0, -0.157746, -0.157746,         1, -0.157746,-0.0315491,         6,       2.3,       2.3,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.4,         1,-0.2555411,         1,       0.1,         0,         0,         1,         0,-0.15774569,-0.2555411,         1,-0.15774569,-0.05110822,         6,       2.4,       2.4,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,        -4,        -1,        12,        12,        12,        12,       2.4,       2.4,         1,       506,    1e-005,    0.0256,         0,         2,         1,        46,         1, -0.255541,        -4,        -1,        12,        12,         1,       0.1,         0,         0,         1,         0, -0.157746, -0.255541,         1, -0.157746,-0.0511082,         6,       2.4,       2.4,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.5,         1,-0.35078323,         1,       0.1,         0,         0,         1,         0,-0.15774569,-0.35078323,         1,-0.15774569,-0.070156646,         6,       2.5,       2.5,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,        -5,        -1,        12,        12,        12,        12,       2.5,       2.5,         1,       517,    1e-005,    0.0256,         0,         2,         1,        47,         1, -0.350783,        -5,        -1,        12,        12,         1,       0.1,         0,         0,         1,         0, -0.157746, -0.350783,         1, -0.157746,-0.0701566,         6,       2.5,       2.5,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.6,         1,-0.44252044,         1,       0.1,         0,         0,         1,         0,-0.44252044,-0.44252044,         1,-0.36944096,-0.088504089,         6,       2.6,       2.6,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,        -6,        -1,        12,        12,        12,        12,       2.6,       2.6,         1,       539,    1e-005,   0.02048,         0,         2,         1,        49,         1,  -0.44252,        -6,        -1,        12,        12,         1,       0.1,         0,         0,         1,         0,  -0.44252,  -0.44252,         1, -0.369441,-0.0885041,         6,       2.6,       2.6,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.7,         1,-0.52983614,         1,       0.1,         0,         0,         1,         0,-0.44252044,-0.52983614,         1,-0.36944096,-0.10596723,         6,       2.7,       2.7,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,        -7,        -1,        12,        12,        12,        12,       2.7,       2.7,         1,       550,    1e-005,    0.0256,         0,         2,         1,        50,         1, -0.529836,        -7,        -1,        12,        12,         1,       0.1,         0,         0,         1,         0,  -0.44252, -0.529836,         1, -0.369441, -0.105967,         6,       2.7,       2.7,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.8,         1,-0.61185789,         1,       0.1,         0,         0,         1,         0,-0.44252044,-0.61185789,         1,-0.56332728,-0.12237158,         6,       2.8,       2.8,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,        -8,        -1,        12,        12,        12,        12,       2.8,       2.8,         1,       572,    1e-005,   0.01536,         0,         2,         1,        52,         1, -0.611858,        -8,        -1,        12,        12,         1,       0.1,         0,         0,         1,         0,  -0.44252, -0.611858,         1, -0.563327, -0.122372,         6,       2.8,       2.8,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       3.9,         1,-0.68776616,         1,       0.1,         0,         0,         1,         0,-0.68776616,-0.68776616,         1,-0.56332728,-0.13755323,         6,       2.9,       2.9,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,        -9,        -1,        12,        12,        12,        12,       2.9,       2.9,         1,       583,    1e-005,    0.0256,         0,         2,         1,        53,         1, -0.687766,        -9,        -1,        12,        12,         1,       0.1,         0,         0,         1,         0, -0.687766, -0.687766,         1, -0.563327, -0.137553,         6,       2.9,       2.9,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
         4,         1,-0.7568025,         1,       0.1,         0,         0,         1,         0,-0.68776616,-0.7568025,         1,-0.73005836,-0.1513605,         6,         3,         3,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,       -10,        -1,        12,        12,        12,        12,         3,         3,         1,       605,    1e-005,   0.01536,         0,         2,         1,        55,         1, -0.756802,       -10,        -1,        12,        12,         1,       0.1,         0,         0,         1,         0, -0.687766, -0.756802,         1, -0.730058,  -0.15136,         6,         3,         3,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       4.1,         1,-0.81827711,         1,       0.1,         0,         0,         1,         0,-0.68776616,-0.81827711,         1,-0.73005836,-0.16365542,         6,       3.1,       3.1,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,       -10,        -1,        12,        12,        12,        12,       3.1,       3.1,         1,       616,    1e-005,    0.0256,         0,         2,         1,        56,         1, -0.818277,       -10,        -1,        12,        12,         1,       0.1,         0,         0,         1,         0, -0.687766, -0.818277,         1, -0.730058, -0.163655,         6,       3.1,       3.1,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       4.2,         1,-0.87157577,         1,       0.1,         0,         0,         1,         0,-0.87157577,-0.87157577,         1,-0.8615969,-0.17431515,         6,       3.2,       3.2,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,       -11,        -1,        12,        12,        12,        12,       3.2,       3.2,         1,       638,    1e-005,   0.02048,         0,         2,         1,        58,         1, -0.871576,       -11,        -1,        12,        12,         1,       0.1,         0,         0,         1,         0, -0.871576, -0.871576,         1, -0.861597, -0.174315,         6,       3.2,       3.2,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
       4.3,         1,-0.91616594,         1,       0.1,         0,         0,         1,         0,-0.87157577,-0.91616594,         1,-0.8615969,-0.18323319,         6,       3.3,       3.3,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,0.21822962,0.97589745,-0.21822962,0.97589745,         1,         0,         1,0.099833417,0.99500417,-0.099833417,0.99500417,       0.2,         1,       -11,        -1,        12,        12,        12,        12,       3.3,       3.3,         1,       649,    1e-005,    0.0256,         0,         2,         1,        59,         1, -0.916166,       -11,        -1,        12,        12,         1,       0.1,         0,         0,         1,         0, -0.871576, -0.916166,         1, -0.861597, -0.183233,         6,       3.3,       3.3,         1,         0,         1,         1,         0,         1,         0,        12,         0,         1,         0,         1,         0,         1,         0,         1,         0,       2.3,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,         1,         0,         1,         0,         1,         0,         1,         1,         0,         1,   0.21823,  0.975897,  -0.21823,  0.975897,         1,         0,         1, 0.0998334,  0.995004,-0.0998334,  0.995004,       0.2,         1,        12,        12,         0,         6,         2,         0,     0.003,       0.1,         0,         0,1.4821969e-323,         0,         0
