"time","Capacitor1.v","IdealDiode3.off"
0,282.843,1
0.0002,279.504,0
0.0004,276.184,0
0.0006001,272.914,0
0.0008002,269.707,0
0.0010003,266.547,0
0.0012003,263.396,0
0.0014003,260.189,0
0.0016003,256.87,1
0.0018003,253.533,1
0.0020003,250.204,1
0.0022004,247.012,1
0.0024005,244.174,1
0.0026006,241.879,1
0.0028007,240.276,1
0.0030008,239.478,1
0.0032009,239.551,1
0.003401,240.521,1
0.0036011,242.367,1
0.0038012,245.025,1
0.0040012,248.384,1
0.0042012,252.301,1
0.0044012,256.592,1
0.0046012,261.043,1
0.0048012,265.415,1
0.0050012,269.446,1
0.0052012,272.863,1
0.0054012,275.401,1
0.0056012,276.902,1
0.0058012,277.255,1
0.0060012,276.395,1
0.0062012,275.16,1
0.0064012,273.974,1
0.0066012,272.91,1
0.0068012,272.01,1
0.0070012,271.291,1
0.0072012,270.737,1
0.0074012,270.308,1
0.0076012,269.935,1
0.0078012,269.523,1
0.0080013,268.956,1
0.0082014,268.099,1
0.0084015,266.799,1
0.0086016,264.897,1
0.0088017,262.319,1
0.0090018,259.434,1
0.0092019,256.714,1
0.009402,254.329,1
0.0096021,252.416,1
0.0098022,251.077,1
0.0100023,250.378,1
0.0102024,250.343,1
0.0104025,250.958,1
0.0106026,252.171,1
0.0108027,253.89,1
0.0110028,255.989,1
0.0112029,258.31,1
0.011403,260.668,1
0.0116031,262.852,1
0.0118032,264.637,1
0.0120033,265.8,1
0.0122034,266.231,1
0.0124035,265.857,1
0.0126036,264.712,1
0.0128037,263.599,1
0.0130038,262.772,1
0.0132039,262.302,1
0.013404,262.226,1
0.0136041,262.549,1
0.0138042,263.24,1
0.0140043,264.237,1
0.0142044,265.447,1
0.0144045,266.748,1
0.0146046,267.992,1
0.0148047,269.01,1
0.0150048,269.616,1
0.0152049,269.612,0
0.015405,268.823,0
0.0156051,267.2,0
0.0158052,264.939,0
0.0160053,262.755,0
0.0162054,260.831,0
0.0164055,259.278,0
0.0166056,258.175,0
0.0168057,257.563,0
0.0170058,257.45,0
0.0172059,257.808,0
0.017406,258.571,0
0.0176061,259.645,0
0.0178062,260.9,0
0.0180063,262.183,0
0.0182064,263.315,0
